company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2007.0,FY,2007-01-01,2007-12-31,2010-02-03 17:02:31+00:00,1027000.0,0.39,0.39,,0.37,1500000.0,6114000.0,213342000.0,213342000.0,213342000.0,1832178000.0,3776395000.0,3412000.0,0.0,0.0,1363978000.0,0.0,492737000.0,1832178000.0,1944217000.0,,131069000.0,1859242000.0,84975000.0,134481000.0,219456000.0,3776395000.0,547000000.0,542412000.0,577682000.0
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2008.0,FY,2008-01-01,2008-12-31,2011-02-02 15:22:23+00:00,3392000.0,0.42,0.42,,0.41,171593000.0,7521000.0,214794000.0,214794000.0,214794000.0,2213015000.0,4658125000.0,-2016000.0,,15810000.0,1540068000.0,-1000000.0,543117000.0,2213015000.0,2445110000.0,,52201000.0,2272980000.0,172130000.0,50185000.0,222315000.0,4658125000.0,511400000.0,512648000.0,524208000.0
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2008.0,Q3,2008-07-01,2008-09-30,2009-10-22 16:22:49+00:00,183000.0,0.32,0.32,,0.31,250000.0,1188000.0,164906000.0,164906000.0,164906000.0,619459000.0,1298475000.0,-3720000.0,0.0,0.0,379279000.0,0.0,141941000.0,619459000.0,679016000.0,,12451000.0,521653000.0,157363000.0,8731000.0,166094000.0,1298475000.0,515300000.0,509041000.0,523759000.0
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2008.0,Q2,2008-04-01,2008-06-30,2009-07-23 19:01:42+00:00,184000.0,,0.26,,0.25,1900000.0,647000.0,134789000.0,134789000.0,134789000.0,554596000.0,1200931000.0,-191000.0,0.0,0.0,380035000.0,-1000000.0,142017000.0,554596000.0,646335000.0,,12428000.0,523136000.0,123199000.0,12237000.0,135436000.0,1200931000.0,,512875000.0,529977000.0
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2009.0,Q4,2009-10-01,2009-12-31,,2543000.0,0.12,0.12,,0.13,105000.0,1959000.0,58943000.0,58943000.0,58943000.0,630700000.0,1342423000.0,-487000.0,,175256000.0,396336000.0,-5330000.0,84062000.0,630700000.0,711723000.0,,2638000.0,652972000.0,58751000.0,2151000.0,60902000.0,1342423000.0,500000000.0,494000000.0,513000000.0
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2009.0,FY,2009-01-01,2009-12-31,2012-02-01 06:30:36+00:00,15000000.0,0.13,0.13,,0.13,19000000.0,7000000.0,65000000.0,65000000.0,65000000.0,2211000000.0,4490000000.0,2000000.0,50000000.0,118000000.0,1535000000.0,7000000.0,479000000.0,2211000000.0,2279000000.0,,14000000.0,2223000000.0,56000000.0,16000000.0,72000000.0,4490000000.0,500000000.0,494000000.0,513000000.0
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2009.0,Q3YTD,2009-01-01,2009-09-30,,12457000.0,0.01,0.01,,0.01,18895000.0,5041000.0,6057000.0,6057000.0,6057000.0,1580300000.0,3147577000.0,2487000.0,50000000.0,-57256000.0,1138664000.0,12330000.0,394938000.0,1580300000.0,1567277000.0,,11362000.0,1570028000.0,-2751000.0,13849000.0,11098000.0,3147577000.0,497600000.0,495491000.0,521443000.0
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2009.0,Q3,2009-07-01,2009-09-30,2010-10-26 16:22:10+00:00,4159000.0,0.17,0.17,,0.16,7634000.0,6837000.0,84596000.0,84596000.0,84596000.0,615349000.0,1254197000.0,-178000.0,,,391170000.0,4772000.0,142480000.0,615349000.0,638848000.0,,2978000.0,550215000.0,88633000.0,2800000.0,91433000.0,1254197000.0,497600000.0,495491000.0,521443000.0
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2009.0,Q2YTD,2009-01-01,2009-06-30,,8298000.0,-0.16,-0.16,,-0.16,11261000.0,-1796000.0,-78539000.0,-78539000.0,-78539000.0,964951000.0,1893380000.0,2665000.0,50000000.0,-57256000.0,747494000.0,7558000.0,252458000.0,964951000.0,928429000.0,,8384000.0,1019813000.0,-91384000.0,11049000.0,-80335000.0,1893380000.0,446700000.0,495110000.0,507993000.0
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2009.0,Q2,2009-04-01,2009-06-30,2010-07-27 17:06:24+00:00,4139000.0,0.03,0.03,,0.03,11261000.0,3253000.0,13401000.0,13401000.0,13401000.0,518674000.0,1039944000.0,1019000.0,50000000.0,-58406000.0,374770000.0,447000.0,127410000.0,518674000.0,521270000.0,,3986000.0,509621000.0,11649000.0,5005000.0,16654000.0,1039944000.0,446700000.0,495110000.0,507993000.0
