company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2008.0,FY,,2008-12-31,2010-02-03 17:02:31+00:00,310487000.0,372311000.0,242727000.0,1033000.0,1190645000.0,,10930315000.0,12338000.0,151551000.0,1279243000.0,61958000.0,,0.0,366106000.0,234691000.0,3898000.0,66160000.0,65197000.0,114674000.0,-7324330000.0,,707477000.0,4393265000.0,3607018000.0,2751213000.0,717103000.0,3607067000.0,3607067000.0,786198000.0,4393265000.0,1407361000.0,69095000.0,0.0
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2009.0,FY,,2009-12-31,2011-02-02 15:22:23+00:00,437353000.0,508627000.0,433294000.0,-2195000.0,1397093000.0,,11153060000.0,87388000.0,190315000.0,1329614000.0,150927000.0,0.0,438616000.0,362428000.0,229317000.0,608000.0,64436000.0,86438000.0,113903000.0,-7259069000.0,,532281000.0,5127242000.0,3891796000.0,2914332000.0,1148350000.0,3891846000.0,3891846000.0,1235396000.0,5127242000.0,1983593000.0,87046000.0,0.0
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2009.0,Q3,,2009-09-30,2009-10-22 16:22:49+00:00,423199000.0,541587000.0,301371000.0,-2322000.0,1345221000.0,,11170050000.0,96421000.0,182394000.0,1277951000.0,21324000.0,,470643000.0,307216000.0,228621000.0,637000.0,67019000.0,62688000.0,95296000.0,-7318273000.0,,561287000.0,4916165000.0,3849455000.0,2850607000.0,1003385000.0,3849455000.0,3849455000.0,1066710000.0,4916165000.0,1836937000.0,63325000.0,
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2009.0,Q2,,2009-06-30,2009-07-23 19:01:42+00:00,389630000.0,444046000.0,277979000.0,-2483000.0,1506518000.0,0.0,11178664000.0,115387000.0,129547000.0,1277104000.0,34174000.0,,92699000.0,279298000.0,224238000.0,1615000.0,81581000.0,60851000.0,108078000.0,-7402869000.0,,700585000.0,4748321000.0,3773312000.0,3038525000.0,912543000.0,3773312000.0,3773312000.0,975009000.0,4748321000.0,1485558000.0,62466000.0,
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2010.0,FY,,2010-12-31,2012-02-01 06:30:36+00:00,604000000.0,820000000.0,404000000.0,9000000.0,1622000000.0,0.0,11994000000.0,55000000.0,208000000.0,1677000000.0,366000000.0,697000000.0,1401000000.0,598000000.0,266000000.0,,50000000.0,150000000.0,109000000.0,-6177000000.0,,1035000000.0,7944000000.0,5826000000.0,4184000000.0,1271000000.0,5826000000.0,5826000000.0,2118000000.0,7944000000.0,3494000000.0,847000000.0,0.0
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2010.0,Q3,,2010-09-30,2010-10-26 16:22:10+00:00,567822000.0,798266000.0,404260000.0,11631000.0,1245940000.0,,11394287000.0,59221000.0,193216000.0,1410542000.0,205183000.0,,520276000.0,534855000.0,253339000.0,792000.0,50810000.0,85240000.0,105661000.0,-6443458000.0,,1148139000.0,6273011000.0,4962460000.0,3832861000.0,1224519000.0,4962460000.0,4962460000.0,1310551000.0,6273011000.0,2186811000.0,86032000.0,
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2010.0,Q2,,2010-06-30,2010-07-27 17:06:24+00:00,537937000.0,688189000.0,343664000.0,-3229000.0,1403633000.0,,11225728000.0,68439000.0,152912000.0,1369059000.0,197078000.0,,441111000.0,489955000.0,238691000.0,711000.0,55203000.0,80163000.0,108097000.0,-6770587000.0,,644722000.0,5635738000.0,4451912000.0,3334596000.0,1102952000.0,4451912000.0,4451912000.0,1183826000.0,5635738000.0,2062451000.0,80874000.0,
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2010.0,Q1,,2010-03-31,2010-04-27 17:17:45+00:00,479216000.0,607186000.0,467853000.0,4626000.0,1507909000.0,,11138769000.0,77864000.0,148223000.0,1372666000.0,216968000.0,,310919000.0,403439000.0,227586000.0,606000.0,63851000.0,85754000.0,107284000.0,-7048905000.0,,536198000.0,5354006000.0,4094490000.0,3162016000.0,1173156000.0,4094490000.0,4094490000.0,1259516000.0,5354006000.0,1964404000.0,86360000.0,
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2011.0,FY,,2011-12-31,2013-01-30 16:26:20+00:00,442000000.0,678000000.0,461000000.0,-50000000.0,4146000000.0,0.0,11821000000.0,21000000.0,175000000.0,1787000000.0,400000000.0,1196000000.0,676000000.0,421000000.0,368000000.0,,57000000.0,224000000.0,124000000.0,-5250000000.0,0.0,383000000.0,9040000000.0,6521000000.0,5752000000.0,1099000000.0,6521000000.0,6521000000.0,2519000000.0,9040000000.0,2920000000.0,1420000000.0,0.0
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2011.0,Q3,,2011-09-30,2011-10-25 16:45:55+00:00,510000000.0,817000000.0,524000000.0,-32000000.0,2333000000.0,0.0,11701000000.0,28000000.0,169000000.0,1796000000.0,427000000.0,698000000.0,1184000000.0,491000000.0,339000000.0,,58000000.0,202000000.0,125000000.0,-5504000000.0,,726000000.0,8296000000.0,6165000000.0,4492000000.0,1231000000.0,6165000000.0,6165000000.0,2131000000.0,8296000000.0,3465000000.0,900000000.0,
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2011.0,Q2,,2011-06-30,2011-07-25 16:38:27+00:00,471000000.0,680000000.0,417000000.0,34000000.0,1797000000.0,,11617000000.0,37000000.0,129000000.0,1820000000.0,488000000.0,697000000.0,1174000000.0,546000000.0,319000000.0,,57000000.0,207000000.0,125000000.0,-5774000000.0,,829000000.0,7835000000.0,5877000000.0,3977000000.0,1054000000.0,5877000000.0,5877000000.0,1958000000.0,7835000000.0,3539000000.0,904000000.0,
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2011.0,Q1,,2011-03-31,2011-04-26 16:56:00+00:00,536000000.0,760000000.0,416000000.0,19000000.0,1637000000.0,,11698000000.0,46000000.0,122000000.0,1685000000.0,346000000.0,697000000.0,1649000000.0,550000000.0,291000000.0,,56000000.0,151000000.0,117000000.0,-5949000000.0,,645000000.0,7736000000.0,5768000000.0,3709000000.0,1120000000.0,5768000000.0,5768000000.0,1968000000.0,7736000000.0,3736000000.0,848000000.0,
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2012.0,FY,,2012-12-31,2014-01-30 17:11:32+00:00,549000000.0,740000000.0,570000000.0,-33000000.0,1617000000.0,0.0,12403000000.0,22000000.0,241000000.0,3726000000.0,1786000000.0,1393000000.0,1348000000.0,527000000.0,485000000.0,,82000000.0,294000000.0,140000000.0,-4531000000.0,300000000.0,757000000.0,11208000000.0,7839000000.0,3781000000.0,1682000000.0,7839000000.0,7839000000.0,3369000000.0,11208000000.0,6942000000.0,1687000000.0,0.0
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2012.0,Q3,,2012-09-30,2012-10-23 16:59:18+00:00,598000000.0,864000000.0,593000000.0,-61000000.0,1416000000.0,0.0,12291000000.0,16000000.0,235000000.0,3709000000.0,1861000000.0,1693000000.0,1039000000.0,557000000.0,463000000.0,,92000000.0,297000000.0,144000000.0,-4782000000.0,,735000000.0,10880000000.0,7448000000.0,3716000000.0,1442000000.0,7448000000.0,7448000000.0,3432000000.0,10880000000.0,6701000000.0,1990000000.0,
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2012.0,Q2,,2012-06-30,2012-07-24 16:48:17+00:00,624000000.0,821000000.0,495000000.0,-73000000.0,1362000000.0,0.0,12210000000.0,9000000.0,166000000.0,3708000000.0,1981000000.0,1196000000.0,414000000.0,528000000.0,431000000.0,,83000000.0,271000000.0,160000000.0,-5002000000.0,,408000000.0,9896000000.0,7135000000.0,3279000000.0,1294000000.0,7135000000.0,7135000000.0,2761000000.0,9896000000.0,6186000000.0,1467000000.0,
