company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2007.0,FY,2007-01-01,2007-12-31,2010-02-03 17:02:31+00:00,-219324000.0,14512000.0,6463000.0,,64082000.0,,-3050000.0,358629000.0,,-851260000.0,54405000.0,825317000.0,-851260000.0,54405000.0,825317000.0,28462000.0,213342000.0,213342000.0,536431000.0,-69676000.0,,,-667384000.0,-150427000.0,,-1140213000.0,1091540000.0
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2008.0,Q4,2008-10-01,2008-12-31,,-140746000.0,6895000.0,9799000.0,,22466000.0,,-57248000.0,57271000.0,,-379781000.0,-51589000.0,146157000.0,-379781000.0,-51589000.0,146157000.0,-285213000.0,-159215000.0,-159215000.0,333259000.0,-12875000.0,,,-5190000.0,-17657000.0,,-424177000.0,112004000.0
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2008.0,FY,2008-01-01,2008-12-31,2011-02-02 15:22:23+00:00,-170541000.0,19249000.0,9799000.0,,78236000.0,,-119078000.0,171853000.0,,-1170160000.0,-745382000.0,919615000.0,-1170160000.0,-745382000.0,919615000.0,-995927000.0,214794000.0,214794000.0,726414000.0,-58061000.0,,,-1116059000.0,-82808000.0,,-1283952000.0,624026000.0
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2008.0,Q3,2008-07-01,2008-09-30,,-57000.0,4118000.0,,,19351000.0,,-39996000.0,23968000.0,,-19377000.0,-496710000.0,286230000.0,-19377000.0,-496710000.0,286230000.0,-229857000.0,164906000.0,164906000.0,137851000.0,-19433000.0,,,-771993000.0,-16084000.0,,-23912000.0,291424000.0
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-22 16:22:49+00:00,-29795000.0,12354000.0,,,55770000.0,,-61830000.0,114582000.0,,-790379000.0,-693793000.0,773458000.0,-790379000.0,-693793000.0,773458000.0,-710714000.0,374009000.0,374009000.0,393155000.0,-45186000.0,,,-1110869000.0,-65151000.0,,-859775000.0,512022000.0
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-07-23 19:01:42+00:00,-29738000.0,8236000.0,,,36419000.0,,-21834000.0,90614000.0,,-771002000.0,-197083000.0,487228000.0,-771002000.0,-197083000.0,487228000.0,-480857000.0,209103000.0,209103000.0,255304000.0,-25753000.0,,,-338876000.0,-49067000.0,,-835863000.0,220598000.0
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2009.0,Q4,2009-10-01,2009-12-31,,-165000000.0,6442000.0,17000000.0,,26686000.0,-842000.0,-41467000.0,89771000.0,,-149138000.0,-131473000.0,332035000.0,-149138000.0,-131473000.0,332035000.0,51424000.0,58943000.0,58943000.0,281431000.0,-23426000.0,,,-81028000.0,-18226000.0,,-215483000.0,133623000.0
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2009.0,FY,2009-01-01,2009-12-31,2012-02-01 06:30:36+00:00,-165000000.0,31000000.0,17000000.0,,74000000.0,,133000000.0,227000000.0,,-279000000.0,-502000000.0,987000000.0,-279000000.0,-502000000.0,987000000.0,206000000.0,65000000.0,65000000.0,684000000.0,-84000000.0,,,-1141000000.0,-67000000.0,,-422000000.0,871000000.0
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2009.0,Q3TTM,2008-10-01,2009-09-30,,-140746000.0,31453000.0,9799000.0,,69780000.0,842000.0,117219000.0,194500000.0,,-509643000.0,-422116000.0,801122000.0,-509643000.0,-422116000.0,801122000.0,-130637000.0,-153158000.0,-153158000.0,735828000.0,-73449000.0,,,-1065162000.0,-66431000.0,,-630694000.0,849381000.0
Broadcom Corp ,BRCM,KFFV4ZWM9DJH1ND3BD89,1054374,2009.0,Q3,2009-07-01,2009-09-30,,,8035000.0,,,11273000.0,-1297000.0,-4580000.0,53535000.0,,-140594000.0,-257167000.0,236464000.0,-140594000.0,-257167000.0,236464000.0,-161297000.0,84596000.0,84596000.0,137140000.0,-26046000.0,,,-548922000.0,-22480000.0,,-168083000.0,315532000.0
