company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Oracle Corp,ORCL,1Z4GXXU7ZHVWFCD8TV52,1341439,2008.0,FY,2007-06-01,2008-05-31,2010-06-30 21:59:05+00:00,1212000000.0,1.08,1.08,0.0,1.06,2313000000.0,4679000000.0,5521000000.0,5521000000.0,5521000000.0,4981000000.0,22430000000.0,384000000.0,2741000000.0,165000000.0,808000000.0,4981000000.0,17449000000.0,394000000.0,9605000000.0,7844000000.0,-10000000.0,7834000000.0,22430000000.0,5112000000.0,5133000000.0,5229000000.0
Oracle Corp,ORCL,1Z4GXXU7ZHVWFCD8TV52,1341439,2009.0,FY,2008-06-01,2009-05-31,2011-06-27 21:44:56+00:00,1713000000.0,1.1,1.1,0.05,1.09,2241000000.0,4638000000.0,5593000000.0,5593000000.0,5593000000.0,4794000000.0,23252000000.0,143000000.0,2767000000.0,234000000.0,785000000.0,4794000000.0,18458000000.0,630000000.0,10137000000.0,8321000000.0,-487000000.0,7834000000.0,23252000000.0,5084500000.0,5070000000.0,5130000000.0
Oracle Corp,ORCL,1Z4GXXU7ZHVWFCD8TV52,1341439,2009.0,Q4,2009-03-01,2009-05-31,,436000000.0,0.37,0.37,0.05,0.37,863000000.0,1326000000.0,1891000000.0,1891000000.0,1891000000.0,1179000000.0,6861000000.0,29000000.0,731000000.0,91000000.0,213000000.0,1179000000.0,5682000000.0,160000000.0,2797000000.0,2885000000.0,-131000000.0,2754000000.0,6861000000.0,5084500000.0,5070000000.0,5130000000.0
Oracle Corp,ORCL,1Z4GXXU7ZHVWFCD8TV52,1341439,2009.0,Q3YTD,2008-06-01,2009-02-28,,1277000000.0,0.73,0.73,,0.72,1378000000.0,3312000000.0,3702000000.0,3702000000.0,3702000000.0,3615000000.0,16391000000.0,114000000.0,2036000000.0,143000000.0,572000000.0,3615000000.0,12776000000.0,470000000.0,7340000000.0,5436000000.0,-356000000.0,5080000000.0,16391000000.0,4922200000.0,5005000000.0,5056000000.0
Oracle Corp,ORCL,1Z4GXXU7ZHVWFCD8TV52,1341439,2009.0,Q3,2008-12-01,2009-02-28,2010-03-29 17:23:54+00:00,437000000.0,0.27,0.27,0.0,0.26,481000000.0,1054000000.0,1329000000.0,1329000000.0,1329000000.0,1111000000.0,5453000000.0,24000000.0,677000000.0,42000000.0,192000000.0,1111000000.0,4342000000.0,154000000.0,2402000000.0,1940000000.0,-130000000.0,1810000000.0,5453000000.0,4922200000.0,5005000000.0,5056000000.0
Oracle Corp,ORCL,1Z4GXXU7ZHVWFCD8TV52,1341439,2009.0,Q2YTD,2008-06-01,2008-11-30,,840000000.0,0.46,0.46,,0.46,897000000.0,2258000000.0,2373000000.0,2373000000.0,2373000000.0,2504000000.0,10938000000.0,90000000.0,1359000000.0,101000000.0,380000000.0,2504000000.0,8434000000.0,316000000.0,4938000000.0,3496000000.0,-226000000.0,3270000000.0,10938000000.0,5184000000.0,5127000000.0,5187000000.0
Oracle Corp,ORCL,1Z4GXXU7ZHVWFCD8TV52,1341439,2009.0,Q2,2008-09-01,2008-11-30,2009-12-21 17:56:40+00:00,427000000.0,0.25,0.25,0.0,0.25,530000000.0,1146000000.0,1296000000.0,1296000000.0,1296000000.0,1196000000.0,5607000000.0,8000000.0,651000000.0,38000000.0,174000000.0,1196000000.0,4411000000.0,157000000.0,2436000000.0,1975000000.0,-149000000.0,1826000000.0,5607000000.0,5184000000.0,5127000000.0,5187000000.0
Oracle Corp,ORCL,1Z4GXXU7ZHVWFCD8TV52,1341439,2009.0,Q1,2008-06-01,2008-08-31,2009-09-21 16:59:46+00:00,413000000.0,0.21,0.21,0.0,0.21,367000000.0,1112000000.0,1077000000.0,1077000000.0,1077000000.0,1308000000.0,5331000000.0,82000000.0,708000000.0,63000000.0,206000000.0,1308000000.0,4023000000.0,159000000.0,2502000000.0,1521000000.0,-77000000.0,1444000000.0,5331000000.0,5128600000.0,5152000000.0,5235000000.0
Oracle Corp,ORCL,1Z4GXXU7ZHVWFCD8TV52,1341439,2010.0,Q4,2010-03-01,2010-05-31,,604000000.0,0.47,0.47,0.05,0.47,712000000.0,1746000000.0,2364000000.0,2364000000.0,2364000000.0,2241000000.0,9504000000.0,-24000000.0,1063000000.0,258000000.0,291000000.0,2241000000.0,7263000000.0,201000000.0,3962000000.0,3301000000.0,-225000000.0,3076000000.0,9504000000.0,5028700000.0,5014000000.0,5073000000.0
Oracle Corp,ORCL,1Z4GXXU7ZHVWFCD8TV52,1341439,2010.0,FY,2009-06-01,2010-05-31,2012-06-26 17:25:40+00:00,1973000000.0,1.22,1.22,0.2,1.21,2108000000.0,5080000000.0,6135000000.0,6135000000.0,6135000000.0,5764000000.0,26820000000.0,-65000000.0,3254000000.0,776000000.0,911000000.0,5764000000.0,21056000000.0,754000000.0,11994000000.0,9062000000.0,-819000000.0,8243000000.0,26820000000.0,5028700000.0,5014000000.0,5073000000.0
