company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Oracle Corp,ORCL,1Z4GXXU7ZHVWFCD8TV52,1341439,2008.0,FY,2007-06-01,2008-05-31,2010-06-30 21:59:05+00:00,-7643000000.0,1212000000.0,1687000000.0,347000000.0,268000000.0,437000000.0,-284000000.0,1288000000.0,6171000000.0,3281000000.0,-9076000000.0,7402000000.0,3281000000.0,-9076000000.0,7402000000.0,2044000000.0,5521000000.0,5521000000.0,685000000.0,454000000.0,,-49000000.0,-5624000000.0,-243000000.0,-2560000000.0,-2023000000.0,4281000000.0,153000000.0
Oracle Corp,ORCL,1Z4GXXU7ZHVWFCD8TV52,1341439,2009.0,Q4,2009-03-01,2009-05-31,,6000000.0,437000000.0,2170000000.0,627000000.0,65000000.0,411000000.0,-710000000.0,312000000.0,,-1201000000.0,-434000000.0,2008000000.0,-1201000000.0,-434000000.0,2008000000.0,784000000.0,1891000000.0,1891000000.0,325000000.0,5000000.0,,-250000000.0,-2409000000.0,-38000000.0,-1000000000.0,-268000000.0,2007000000.0,
Oracle Corp,ORCL,1Z4GXXU7ZHVWFCD8TV52,1341439,2009.0,FY,2008-06-01,2009-05-31,2011-06-27 21:44:56+00:00,-1159000000.0,1713000000.0,2170000000.0,627000000.0,263000000.0,-501000000.0,-30000000.0,760000000.0,,-4422000000.0,-2599000000.0,8255000000.0,-4422000000.0,-2599000000.0,8255000000.0,733000000.0,5593000000.0,5593000000.0,716000000.0,97000000.0,,-303000000.0,-9315000000.0,-529000000.0,-1004000000.0,-3972000000.0,8404000000.0,
Oracle Corp,ORCL,1Z4GXXU7ZHVWFCD8TV52,1341439,2009.0,Q3,2008-12-01,2009-02-28,,-100000000.0,437000000.0,,,64000000.0,-148000000.0,303000000.0,77000000.0,,-1293000000.0,42000000.0,2257000000.0,-1293000000.0,42000000.0,2257000000.0,858000000.0,1329000000.0,1329000000.0,124000000.0,13000000.0,,-23000000.0,-1801000000.0,-92000000.0,,-1360000000.0,2035000000.0,
Oracle Corp,ORCL,1Z4GXXU7ZHVWFCD8TV52,1341439,2009.0,Q3YTD,2008-06-01,2009-02-28,2010-03-29 17:23:54+00:00,-1165000000.0,1276000000.0,,,198000000.0,-912000000.0,680000000.0,448000000.0,0.0,-3221000000.0,-2165000000.0,6247000000.0,-3221000000.0,-2165000000.0,6247000000.0,-51000000.0,3702000000.0,3702000000.0,391000000.0,92000000.0,,-53000000.0,-6906000000.0,-491000000.0,-4000000.0,-3704000000.0,6397000000.0,
Oracle Corp,ORCL,1Z4GXXU7ZHVWFCD8TV52,1341439,2009.0,Q2,2008-09-01,2008-11-30,,-670000000.0,426000000.0,,,70000000.0,-490000000.0,-1163000000.0,91000000.0,,-1739000000.0,279000000.0,750000000.0,-1739000000.0,279000000.0,750000000.0,-1200000000.0,1296000000.0,1296000000.0,121000000.0,14000000.0,,,-1917000000.0,-76000000.0,,-1844000000.0,2942000000.0,
Oracle Corp,ORCL,1Z4GXXU7ZHVWFCD8TV52,1341439,2009.0,Q2YTD,2008-06-01,2008-11-30,2009-12-21 17:56:40+00:00,-1065000000.0,839000000.0,,,134000000.0,-764000000.0,377000000.0,371000000.0,0.0,-1928000000.0,-2207000000.0,3990000000.0,-1928000000.0,-2207000000.0,3990000000.0,-909000000.0,2373000000.0,2373000000.0,267000000.0,79000000.0,,-30000000.0,-5105000000.0,-399000000.0,-4000000.0,-2344000000.0,4362000000.0,
Oracle Corp,ORCL,1Z4GXXU7ZHVWFCD8TV52,1341439,2009.0,Q1,2008-06-01,2008-08-31,2009-09-21 16:59:46+00:00,-395000000.0,413000000.0,,,64000000.0,-274000000.0,1540000000.0,280000000.0,0.0,-189000000.0,-2486000000.0,3240000000.0,-189000000.0,-2486000000.0,3240000000.0,291000000.0,1077000000.0,1077000000.0,146000000.0,65000000.0,,-30000000.0,-3188000000.0,-323000000.0,-4000000.0,-500000000.0,1420000000.0,
Oracle Corp,ORCL,1Z4GXXU7ZHVWFCD8TV52,1341439,2010.0,Q4,2010-03-01,2010-05-31,,-39000000.0,604000000.0,2488000000.0,652000000.0,102000000.0,-207000000.0,-808000000.0,272000000.0,897000000.0,-1171000000.0,-550000000.0,2511000000.0,-1171000000.0,-550000000.0,2511000000.0,583000000.0,2363000000.0,2363000000.0,250000000.0,39000000.0,,-251000000.0,-4541000000.0,-69000000.0,-1874000000.0,-254000000.0,4099000000.0,
Oracle Corp,ORCL,1Z4GXXU7ZHVWFCD8TV52,1341439,2010.0,FY,2009-06-01,2010-05-31,2012-06-26 17:25:40+00:00,-5606000000.0,1973000000.0,2488000000.0,652000000.0,298000000.0,-107000000.0,-410000000.0,874000000.0,7317000000.0,2664000000.0,-10319000000.0,8681000000.0,2664000000.0,-10319000000.0,8681000000.0,919000000.0,6135000000.0,6135000000.0,685000000.0,110000000.0,,-1063000000.0,-15703000000.0,-230000000.0,-3582000000.0,-992000000.0,11220000000.0,
