company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othercostofrevenue,othergains,otherincome,otheroperatingexpenses,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2011.0,Q4,2011-11-01,2012-01-31,,-1.92,-1.92,,-1.92,,-117000000.0,-161000000.0,-385000000.0,224000000.0,-161000000.0,,-1741000000.0,-2238000000.0,,2000000.0,2000000.0,-20000000.0,,,-1741000000.0,-497000000.0,29000000.0,,-20000000.0,-477000000.0,-27000000.0,-504000000.0,-2238000000.0,84000000.0,84000000.0,84000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2011.0,FY,2011-02-01,2012-01-31,2014-03-27 16:12:24+00:00,0.68,0.68,,0.68,0.0,73000000.0,59000000.0,-235000000.0,294000000.0,59000000.0,,5351000000.0,5836000000.0,0.0,5000000.0,5000000.0,543000000.0,0.0,,5351000000.0,485000000.0,114000000.0,,543000000.0,-58000000.0,-109000000.0,-167000000.0,5836000000.0,84000000.0,84000000.0,84000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2011.0,Q3YTD,2011-02-01,2011-10-31,,0.67,0.67,,0.67,,190000000.0,220000000.0,150000000.0,70000000.0,220000000.0,,7092000000.0,8074000000.0,,3000000.0,3000000.0,563000000.0,,,7092000000.0,982000000.0,85000000.0,,563000000.0,419000000.0,-82000000.0,337000000.0,8074000000.0,329000000.0,329000000.0,329000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2011.0,Q3,2011-08-01,2011-10-31,2012-12-05 20:32:33+00:00,-0.27,-0.27,,-0.27,,43000000.0,-89000000.0,-92000000.0,3000000.0,-89000000.0,,2477000000.0,2790000000.0,,2000000.0,-2000000.0,333000000.0,,,2477000000.0,313000000.0,29000000.0,,333000000.0,-20000000.0,-31000000.0,-51000000.0,2790000000.0,329000000.0,329000000.0,329000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2011.0,Q2YTD,2011-02-01,2011-07-31,,0.91,0.91,,0.91,,147000000.0,309000000.0,242000000.0,67000000.0,309000000.0,,4615000000.0,5284000000.0,,1000000.0,5000000.0,230000000.0,,,4615000000.0,669000000.0,56000000.0,,230000000.0,439000000.0,-51000000.0,388000000.0,5284000000.0,338000000.0,338000000.0,356000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2011.0,Q2TTM,2010-08-01,2011-07-31,,1.81,1.81,,1.81,,295000000.0,613000000.0,508000000.0,105000000.0,613000000.0,,9333000000.0,10706000000.0,,1000000.0,9000000.0,725000000.0,,-242000000.0,9333000000.0,1373000000.0,98000000.0,-1000000.0,483000000.0,890000000.0,-90000000.0,800000000.0,10706000000.0,338000000.0,338000000.0,356000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2011.0,Q2,2011-05-01,2011-07-31,2012-08-30 19:57:17+00:00,0.51,0.51,,0.5,,70000000.0,178000000.0,112000000.0,66000000.0,178000000.0,,2258000000.0,2596000000.0,,,1000000.0,129000000.0,,,2258000000.0,338000000.0,28000000.0,,129000000.0,209000000.0,-27000000.0,182000000.0,2596000000.0,338000000.0,338000000.0,356000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2011.0,Q1TTM,2010-05-01,2011-04-30,,1.8,1.8,,1.8,,320000000.0,625000000.0,553000000.0,72000000.0,625000000.0,,9426000000.0,10859000000.0,,1000000.0,6000000.0,596000000.0,,-116000000.0,9426000000.0,1433000000.0,89000000.0,,480000000.0,953000000.0,-83000000.0,870000000.0,10859000000.0,347000000.0,347000000.0,347000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2011.0,Q1,2011-02-01,2011-04-30,2012-05-31 19:22:58+00:00,0.37,0.37,,0.36,,77000000.0,131000000.0,130000000.0,1000000.0,131000000.0,,2357000000.0,2688000000.0,,1000000.0,4000000.0,101000000.0,,,2357000000.0,331000000.0,28000000.0,,101000000.0,230000000.0,-24000000.0,206000000.0,2688000000.0,347000000.0,347000000.0,347000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2012.0,Q4,2012-11-01,2013-01-31,,2.27,2.27,0.49,2.27,,-135000000.0,188000000.0,45000000.0,143000000.0,188000000.0,,-804000000.0,-814000000.0,2000000.0,,,-123000000.0,11000000.0,176000000.0,-802000000.0,-12000000.0,20000000.0,6000000.0,64000000.0,-76000000.0,-14000000.0,-90000000.0,-814000000.0,83000000.0,83000000.0,83000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2012.0,FY,2012-02-01,2013-01-31,2015-03-25 16:51:43+00:00,6.19,6.19,1.92,6.19,0.0,22000000.0,525000000.0,323000000.0,202000000.0,525000000.0,,5548000000.0,6449000000.0,2000000.0,,8000000.0,,11000000.0,467000000.0,5550000000.0,899000000.0,93000000.0,9000000.0,478000000.0,421000000.0,-76000000.0,345000000.0,6449000000.0,83000000.0,83000000.0,83000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2012.0,Q3YTD,2012-02-01,2012-10-31,,4.06,4.06,1.49,4.06,,157000000.0,337000000.0,278000000.0,59000000.0,337000000.0,,6352000000.0,7263000000.0,,,8000000.0,123000000.0,,291000000.0,6352000000.0,911000000.0,73000000.0,3000000.0,414000000.0,497000000.0,-62000000.0,435000000.0,7263000000.0,83000000.0,83000000.0,83000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2012.0,Q3TTM,2011-11-01,2012-10-31,,2.12,2.12,1.49,2.12,,40000000.0,176000000.0,-107000000.0,283000000.0,176000000.0,,4611000000.0,5025000000.0,,2000000.0,10000000.0,103000000.0,,291000000.0,4611000000.0,414000000.0,102000000.0,3000000.0,394000000.0,20000000.0,-89000000.0,-69000000.0,5025000000.0,83000000.0,83000000.0,83000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2012.0,Q3,2012-08-01,2012-10-31,2013-12-10 17:17:44+00:00,1.32,1.32,0.48,1.32,0.0,28000000.0,112000000.0,55000000.0,57000000.0,112000000.0,,1434000000.0,1673000000.0,0.0,,2000000.0,,0.0,139000000.0,1434000000.0,239000000.0,20000000.0,1000000.0,139000000.0,100000000.0,-17000000.0,83000000.0,1673000000.0,83000000.0,83000000.0,83000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2012.0,Q2YTD,2012-02-01,2012-07-31,,0.68,0.68,0.25,0.68,,129000000.0,225000000.0,223000000.0,2000000.0,225000000.0,,4918000000.0,5590000000.0,,,6000000.0,123000000.0,,152000000.0,4918000000.0,672000000.0,53000000.0,2000000.0,275000000.0,397000000.0,-45000000.0,352000000.0,5590000000.0,333000000.0,333000000.0,333000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2012.0,Q2TTM,2011-08-01,2012-07-31,,-0.08,-0.08,0.25,-0.08,,55000000.0,-25000000.0,-254000000.0,229000000.0,-25000000.0,,5654000000.0,6142000000.0,,4000000.0,6000000.0,436000000.0,,152000000.0,5654000000.0,488000000.0,111000000.0,2000000.0,588000000.0,-100000000.0,-103000000.0,-203000000.0,6142000000.0,333000000.0,333000000.0,333000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2012.0,Q2,2012-05-01,2012-07-31,2013-09-05 17:15:26+00:00,0.32,0.32,0.12,0.32,,63000000.0,110000000.0,108000000.0,2000000.0,110000000.0,,2485000000.0,2826000000.0,,,4000000.0,,,152000000.0,2485000000.0,341000000.0,24000000.0,2000000.0,152000000.0,189000000.0,-18000000.0,171000000.0,2826000000.0,333000000.0,333000000.0,333000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2012.0,Q1TTM,2011-05-01,2012-04-30,,0.13,0.13,0.12,0.13,,62000000.0,43000000.0,-250000000.0,293000000.0,43000000.0,,5427000000.0,5912000000.0,,4000000.0,3000000.0,565000000.0,,,5427000000.0,485000000.0,115000000.0,,565000000.0,-80000000.0,-112000000.0,-192000000.0,5912000000.0,330000000.0,330000000.0,330000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2012.0,Q1,2012-02-01,2012-04-30,2013-06-04 15:23:20+00:00,0.35,0.35,0.12,0.35,,66000000.0,115000000.0,115000000.0,,115000000.0,,2433000000.0,2764000000.0,,,2000000.0,123000000.0,,,2433000000.0,331000000.0,29000000.0,,123000000.0,208000000.0,-27000000.0,181000000.0,2764000000.0,330000000.0,330000000.0,330000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2013.0,Q4,2013-11-02,2014-01-31,,0.53,0.53,0.3,0.53,,,44000000.0,48000000.0,-4000000.0,44000000.0,,1103000000.0,1287000000.0,1000000.0,,-11000000.0,,7000000.0,94000000.0,1104000000.0,183000000.0,23000000.0,,101000000.0,82000000.0,-34000000.0,48000000.0,1287000000.0,83000000.0,83000000.0,83000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2013.0,FY,2013-02-01,2014-01-31,2016-02-26 15:57:49+00:00,1.94,1.94,4.0,1.94,51000000.0,4000000.0,164000000.0,84000000.0,80000000.0,164000000.0,,4992000000.0,5755000000.0,44000000.0,,-8000000.0,,65000000.0,440000000.0,5036000000.0,719000000.0,82000000.0,15000000.0,556000000.0,163000000.0,-75000000.0,88000000.0,5755000000.0,83000000.0,83000000.0,83000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2013.0,Q3YTD,2013-02-01,2013-11-01,,1.6,1.6,6.03,1.6,51000000.0,4000000.0,120000000.0,36000000.0,84000000.0,120000000.0,,3889000000.0,4468000000.0,43000000.0,,3000000.0,,58000000.0,346000000.0,3932000000.0,536000000.0,59000000.0,15000000.0,455000000.0,81000000.0,-41000000.0,40000000.0,4468000000.0,75000000.0,75000000.0,75000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2013.0,Q3TTM,2012-11-01,2013-11-01,,4.11,4.11,6.57,4.11,51000000.0,-131000000.0,308000000.0,81000000.0,227000000.0,308000000.0,,3085000000.0,3654000000.0,45000000.0,,3000000.0,-123000000.0,69000000.0,522000000.0,3130000000.0,524000000.0,79000000.0,21000000.0,519000000.0,5000000.0,-55000000.0,-50000000.0,3654000000.0,75000000.0,75000000.0,75000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2013.0,Q3,2013-08-03,2013-11-01,2014-12-03 16:59:46+00:00,-0.04,-0.04,0.32,-0.04,19000000.0,-11000000.0,-3000000.0,-8000000.0,5000000.0,-3000000.0,,1219000000.0,1414000000.0,43000000.0,,2000000.0,,25000000.0,113000000.0,1262000000.0,152000000.0,21000000.0,5000000.0,157000000.0,-5000000.0,-14000000.0,-19000000.0,1414000000.0,75000000.0,75000000.0,75000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2013.0,Q2YTD,2013-02-01,2013-08-02,,1.46,1.46,5.05,1.46,32000000.0,15000000.0,123000000.0,44000000.0,79000000.0,123000000.0,,2670000000.0,3054000000.0,,,1000000.0,,33000000.0,233000000.0,2670000000.0,384000000.0,38000000.0,10000000.0,298000000.0,86000000.0,-27000000.0,59000000.0,3054000000.0,84000000.0,84000000.0,84000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2013.0,Q2TTM,2012-08-01,2013-08-02,,5.04,5.04,6.02,5.04,32000000.0,-92000000.0,423000000.0,144000000.0,279000000.0,423000000.0,,3300000000.0,3913000000.0,2000000.0,,3000000.0,-123000000.0,44000000.0,548000000.0,3302000000.0,611000000.0,78000000.0,17000000.0,501000000.0,110000000.0,-58000000.0,52000000.0,3913000000.0,84000000.0,84000000.0,84000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2013.0,Q2,2013-05-04,2013-08-02,2014-09-09 10:12:50+00:00,0.5,0.5,0.48,0.5,30000000.0,-6000000.0,42000000.0,4000000.0,38000000.0,42000000.0,,1293000000.0,1457000000.0,,,0.0,,19000000.0,105000000.0,1293000000.0,164000000.0,18000000.0,6000000.0,154000000.0,10000000.0,-12000000.0,-2000000.0,1457000000.0,84000000.0,84000000.0,84000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2013.0,Q1TTM,2012-05-01,2013-05-03,,5.85,5.85,1.96,5.85,2000000.0,-23000000.0,491000000.0,248000000.0,243000000.0,491000000.0,,4492000000.0,5282000000.0,2000000.0,,7000000.0,-123000000.0,25000000.0,595000000.0,4494000000.0,788000000.0,84000000.0,13000000.0,499000000.0,289000000.0,-64000000.0,225000000.0,5282000000.0,84000000.0,84000000.0,84000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2013.0,Q1,2013-02-01,2013-05-03,2014-06-04 14:20:16+00:00,0.92,0.92,4.48,0.92,2000000.0,21000000.0,81000000.0,40000000.0,41000000.0,81000000.0,,1377000000.0,1597000000.0,,,1000000.0,,14000000.0,128000000.0,1377000000.0,220000000.0,20000000.0,4000000.0,144000000.0,76000000.0,-15000000.0,61000000.0,1597000000.0,84000000.0,84000000.0,84000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2014.0,FY,2014-02-01,2015-01-30,2017-02-24 15:04:47+00:00,-4.36,-4.36,1.28,-4.36,567000000.0,47000000.0,-323000000.0,-330000000.0,7000000.0,-323000000.0,0.0,4392000000.0,5063000000.0,5000000.0,,5000000.0,,3000000.0,310000000.0,4397000000.0,666000000.0,75000000.0,1000000.0,880000000.0,-214000000.0,-69000000.0,-283000000.0,5063000000.0,74000000.0,74000000.0,74000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2014.0,Q4,2014-11-01,2015-01-30,,0.59,0.59,0.31,0.59,40000000.0,-2000000.0,44000000.0,26000000.0,18000000.0,44000000.0,,1017000000.0,1169000000.0,5000000.0,,4000000.0,,3000000.0,67000000.0,1022000000.0,147000000.0,75000000.0,58000000.0,110000000.0,37000000.0,-13000000.0,24000000.0,1169000000.0,74000000.0,74000000.0,74000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2014.0,Q3YTD,2014-02-01,2014-10-31,,-5.03,-5.03,0.99,-5.03,527000000.0,49000000.0,-367000000.0,-356000000.0,-11000000.0,-367000000.0,,3375000000.0,3894000000.0,,,1000000.0,,,243000000.0,3375000000.0,519000000.0,,-57000000.0,770000000.0,-251000000.0,-56000000.0,-307000000.0,3894000000.0,72300000.0,73000000.0,74000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2014.0,Q3TTM,2013-11-02,2014-10-31,,-4.42,-4.42,1.33,-4.42,527000000.0,49000000.0,-323000000.0,-308000000.0,-15000000.0,-323000000.0,,4478000000.0,5181000000.0,1000000.0,,-10000000.0,,7000000.0,337000000.0,4479000000.0,702000000.0,23000000.0,-57000000.0,871000000.0,-169000000.0,-90000000.0,-259000000.0,5181000000.0,72300000.0,73000000.0,74000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2014.0,Q3,2014-08-02,2014-10-31,2015-10-30 16:55:50+00:00,0.47,0.47,0.32,0.46,17000000.0,16000000.0,34000000.0,38000000.0,-4000000.0,34000000.0,,1115000000.0,1276000000.0,0.0,,0.0,,,72000000.0,1115000000.0,161000000.0,,-18000000.0,89000000.0,72000000.0,-18000000.0,54000000.0,1276000000.0,72300000.0,73000000.0,74000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2014.0,Q2YTD,2014-02-01,2014-08-01,,-5.42,-5.42,0.65,-5.42,510000000.0,33000000.0,-401000000.0,-394000000.0,-7000000.0,-401000000.0,,2260000000.0,2618000000.0,,,1000000.0,,,171000000.0,2260000000.0,358000000.0,,-39000000.0,681000000.0,-323000000.0,-38000000.0,-361000000.0,2618000000.0,74000000.0,74000000.0,74000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2014.0,Q2TTM,2013-08-03,2014-08-01,,-4.86,-4.86,1.36,-4.86,529000000.0,22000000.0,-360000000.0,-354000000.0,-6000000.0,-360000000.0,,4582000000.0,5319000000.0,44000000.0,,-8000000.0,,32000000.0,378000000.0,4626000000.0,693000000.0,44000000.0,-34000000.0,939000000.0,-246000000.0,-86000000.0,-332000000.0,5319000000.0,74000000.0,74000000.0,74000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2014.0,Q2,2014-05-03,2014-08-01,2015-08-07 09:30:09+00:00,-5.92,-5.92,0.32,-5.92,510000000.0,9000000.0,-438000000.0,-439000000.0,1000000.0,-438000000.0,,1119000000.0,1306000000.0,,,-1000000.0,,,87000000.0,1119000000.0,187000000.0,,-19000000.0,597000000.0,-410000000.0,-20000000.0,-430000000.0,1306000000.0,74000000.0,74000000.0,74000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2014.0,Q1TTM,2013-05-04,2014-05-02,,1.56,1.56,5.97,1.56,49000000.0,7000000.0,120000000.0,89000000.0,31000000.0,120000000.0,,4756000000.0,5470000000.0,44000000.0,,-7000000.0,,51000000.0,396000000.0,4800000000.0,670000000.0,62000000.0,-9000000.0,496000000.0,174000000.0,-78000000.0,96000000.0,5470000000.0,77100000.0,77000000.0,78000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2014.0,Q1,2014-02-01,2014-05-02,2015-05-12 11:34:27+00:00,0.48,0.48,0.32,0.47,0.0,24000000.0,37000000.0,45000000.0,-8000000.0,37000000.0,,1141000000.0,1312000000.0,,,2000000.0,,,84000000.0,1141000000.0,171000000.0,,-20000000.0,84000000.0,87000000.0,-18000000.0,69000000.0,1312000000.0,77100000.0,77000000.0,78000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2015.0,Q3YTD,2015-01-31,2015-10-02,,1.76,1.76,0.99,1.76,73000000.0,46000000.0,127000000.0,109000000.0,18000000.0,127000000.0,,3344000000.0,3805000000.0,13000000.0,,1000000.0,,,179000000.0,3357000000.0,448000000.0,15000000.0,-27000000.0,252000000.0,196000000.0,-41000000.0,155000000.0,3805000000.0,72100000.0,72000000.0,73000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2015.0,Q3TTM,2014-11-01,2015-10-02,,2.38,2.38,1.31,2.38,113000000.0,44000000.0,171000000.0,135000000.0,36000000.0,171000000.0,,4361000000.0,4974000000.0,18000000.0,,5000000.0,,3000000.0,246000000.0,4379000000.0,595000000.0,90000000.0,31000000.0,362000000.0,233000000.0,-54000000.0,179000000.0,4974000000.0,72100000.0,72000000.0,73000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2015.0,Q3,2015-07-04,2015-10-02,2016-11-04 15:19:17+00:00,0.68,0.68,0.32,0.67,4000000.0,31000000.0,49000000.0,49000000.0,0.0,49000000.0,0.0,1138000000.0,1302000000.0,13000000.0,,0.0,,0.0,53000000.0,1151000000.0,151000000.0,15000000.0,1000000.0,57000000.0,94000000.0,-14000000.0,80000000.0,1302000000.0,72100000.0,72000000.0,73000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2015.0,Q2YTD,2015-01-31,2015-07-03,,1.07,1.07,0.66,1.07,69000000.0,15000000.0,78000000.0,60000000.0,18000000.0,78000000.0,,2206000000.0,2503000000.0,,,1000000.0,,,126000000.0,2206000000.0,297000000.0,,-28000000.0,195000000.0,102000000.0,-27000000.0,75000000.0,2503000000.0,72500000.0,73000000.0,74000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2015.0,Q2TTM,2014-08-02,2015-07-03,,2.14,2.14,1.3,2.14,126000000.0,29000000.0,156000000.0,124000000.0,32000000.0,156000000.0,,4338000000.0,4948000000.0,5000000.0,,5000000.0,,3000000.0,265000000.0,4343000000.0,605000000.0,75000000.0,12000000.0,394000000.0,211000000.0,-58000000.0,153000000.0,4948000000.0,72500000.0,73000000.0,74000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2015.0,Q2,2015-04-04,2015-07-03,2016-07-29 16:19:31+00:00,0.51,0.51,0.32,0.5,29000000.0,15000000.0,37000000.0,37000000.0,0.0,37000000.0,,1113000000.0,1257000000.0,,,2000000.0,,0.0,51000000.0,1113000000.0,144000000.0,,-14000000.0,80000000.0,64000000.0,-12000000.0,52000000.0,1257000000.0,72500000.0,73000000.0,74000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2015.0,Q1TTM,2014-05-03,2015-04-03,,-4.37,-4.37,1.3,-4.37,607000000.0,23000000.0,-319000000.0,-352000000.0,33000000.0,-319000000.0,,4344000000.0,4997000000.0,5000000.0,,2000000.0,,3000000.0,301000000.0,4349000000.0,648000000.0,75000000.0,7000000.0,911000000.0,-263000000.0,-66000000.0,-329000000.0,4997000000.0,73200000.0,73000000.0,75000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2015.0,Q1,2015-01-03,2015-04-03,2016-04-28 17:04:13+00:00,0.56,0.56,0.32,0.55,40000000.0,0.0,41000000.0,23000000.0,18000000.0,41000000.0,,1093000000.0,1246000000.0,,,-1000000.0,,0.0,75000000.0,1093000000.0,153000000.0,,-14000000.0,115000000.0,38000000.0,-15000000.0,23000000.0,1246000000.0,73200000.0,73000000.0,75000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2016.0,FY,2016-01-02,2016-12-30,2019-02-19 17:15:32+00:00,2.39,2.39,1.28,2.35,4000000.0,72000000.0,246000000.0,246000000.0,,244000000.0,2000000.0,6103000000.0,7043000000.0,3000000.0,,-13000000.0,,104000000.0,422000000.0,6106000000.0,937000000.0,86000000.0,10000000.0,530000000.0,407000000.0,-89000000.0,318000000.0,7043000000.0,102000000.0,102000000.0,102000000.0
