company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2012.0,Q4,2012-11-01,2013-01-31,,-5000000.0,,17000000.0,1000000.0,,-8000000.0,4000000.0,,-38000000.0,-13000000.0,175000000.0,-38000000.0,-13000000.0,175000000.0,206000000.0,186000000.0,158000000.0,28000000.0,8000000.0,,-1000000.0,82000000.0,-41000000.0,,-8000000.0,,-1000000.0,,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2012.0,FY,2012-02-01,2013-01-31,2015-03-25 16:51:43+00:00,-483000000.0,,90000000.0,1000000.0,,-435000000.0,19000000.0,0.0,-718000000.0,-519000000.0,24000000.0,-718000000.0,-519000000.0,24000000.0,-855000000.0,525000000.0,323000000.0,202000000.0,46000000.0,0.0,0.0,358000000.0,-165000000.0,0.0,-39000000.0,-550000000.0,-22000000.0,0.0,2000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2012.0,Q3TTM,2011-11-01,2012-10-31,,-480000000.0,,75000000.0,,,-249000000.0,21000000.0,,-673000000.0,-520000000.0,-378000000.0,-673000000.0,-520000000.0,-378000000.0,-933000000.0,178000000.0,-216000000.0,394000000.0,12000000.0,,1000000.0,637000000.0,-124000000.0,,-39000000.0,-548000000.0,-22000000.0,2000000.0,-4000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2012.0,Q3,2012-08-01,2012-10-31,,-478000000.0,,17000000.0,,,54000000.0,5000000.0,,-35000000.0,-476000000.0,6000000.0,-35000000.0,-476000000.0,6000000.0,-225000000.0,112000000.0,-61000000.0,173000000.0,-4000000.0,,,280000000.0,-41000000.0,,2000000.0,2000000.0,-1000000.0,,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2012.0,Q3YTD,2012-02-01,2012-10-31,2013-12-10 17:17:44+00:00,-478000000.0,,73000000.0,0.0,,-427000000.0,15000000.0,0.0,-680000000.0,-506000000.0,-151000000.0,-680000000.0,-506000000.0,-151000000.0,-1061000000.0,339000000.0,165000000.0,174000000.0,38000000.0,0.0,1000000.0,276000000.0,-124000000.0,0.0,-31000000.0,-550000000.0,-21000000.0,,2000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2012.0,Q2,2012-05-01,2012-07-31,,,,29000000.0,,,48000000.0,6000000.0,,-588000000.0,-23000000.0,204000000.0,-588000000.0,-23000000.0,204000000.0,-411000000.0,110000000.0,109000000.0,1000000.0,18000000.0,,,-4000000.0,-42000000.0,,-25000000.0,-551000000.0,-1000000.0,,2000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2012.0,Q2YTD,2012-02-01,2012-07-31,2013-09-05 17:15:26+00:00,,,56000000.0,,,-481000000.0,10000000.0,,-645000000.0,-30000000.0,-157000000.0,-645000000.0,-30000000.0,-157000000.0,-836000000.0,227000000.0,226000000.0,1000000.0,42000000.0,,1000000.0,-4000000.0,-83000000.0,,-33000000.0,-552000000.0,-20000000.0,,2000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2012.0,Q1,2012-02-01,2012-04-30,2013-06-04 15:23:20+00:00,,,27000000.0,,,-529000000.0,4000000.0,,-57000000.0,-7000000.0,-361000000.0,-57000000.0,-7000000.0,-361000000.0,-425000000.0,117000000.0,117000000.0,,24000000.0,,1000000.0,,-41000000.0,,-8000000.0,-1000000.0,-19000000.0,,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2013.0,Q4,2013-11-02,2014-01-31,,-3000000.0,,16000000.0,,,13000000.0,2000000.0,1000000.0,-475000000.0,-15000000.0,109000000.0,-475000000.0,-15000000.0,109000000.0,-790000000.0,44000000.0,47000000.0,-3000000.0,33000000.0,,10000000.0,-409000000.0,-25000000.0,,-22000000.0,-151000000.0,-302000000.0,,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2013.0,FY,2013-02-01,2014-01-31,2016-02-26 15:57:49+00:00,-29000000.0,,80000000.0,295000000.0,,-160000000.0,13000000.0,508000000.0,-894000000.0,297000000.0,191000000.0,-894000000.0,297000000.0,191000000.0,-711000000.0,164000000.0,84000000.0,80000000.0,187000000.0,38000000.0,7000000.0,-305000000.0,-477000000.0,,-53000000.0,-657000000.0,-319000000.0,12000000.0,65000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2013.0,Q3TTM,2012-11-01,2013-11-01,,-31000000.0,,81000000.0,296000000.0,,-181000000.0,15000000.0,507000000.0,-457000000.0,299000000.0,257000000.0,-457000000.0,299000000.0,257000000.0,285000000.0,306000000.0,195000000.0,111000000.0,162000000.0,38000000.0,-4000000.0,186000000.0,-493000000.0,,-39000000.0,-506000000.0,-18000000.0,12000000.0,65000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2013.0,Q3,2013-08-03,2013-11-01,,-26000000.0,,13000000.0,295000000.0,,-32000000.0,3000000.0,505000000.0,-25000000.0,276000000.0,50000000.0,-25000000.0,276000000.0,50000000.0,678000000.0,-3000000.0,-8000000.0,5000000.0,77000000.0,,-4000000.0,377000000.0,-28000000.0,,-1000000.0,-505000000.0,,12000000.0,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2013.0,Q3YTD,2013-02-01,2013-11-01,2014-12-03 16:59:46+00:00,-26000000.0,,64000000.0,295000000.0,,-173000000.0,11000000.0,507000000.0,-419000000.0,312000000.0,82000000.0,-419000000.0,312000000.0,82000000.0,79000000.0,120000000.0,37000000.0,83000000.0,154000000.0,38000000.0,-3000000.0,104000000.0,-452000000.0,,-31000000.0,-506000000.0,-17000000.0,12000000.0,65000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2013.0,Q2TTM,2012-08-01,2013-08-02,,-483000000.0,,85000000.0,1000000.0,,-95000000.0,17000000.0,2000000.0,-467000000.0,-453000000.0,213000000.0,-467000000.0,-453000000.0,213000000.0,-618000000.0,421000000.0,142000000.0,279000000.0,81000000.0,38000000.0,,89000000.0,-506000000.0,,-36000000.0,1000000.0,-19000000.0,,65000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2013.0,Q2,2013-05-04,2013-08-02,,,,25000000.0,,,43000000.0,4000000.0,2000000.0,-341000000.0,27000000.0,134000000.0,-341000000.0,27000000.0,134000000.0,-280000000.0,42000000.0,5000000.0,37000000.0,61000000.0,38000000.0,-1000000.0,-100000000.0,-383000000.0,,-12000000.0,-1000000.0,-1000000.0,,40000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2013.0,Q2YTD,2013-02-01,2013-08-02,2014-09-09 10:12:50+00:00,,,51000000.0,,,-141000000.0,8000000.0,2000000.0,-394000000.0,36000000.0,32000000.0,-394000000.0,36000000.0,32000000.0,-599000000.0,123000000.0,45000000.0,78000000.0,77000000.0,38000000.0,1000000.0,-273000000.0,-424000000.0,,-30000000.0,-1000000.0,-17000000.0,,65000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2013.0,Q1TTM,2012-05-01,2013-05-03,,-483000000.0,,89000000.0,1000000.0,,-90000000.0,19000000.0,,-714000000.0,-503000000.0,283000000.0,-714000000.0,-503000000.0,283000000.0,-749000000.0,489000000.0,246000000.0,243000000.0,38000000.0,,1000000.0,185000000.0,-165000000.0,,-49000000.0,-549000000.0,-19000000.0,,27000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2013.0,Q1,2013-02-01,2013-05-03,2014-06-04 14:20:16+00:00,,,26000000.0,,,-184000000.0,4000000.0,,-53000000.0,9000000.0,-102000000.0,-53000000.0,9000000.0,-102000000.0,-319000000.0,81000000.0,40000000.0,41000000.0,16000000.0,,2000000.0,-173000000.0,-41000000.0,,-18000000.0,0.0,-16000000.0,,25000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2014.0,FY,2014-02-01,2015-01-30,2017-02-24 15:04:47+00:00,0.0,,62000000.0,0.0,,47000000.0,7000000.0,2000000.0,-478000000.0,51000000.0,396000000.0,-478000000.0,51000000.0,396000000.0,13000000.0,-323000000.0,-330000000.0,7000000.0,617000000.0,0.0,80000000.0,44000000.0,-95000000.0,,-29000000.0,-177000000.0,-215000000.0,0.0,0.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2014.0,Q4,2014-11-01,2015-01-30,,,,12000000.0,,,14000000.0,1000000.0,1000000.0,-96000000.0,-3000000.0,102000000.0,-96000000.0,-3000000.0,102000000.0,59000000.0,44000000.0,26000000.0,18000000.0,50000000.0,,,56000000.0,-23000000.0,,-3000000.0,-73000000.0,-2000000.0,,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2014.0,Q3TTM,2013-11-02,2014-10-31,,-3000000.0,,66000000.0,,,46000000.0,8000000.0,2000000.0,-857000000.0,39000000.0,403000000.0,-857000000.0,39000000.0,403000000.0,-836000000.0,-323000000.0,-309000000.0,-14000000.0,600000000.0,,90000000.0,-421000000.0,-97000000.0,,-48000000.0,-255000000.0,-515000000.0,,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2014.0,Q3,2014-08-02,2014-10-31,,,,16000000.0,,,96000000.0,2000000.0,,-126000000.0,-4000000.0,179000000.0,-126000000.0,-4000000.0,179000000.0,109000000.0,34000000.0,38000000.0,-4000000.0,29000000.0,,,60000000.0,-24000000.0,,-4000000.0,-103000000.0,-1000000.0,,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2014.0,Q3YTD,2014-02-01,2014-10-31,2015-10-30 16:55:50+00:00,0.0,,50000000.0,0.0,,33000000.0,6000000.0,1000000.0,-382000000.0,54000000.0,294000000.0,-382000000.0,54000000.0,294000000.0,-46000000.0,-367000000.0,-356000000.0,-11000000.0,567000000.0,,80000000.0,-12000000.0,-72000000.0,,-26000000.0,-104000000.0,-213000000.0,,0.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2014.0,Q2TTM,2013-08-03,2014-08-01,,-29000000.0,,63000000.0,295000000.0,,-82000000.0,9000000.0,507000000.0,-756000000.0,319000000.0,274000000.0,-756000000.0,319000000.0,274000000.0,-267000000.0,-360000000.0,-355000000.0,-5000000.0,648000000.0,,86000000.0,-104000000.0,-101000000.0,,-45000000.0,-657000000.0,-514000000.0,12000000.0,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2014.0,Q2,2014-05-03,2014-08-01,,,,16000000.0,,,19000000.0,2000000.0,,-23000000.0,68000000.0,124000000.0,-23000000.0,68000000.0,124000000.0,344000000.0,-438000000.0,-439000000.0,1000000.0,528000000.0,,80000000.0,175000000.0,-24000000.0,,-12000000.0,-1000000.0,,,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2014.0,Q2YTD,2014-02-01,2014-08-01,2015-08-07 09:30:09+00:00,0.0,,34000000.0,,,-63000000.0,4000000.0,1000000.0,-256000000.0,58000000.0,115000000.0,-256000000.0,58000000.0,115000000.0,-155000000.0,-401000000.0,-394000000.0,-7000000.0,538000000.0,,80000000.0,-72000000.0,-48000000.0,,-22000000.0,-1000000.0,-212000000.0,,0.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2014.0,Q1TTM,2013-05-04,2014-05-02,,-29000000.0,,72000000.0,295000000.0,,-58000000.0,11000000.0,509000000.0,-1074000000.0,278000000.0,284000000.0,-1074000000.0,278000000.0,284000000.0,-891000000.0,120000000.0,89000000.0,31000000.0,181000000.0,38000000.0,5000000.0,-379000000.0,-460000000.0,,-45000000.0,-657000000.0,-515000000.0,12000000.0,40000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2014.0,Q1,2014-02-01,2014-05-02,2015-05-12 11:34:27+00:00,,,18000000.0,,,-82000000.0,2000000.0,1000000.0,-233000000.0,-10000000.0,-9000000.0,-233000000.0,-10000000.0,-9000000.0,-499000000.0,37000000.0,45000000.0,-8000000.0,10000000.0,,0.0,-247000000.0,-24000000.0,,-10000000.0,0.0,-212000000.0,,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2015.0,Q3TTM,2014-11-01,2015-10-02,,-13000000.0,,47000000.0,27000000.0,,144000000.0,5000000.0,4000000.0,-325000000.0,5000000.0,480000000.0,-325000000.0,5000000.0,480000000.0,235000000.0,171000000.0,135000000.0,36000000.0,154000000.0,,,75000000.0,-94000000.0,,-18000000.0,-122000000.0,-118000000.0,,9000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2015.0,Q3,2015-07-04,2015-10-02,,,,11000000.0,27000000.0,,187000000.0,1000000.0,2000000.0,-23000000.0,24000000.0,269000000.0,-23000000.0,24000000.0,269000000.0,383000000.0,49000000.0,49000000.0,,22000000.0,,,113000000.0,-23000000.0,,-7000000.0,-2000000.0,-1000000.0,,4000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2015.0,Q3YTD,2015-01-03,2015-10-02,2016-11-04 15:19:17+00:00,-13000000.0,,35000000.0,27000000.0,,130000000.0,4000000.0,3000000.0,-229000000.0,8000000.0,378000000.0,-229000000.0,8000000.0,378000000.0,176000000.0,127000000.0,109000000.0,18000000.0,104000000.0,,0.0,19000000.0,-71000000.0,,-15000000.0,-49000000.0,-116000000.0,0.0,9000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2015.0,Q2TTM,2014-08-02,2015-07-03,,-13000000.0,,52000000.0,,,53000000.0,6000000.0,2000000.0,-428000000.0,-23000000.0,390000000.0,-428000000.0,-23000000.0,390000000.0,-39000000.0,156000000.0,124000000.0,32000000.0,161000000.0,,,22000000.0,-95000000.0,,-15000000.0,-223000000.0,-118000000.0,,5000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2015.0,Q2,2015-04-04,2015-07-03,,-13000000.0,,12000000.0,,,65000000.0,2000000.0,,-149000000.0,-14000000.0,151000000.0,-149000000.0,-14000000.0,151000000.0,-125000000.0,37000000.0,37000000.0,,37000000.0,,-1000000.0,-113000000.0,-24000000.0,,-5000000.0,-18000000.0,-109000000.0,,5000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2015.0,Q2YTD,2015-01-03,2015-07-03,2016-07-29 16:19:31+00:00,-13000000.0,,24000000.0,0.0,,-57000000.0,3000000.0,1000000.0,-206000000.0,-16000000.0,109000000.0,-206000000.0,-16000000.0,109000000.0,-207000000.0,78000000.0,60000000.0,18000000.0,82000000.0,,0.0,-94000000.0,-48000000.0,,-8000000.0,-47000000.0,-115000000.0,,5000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2015.0,Q1TTM,2014-05-03,2015-04-03,,,,56000000.0,,,7000000.0,6000000.0,2000000.0,-302000000.0,59000000.0,363000000.0,-302000000.0,59000000.0,363000000.0,430000000.0,-319000000.0,-352000000.0,33000000.0,652000000.0,,81000000.0,310000000.0,-95000000.0,,-22000000.0,-206000000.0,-9000000.0,,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2015.0,Q1,2015-01-03,2015-04-03,2016-04-28 17:04:13+00:00,,,12000000.0,,,-122000000.0,1000000.0,1000000.0,-57000000.0,-2000000.0,-42000000.0,-57000000.0,-2000000.0,-42000000.0,-82000000.0,41000000.0,23000000.0,18000000.0,45000000.0,,1000000.0,19000000.0,-24000000.0,,-3000000.0,-29000000.0,-6000000.0,,0.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2016.0,FY,2016-01-02,2016-12-30,2019-02-19 17:15:32+00:00,,0.0,122000000.0,48000000.0,,42000000.0,25000000.0,690000000.0,-751000000.0,26000000.0,449000000.0,-751000000.0,26000000.0,449000000.0,-277000000.0,246000000.0,246000000.0,,39000000.0,0.0,,-1000000.0,-1135000000.0,,-29000000.0,-307000000.0,-24000000.0,4000000.0,3000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2016.0,Q4,2016-10-01,2016-12-30,,,,68000000.0,,,-23000000.0,,,-227000000.0,-8000000.0,121000000.0,-227000000.0,-8000000.0,121000000.0,-114000000.0,60000000.0,60000000.0,,16000000.0,,1000000.0,,-48000000.0,,-9000000.0,-175000000.0,-4000000.0,,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2016.0,Q3YTD,2016-01-02,2016-09-30,2017-11-02 17:39:27+00:00,,,54000000.0,48000000.0,,65000000.0,25000000.0,690000000.0,-524000000.0,34000000.0,328000000.0,-524000000.0,34000000.0,328000000.0,-163000000.0,186000000.0,186000000.0,,23000000.0,,-1000000.0,-1000000.0,-1087000000.0,,-20000000.0,-132000000.0,-20000000.0,4000000.0,3000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2016.0,Q3,2016-07-02,2016-09-30,,,,37000000.0,25000000.0,,131000000.0,19000000.0,690000000.0,-463000000.0,16000000.0,270000000.0,-463000000.0,16000000.0,270000000.0,-177000000.0,92000000.0,92000000.0,,10000000.0,,,,-1041000000.0,,-13000000.0,-130000000.0,-1000000.0,4000000.0,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2016.0,Q2YTD,2016-01-02,2016-07-01,2017-08-03 17:49:42+00:00,,,17000000.0,23000000.0,,-66000000.0,6000000.0,,-61000000.0,18000000.0,58000000.0,-61000000.0,18000000.0,58000000.0,14000000.0,94000000.0,94000000.0,,13000000.0,,-1000000.0,-1000000.0,-46000000.0,,-7000000.0,-2000000.0,-19000000.0,0.0,3000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2016.0,Q2,2016-04-02,2016-07-01,,,,9000000.0,23000000.0,,19000000.0,4000000.0,,-30000000.0,19000000.0,72000000.0,-30000000.0,19000000.0,72000000.0,61000000.0,41000000.0,41000000.0,,3000000.0,,-1000000.0,,-23000000.0,,-3000000.0,-1000000.0,-10000000.0,,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2016.0,Q1,2016-01-02,2016-04-01,2017-05-04 17:36:45+00:00,,,8000000.0,,,-85000000.0,2000000.0,,-31000000.0,-1000000.0,-14000000.0,-31000000.0,-1000000.0,-14000000.0,-47000000.0,53000000.0,53000000.0,,10000000.0,,,-1000000.0,-23000000.0,,-4000000.0,-1000000.0,-9000000.0,0.0,3000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2017.0,FY,2016-12-31,2017-12-29,2020-02-18 14:36:02+00:00,,14000000.0,336000000.0,0.0,,167000000.0,44000000.0,209000000.0,447000000.0,-71000000.0,970000000.0,447000000.0,-71000000.0,970000000.0,1346000000.0,364000000.0,364000000.0,,89000000.0,0.0,0.0,,198000000.0,,-81000000.0,-4000000.0,,2000000.0,8000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2017.0,Q4,2017-09-30,2017-12-29,,,14000000.0,82000000.0,,,376000000.0,34000000.0,209000000.0,811000000.0,-38000000.0,608000000.0,811000000.0,-38000000.0,608000000.0,1381000000.0,113000000.0,113000000.0,,23000000.0,,,,348000000.0,,-39000000.0,194000000.0,26000000.0,,1000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2017.0,Q3YTD,2016-12-31,2017-09-29,2018-10-25 17:40:19+00:00,0.0,,254000000.0,,,-209000000.0,10000000.0,,-364000000.0,-33000000.0,362000000.0,-364000000.0,-33000000.0,362000000.0,-35000000.0,251000000.0,251000000.0,,66000000.0,0.0,,,-150000000.0,,-42000000.0,-198000000.0,-26000000.0,2000000.0,7000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2017.0,Q3TTM,2016-10-01,2017-09-29,,,,322000000.0,,,-232000000.0,10000000.0,,-591000000.0,-41000000.0,483000000.0,-591000000.0,-41000000.0,483000000.0,-149000000.0,311000000.0,311000000.0,,82000000.0,,1000000.0,,-198000000.0,,-51000000.0,-373000000.0,-30000000.0,2000000.0,7000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2017.0,Q3,2017-07-01,2017-09-29,,,,92000000.0,,,78000000.0,3000000.0,,-174000000.0,-19000000.0,267000000.0,-174000000.0,-19000000.0,267000000.0,74000000.0,79000000.0,79000000.0,,18000000.0,,-2000000.0,,-48000000.0,,-19000000.0,-128000000.0,-1000000.0,2000000.0,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2017.0,Q2YTD,2016-12-31,2017-06-30,2018-07-26 17:38:39+00:00,0.0,,162000000.0,,,-287000000.0,7000000.0,,-190000000.0,-14000000.0,95000000.0,-190000000.0,-14000000.0,95000000.0,-109000000.0,172000000.0,172000000.0,,48000000.0,0.0,2000000.0,,-102000000.0,,-23000000.0,-70000000.0,-25000000.0,,7000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2017.0,Q2TTM,2016-07-02,2017-06-30,,,,267000000.0,25000000.0,,-179000000.0,26000000.0,690000000.0,-880000000.0,-6000000.0,486000000.0,-880000000.0,-6000000.0,486000000.0,-400000000.0,324000000.0,324000000.0,,74000000.0,,3000000.0,,-1191000000.0,,-45000000.0,-375000000.0,-30000000.0,4000000.0,7000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2017.0,Q1,2016-12-31,2017-03-31,2018-05-03 17:54:53+00:00,0.0,,82000000.0,,,-240000000.0,1000000.0,,-78000000.0,-5000000.0,-71000000.0,-78000000.0,-5000000.0,-71000000.0,-154000000.0,74000000.0,74000000.0,,13000000.0,,2000000.0,,-50000000.0,,-7000000.0,-23000000.0,-6000000.0,,
