company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxliabilities,currentemployeebenefitliabilities,dividendspayable,goodwill,intangibleassets,longtermdebt,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2012.0,Q2,,2012-07-31,2012-08-30 19:57:17+00:00,1296000000.0,1992000000.0,,-1000000.0,756000000.0,0.0,2064000000.0,9000000.0,473000000.0,,1826000000.0,156000000.0,1297000000.0,324000000.0,,22000000.0,,430000000.0,,,74000000.0,143000000.0,,296000000.0,3000000.0,5580000000.0,2359000000.0,3178000000.0,1781000000.0,2359000000.0,2359000000.0,3221000000.0,5580000000.0,2078000000.0,1440000000.0,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2012.0,Q1,,2012-04-30,2012-05-31 19:22:58+00:00,1410000000.0,2171000000.0,,-1000000.0,1167000000.0,0.0,2038000000.0,32000000.0,515000000.0,,1826000000.0,166000000.0,1298000000.0,339000000.0,,23000000.0,,453000000.0,,,75000000.0,146000000.0,,229000000.0,553000000.0,6220000000.0,2266000000.0,3791000000.0,2510000000.0,2266000000.0,2266000000.0,3954000000.0,6220000000.0,2090000000.0,1444000000.0,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2013.0,FY,,2014-01-31,2015-03-25 16:51:43+00:00,716000000.0,1082000000.0,,-6000000.0,430000000.0,0.0,1576000000.0,,285000000.0,,1693000000.0,93000000.0,1331000000.0,482000000.0,,15000000.0,,,39000000.0,6000000.0,72000000.0,227000000.0,256000000.0,25000000.0,2000000.0,4162000000.0,1595000000.0,1807000000.0,1009000000.0,1595000000.0,1595000000.0,2567000000.0,4162000000.0,1873000000.0,1558000000.0,0.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2013.0,Q3,,2013-11-01,2013-12-10 17:17:44+00:00,782000000.0,1161000000.0,,-2000000.0,814000000.0,0.0,1735000000.0,,307000000.0,,1704000000.0,100000000.0,1330000000.0,473000000.0,,10000000.0,,,13000000.0,0.0,62000000.0,182000000.0,298000000.0,150000000.0,151000000.0,4635000000.0,1883000000.0,2286000000.0,1240000000.0,1883000000.0,1883000000.0,2752000000.0,4635000000.0,1876000000.0,1512000000.0,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2013.0,Q2,,2013-08-02,2013-09-05 17:15:26+00:00,1188000000.0,1999000000.0,,-2000000.0,462000000.0,0.0,2165000000.0,,478000000.0,,2195000000.0,128000000.0,1332000000.0,280000000.0,,13000000.0,,,15000000.0,,79000000.0,175000000.0,350000000.0,182000000.0,3000000.0,5521000000.0,2345000000.0,2826000000.0,1669000000.0,2345000000.0,2345000000.0,3176000000.0,5521000000.0,2415000000.0,1507000000.0,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2013.0,Q1,,2013-05-03,2013-06-04 15:23:20+00:00,1211000000.0,2063000000.0,,-2000000.0,563000000.0,0.0,2124000000.0,,448000000.0,357000000.0,2195000000.0,173000000.0,1297000000.0,315000000.0,,14000000.0,,393000000.0,,,74000000.0,172000000.0,,182000000.0,1000000.0,5790000000.0,2304000000.0,3019000000.0,2017000000.0,2304000000.0,2304000000.0,3486000000.0,5790000000.0,2456000000.0,1469000000.0,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2014.0,FY,,2015-01-30,2016-02-26 15:57:49+00:00,675000000.0,896000000.0,,-11000000.0,443000000.0,0.0,1433000000.0,,264000000.0,,1244000000.0,,1164000000.0,308000000.0,,14000000.0,,,6000000.0,10000000.0,97000000.0,168000000.0,273000000.0,-424000000.0,2000000.0,3281000000.0,998000000.0,1618000000.0,951000000.0,998000000.0,998000000.0,2283000000.0,3281000000.0,1355000000.0,1332000000.0,0.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2014.0,Q3,,2014-10-31,2014-12-03 16:59:46+00:00,704000000.0,1021000000.0,,-6000000.0,418000000.0,0.0,1435000000.0,,287000000.0,,1207000000.0,39000000.0,1227000000.0,360000000.0,,18000000.0,,,8000000.0,8000000.0,99000000.0,194000000.0,228000000.0,-453000000.0,2000000.0,3398000000.0,976000000.0,1675000000.0,1001000000.0,976000000.0,976000000.0,2422000000.0,3398000000.0,1363000000.0,1421000000.0,0.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2014.0,Q2,,2014-08-01,2014-09-09 10:12:50+00:00,682000000.0,1094000000.0,,-6000000.0,358000000.0,0.0,1426000000.0,,296000000.0,,1207000000.0,59000000.0,1329000000.0,372000000.0,,19000000.0,,,25000000.0,10000000.0,111000000.0,204000000.0,236000000.0,-463000000.0,3000000.0,3481000000.0,957000000.0,1713000000.0,991000000.0,957000000.0,957000000.0,2524000000.0,3481000000.0,1396000000.0,1533000000.0,0.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2014.0,Q1,,2014-05-02,2014-06-04 14:20:16+00:00,740000000.0,1098000000.0,,-6000000.0,183000000.0,0.0,1411000000.0,,253000000.0,,1704000000.0,88000000.0,1330000000.0,480000000.0,,14000000.0,,,10000000.0,8000000.0,112000000.0,230000000.0,280000000.0,0.0,3000000.0,3969000000.0,1405000000.0,1571000000.0,1004000000.0,1405000000.0,1405000000.0,2564000000.0,3969000000.0,1918000000.0,1560000000.0,0.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2015.0,FY,,2016-01-01,2017-02-24 15:04:47+00:00,761000000.0,921000000.0,,-8000000.0,656000000.0,0.0,1353000000.0,6000000.0,268000000.0,2000000.0,1207000000.0,25000000.0,1079000000.0,142000000.0,0.0,8000000.0,34000000.0,,,1000000.0,195000000.0,149000000.0,216000000.0,-277000000.0,2000000.0,3370000000.0,1068000000.0,1793000000.0,1040000000.0,1068000000.0,1068000000.0,2302000000.0,3370000000.0,1435000000.0,1262000000.0,0.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2015.0,Q3,,2015-10-02,2015-10-30 16:55:50+00:00,771000000.0,844000000.0,,-11000000.0,635000000.0,0.0,1345000000.0,,267000000.0,,1233000000.0,,1142000000.0,178000000.0,,7000000.0,,,0.0,1000000.0,155000000.0,164000000.0,250000000.0,-380000000.0,3000000.0,3302000000.0,954000000.0,1729000000.0,1042000000.0,954000000.0,954000000.0,2348000000.0,3302000000.0,1395000000.0,1306000000.0,0.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2015.0,Q2,,2015-07-03,2015-08-07 09:30:09+00:00,716000000.0,929000000.0,,-11000000.0,365000000.0,0.0,1336000000.0,,273000000.0,,1239000000.0,,1127000000.0,178000000.0,,14000000.0,,99000000.0,0.0,5000000.0,88000000.0,169000000.0,299000000.0,-406000000.0,2000000.0,3211000000.0,919000000.0,1692000000.0,996000000.0,919000000.0,919000000.0,2292000000.0,3211000000.0,1341000000.0,1296000000.0,0.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2015.0,Q1,,2015-04-03,2015-05-12 11:34:27+00:00,745000000.0,977000000.0,,-12000000.0,377000000.0,0.0,1431000000.0,,237000000.0,,1207000000.0,35000000.0,1156000000.0,308000000.0,,13000000.0,,,0.0,3000000.0,95000000.0,166000000.0,297000000.0,-419000000.0,2000000.0,3309000000.0,1000000000.0,1651000000.0,987000000.0,1000000000.0,1000000000.0,2309000000.0,3309000000.0,1350000000.0,1322000000.0,0.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2016.0,FY,,2016-12-30,2018-02-23 15:20:22+00:00,1427000000.0,1657000000.0,,-4000000.0,376000000.0,0.0,3316000000.0,21000000.0,483000000.0,23000000.0,4622000000.0,1589000000.0,3225000000.0,259000000.0,12000000.0,16000000.0,540000000.0,,,,265000000.0,204000000.0,348000000.0,-177000000.0,62000000.0,9132000000.0,3135000000.0,2381000000.0,2016000000.0,3135000000.0,3147000000.0,5985000000.0,9132000000.0,6492000000.0,3969000000.0,0.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2016.0,Q3,,2016-09-30,2016-11-04 15:19:17+00:00,1458000000.0,1677000000.0,,-6000000.0,449000000.0,0.0,3310000000.0,3000000.0,454000000.0,23000000.0,4874000000.0,1643000000.0,3428000000.0,231000000.0,14000000.0,15000000.0,867000000.0,,,0.0,260000000.0,174000000.0,430000000.0,-188000000.0,42000000.0,9579000000.0,3116000000.0,2556000000.0,1980000000.0,3116000000.0,3130000000.0,6449000000.0,9579000000.0,6792000000.0,4469000000.0,0.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2016.0,Q2,,2016-07-01,2016-07-29 16:19:31+00:00,720000000.0,924000000.0,,-4000000.0,670000000.0,0.0,1358000000.0,,269000000.0,,1228000000.0,,1092000000.0,131000000.0,,7000000.0,,,,0.0,218000000.0,195000000.0,223000000.0,-230000000.0,1000000.0,3401000000.0,1124000000.0,1817000000.0,990000000.0,1124000000.0,1124000000.0,2277000000.0,3401000000.0,1453000000.0,1287000000.0,0.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2016.0,Q1,,2016-04-01,2016-04-28 17:04:13+00:00,707000000.0,874000000.0,,-6000000.0,609000000.0,0.0,1359000000.0,,216000000.0,,1231000000.0,,1089000000.0,136000000.0,,7000000.0,,,95000000.0,80000000.0,214000000.0,195000000.0,225000000.0,-251000000.0,2000000.0,3391000000.0,1102000000.0,1803000000.0,1005000000.0,1102000000.0,1102000000.0,2289000000.0,3391000000.0,1452000000.0,1284000000.0,0.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2017.0,FY,,2017-12-29,2019-02-19 17:15:32+00:00,1639000000.0,1831000000.0,,33000000.0,390000000.0,0.0,3344000000.0,4000000.0,487000000.0,17000000.0,4974000000.0,856000000.0,3056000000.0,232000000.0,13000000.0,,220000000.0,453000000.0,0.0,0.0,254000000.0,129000000.0,,-7000000.0,55000000.0,8990000000.0,3370000000.0,2674000000.0,2202000000.0,3370000000.0,3383000000.0,5607000000.0,8990000000.0,6084000000.0,3405000000.0,0.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2017.0,Q3,,2017-09-29,2017-11-02 17:39:27+00:00,1500000000.0,1797000000.0,,31000000.0,287000000.0,0.0,3335000000.0,4000000.0,435000000.0,18000000.0,4976000000.0,925000000.0,3043000000.0,212000000.0,13000000.0,0.0,337000000.0,,,,239000000.0,215000000.0,487000000.0,-72000000.0,64000000.0,8923000000.0,3294000000.0,2571000000.0,2021000000.0,3294000000.0,3307000000.0,5616000000.0,8923000000.0,6140000000.0,3595000000.0,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2017.0,Q2,,2017-06-30,2017-08-03 17:49:42+00:00,1330000000.0,1832000000.0,,8000000.0,262000000.0,,3321000000.0,4000000.0,475000000.0,17000000.0,4922000000.0,1006000000.0,3147000000.0,215000000.0,17000000.0,13000000.0,362000000.0,,,,292000000.0,222000000.0,340000000.0,-105000000.0,84000000.0,8882000000.0,3224000000.0,2434000000.0,1910000000.0,3224000000.0,3241000000.0,5641000000.0,8882000000.0,6233000000.0,3731000000.0,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2017.0,Q1,,2017-03-31,2017-05-04 17:36:45+00:00,592000000.0,1841000000.0,837000000.0,8000000.0,206000000.0,,3323000000.0,53000000.0,396000000.0,21000000.0,4619000000.0,1520000000.0,3188000000.0,238000000.0,11000000.0,15000000.0,564000000.0,,,,353000000.0,217000000.0,348000000.0,-154000000.0,84000000.0,9140000000.0,3177000000.0,2395000000.0,1983000000.0,3177000000.0,3188000000.0,5952000000.0,9140000000.0,6507000000.0,3969000000.0,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2018.0,FY,,2018-12-28,2019-02-19 17:15:32+00:00,1476000000.0,1877000000.0,,-30000000.0,327000000.0,0.0,2966000000.0,3000000.0,473000000.0,12000000.0,4860000000.0,652000000.0,3052000000.0,237000000.0,3000000.0,,170000000.0,543000000.0,92000000.0,23000000.0,182000000.0,178000000.0,,372000000.0,72000000.0,8770000000.0,3308000000.0,2839000000.0,2059000000.0,3308000000.0,3311000000.0,5459000000.0,8770000000.0,5694000000.0,3400000000.0,0.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2018.0,Q3,,2018-09-28,2018-10-25 17:40:19+00:00,1590000000.0,1812000000.0,,13000000.0,515000000.0,0.0,3210000000.0,2000000.0,410000000.0,11000000.0,4881000000.0,702000000.0,2985000000.0,230000000.0,3000000.0,,232000000.0,,98000000.0,24000000.0,214000000.0,141000000.0,456000000.0,231000000.0,56000000.0,8908000000.0,3454000000.0,2881000000.0,2093000000.0,3454000000.0,3457000000.0,5451000000.0,8908000000.0,5797000000.0,3358000000.0,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2018.0,Q2,,2018-06-29,2018-07-26 17:38:39+00:00,1461000000.0,1779000000.0,,23000000.0,303000000.0,0.0,3260000000.0,3000000.0,446000000.0,12000000.0,4887000000.0,749000000.0,2990000000.0,221000000.0,2000000.0,,211000000.0,,99000000.0,22000000.0,274000000.0,136000000.0,458000000.0,133000000.0,71000000.0,8770000000.0,3416000000.0,2639000000.0,2015000000.0,3416000000.0,3418000000.0,5352000000.0,8770000000.0,5910000000.0,3337000000.0,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2018.0,Q1,,2018-03-30,2018-05-03 17:54:53+00:00,1622000000.0,1914000000.0,,56000000.0,215000000.0,0.0,3338000000.0,7000000.0,379000000.0,14000000.0,4976000000.0,806000000.0,3007000000.0,227000000.0,3000000.0,,221000000.0,,,,269000000.0,148000000.0,506000000.0,37000000.0,81000000.0,8913000000.0,3431000000.0,2635000000.0,2103000000.0,3431000000.0,3434000000.0,5479000000.0,8913000000.0,6051000000.0,3376000000.0,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2019.0,FY,,2020-01-03,2020-05-05 13:29:52+00:00,1837000000.0,1734000000.0,,-70000000.0,668000000.0,0.0,2587000000.0,,435000000.0,,4912000000.0,530000000.0,2925000000.0,287000000.0,4000000.0,,184000000.0,410000000.0,,,826000000.0,508000000.0,,896000000.0,61000000.0,9367000000.0,3413000000.0,2812000000.0,2333000000.0,3413000000.0,3417000000.0,5950000000.0,9367000000.0,6268000000.0,3617000000.0,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2019.0,Q3,,2019-09-27,2019-10-29 14:15:35+00:00,2004000000.0,1775000000.0,,-108000000.0,635000000.0,0.0,2590000000.0,,446000000.0,,4889000000.0,571000000.0,2939000000.0,228000000.0,4000000.0,,196000000.0,514000000.0,0.0,0.0,798000000.0,498000000.0,,764000000.0,77000000.0,9410000000.0,3246000000.0,2924000000.0,2527000000.0,3246000000.0,3250000000.0,6160000000.0,9410000000.0,6258000000.0,3633000000.0,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2019.0,Q2,,2019-06-28,2019-07-30 13:01:32+00:00,1710000000.0,1842000000.0,,-73000000.0,660000000.0,0.0,2780000000.0,,471000000.0,,4861000000.0,571000000.0,2954000000.0,216000000.0,3000000.0,,185000000.0,412000000.0,0.0,0.0,765000000.0,580000000.0,,652000000.0,65000000.0,9327000000.0,3359000000.0,2914000000.0,2246000000.0,3359000000.0,3362000000.0,5965000000.0,9327000000.0,6197000000.0,3719000000.0,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2019.0,Q1,,2019-03-29,2019-04-30 14:14:59+00:00,1893000000.0,1894000000.0,,-35000000.0,536000000.0,0.0,2767000000.0,,363000000.0,,4871000000.0,613000000.0,2966000000.0,220000000.0,3000000.0,,194000000.0,430000000.0,0.0,0.0,796000000.0,581000000.0,,562000000.0,66000000.0,9360000000.0,3294000000.0,2860000000.0,2322000000.0,3294000000.0,3297000000.0,6063000000.0,9360000000.0,6280000000.0,3741000000.0,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2020.0,Q1,,2020-04-03,2020-05-05 13:29:52+00:00,1966000000.0,1793000000.0,,-185000000.0,445000000.0,0.0,2579000000.0,,531000000.0,,5719000000.0,950000000.0,2444000000.0,490000000.0,4000000.0,,176000000.0,630000000.0,,,961000000.0,719000000.0,,961000000.0,1793000000.0,10988000000.0,3355000000.0,2868000000.0,4290000000.0,3355000000.0,3359000000.0,7629000000.0,10988000000.0,7630000000.0,3339000000.0,
