company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Hershey Co,HSY,21X2CX66SU2BR6QTAD08,47111,2008.0,FY,,2008-12-31,2010-02-19 09:15:03+00:00,249454000.0,455153000.0,504065000.0,,-359908000.0,37103000.0,,712276000.0,70903000.0,15189000.0,554677000.0,1458949000.0,110772000.0,1505954000.0,592530000.0,1458949000.0,31745000.0,13815000.0,3646000.0,151561000.0,504963000.0,189256000.0,,3975762000.0,501504000.0,,3634719000.0,318199000.0,1344945000.0,1270212000.0,318199000.0,349944000.0,3284775000.0,3634719000.0,830825000.0,2014563000.0,0.0,-4009931000.0
Hershey Co,HSY,21X2CX66SU2BR6QTAD08,47111,2009.0,FY,,2009-12-31,2011-02-18 08:41:33+00:00,287935000.0,410390000.0,546462000.0,,-202844000.0,253605000.0,,754579000.0,39868000.0,36918000.0,571580000.0,,125520000.0,1502730000.0,519712000.0,1404767000.0,39880000.0,4353000.0,,183377000.0,501334000.0,161859000.0,,4148353000.0,39313000.0,,3675031000.0,720459000.0,1385434000.0,910628000.0,720459000.0,760339000.0,2914692000.0,3675031000.0,884830000.0,2004064000.0,0.0,-3979629000.0
Hershey Co,HSY,21X2CX66SU2BR6QTAD08,47111,2009.0,Q3,,2009-10-04,2009-11-12 10:17:02+00:00,285231000.0,567609000.0,546425000.0,1935216000.0,-248128000.0,119253000.0,,746743000.0,31164000.0,33652000.0,567163000.0,3348034000.0,125345000.0,1503435000.0,559318000.0,1412818000.0,40447000.0,24776000.0,42721000.0,180368000.0,481105000.0,185293000.0,,4087572000.0,243021000.0,,3773107000.0,597070000.0,1462637000.0,1108329000.0,597070000.0,637517000.0,3135590000.0,3773107000.0,897652000.0,2027261000.0,0.0,-3989117000.0
Hershey Co,HSY,21X2CX66SU2BR6QTAD08,47111,2010.0,FY,,2010-12-31,2012-02-17 14:19:50+00:00,410655000.0,390061000.0,593308000.0,,-215067000.0,884642000.0,,794766000.0,55760000.0,9402000.0,524134000.0,,123080000.0,1541825000.0,533622000.0,1437702000.0,35285000.0,21387000.0,,161212000.0,494461000.0,141132000.0,,4374718000.0,285480000.0,,4272732000.0,902316000.0,2005217000.0,1298845000.0,902316000.0,937601000.0,3335131000.0,4272732000.0,829813000.0,2036286000.0,0.0,-4052101000.0
Hershey Co,HSY,21X2CX66SU2BR6QTAD08,47111,2010.0,Q3,,2010-10-03,2010-11-10 12:01:51+00:00,350253000.0,605741000.0,605644000.0,1846459000.0,-240372000.0,244947000.0,,790327000.0,77478000.0,37286000.0,522489000.0,3224493000.0,123488000.0,1250546000.0,594574000.0,1378034000.0,36188000.0,21827000.0,1539000.0,176293000.0,501831000.0,142072000.0,,4310037000.0,276907000.0,,3886943000.0,826749000.0,1664812000.0,1270090000.0,826749000.0,862937000.0,3024006000.0,3886943000.0,844097000.0,1753916000.0,0.0,-4033243000.0
Hershey Co,HSY,21X2CX66SU2BR6QTAD08,47111,2010.0,Q2,,2010-07-04,2010-08-11 11:04:24+00:00,304993000.0,321051000.0,530011000.0,1867067000.0,-242446000.0,249070000.0,,779929000.0,67841000.0,0.0,517416000.0,3245579000.0,123062000.0,1501335000.0,603728000.0,1378512000.0,35134000.0,10720000.0,2055000.0,175289000.0,508086000.0,173298000.0,,4200758000.0,41005000.0,,3619987000.0,697368000.0,1414988000.0,876009000.0,697368000.0,732502000.0,2887485000.0,3619987000.0,826487000.0,2011476000.0,0.0,-4040873000.0
Hershey Co,HSY,21X2CX66SU2BR6QTAD08,47111,2010.0,Q1,,2010-04-04,2010-05-12 08:56:42+00:00,294223000.0,411245000.0,466288000.0,1842224000.0,-217082000.0,303786000.0,,759412000.0,56884000.0,85836000.0,577712000.0,3236902000.0,125327000.0,1502183000.0,481854000.0,1394678000.0,36848000.0,7319000.0,4640000.0,180619000.0,500504000.0,159263000.0,,4224841000.0,55948000.0,,3698687000.0,752217000.0,1413032000.0,902295000.0,752217000.0,789065000.0,2909622000.0,3698687000.0,890977000.0,2007327000.0,0.0,-4014954000.0
Hershey Co,HSY,21X2CX66SU2BR6QTAD08,47111,2011.0,FY,,2011-12-31,2013-02-22 15:22:52+00:00,420017000.0,399499000.0,612186000.0,,-442331000.0,693686000.0,0.0,850718000.0,136861000.0,1899000.0,516745000.0,,111913000.0,1748500000.0,648953000.0,1559717000.0,23626000.0,33439000.0,0.0,138722000.0,603876000.0,167559000.0,,4707892000.0,139673000.0,,4407094000.0,857317000.0,2046558000.0,1173775000.0,857317000.0,880943000.0,3526151000.0,4407094000.0,800819000.0,2352376000.0,0.0,-4258962000.0
Hershey Co,HSY,21X2CX66SU2BR6QTAD08,47111,2011.0,Q3,,2011-10-02,2011-11-04 14:12:31+00:00,430251000.0,620745000.0,596680000.0,1994544000.0,-292260000.0,292339000.0,,830392000.0,106694000.0,15083000.0,517157000.0,3507324000.0,113803000.0,1498862000.0,654455000.0,1512780000.0,27005000.0,11313000.0,,161438000.0,495540000.0,139782000.0,,4633156000.0,139413000.0,,4130506000.0,927672000.0,1814015000.0,1181427000.0,927672000.0,954677000.0,3175829000.0,4130506000.0,803711000.0,1994402000.0,0.0,-4243616000.0
Hershey Co,HSY,21X2CX66SU2BR6QTAD08,47111,2011.0,Q2,,2011-07-03,2011-08-10 15:13:09+00:00,399841000.0,296946000.0,527742000.0,1965033000.0,-205822000.0,790297000.0,,816451000.0,69714000.0,301000.0,527724000.0,3458570000.0,122057000.0,1541388000.0,659224000.0,1493537000.0,33434000.0,14202000.0,,163157000.0,503858000.0,175895000.0,,4512163000.0,293929000.0,,4312753000.0,1012260000.0,1992076000.0,1221813000.0,1012260000.0,1045694000.0,3267059000.0,4312753000.0,827140000.0,2045246000.0,0.0,-4110532000.0
