company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Hershey Co,HSY,21X2CX66SU2BR6QTAD08,47111,2007.0,FY,2007-01-01,2007-12-31,2010-02-19 09:15:03+00:00,0.96,0.96,1.0206,0.93,276868000.0,126088000.0,214154000.0,214154000.0,214154000.0,,3315147000.0,4946716000.0,,,895874000.0,3315147000.0,1631569000.0,118585000.0,,1172742000.0,458827000.0,-118585000.0,340242000.0,4946716000.0,223100000.0,223100000.0,230300000.0
Hershey Co,HSY,21X2CX66SU2BR6QTAD08,47111,2008.0,FY,2008-01-01,2008-12-31,2011-02-18 08:41:33+00:00,1.27,1.27,1.0712,1.27,94801000.0,180617000.0,311405000.0,311405000.0,311405000.0,,3375050000.0,5132768000.0,,,1073019000.0,3375050000.0,1757718000.0,97876000.0,,1167820000.0,589898000.0,-97876000.0,492022000.0,5132768000.0,245200000.0,245200000.0,245200000.0
Hershey Co,HSY,21X2CX66SU2BR6QTAD08,47111,2008.0,Q3,2008-06-30,2008-09-28,2009-11-12 10:17:02+00:00,0.56,0.56,0.2975,0.54,8877000.0,70498000.0,124538000.0,124538000.0,124538000.0,,988380000.0,1489609000.0,,,272401000.0,988380000.0,501229000.0,24915000.0,,281278000.0,219951000.0,-24915000.0,195036000.0,1489609000.0,222400000.0,166682.0,228670000.0
Hershey Co,HSY,21X2CX66SU2BR6QTAD08,47111,2009.0,Q4,2009-10-05,2009-12-31,,0.58,0.58,0.24,0.55,-58750000.0,64050000.0,126779000.0,126779000.0,126779000.0,,836815000.0,1407336000.0,,82875000.0,334040000.0,836815000.0,570521000.0,21527000.0,,358165000.0,212356000.0,-21527000.0,190829000.0,1407336000.0,221300000.0,221300000.0,229500000.0
Hershey Co,HSY,21X2CX66SU2BR6QTAD08,47111,2009.0,FY,2009-01-01,2009-12-31,2012-02-17 14:19:50+00:00,1.97,1.97,1.0712,1.9,,235137000.0,435994000.0,435994000.0,435994000.0,,3245531000.0,5298668000.0,,82875000.0,1208672000.0,3245531000.0,2053137000.0,90459000.0,,1291547000.0,761590000.0,-90459000.0,671131000.0,5298668000.0,221300000.0,221300000.0,229500000.0
Hershey Co,HSY,21X2CX66SU2BR6QTAD08,47111,2009.0,Q3YTD,2009-01-01,2009-10-04,,1.39,1.39,0.83,1.35,58750000.0,171087000.0,309215000.0,309215000.0,309215000.0,,2408716000.0,3891332000.0,,,874632000.0,2408716000.0,1482616000.0,68932000.0,,933382000.0,549234000.0,-68932000.0,480302000.0,3891332000.0,221900000.0,221900000.0,229553000.0
Hershey Co,HSY,21X2CX66SU2BR6QTAD08,47111,2009.0,Q3,2009-07-06,2009-10-04,2010-11-10 12:01:51+00:00,0.73,0.73,0.2678,0.71,8008000.0,95299000.0,162023000.0,162023000.0,162023000.0,,895020000.0,1484118000.0,,,301466000.0,895020000.0,589098000.0,22302000.0,,309474000.0,279624000.0,-22302000.0,257322000.0,1484118000.0,221900000.0,221900000.0,229553000.0
Hershey Co,HSY,21X2CX66SU2BR6QTAD08,47111,2009.0,Q2YTD,2009-01-01,2009-07-05,,0.66,0.66,0.57,0.64,50742000.0,75788000.0,147192000.0,147192000.0,147192000.0,,1513696000.0,2407214000.0,,,573166000.0,1513696000.0,893518000.0,46630000.0,,623908000.0,269610000.0,-46630000.0,222980000.0,2407214000.0,222800000.0,222800000.0,228489000.0
Hershey Co,HSY,21X2CX66SU2BR6QTAD08,47111,2009.0,Q2,2009-04-06,2009-07-05,2010-08-11 11:04:24+00:00,0.32,0.32,0.2678,0.31,37904000.0,22644000.0,71298000.0,71298000.0,71298000.0,,717893000.0,1171183000.0,,,298710000.0,717893000.0,453290000.0,22734000.0,,336614000.0,116676000.0,-22734000.0,93942000.0,1171183000.0,222800000.0,222800000.0,228489000.0
Hershey Co,HSY,21X2CX66SU2BR6QTAD08,47111,2009.0,Q1,2009-01-01,2009-04-05,2010-05-12 08:56:42+00:00,0.34,0.34,0.2975,0.33,12838000.0,53144000.0,75894000.0,75894000.0,75894000.0,,795803000.0,1236031000.0,,,274456000.0,795803000.0,440228000.0,23896000.0,,287294000.0,152934000.0,-23896000.0,129038000.0,1236031000.0,223200000.0,166767.0,228284000.0
Hershey Co,HSY,21X2CX66SU2BR6QTAD08,47111,2010.0,Q4,2010-10-04,2010-12-31,,0.61,0.61,0.41,0.59,-83082000.0,64733000.0,135513000.0,135513000.0,135513000.0,,863339000.0,1482809000.0,,83433000.0,391227000.0,863339000.0,619470000.0,27646000.0,,391578000.0,227892000.0,-27646000.0,200246000.0,1482809000.0,222600000.0,222600000.0,230313000.0
Hershey Co,HSY,21X2CX66SU2BR6QTAD08,47111,2010.0,FY,2010-01-01,2010-12-31,2013-02-22 15:22:52+00:00,2.29,2.29,1.28,2.21,,299065000.0,509799000.0,509799000.0,509799000.0,,3255801000.0,5671009000.0,,83433000.0,1426477000.0,3255801000.0,2415208000.0,96434000.0,,1509910000.0,905298000.0,-96434000.0,808864000.0,5671009000.0,222600000.0,222600000.0,230313000.0
Hershey Co,HSY,21X2CX66SU2BR6QTAD08,47111,2010.0,Q3YTD,2010-01-01,2010-10-03,,1.68,1.68,0.87,1.62,83082000.0,234332000.0,374286000.0,374286000.0,374286000.0,,2392462000.0,4188200000.0,,,1035250000.0,2392462000.0,1795738000.0,68788000.0,,1118332000.0,677406000.0,-68788000.0,608618000.0,4188200000.0,222400000.0,227608.0,230491000.0
Hershey Co,HSY,21X2CX66SU2BR6QTAD08,47111,2010.0,Q3TTM,2009-10-05,2010-10-03,,2.26,2.26,1.11,2.17,24332000.0,298382000.0,501065000.0,501065000.0,501065000.0,,3229277000.0,5595536000.0,,82875000.0,1369290000.0,3229277000.0,2366259000.0,90315000.0,,1476497000.0,889762000.0,-90315000.0,799447000.0,5595536000.0,222400000.0,227608.0,230491000.0
Hershey Co,HSY,21X2CX66SU2BR6QTAD08,47111,2010.0,Q3,2010-07-05,2010-10-03,2011-11-04 14:12:31+00:00,0.81,0.81,0.29,0.78,-2052000.0,97220000.0,180169000.0,180169000.0,180169000.0,,891895000.0,1547115000.0,,,357624000.0,891895000.0,655220000.0,22259000.0,,355572000.0,299648000.0,-22259000.0,277389000.0,1547115000.0,222400000.0,227608.0,230491000.0
Hershey Co,HSY,21X2CX66SU2BR6QTAD08,47111,2010.0,Q2YTD,2010-01-01,2010-07-04,,0.87,0.87,0.58,0.84,85134000.0,137112000.0,194117000.0,194117000.0,194117000.0,,1500567000.0,2641085000.0,,,677626000.0,1500567000.0,1140518000.0,46529000.0,,762760000.0,377758000.0,-46529000.0,331229000.0,2641085000.0,222500000.0,227590.0,230324000.0
Hershey Co,HSY,21X2CX66SU2BR6QTAD08,47111,2010.0,Q2TTM,2009-07-06,2010-07-04,,2.18,2.18,1.09,2.1,34392000.0,296461000.0,482919000.0,482919000.0,482919000.0,,3232402000.0,5532539000.0,,82875000.0,1313132000.0,3232402000.0,2300137000.0,90358000.0,,1430399000.0,869738000.0,-90358000.0,779380000.0,5532539000.0,222500000.0,227590.0,230324000.0
