company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depletionexpense,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othercostofrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,preferreddividends,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Chesapeake Energy Corp,CHK,X2MT1W32SPAZ9WSKLE78,895126,2007.0,FY,2007-01-01,2007-12-31,2010-03-01 16:42:14+00:00,2.7,2.7,0.2625,1835000000.0,153000000.0,2.63,0.0,892000000.0,,1455000000.0,1455000000.0,1233000000.0,0.0,2703000000.0,7800000000.0,216000000.0,15000000.0,,0.0,222000000.0,0.0,243000000.0,2919000000.0,4881000000.0,401000000.0,83000000.0,2231000000.0,2650000000.0,-303000000.0,2347000000.0,7800000000.0,456700000.0,456000000.0,487000000.0
Chesapeake Energy Corp,CHK,X2MT1W32SPAZ9WSKLE78,895126,2008.0,FY,2008-01-01,2008-12-31,2011-03-01 17:12:04+00:00,0.94,0.94,0.2925,1970000000.0,174000000.0,0.93,2830000000.0,387000000.0,,604000000.0,604000000.0,504000000.0,,4537000000.0,11629000000.0,284000000.0,27000000.0,,,100000000.0,,377000000.0,4821000000.0,6808000000.0,275000000.0,-218000000.0,5351000000.0,1457000000.0,-466000000.0,991000000.0,11629000000.0,536200000.0,536000000.0,545000000.0
Chesapeake Energy Corp,CHK,X2MT1W32SPAZ9WSKLE78,895126,2008.0,Q3,2008-07-01,2008-09-30,2009-11-09 16:12:24+00:00,5.94,5.94,0.075,480000000.0,48000000.0,5.62,0.0,2079000000.0,,3322000000.0,3322000000.0,3291000000.0,0.0,1290000000.0,7491000000.0,87000000.0,-12000000.0,,0.0,31000000.0,0.0,108000000.0,1377000000.0,6114000000.0,65000000.0,0.0,636000000.0,5478000000.0,-77000000.0,5401000000.0,7491000000.0,554000000.0,554000000.0,588000000.0
Chesapeake Energy Corp,CHK,X2MT1W32SPAZ9WSKLE78,895126,2008.0,Q2,2008-04-01,2008-06-30,2009-08-10 16:12:17+00:00,-3.16,-3.16,0.075,523000000.0,40000000.0,-3.16,0.0,-996000000.0,,-1592000000.0,-1592000000.0,-1643000000.0,,1326000000.0,-455000000.0,88000000.0,-1000000.0,,,51000000.0,0.0,101000000.0,1414000000.0,-1869000000.0,54000000.0,0.0,664000000.0,-2533000000.0,-55000000.0,-2588000000.0,-455000000.0,519900000.0,521000000.0,521000000.0
Chesapeake Energy Corp,CHK,X2MT1W32SPAZ9WSKLE78,895126,2009.0,Q4,2009-10-01,2009-12-31,,-0.63,-0.63,0.07,334000000.0,67000000.0,-0.63,1409000000.0,-299000000.0,,-500000000.0,-500000000.0,-530000000.0,25000000.0,1001000000.0,2223000000.0,35000000.0,35000000.0,,,5000000.0,,90000000.0,1036000000.0,1187000000.0,83000000.0,-38000000.0,1900000000.0,-713000000.0,-86000000.0,-799000000.0,2223000000.0,611600000.0,612000000.0,612000000.0
Chesapeake Energy Corp,CHK,X2MT1W32SPAZ9WSKLE78,895126,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 17:17:22+00:00,-9.57,-9.57,0.3,1371000000.0,244000000.0,-9.57,11168000000.0,-3483000000.0,,-5805000000.0,-5805000000.0,-5853000000.0,25000000.0,3374000000.0,7702000000.0,107000000.0,11000000.0,,,23000000.0,34000000.0,349000000.0,3481000000.0,4221000000.0,153000000.0,-201000000.0,13166000000.0,-8945000000.0,-343000000.0,-9288000000.0,7702000000.0,611600000.0,612000000.0,612000000.0
Chesapeake Energy Corp,CHK,X2MT1W32SPAZ9WSKLE78,895126,2009.0,Q3,2009-07-01,2009-09-30,2010-11-09 17:09:16+00:00,0.3,0.3,0.075,295000000.0,62000000.0,0.3,124000000.0,115000000.0,,192000000.0,192000000.0,186000000.0,0.0,813000000.0,1811000000.0,25000000.0,-30000000.0,,,6000000.0,,95000000.0,838000000.0,973000000.0,60000000.0,,576000000.0,397000000.0,-90000000.0,307000000.0,1811000000.0,620000000.0,619000000.0,626000000.0
Chesapeake Energy Corp,CHK,X2MT1W32SPAZ9WSKLE78,895126,2009.0,Q3YTD,2009-01-01,2009-09-30,,-8.94,-8.94,0.22,1037000000.0,177000000.0,-8.94,9759000000.0,-3184000000.0,,-5305000000.0,-5305000000.0,-5323000000.0,,2373000000.0,5479000000.0,72000000.0,-24000000.0,,,18000000.0,34000000.0,259000000.0,2445000000.0,3034000000.0,70000000.0,-163000000.0,11266000000.0,-8232000000.0,-257000000.0,-8489000000.0,5479000000.0,620000000.0,619000000.0,626000000.0
Chesapeake Energy Corp,CHK,X2MT1W32SPAZ9WSKLE78,895126,2009.0,Q2YTD,2009-01-01,2009-06-30,,-9.24,-9.24,0.15,742000000.0,115000000.0,-9.24,9635000000.0,-3299000000.0,,-5497000000.0,-5497000000.0,-5509000000.0,,1560000000.0,3668000000.0,47000000.0,6000000.0,,,12000000.0,34000000.0,164000000.0,1607000000.0,2061000000.0,10000000.0,-163000000.0,10690000000.0,-8629000000.0,-167000000.0,-8796000000.0,3668000000.0,607700000.0,603000000.0,610000000.0
Chesapeake Energy Corp,CHK,X2MT1W32SPAZ9WSKLE78,895126,2009.0,Q2,2009-04-01,2009-06-30,2010-08-09 07:34:57+00:00,0.39,0.39,0.075,295000000.0,58000000.0,0.39,5000000.0,145000000.0,,243000000.0,243000000.0,237000000.0,0.0,759000000.0,1673000000.0,24000000.0,-2000000.0,,,6000000.0,34000000.0,74000000.0,783000000.0,890000000.0,24000000.0,-10000000.0,466000000.0,424000000.0,-36000000.0,388000000.0,1673000000.0,607700000.0,603000000.0,610000000.0
