company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Chesapeake Energy Corp,CHK,X2MT1W32SPAZ9WSKLE78,895126,2007.0,FY,2007-01-01,2007-12-31,2010-03-01 16:42:14+00:00,-3018000000.0,,55000000.0,273000000.0,1988000000.0,0.0,1577000000.0,0.0,9539000000.0,,2988000000.0,-7964000000.0,4974000000.0,2988000000.0,-7964000000.0,4974000000.0,-2000000.0,1455000000.0,1455000000.0,-46000000.0,-56000000.0,,,-210000000.0,-8000000.0,-6744000000.0,-6285000000.0,0.0,124000000.0,1682000000.0
Chesapeake Energy Corp,CHK,X2MT1W32SPAZ9WSKLE78,895126,2008.0,FY,2008-01-01,2008-12-31,2011-03-01 17:12:04+00:00,-8593000000.0,,296000000.0,97000000.0,2144000000.0,7670000000.0,778000000.0,2598000000.0,15757000000.0,,6356000000.0,-9965000000.0,5357000000.0,6356000000.0,-9965000000.0,5357000000.0,1748000000.0,-604000000.0,-604000000.0,3039000000.0,-167000000.0,-10000000.0,,-183000000.0,-74000000.0,-9177000000.0,-11649000000.0,,,219000000.0
Chesapeake Energy Corp,CHK,X2MT1W32SPAZ9WSKLE78,895126,2008.0,Q4,2008-10-01,2008-12-31,,-902000000.0,,291000000.0,-36000000.0,502000000.0,3004000000.0,-81000000.0,,580000000.0,,497000000.0,-1682000000.0,970000000.0,497000000.0,-1682000000.0,970000000.0,-215000000.0,-2204000000.0,-2204000000.0,2753000000.0,-63000000.0,-10000000.0,,-48000000.0,-13000000.0,-2587000000.0,28000000.0,,-2000000.0,-1172000000.0
Chesapeake Energy Corp,CHK,X2MT1W32SPAZ9WSKLE78,895126,2008.0,Q3,2008-07-01,2008-09-30,,-4857000000.0,,,37000000.0,523000000.0,4419000000.0,-2396000000.0,1587000000.0,6236000000.0,,2285000000.0,-1910000000.0,1589000000.0,2285000000.0,-1910000000.0,1589000000.0,1964000000.0,3322000000.0,3322000000.0,140000000.0,-32000000.0,,,-47000000.0,20000000.0,-2182000000.0,-5459000000.0,,2000000.0,688000000.0
Chesapeake Energy Corp,CHK,X2MT1W32SPAZ9WSKLE78,895126,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-09 16:12:24+00:00,-7691000000.0,,5000000.0,133000000.0,1642000000.0,4666000000.0,859000000.0,2598000000.0,15177000000.0,,5859000000.0,-8283000000.0,4387000000.0,5859000000.0,-8283000000.0,4387000000.0,1963000000.0,1600000000.0,1600000000.0,286000000.0,-104000000.0,,,-135000000.0,-61000000.0,-6590000000.0,-11677000000.0,,2000000.0,1391000000.0
Chesapeake Energy Corp,CHK,X2MT1W32SPAZ9WSKLE78,895126,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-10 16:12:17+00:00,-2834000000.0,,5000000.0,96000000.0,1119000000.0,247000000.0,3255000000.0,1011000000.0,8941000000.0,,3574000000.0,-6373000000.0,2798000000.0,3574000000.0,-6373000000.0,2798000000.0,-1000000.0,-1722000000.0,-1722000000.0,146000000.0,-72000000.0,0.0,,-88000000.0,-81000000.0,-4408000000.0,-6218000000.0,,,703000000.0
Chesapeake Energy Corp,CHK,X2MT1W32SPAZ9WSKLE78,895126,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 17:17:22+00:00,-2268000000.0,11000000000.0,7000000.0,64000000.0,1615000000.0,1926000000.0,-3121000000.0,588000000.0,9306000000.0,,-336000000.0,-5462000000.0,4356000000.0,-336000000.0,-5462000000.0,4356000000.0,-1442000000.0,-5805000000.0,-5805000000.0,667000000.0,109000000.0,-1000000.0,,-214000000.0,-40000000.0,-5255000000.0,-10125000000.0,,,176000000.0
Chesapeake Energy Corp,CHK,X2MT1W32SPAZ9WSKLE78,895126,2009.0,Q4,2009-10-01,2009-12-31,,-920000000.0,11000000000.0,-169000000.0,-47000000.0,401000000.0,197000000.0,-241000000.0,,2198000000.0,,370000000.0,-1808000000.0,1225000000.0,370000000.0,-1808000000.0,1225000000.0,-213000000.0,-499000000.0,-499000000.0,-9436000000.0,90000000.0,-1000000.0,,-61000000.0,,-1103000000.0,-1857000000.0,,,19000000.0
Chesapeake Energy Corp,CHK,X2MT1W32SPAZ9WSKLE78,895126,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-09 17:09:16+00:00,-1348000000.0,,176000000.0,111000000.0,1214000000.0,1729000000.0,-2880000000.0,588000000.0,7108000000.0,,-706000000.0,-3654000000.0,3131000000.0,-706000000.0,-3654000000.0,3131000000.0,-1229000000.0,-5306000000.0,-5306000000.0,10103000000.0,19000000.0,,,-153000000.0,-40000000.0,-4152000000.0,-8268000000.0,,,157000000.0
Chesapeake Energy Corp,CHK,X2MT1W32SPAZ9WSKLE78,895126,2009.0,Q3TTM,2008-10-01,2009-09-30,,-2250000000.0,,467000000.0,75000000.0,1716000000.0,4733000000.0,-2961000000.0,588000000.0,7688000000.0,,-209000000.0,-5336000000.0,4101000000.0,-209000000.0,-5336000000.0,4101000000.0,-1444000000.0,-7510000000.0,-7510000000.0,12856000000.0,-44000000.0,-10000000.0,,-201000000.0,-53000000.0,-6739000000.0,-8240000000.0,,-2000000.0,-1015000000.0
