company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Chesapeake Energy Corp,CHK,X2MT1W32SPAZ9WSKLE78,895126,2008.0,FY,,2008-12-31,2010-03-01 16:42:14+00:00,1611000000.0,1324000000.0,1311000000.0,12362000000.0,267000000.0,269000000.0,1749000000.0,,11686000000.0,0.0,466000000.0,45670000000.0,13175000000.0,444000000.0,58000000.0,33308000000.0,0.0,4200000000.0,1161000000.0,66000000.0,,167000000.0,,549000000.0,311000000.0,,,,4569000000.0,,38593000000.0,16532000000.0,4292000000.0,3621000000.0,17017000000.0,17017000000.0,21576000000.0,38593000000.0,993000000.0,17955000000.0,505000000.0,10000000.0
Chesapeake Energy Corp,CHK,X2MT1W32SPAZ9WSKLE78,895126,2009.0,FY,,2009-12-31,2011-03-01 17:12:04+00:00,957000000.0,1325000000.0,,25053000000.0,102000000.0,282000000.0,307000000.0,,12152000000.0,24000000.0,,51763000000.0,12295000000.0,404000000.0,,26710000000.0,897000000.0,1059000000.0,790000000.0,1513000000.0,,218000000.0,,354000000.0,1249000000.0,,,,-1261000000.0,,29914000000.0,10978000000.0,2446000000.0,2688000000.0,11444000000.0,12341000000.0,17573000000.0,29914000000.0,758000000.0,14885000000.0,466000000.0,-15000000.0
Chesapeake Energy Corp,CHK,X2MT1W32SPAZ9WSKLE78,895126,2009.0,Q3,,2009-09-30,2009-11-09 16:12:24+00:00,932000000.0,1298000000.0,1230000000.0,23255000000.0,274000000.0,282000000.0,520000000.0,,11987000000.0,,173000000.0,49633000000.0,12073000000.0,422000000.0,,26378000000.0,851000000.0,1316000000.0,690000000.0,28000000.0,,151000000.0,,411000000.0,705000000.0,,,,-737000000.0,,29719000000.0,11536000000.0,2508000000.0,2514000000.0,11978000000.0,12829000000.0,16890000000.0,29719000000.0,833000000.0,14376000000.0,466000000.0,12000000.0
Chesapeake Energy Corp,CHK,X2MT1W32SPAZ9WSKLE78,895126,2009.0,Q2,,2009-06-30,2009-08-10 16:12:17+00:00,971000000.0,1122000000.0,1354000000.0,22815000000.0,438000000.0,279000000.0,554000000.0,0.0,12038000000.0,,401000000.0,49551000000.0,13568000000.0,394000000.0,,26736000000.0,,906000000.0,1272000000.0,28000000.0,,220000000.0,,391000000.0,740000000.0,,,,-929000000.0,,30469000000.0,11558000000.0,2948000000.0,2974000000.0,12002000000.0,12002000000.0,18467000000.0,30469000000.0,785000000.0,15493000000.0,466000000.0,11000000.0
Chesapeake Energy Corp,CHK,X2MT1W32SPAZ9WSKLE78,895126,2010.0,FY,,2010-12-31,2012-02-29 17:17:22+00:00,2069000000.0,1974000000.0,,26314000000.0,-168000000.0,301000000.0,102000000.0,0.0,12201000000.0,139000000.0,,58692000000.0,12640000000.0,1208000000.0,,32378000000.0,,2384000000.0,1051000000.0,2230000000.0,,191000000.0,,327000000.0,2100000000.0,,,,190000000.0,,37179000000.0,12247000000.0,3266000000.0,4490000000.0,15264000000.0,15264000000.0,21915000000.0,37179000000.0,1535000000.0,17425000000.0,3065000000.0,24000000.0
Chesapeake Energy Corp,CHK,X2MT1W32SPAZ9WSKLE78,895126,2010.0,Q3,,2010-09-30,2010-11-09 17:09:16+00:00,1773000000.0,1454000000.0,1821000000.0,25901000000.0,25000000.0,291000000.0,609000000.0,,12145000000.0,,381000000.0,55381000000.0,11445000000.0,1189000000.0,,29480000000.0,,1839000000.0,1210000000.0,26000000.0,,122000000.0,,391000000.0,1362000000.0,,,,57000000.0,,34333000000.0,12246000000.0,3273000000.0,4123000000.0,15273000000.0,15273000000.0,19060000000.0,34333000000.0,1580000000.0,14937000000.0,3065000000.0,19000000.0
Chesapeake Energy Corp,CHK,X2MT1W32SPAZ9WSKLE78,895126,2010.0,Q2,,2010-06-30,2010-08-09 07:34:57+00:00,1564000000.0,1359000000.0,1545000000.0,25466000000.0,75000000.0,285000000.0,601000000.0,,12103000000.0,,341000000.0,53296000000.0,10501000000.0,1047000000.0,,27830000000.0,,1546000000.0,1058000000.0,17000000.0,,188000000.0,,274000000.0,1367000000.0,,,,-410000000.0,,32169000000.0,11786000000.0,3018000000.0,3655000000.0,14815000000.0,14815000000.0,17354000000.0,32169000000.0,1321000000.0,13699000000.0,3065000000.0,18000000.0
Chesapeake Energy Corp,CHK,X2MT1W32SPAZ9WSKLE78,895126,2010.0,Q1,,2010-03-31,2010-07-30 17:24:57+00:00,1296000000.0,1419000000.0,1449000000.0,25089000000.0,265000000.0,283000000.0,516000000.0,,12167000000.0,,212000000.0,50744000000.0,12204000000.0,1005000000.0,,25655000000.0,,1295000000.0,1400000000.0,14000000.0,,152000000.0,,293000000.0,1167000000.0,,,,-665000000.0,,30288000000.0,11784000000.0,3335000000.0,3123000000.0,12216000000.0,12216000000.0,18072000000.0,30288000000.0,1298000000.0,14949000000.0,466000000.0,17000000.0
Chesapeake Energy Corp,CHK,X2MT1W32SPAZ9WSKLE78,895126,2011.0,FY,,2011-12-31,2013-03-01 07:27:43+00:00,3311000000.0,2505000000.0,,28290000000.0,-166000000.0,323000000.0,351000000.0,,12153000000.0,139000000.0,,65050000000.0,10626000000.0,1531000000.0,,36760000000.0,1337000000.0,3484000000.0,138000000.0,3588000000.0,0.0,183000000.0,,367000000.0,2359000000.0,,,44000000.0,1608000000.0,0.0,41835000000.0,13628000000.0,3177000000.0,7082000000.0,16624000000.0,17961000000.0,23874000000.0,41835000000.0,1898000000.0,16792000000.0,3062000000.0,33000000.0
Chesapeake Energy Corp,CHK,X2MT1W32SPAZ9WSKLE78,895126,2011.0,Q3,,2011-09-30,2011-11-09 17:05:03+00:00,2844000000.0,2737000000.0,,27605000000.0,-106000000.0,313000000.0,111000000.0,0.0,12135000000.0,474000000.0,,62743000000.0,11789000000.0,1166000000.0,,35138000000.0,,3524000000.0,148000000.0,3245000000.0,,106000000.0,,348000000.0,2003000000.0,,,,1234000000.0,,40122000000.0,13290000000.0,3470000000.0,6195000000.0,16352000000.0,16298000000.0,23824000000.0,40122000000.0,1514000000.0,17629000000.0,3062000000.0,27000000.0
