company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,otherequity,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2008.0,FY,,2008-12-31,2010-02-25 17:18:01+00:00,1061000000.0,1592000000.0,1421000000.0,,-2477000000.0,555000000.0,,2343000000.0,272000000.0,2152000000.0,,834000000.0,3585000000.0,1197000000.0,3119000000.0,121000000.0,,82000000.0,366000000.0,-187000000.0,164000000.0,1316000000.0,11760000000.0,198000000.0,9979000000.0,1742000000.0,3710000000.0,2952000000.0,1923000000.0,2044000000.0,7935000000.0,9979000000.0,3150000000.0,4983000000.0,181000000.0,-9697000000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2009.0,FY,,2009-12-31,2011-02-24 15:10:51+00:00,1172000000.0,1626000000.0,1679000000.0,,-2096000000.0,600000000.0,,2497000000.0,387000000.0,2302000000.0,,821000000.0,2821000000.0,1209000000.0,3516000000.0,141000000.0,,82000000.0,375000000.0,-133000000.0,685000000.0,1375000000.0,13157000000.0,361000000.0,11134000000.0,2947000000.0,3810000000.0,3599000000.0,3116000000.0,3257000000.0,7877000000.0,11134000000.0,3808000000.0,4278000000.0,169000000.0,-10478000000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2009.0,Q3,,2009-09-30,2009-10-29 15:06:51+00:00,1084000000.0,1780000000.0,1838000000.0,3115000000.0,-2125000000.0,847000000.0,,2427000000.0,289000000.0,2296000000.0,6466000000.0,826000000.0,2883000000.0,1241000000.0,3351000000.0,159000000.0,,125000000.0,336000000.0,-139000000.0,390000000.0,1357000000.0,12761000000.0,380000000.0,11067000000.0,2781000000.0,4204000000.0,3591000000.0,2952000000.0,3111000000.0,7956000000.0,11067000000.0,3512000000.0,4365000000.0,171000000.0,-10143000000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2010.0,FY,,2010-12-31,2012-02-23 12:25:08+00:00,1165000000.0,1610000000.0,1682000000.0,,-2115000000.0,490000000.0,0.0,1865000000.0,272000000.0,2362000000.0,,831000000.0,2815000000.0,1222000000.0,3693000000.0,142000000.0,84000000.0,108000000.0,408000000.0,-99000000.0,472000000.0,1704000000.0,14329000000.0,609000000.0,11172000000.0,2675000000.0,3730000000.0,3728000000.0,2675000000.0,2817000000.0,8355000000.0,11172000000.0,3749000000.0,4627000000.0,,-11305000000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2010.0,Q3,,2010-09-30,2010-10-28 15:04:25+00:00,1096000000.0,1690000000.0,1714000000.0,3426000000.0,-2308000000.0,654000000.0,,2559000000.0,307000000.0,2336000000.0,6998000000.0,818000000.0,3329000000.0,1278000000.0,3572000000.0,174000000.0,,112000000.0,469000000.0,-100000000.0,573000000.0,1927000000.0,13980000000.0,59000000.0,11390000000.0,2513000000.0,4091000000.0,3176000000.0,2672000000.0,2846000000.0,8544000000.0,11390000000.0,3727000000.0,5368000000.0,159000000.0,-11618000000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2010.0,Q2,,2010-06-30,2010-07-29 16:16:54+00:00,1105000000.0,1594000000.0,1531000000.0,3221000000.0,-2275000000.0,555000000.0,,2547000000.0,277000000.0,2207000000.0,6631000000.0,796000000.0,3331000000.0,1246000000.0,3410000000.0,172000000.0,,165000000.0,416000000.0,-122000000.0,362000000.0,1331000000.0,13622000000.0,42000000.0,10586000000.0,2470000000.0,3811000000.0,2955000000.0,2632000000.0,2804000000.0,7782000000.0,10586000000.0,3365000000.0,4827000000.0,162000000.0,-11302000000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2010.0,Q1,,2010-03-31,2010-04-29 14:19:15+00:00,1129000000.0,1709000000.0,1917000000.0,3233000000.0,-2131000000.0,561000000.0,,2517000000.0,410000000.0,2257000000.0,6699000000.0,808000000.0,2755000000.0,1259000000.0,3466000000.0,169000000.0,,124000000.0,402000000.0,-112000000.0,361000000.0,1362000000.0,13032000000.0,362000000.0,10823000000.0,2430000000.0,3931000000.0,3818000000.0,2595000000.0,2764000000.0,8059000000.0,10823000000.0,3426000000.0,4241000000.0,165000000.0,-10876000000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2011.0,FY,,2011-12-31,2013-02-21 15:51:04+00:00,1244000000.0,1675000000.0,1700000000.0,,-2475000000.0,878000000.0,0.0,2069000000.0,392000000.0,2494000000.0,,1504000000.0,4430000000.0,1327000000.0,3668000000.0,166000000.0,115000000.0,252000000.0,522000000.0,-60000000.0,541000000.0,1785000000.0,15649000000.0,380000000.0,12724000000.0,2375000000.0,4402000000.0,3716000000.0,2375000000.0,2541000000.0,10183000000.0,12724000000.0,4654000000.0,6467000000.0,,-12808000000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2011.0,Q3,,2011-09-30,2011-10-27 13:25:39+00:00,1150000000.0,1677000000.0,1800000000.0,3614000000.0,-2199000000.0,945000000.0,,2001000000.0,379000000.0,2694000000.0,7229000000.0,1424000000.0,3768000000.0,1336000000.0,3615000000.0,203000000.0,91000000.0,275000000.0,485000000.0,-59000000.0,501000000.0,1538000000.0,15344000000.0,988000000.0,12768000000.0,2667000000.0,4443000000.0,4317000000.0,2667000000.0,2870000000.0,9898000000.0,12768000000.0,4710000000.0,5581000000.0,,-12420000000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2011.0,Q2,,2011-06-30,2011-07-28 14:54:51+00:00,1236000000.0,1819000000.0,1649000000.0,3744000000.0,-1748000000.0,739000000.0,,1951000000.0,373000000.0,2920000000.0,7575000000.0,1457000000.0,4020000000.0,1417000000.0,3831000000.0,175000000.0,90000000.0,180000000.0,495000000.0,-80000000.0,476000000.0,1651000000.0,14983000000.0,991000000.0,13244000000.0,2969000000.0,4470000000.0,4249000000.0,2969000000.0,3144000000.0,10100000000.0,13244000000.0,4943000000.0,5851000000.0,,-12137000000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2011.0,Q1,,2011-03-31,2011-04-28 15:16:17+00:00,1181000000.0,1787000000.0,2061000000.0,3619000000.0,-1941000000.0,686000000.0,,1889000000.0,402000000.0,2411000000.0,7353000000.0,832000000.0,3166000000.0,1331000000.0,3734000000.0,172000000.0,101000000.0,159000000.0,470000000.0,-79000000.0,579000000.0,1733000000.0,14360000000.0,638000000.0,11931000000.0,2419000000.0,4274000000.0,4282000000.0,2419000000.0,2591000000.0,9340000000.0,11931000000.0,3923000000.0,5058000000.0,,-11810000000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2012.0,FY,,2012-12-31,2014-02-20 16:21:46+00:00,1290000000.0,1668000000.0,1888000000.0,,-2621000000.0,884000000.0,0.0,2284000000.0,254000000.0,2500000000.0,,1499000000.0,4926000000.0,1365000000.0,3842000000.0,201000000.0,92000000.0,293000000.0,639000000.0,-41000000.0,905000000.0,2049000000.0,16953000000.0,304000000.0,13394000000.0,2189000000.0,4556000000.0,3736000000.0,2189000000.0,2390000000.0,11004000000.0,13394000000.0,4996000000.0,7268000000.0,,-14386000000.0
