company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 17:18:01+00:00,-27000000.0,647000000.0,163000000.0,334000000.0,110000000.0,18000000.0,99000000.0,1513000000.0,-1803000000.0,-528000000.0,2252000000.0,-1803000000.0,-528000000.0,2252000000.0,-61000000.0,1737000000.0,1737000000.0,82000000.0,489000000.0,-17000000.0,,-798000000.0,-11000000.0,-583000000.0,-1738000000.0,-1269000000.0,,
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2008.0,Q4,2008-10-01,2008-12-31,,,200000000.0,119000000.0,87000000.0,58000000.0,-16000000.0,-143000000.0,1068000000.0,-317000000.0,-272000000.0,525000000.0,-317000000.0,-272000000.0,525000000.0,-80000000.0,577000000.0,577000000.0,4000000.0,13000000.0,-47000000.0,,-262000000.0,,-292000000.0,-896000000.0,-240000000.0,9000000.0,
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 15:10:51+00:00,,862000000.0,119000000.0,348000000.0,58000000.0,-33000000.0,-133000000.0,2515000000.0,-1530000000.0,-613000000.0,2302000000.0,-1530000000.0,-613000000.0,2302000000.0,126000000.0,2037000000.0,2037000000.0,50000000.0,237000000.0,3000000.0,,-889000000.0,0.0,-684000000.0,-2320000000.0,-1073000000.0,10000000.0,
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-29 15:06:51+00:00,,662000000.0,,261000000.0,,-17000000.0,10000000.0,1447000000.0,-1213000000.0,-341000000.0,1777000000.0,-1213000000.0,-341000000.0,1777000000.0,206000000.0,1460000000.0,1460000000.0,46000000.0,224000000.0,50000000.0,,-627000000.0,,-392000000.0,-1424000000.0,-833000000.0,1000000.0,
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2009.0,Q4,2009-10-01,2009-12-31,,,245000000.0,98000000.0,89000000.0,17000000.0,-142000000.0,219000000.0,863000000.0,-650000000.0,-357000000.0,902000000.0,-650000000.0,-357000000.0,902000000.0,-247000000.0,656000000.0,656000000.0,-62000000.0,104000000.0,-4000000.0,,-279000000.0,-142000000.0,-228000000.0,-939000000.0,-399000000.0,,
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 12:25:08+00:00,0.0,1098000000.0,98000000.0,351000000.0,17000000.0,-121000000.0,508000000.0,3424000000.0,-2270000000.0,-841000000.0,3277000000.0,-2270000000.0,-841000000.0,3277000000.0,45000000.0,2397000000.0,2397000000.0,21000000.0,300000000.0,6000000.0,,-981000000.0,-289000000.0,-575000000.0,-3950000000.0,-1063000000.0,0.0,
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2009.0,Q3TTM,2008-10-01,2009-09-30,,,1053000000.0,119000000.0,349000000.0,58000000.0,5000000.0,146000000.0,3629000000.0,-1937000000.0,-756000000.0,2900000000.0,-1937000000.0,-756000000.0,2900000000.0,212000000.0,2318000000.0,2318000000.0,87000000.0,209000000.0,-37000000.0,,-964000000.0,-147000000.0,-639000000.0,-3907000000.0,-904000000.0,9000000.0,
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2009.0,Q3,2009-07-01,2009-09-30,,,271000000.0,,90000000.0,-12000000.0,9000000.0,421000000.0,953000000.0,-955000000.0,-267000000.0,1164000000.0,-955000000.0,-267000000.0,1164000000.0,-49000000.0,617000000.0,617000000.0,36000000.0,104000000.0,9000000.0,,-248000000.0,-127000000.0,-137000000.0,-1496000000.0,-268000000.0,,
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-10-28 15:04:25+00:00,,853000000.0,,262000000.0,,21000000.0,289000000.0,2561000000.0,-1620000000.0,-484000000.0,2375000000.0,-1620000000.0,-484000000.0,2375000000.0,292000000.0,1741000000.0,1741000000.0,83000000.0,196000000.0,10000000.0,,-702000000.0,-147000000.0,-347000000.0,-3011000000.0,-664000000.0,0.0,
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2009.0,Q2,2009-04-01,2009-06-30,,,480000000.0,,90000000.0,8000000.0,18000000.0,-172000000.0,897000000.0,-210000000.0,-135000000.0,521000000.0,-210000000.0,-135000000.0,521000000.0,194000000.0,588000000.0,588000000.0,15000000.0,82000000.0,1000000.0,,-251000000.0,-7000000.0,-137000000.0,-744000000.0,-194000000.0,,
