company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheroperatingexpenses,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2015.0,Q4,2015-10-01,2015-12-31,,-0.51,-0.51,-1.5,-0.5,275000000.0,-421000000.0,-421000000.0,-458000000.0,37000000.0,1606000000.0,3899000000.0,1146000000.0,1286000000.0,1606000000.0,2293000000.0,7000000.0,2432000000.0,-139000000.0,-7000000.0,-146000000.0,3899000000.0,902200000.0,902200000.0,902200000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2015.0,Q3,2015-07-01,2015-09-30,2016-10-27 09:07:13+00:00,0.81,0.81,0.38,0.8,361000000.0,770000000.0,770000000.0,726000000.0,44000000.0,1652000000.0,3999000000.0,-136000000.0,1347000000.0,1652000000.0,2347000000.0,5000000.0,1211000000.0,1136000000.0,-5000000.0,1131000000.0,3999000000.0,900100000.0,900100000.0,900100000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2015.0,Q3YTD,2015-01-01,2015-09-30,,2.05,2.05,1.15,2.05,940000000.0,1969000000.0,1969000000.0,1842000000.0,127000000.0,5029000000.0,12135000000.0,,4178000000.0,5029000000.0,7106000000.0,19000000.0,4178000000.0,2928000000.0,-19000000.0,2909000000.0,12135000000.0,900100000.0,900100000.0,900100000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2015.0,Q3TTM,2014-10-01,2015-09-30,,2.74,2.74,1.65,2.74,1265000000.0,2635000000.0,2635000000.0,2470000000.0,165000000.0,6775000000.0,16356000000.0,46000000.0,5612000000.0,6775000000.0,9581000000.0,23000000.0,5658000000.0,3923000000.0,-23000000.0,3900000000.0,16356000000.0,900100000.0,900100000.0,900100000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2015.0,Q2,2015-04-01,2015-06-30,2016-07-28 09:09:16+00:00,0.63,0.63,0.38,0.63,310000000.0,616000000.0,616000000.0,574000000.0,42000000.0,1699000000.0,4066000000.0,54000000.0,1381000000.0,1699000000.0,2367000000.0,6000000.0,1435000000.0,932000000.0,-6000000.0,926000000.0,4066000000.0,904600000.0,904600000.0,904600000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2015.0,Q2YTD,2015-01-01,2015-06-30,,1.23,1.23,0.76,1.23,579000000.0,1199000000.0,1199000000.0,1116000000.0,83000000.0,3377000000.0,8136000000.0,136000000.0,2831000000.0,3377000000.0,4759000000.0,14000000.0,2967000000.0,1792000000.0,-14000000.0,1778000000.0,8136000000.0,904600000.0,904600000.0,904600000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2015.0,Q2TTM,2014-07-01,2015-06-30,,2.53,2.53,1.63,2.53,1268000000.0,2445000000.0,2445000000.0,2286000000.0,159000000.0,6944000000.0,16736000000.0,295000000.0,5762000000.0,6944000000.0,9792000000.0,22000000.0,6057000000.0,3735000000.0,-22000000.0,3713000000.0,16736000000.0,904600000.0,904600000.0,904600000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2015.0,Q1,2015-01-01,2015-03-31,2016-04-28 09:33:24+00:00,0.6,0.6,0.74,0.59,269000000.0,583000000.0,583000000.0,542000000.0,41000000.0,1678000000.0,4070000000.0,82000000.0,1450000000.0,1678000000.0,2392000000.0,8000000.0,1532000000.0,860000000.0,-8000000.0,852000000.0,4070000000.0,907700000.0,907700000.0,907700000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2015.0,Q1TTM,2014-04-01,2015-03-31,,2.57,2.57,1.61,2.57,1268000000.0,2490000000.0,2490000000.0,2334000000.0,156000000.0,7045000000.0,17022000000.0,306000000.0,5888000000.0,7045000000.0,9977000000.0,25000000.0,6194000000.0,3783000000.0,-25000000.0,3758000000.0,17022000000.0,907700000.0,907700000.0,907700000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2016.0,FY,2016-01-01,2016-12-31,2019-02-21 16:13:44+00:00,2.74,2.74,,2.72,1152000000.0,2586000000.0,2586000000.0,2441000000.0,145000000.0,6072000000.0,15195000000.0,25000000.0,5143000000.0,6072000000.0,9123000000.0,217000000.0,5168000000.0,3955000000.0,-217000000.0,3738000000.0,15195000000.0,891800000.0,891800000.0,891800000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2016.0,Q4,2016-10-01,2016-12-31,,0.68,0.68,-1.55,0.68,306000000.0,628000000.0,628000000.0,606000000.0,22000000.0,1474000000.0,3721000000.0,27000000.0,1147000000.0,1474000000.0,2247000000.0,139000000.0,1174000000.0,1073000000.0,-139000000.0,934000000.0,3721000000.0,891800000.0,891800000.0,891800000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2016.0,Q3,2016-07-01,2016-09-30,2017-10-27 08:58:13+00:00,0.79,0.79,0.39,0.78,300000000.0,746000000.0,746000000.0,702000000.0,44000000.0,1543000000.0,3867000000.0,-69000000.0,1322000000.0,1543000000.0,2324000000.0,25000000.0,1253000000.0,1071000000.0,-25000000.0,1046000000.0,3867000000.0,891900000.0,891900000.0,891900000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2016.0,Q3YTD,2016-01-01,2016-09-30,,2.06,2.06,1.55,2.04,846000000.0,1958000000.0,1958000000.0,1835000000.0,123000000.0,4598000000.0,11474000000.0,-2000000.0,3996000000.0,4598000000.0,6876000000.0,78000000.0,3994000000.0,2882000000.0,-78000000.0,2804000000.0,11474000000.0,891900000.0,891900000.0,891900000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2016.0,Q3TTM,2015-10-01,2016-09-30,,1.55,1.55,0.05,1.54,1121000000.0,1537000000.0,1537000000.0,1377000000.0,160000000.0,6204000000.0,15373000000.0,1144000000.0,5282000000.0,6204000000.0,9169000000.0,85000000.0,6426000000.0,2743000000.0,-85000000.0,2658000000.0,15373000000.0,891900000.0,891900000.0,891900000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2016.0,Q2,2016-04-01,2016-06-30,2017-07-21 08:56:35+00:00,0.67,0.67,0.39,0.67,281000000.0,638000000.0,638000000.0,600000000.0,38000000.0,1541000000.0,3845000000.0,40000000.0,1320000000.0,1541000000.0,2304000000.0,25000000.0,1360000000.0,944000000.0,-25000000.0,919000000.0,3845000000.0,893900000.0,893900000.0,893900000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2016.0,Q2YTD,2016-01-01,2016-06-30,,1.27,1.27,1.16,1.26,546000000.0,1212000000.0,1212000000.0,1133000000.0,79000000.0,3055000000.0,7607000000.0,67000000.0,2674000000.0,3055000000.0,4552000000.0,53000000.0,2741000000.0,1811000000.0,-53000000.0,1758000000.0,7607000000.0,893900000.0,893900000.0,893900000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2016.0,Q2TTM,2015-07-01,2016-06-30,,1.57,1.57,0.04,1.56,1182000000.0,1561000000.0,1561000000.0,1401000000.0,160000000.0,6313000000.0,15505000000.0,1077000000.0,5307000000.0,6313000000.0,9192000000.0,65000000.0,6384000000.0,2808000000.0,-65000000.0,2743000000.0,15505000000.0,893900000.0,893900000.0,893900000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2016.0,Q1,2016-01-01,2016-03-31,2017-04-28 09:13:03+00:00,0.6,0.6,0.77,0.59,265000000.0,574000000.0,574000000.0,533000000.0,41000000.0,1514000000.0,3762000000.0,27000000.0,1354000000.0,1514000000.0,2248000000.0,28000000.0,1381000000.0,867000000.0,-28000000.0,839000000.0,3762000000.0,893700000.0,893700000.0,893700000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2016.0,Q1TTM,2015-04-01,2016-03-31,,1.54,1.54,1.68,1.54,1211000000.0,1539000000.0,1539000000.0,1375000000.0,164000000.0,6471000000.0,15726000000.0,1091000000.0,5368000000.0,6471000000.0,9255000000.0,46000000.0,6459000000.0,2796000000.0,-46000000.0,2750000000.0,15726000000.0,893700000.0,893700000.0,893700000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2017.0,FY,2017-01-01,2017-12-31,2020-02-21 16:53:42+00:00,2.3,2.3,1.59,2.28,1313000000.0,2174000000.0,2174000000.0,2024000000.0,150000000.0,6174000000.0,15454000000.0,173000000.0,5400000000.0,6174000000.0,9280000000.0,220000000.0,5573000000.0,3707000000.0,-220000000.0,3487000000.0,15454000000.0,881800000.0,881800000.0,881800000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2017.0,Q4,2017-10-01,2017-12-31,,0.38,0.38,,0.37,543000000.0,353000000.0,353000000.0,323000000.0,30000000.0,1564000000.0,3892000000.0,23000000.0,1345000000.0,1564000000.0,2328000000.0,64000000.0,1368000000.0,960000000.0,-64000000.0,896000000.0,3892000000.0,881800000.0,881800000.0,881800000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2017.0,Q3,2017-07-01,2017-09-30,2018-10-26 09:02:55+00:00,0.69,0.69,0.4,0.68,250000000.0,650000000.0,650000000.0,607000000.0,43000000.0,1591000000.0,3974000000.0,16000000.0,1410000000.0,1591000000.0,2383000000.0,57000000.0,1426000000.0,957000000.0,-57000000.0,900000000.0,3974000000.0,880700000.0,880700000.0,880700000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2017.0,Q3YTD,2017-01-01,2017-09-30,,1.92,1.92,1.59,1.91,770000000.0,1821000000.0,1821000000.0,1701000000.0,120000000.0,4610000000.0,11562000000.0,150000000.0,4055000000.0,4610000000.0,6952000000.0,156000000.0,4205000000.0,2747000000.0,-156000000.0,2591000000.0,11562000000.0,880700000.0,880700000.0,880700000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2017.0,Q3TTM,2016-10-01,2017-09-30,,2.6,2.6,0.04,2.59,1076000000.0,2449000000.0,2449000000.0,2307000000.0,142000000.0,6084000000.0,15283000000.0,177000000.0,5202000000.0,6084000000.0,9199000000.0,295000000.0,5379000000.0,3820000000.0,-295000000.0,3525000000.0,15283000000.0,880700000.0,880700000.0,880700000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2017.0,Q2,2017-04-01,2017-06-30,2018-07-27 09:04:45+00:00,0.59,0.59,0.4,0.59,269000000.0,560000000.0,560000000.0,524000000.0,36000000.0,1526000000.0,3826000000.0,113000000.0,1309000000.0,1526000000.0,2300000000.0,49000000.0,1422000000.0,878000000.0,-49000000.0,829000000.0,3826000000.0,883800000.0,883800000.0,883800000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2017.0,Q2YTD,2017-01-01,2017-06-30,,1.23,1.23,1.19,1.23,520000000.0,1171000000.0,1171000000.0,1094000000.0,77000000.0,3019000000.0,7588000000.0,134000000.0,2645000000.0,3019000000.0,4569000000.0,99000000.0,2779000000.0,1790000000.0,-99000000.0,1691000000.0,7588000000.0,883800000.0,883800000.0,883800000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2017.0,Q2TTM,2016-07-01,2017-06-30,,2.7,2.7,0.03,2.69,1126000000.0,2545000000.0,2545000000.0,2402000000.0,143000000.0,6036000000.0,15176000000.0,92000000.0,5114000000.0,6036000000.0,9140000000.0,263000000.0,5206000000.0,3934000000.0,-263000000.0,3671000000.0,15176000000.0,883800000.0,883800000.0,883800000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2017.0,Q1,2017-01-01,2017-03-31,2018-04-27 09:03:09+00:00,0.64,0.64,0.79,0.64,251000000.0,611000000.0,611000000.0,570000000.0,41000000.0,1493000000.0,3762000000.0,21000000.0,1336000000.0,1493000000.0,2269000000.0,50000000.0,1357000000.0,912000000.0,-50000000.0,862000000.0,3762000000.0,884700000.0,884700000.0,884700000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2017.0,Q1TTM,2016-04-01,2017-03-31,,2.78,2.78,0.02,2.77,1138000000.0,2623000000.0,2623000000.0,2478000000.0,145000000.0,6051000000.0,15195000000.0,19000000.0,5125000000.0,6051000000.0,9144000000.0,239000000.0,5144000000.0,4000000000.0,-239000000.0,3761000000.0,15195000000.0,884700000.0,884700000.0,884700000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2018.0,FY,2018-01-01,2018-12-31,2020-02-21 16:53:42+00:00,2.76,2.76,1.66,2.75,906000000.0,2558000000.0,2558000000.0,2400000000.0,158000000.0,6313000000.0,15544000000.0,148000000.0,5389000000.0,6313000000.0,9231000000.0,230000000.0,5537000000.0,3694000000.0,-230000000.0,3464000000.0,15544000000.0,870600000.0,870600000.0,870600000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2018.0,Q4,2018-10-01,2018-12-31,,0.71,0.71,,0.7,189000000.0,643000000.0,643000000.0,606000000.0,37000000.0,1558000000.0,3811000000.0,34000000.0,1328000000.0,1558000000.0,2253000000.0,59000000.0,1362000000.0,891000000.0,-59000000.0,832000000.0,3811000000.0,870600000.0,870600000.0,870600000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2018.0,Q3,2018-07-01,2018-09-30,2019-11-01 09:24:29+00:00,0.6,0.6,0.42,0.6,258000000.0,562000000.0,562000000.0,523000000.0,39000000.0,1576000000.0,3845000000.0,26000000.0,1369000000.0,1576000000.0,2269000000.0,54000000.0,1395000000.0,874000000.0,-54000000.0,820000000.0,3845000000.0,868800000.0,868800000.0,868800000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2018.0,Q3YTD,2018-01-01,2018-09-30,,2.05,2.05,1.66,2.05,717000000.0,1915000000.0,1915000000.0,1794000000.0,121000000.0,4755000000.0,11733000000.0,114000000.0,4061000000.0,4755000000.0,6978000000.0,171000000.0,4175000000.0,2803000000.0,-171000000.0,2632000000.0,11733000000.0,868800000.0,868800000.0,868800000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2018.0,Q3TTM,2017-10-01,2018-09-30,,2.43,2.43,1.66,2.42,1260000000.0,2268000000.0,2268000000.0,2117000000.0,151000000.0,6319000000.0,15625000000.0,137000000.0,5406000000.0,6319000000.0,9306000000.0,235000000.0,5543000000.0,3763000000.0,-235000000.0,3528000000.0,15625000000.0,868800000.0,868800000.0,868800000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2018.0,Q2,2018-04-01,2018-06-30,2019-07-26 09:20:56+00:00,0.73,0.73,0.42,0.73,213000000.0,675000000.0,675000000.0,637000000.0,38000000.0,1585000000.0,3886000000.0,55000000.0,1300000000.0,1585000000.0,2301000000.0,58000000.0,1355000000.0,946000000.0,-58000000.0,888000000.0,3886000000.0,871700000.0,871700000.0,871700000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2018.0,Q2YTD,2018-01-01,2018-06-30,,1.45,1.45,1.24,1.45,459000000.0,1353000000.0,1353000000.0,1271000000.0,82000000.0,3179000000.0,7888000000.0,88000000.0,2692000000.0,3179000000.0,4709000000.0,117000000.0,2780000000.0,1929000000.0,-117000000.0,1812000000.0,7888000000.0,871700000.0,871700000.0,871700000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2018.0,Q2TTM,2017-07-01,2018-06-30,,2.52,2.52,1.64,2.5,1252000000.0,2356000000.0,2356000000.0,2201000000.0,155000000.0,6334000000.0,15754000000.0,127000000.0,5447000000.0,6334000000.0,9420000000.0,238000000.0,5574000000.0,3846000000.0,-238000000.0,3608000000.0,15754000000.0,871700000.0,871700000.0,871700000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2018.0,Q1,2018-01-01,2018-03-31,2019-04-26 10:00:14+00:00,0.72,0.72,0.82,0.72,246000000.0,678000000.0,678000000.0,634000000.0,44000000.0,1594000000.0,4002000000.0,33000000.0,1392000000.0,1594000000.0,2408000000.0,59000000.0,1425000000.0,983000000.0,-59000000.0,924000000.0,4002000000.0,875400000.0,875400000.0,875400000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2018.0,Q1TTM,2017-04-01,2018-03-31,,2.38,2.38,1.62,2.36,1308000000.0,2241000000.0,2241000000.0,2088000000.0,153000000.0,6275000000.0,15694000000.0,185000000.0,5456000000.0,6275000000.0,9419000000.0,229000000.0,5641000000.0,3778000000.0,-229000000.0,3549000000.0,15694000000.0,875400000.0,875400000.0,875400000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2019.0,Q4,2019-10-01,2019-12-31,,0.76,0.76,,0.75,188000000.0,682000000.0,682000000.0,643000000.0,39000000.0,1601000000.0,4015000000.0,71000000.0,1412000000.0,1601000000.0,2414000000.0,61000000.0,1483000000.0,931000000.0,-61000000.0,870000000.0,4015000000.0,859100000.0,859100000.0,859100000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2019.0,FY,2019-01-01,2019-12-31,2020-02-21 16:53:42+00:00,2.76,2.76,1.71,2.75,774000000.0,2527000000.0,2527000000.0,2367000000.0,160000000.0,6368000000.0,15693000000.0,196000000.0,5575000000.0,6368000000.0,9325000000.0,253000000.0,5771000000.0,3554000000.0,-253000000.0,3301000000.0,15693000000.0,859100000.0,859100000.0,859100000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2019.0,Q3YTD,2019-01-01,2019-09-30,,2.0,2.0,1.71,2.0,586000000.0,1845000000.0,1845000000.0,1724000000.0,121000000.0,4767000000.0,11678000000.0,125000000.0,4163000000.0,4767000000.0,6911000000.0,192000000.0,4288000000.0,2623000000.0,-192000000.0,2431000000.0,11678000000.0,858700000.0,858700000.0,858700000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2019.0,Q3TTM,2018-10-01,2019-09-30,,2.71,2.71,1.71,2.7,775000000.0,2488000000.0,2488000000.0,2330000000.0,158000000.0,6325000000.0,15489000000.0,159000000.0,5491000000.0,6325000000.0,9164000000.0,251000000.0,5650000000.0,3514000000.0,-251000000.0,3263000000.0,15489000000.0,858700000.0,858700000.0,858700000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2019.0,Q3,2019-07-01,2019-09-30,2019-11-01 09:24:29+00:00,0.67,0.67,0.43,0.67,167000000.0,627000000.0,627000000.0,578000000.0,49000000.0,1612000000.0,3928000000.0,31000000.0,1429000000.0,1612000000.0,2316000000.0,62000000.0,1460000000.0,856000000.0,-62000000.0,794000000.0,3928000000.0,858700000.0,858700000.0,858700000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2019.0,Q2YTD,2019-01-01,2019-06-30,,1.33,1.33,1.28,1.33,419000000.0,1218000000.0,1218000000.0,1146000000.0,72000000.0,3155000000.0,7750000000.0,94000000.0,2734000000.0,3155000000.0,4595000000.0,130000000.0,2828000000.0,1767000000.0,-130000000.0,1637000000.0,7750000000.0,859400000.0,859400000.0,859400000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2019.0,Q2TTM,2018-07-01,2019-06-30,,2.64,2.64,1.7,2.63,866000000.0,2423000000.0,2423000000.0,2275000000.0,148000000.0,6289000000.0,15406000000.0,154000000.0,5431000000.0,6289000000.0,9117000000.0,243000000.0,5585000000.0,3532000000.0,-243000000.0,3289000000.0,15406000000.0,859400000.0,859400000.0,859400000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2019.0,Q2,2019-04-01,2019-06-30,2019-07-26 09:20:56+00:00,0.68,0.68,0.43,0.68,205000000.0,618000000.0,618000000.0,586000000.0,32000000.0,1558000000.0,3866000000.0,51000000.0,1369000000.0,1558000000.0,2308000000.0,65000000.0,1420000000.0,888000000.0,-65000000.0,823000000.0,3866000000.0,859400000.0,859400000.0,859400000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2019.0,Q1,2019-01-01,2019-03-31,2020-05-01 07:40:17+00:00,0.65,0.65,0.85,0.65,214000000.0,600000000.0,600000000.0,560000000.0,40000000.0,1597000000.0,3884000000.0,43000000.0,1365000000.0,1597000000.0,2287000000.0,65000000.0,1408000000.0,879000000.0,-65000000.0,814000000.0,3884000000.0,862000000.0,862000000.0,862000000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2019.0,Q1TTM,2018-04-01,2019-03-31,,2.69,2.69,1.69,2.68,874000000.0,2480000000.0,2480000000.0,2326000000.0,154000000.0,6316000000.0,15426000000.0,158000000.0,5362000000.0,6316000000.0,9110000000.0,236000000.0,5520000000.0,3590000000.0,-236000000.0,3354000000.0,15426000000.0,862000000.0,862000000.0,862000000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2020.0,Q1TTM,2019-04-01,2020-03-31,,2.94,2.94,1.73,2.93,707000000.0,2675000000.0,2675000000.0,2522000000.0,153000000.0,6403000000.0,15906000000.0,193000000.0,5683000000.0,6403000000.0,9503000000.0,245000000.0,5876000000.0,3627000000.0,-245000000.0,3382000000.0,15906000000.0,856900000.0,856900000.0,856900000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2020.0,Q1,2020-01-01,2020-03-31,2020-05-01 07:40:17+00:00,0.83,0.83,0.87,0.83,147000000.0,748000000.0,748000000.0,715000000.0,33000000.0,1632000000.0,4097000000.0,40000000.0,1473000000.0,1632000000.0,2465000000.0,57000000.0,1513000000.0,952000000.0,-57000000.0,895000000.0,4097000000.0,856900000.0,856900000.0,856900000.0
