company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
L3Harris Technologies Inc,LHX,549300UTE50ZMDBG8A20,202058,2009.0,FY,,2009-07-03,2010-08-30 15:44:53+00:00,368000000.0,770800000.0,288700000.0,-51400000.0,281200000.0,597700000.0,121700000.0,138200000.0,,224900000.0,1507100000.0,335600000.0,1177300000.0,607200000.0,543200000.0,0.0,145600000.0,85300000.0,,,62000000.0,,,,134500000.0,163400000.0,,,1322800000.0,106400000.0,,4465100000.0,1869100000.0,1859400000.0,1109700000.0,1869100000.0,1869100000.0,2596000000.0,4465100000.0,2062500000.0,1486300000.0,0.0
L3Harris Technologies Inc,LHX,549300UTE50ZMDBG8A20,202058,2010.0,FY,,2010-07-02,2011-08-29 17:19:57+00:00,329400000.0,736000000.0,267500000.0,-20400000.0,455200000.0,588600000.0,175600000.0,160600000.0,8900000.0,239700000.0,1576200000.0,297800000.0,1176600000.0,615300000.0,609700000.0,500000.0,132400000.0,107700000.0,,,37500000.0,,,,147600000.0,192700000.0,,,1621400000.0,30700000.0,,4743600000.0,2189600000.0,2004600000.0,1051800000.0,2189600000.0,2190100000.0,2553500000.0,4743600000.0,2129300000.0,1501700000.0,0.0
L3Harris Technologies Inc,LHX,549300UTE50ZMDBG8A20,202058,2010.0,Q3,,2010-04-02,2010-04-29 14:44:17+00:00,341500000.0,656600000.0,302600000.0,-12000000.0,405700000.0,591600000.0,160600000.0,144300000.0,16000000.0,191600000.0,1576800000.0,306400000.0,1176700000.0,647200000.0,584300000.0,,135700000.0,93700000.0,,,58100000.0,,,,154600000.0,185300000.0,,,1537300000.0,800000.0,,4627700000.0,2116900000.0,1911900000.0,1013100000.0,2116900000.0,2116900000.0,2510800000.0,4627700000.0,2131500000.0,1497700000.0,0.0
L3Harris Technologies Inc,LHX,549300UTE50ZMDBG8A20,202058,2010.0,Q2,,2010-01-01,2010-01-28 16:44:34+00:00,284400000.0,679500000.0,312500000.0,-14700000.0,310200000.0,591600000.0,195500000.0,146600000.0,,172600000.0,1576800000.0,315400000.0,1176900000.0,672200000.0,521500000.0,,139000000.0,92700000.0,,,66100000.0,,,,148700000.0,189600000.0,,,1436600000.0,45700000.0,,4529700000.0,2013500000.0,1874600000.0,1010700000.0,2013500000.0,2013500000.0,2516200000.0,4529700000.0,2133600000.0,1505500000.0,0.0
L3Harris Technologies Inc,LHX,549300UTE50ZMDBG8A20,202058,2010.0,Q1,,2009-10-02,2009-10-28 17:18:24+00:00,305500000.0,742700000.0,302600000.0,-31000000.0,231100000.0,589500000.0,155800000.0,124800000.0,32200000.0,160600000.0,1522200000.0,319900000.0,1177100000.0,633500000.0,532200000.0,,142300000.0,78100000.0,,,65700000.0,,,,140800000.0,168300000.0,,,1362300000.0,25800000.0,,4391000000.0,1920800000.0,1797800000.0,982500000.0,1920800000.0,1920800000.0,2470200000.0,4391000000.0,2061000000.0,1487700000.0,0.0
L3Harris Technologies Inc,LHX,549300UTE50ZMDBG8A20,202058,2011.0,Q3,,2011-04-01,2011-05-04 17:16:57+00:00,382600000.0,796900000.0,295500000.0,17600000.0,885100000.0,602100000.0,223500000.0,186400000.0,0.0,221900000.0,1963400000.0,416000000.0,1886800000.0,693900000.0,758800000.0,11600000.0,123700000.0,43500000.0,,,70700000.0,,,,214600000.0,212600000.0,,,1864800000.0,186600000.0,,6029300000.0,2484500000.0,2633000000.0,1310100000.0,2484500000.0,2496100000.0,3533200000.0,6029300000.0,2637500000.0,2223100000.0,0.0
L3Harris Technologies Inc,LHX,549300UTE50ZMDBG8A20,202058,2011.0,Q2,,2010-12-31,2011-01-27 16:18:50+00:00,362700000.0,711600000.0,278000000.0,-3100000.0,740800000.0,595100000.0,190900000.0,201200000.0,0.0,207000000.0,1935300000.0,396300000.0,1876300000.0,651900000.0,706900000.0,600000.0,126600000.0,60100000.0,,,64900000.0,,,,198400000.0,206700000.0,,,1795900000.0,30700000.0,,5667400000.0,2387900000.0,2370400000.0,1069300000.0,2387900000.0,2388500000.0,3278900000.0,5667400000.0,2590100000.0,2209600000.0,0.0
L3Harris Technologies Inc,LHX,549300UTE50ZMDBG8A20,202058,2011.0,Q1,,2010-10-01,2010-10-28 17:05:52+00:00,390700000.0,705600000.0,298100000.0,-10900000.0,341400000.0,589500000.0,189800000.0,152200000.0,73600000.0,190400000.0,1936200000.0,412900000.0,1176400000.0,670800000.0,672200000.0,600000.0,129500000.0,64200000.0,,,63300000.0,,,,187900000.0,188200000.0,,,1715100000.0,275700000.0,,5206700000.0,2293700000.0,1933300000.0,1418300000.0,2293700000.0,2294300000.0,2912400000.0,5206700000.0,2601200000.0,1494100000.0,0.0
L3Harris Technologies Inc,LHX,549300UTE50ZMDBG8A20,202058,2012.0,FY,,2012-06-29,2013-08-26 17:14:57+00:00,381000000.0,750200000.0,269600000.0,-22600000.0,356000000.0,544900000.0,221500000.0,172500000.0,12800000.0,229100000.0,1695300000.0,421700000.0,1883000000.0,617800000.0,659400000.0,7200000.0,109500000.0,80300000.0,,,71200000.0,,632700000.0,136200000.0,135700000.0,239800000.0,,,1416600000.0,164200000.0,,5592800000.0,1938900000.0,2600400000.0,1414400000.0,1938900000.0,1946100000.0,3646700000.0,5592800000.0,2333000000.0,2232300000.0,0.0
L3Harris Technologies Inc,LHX,549300UTE50ZMDBG8A20,202058,2012.0,Q3,,2012-03-30,2012-05-02 16:12:08+00:00,346900000.0,915400000.0,324300000.0,11500000.0,299000000.0,538300000.0,245200000.0,178000000.0,2000000.0,221000000.0,1990600000.0,453000000.0,1883200000.0,743000000.0,701700000.0,7900000.0,112800000.0,81500000.0,0.0,,73200000.0,,0.0,10400000.0,164500000.0,247700000.0,49000000.0,0.0,1343600000.0,354100000.0,,5648900000.0,1893400000.0,2208600000.0,1503900000.0,1893400000.0,1901300000.0,3747600000.0,5648900000.0,2738600000.0,2243700000.0,0.0
