company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
L3Harris Technologies Inc,LHX,549300UTE50ZMDBG8A20,202058,2008.0,FY,2007-06-30,2008-06-27,2010-08-30 15:44:53+00:00,3.29,3.29,0.6,3.24,,214000000.0,437000000.0,453500000.0,-16500000.0,444200000.0,-7200000.0,3145600000.0,4596100000.0,11400000.0,746500000.0,3145600000.0,1450500000.0,53100000.0,5200000.0,746500000.0,704000000.0,-36500000.0,667500000.0,4596100000.0,133900000.0,133900000.0,133900000.0
L3Harris Technologies Inc,LHX,549300UTE50ZMDBG8A20,202058,2009.0,Q4,2009-04-04,2009-07-03,,-1.47,-1.18,0.2,-1.17,255500000.0,-3400000.0,-163800000.0,-83500000.0,-80300000.0,-156400000.0,-7400000.0,889700000.0,1294100000.0,-900000.0,221500000.0,889700000.0,404400000.0,14000000.0,600000.0,477000000.0,-72600000.0,-14300000.0,-86900000.0,1294100000.0,132300000.0,132300000.0,132300000.0
L3Harris Technologies Inc,LHX,549300UTE50ZMDBG8A20,202058,2009.0,FY,2008-06-28,2009-07-03,2011-08-29 17:19:57+00:00,0.28,0.28,0.8,0.28,255500000.0,172900000.0,-124600000.0,312400000.0,-437000000.0,37900000.0,-162500000.0,3420200000.0,5005000000.0,-3100000.0,791300000.0,3420200000.0,1584800000.0,52800000.0,3200000.0,1046800000.0,538000000.0,-52700000.0,485300000.0,5005000000.0,132300000.0,132300000.0,132300000.0
L3Harris Technologies Inc,LHX,549300UTE50ZMDBG8A20,202058,2009.0,Q3YTD,2008-06-28,2009-04-03,,1.75,1.46,0.6,1.45,,176300000.0,39200000.0,395900000.0,-356700000.0,194300000.0,-155100000.0,2530500000.0,3710900000.0,-2200000.0,569800000.0,2530500000.0,1180400000.0,38800000.0,2600000.0,569800000.0,610600000.0,-38400000.0,572200000.0,3710900000.0,132800000.0,132700000.0,133100000.0
L3Harris Technologies Inc,LHX,549300UTE50ZMDBG8A20,202058,2009.0,Q3,2009-01-03,2009-04-03,2010-04-29 14:44:17+00:00,0.86,0.86,0.2,0.86,,62200000.0,97500000.0,135900000.0,-38400000.0,114200000.0,-16700000.0,813300000.0,1205100000.0,6600000.0,188400000.0,813300000.0,391800000.0,12600000.0,700000.0,188400000.0,203400000.0,-5300000.0,198100000.0,1205100000.0,132800000.0,132700000.0,133100000.0
L3Harris Technologies Inc,LHX,549300UTE50ZMDBG8A20,202058,2009.0,Q2YTD,2008-06-28,2009-01-02,,0.89,0.6,0.4,0.59,,114100000.0,-58300000.0,260000000.0,-318300000.0,80100000.0,-138400000.0,1717200000.0,2505800000.0,-8800000.0,381400000.0,1717200000.0,788600000.0,26200000.0,1900000.0,381400000.0,407200000.0,-33100000.0,374100000.0,2505800000.0,,133300000.0,133300000.0
L3Harris Technologies Inc,LHX,549300UTE50ZMDBG8A20,202058,2009.0,Q2,2008-09-27,2009-01-02,2010-01-28 16:44:34+00:00,,-0.29,0.2,-0.29,,61900000.0,-176400000.0,140600000.0,-317000000.0,-38600000.0,-137800000.0,925300000.0,1333200000.0,-700000.0,191800000.0,925300000.0,407900000.0,13800000.0,900000.0,191800000.0,216100000.0,-13600000.0,202500000.0,1333200000.0,,133300000.0,133300000.0
L3Harris Technologies Inc,LHX,549300UTE50ZMDBG8A20,202058,2009.0,Q1,2008-06-28,2008-09-26,2009-10-28 17:18:24+00:00,0.89,0.89,0.2,0.88,,52200000.0,118100000.0,119400000.0,-1300000.0,118700000.0,-600000.0,791900000.0,1172600000.0,-8100000.0,189600000.0,791900000.0,380700000.0,12400000.0,1000000.0,189600000.0,191100000.0,-19500000.0,171600000.0,1172600000.0,133400000.0,134000000.0,134700000.0
L3Harris Technologies Inc,LHX,549300UTE50ZMDBG8A20,202058,2010.0,Q4,2010-04-03,2010-07-02,,-3.13,-3.13,-0.66,-3.11,,-202100000.0,-410200000.0,-410200000.0,,-410200000.0,,-2410700000.0,-3750200000.0,1000000.0,-672800000.0,-2410700000.0,-1339500000.0,-54500000.0,-1100000.0,-672800000.0,-666700000.0,54400000.0,-612300000.0,-3750200000.0,,,
L3Harris Technologies Inc,LHX,549300UTE50ZMDBG8A20,202058,2010.0,Q3,2010-01-02,2010-04-02,2011-05-04 17:16:57+00:00,1.27,1.27,0.22,1.26,,80100000.0,166200000.0,166200000.0,,166200000.0,,820000000.0,1329500000.0,-500000.0,245000000.0,820000000.0,509500000.0,18100000.0,400000.0,245000000.0,264500000.0,-18200000.0,246300000.0,1329500000.0,130900000.0,128800000.0,130000000.0
