company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,customerdeposits,goodwill,longtermdebt,netinventory,netppe,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Royal Caribbean Cruises Ltd,RCL,,884887,2008.0,FY,,2009-12-31,2011-02-24 16:44:04+00:00,264554000.0,338804000.0,521190000.0,182733000.0,284619000.0,,2975738000.0,1059524000.0,792373000.0,7663555000.0,107877000.0,15268053000.0,114094000.0,,,147547000.0,1146677000.0,321192000.0,180997000.0,,4754950000.0,756215000.0,18233494000.0,7499717000.0,1026391000.0,2749030000.0,7499717000.0,7499717000.0,10733777000.0,18233494000.0,1939050000.0,7984747000.0,0.0,-413704000.0
Royal Caribbean Cruises Ltd,RCL,,884887,2010.0,FY,,2010-12-31,2012-02-29 09:02:22+00:00,249047000.0,266710000.0,553218000.0,25066000.0,419929000.0,0.0,3029392000.0,1283073000.0,759328000.0,7951187000.0,126797000.0,16771677000.0,56491000.0,,,160906000.0,1107753000.0,356717000.0,145144000.0,,5259998000.0,1198929000.0,19653829000.0,7900752000.0,1015071000.0,3445173000.0,7900752000.0,7900752000.0,11753077000.0,19653829000.0,1867081000.0,8307904000.0,0.0,-413704000.0
Royal Caribbean Cruises Ltd,RCL,,884887,2010.0,Q3,,2010-09-30,2010-10-27 16:35:53+00:00,281051000.0,279388000.0,645569000.0,-4820000.0,441930000.0,,3010058000.0,1266794000.0,768048000.0,6980254000.0,113061000.0,15684378000.0,37515000.0,,,154706000.0,1110075000.0,321484000.0,171413000.0,,5259710000.0,1104706000.0,18605808000.0,7851244000.0,1043307000.0,3452826000.0,7851244000.0,7851244000.0,10754564000.0,18605808000.0,1878123000.0,7301738000.0,0.0,-413704000.0
Royal Caribbean Cruises Ltd,RCL,,884887,2010.0,Q2,,2010-06-30,2010-07-23 16:35:44+00:00,292047000.0,212204000.0,658389000.0,-245832000.0,318820000.0,,3004360000.0,1398003000.0,718399000.0,7109013000.0,110695000.0,15683297000.0,45516000.0,,,105047000.0,990170000.0,491405000.0,223913000.0,,4902943000.0,1001343000.0,18303014000.0,7247767000.0,911148000.0,3454829000.0,7247767000.0,7247767000.0,11055247000.0,18303014000.0,1708569000.0,7600418000.0,0.0,-413704000.0
Royal Caribbean Cruises Ltd,RCL,,884887,2010.0,Q1,,2010-03-31,2010-04-29 08:01:27+00:00,242350000.0,257592000.0,529818000.0,40451000.0,278104000.0,,2996258000.0,1230133000.0,763554000.0,6847719000.0,111349000.0,15229627000.0,83107000.0,,,114206000.0,1126737000.0,351845000.0,187076000.0,,4842397000.0,1255673000.0,18037146000.0,7465402000.0,917228000.0,3372180000.0,7465402000.0,7465402000.0,10571744000.0,18037146000.0,1890291000.0,7199564000.0,0.0,-413704000.0
Royal Caribbean Cruises Ltd,RCL,,884887,2011.0,FY,,2011-12-31,2013-02-25 08:01:35+00:00,304623000.0,292447000.0,564272000.0,-75938000.0,262186000.0,0.0,3074035000.0,1436003000.0,746537000.0,7856962000.0,144553000.0,16934817000.0,84642000.0,,,123853000.0,1153763000.0,471978000.0,185460000.0,,5823430000.0,638891000.0,19804405000.0,8407823000.0,969288000.0,3067642000.0,8407823000.0,8407823000.0,11396582000.0,19804405000.0,1900300000.0,8328940000.0,0.0,-413704000.0
Royal Caribbean Cruises Ltd,RCL,,884887,2011.0,Q3,,2011-09-30,2011-10-31 07:30:59+00:00,323082000.0,303919000.0,526158000.0,-25787000.0,451460000.0,0.0,3068437000.0,1479968000.0,760769000.0,8136206000.0,152273000.0,16988832000.0,74074000.0,,,146536000.0,1197307000.0,480483000.0,241392000.0,,5809150000.0,639497000.0,20170026000.0,8438096000.0,1223118000.0,3115241000.0,8438096000.0,8438096000.0,11731930000.0,20170026000.0,1958076000.0,8616689000.0,0.0,-413704000.0
Royal Caribbean Cruises Ltd,RCL,,884887,2011.0,Q2,,2011-06-30,2011-08-01 07:02:10+00:00,343162000.0,273708000.0,480656000.0,273014000.0,551460000.0,0.0,3057070000.0,1660614000.0,800436000.0,7901646000.0,145547000.0,16440866000.0,130835000.0,,,100253000.0,1380320000.0,410643000.0,225326000.0,,5431899000.0,703245000.0,19948498000.0,8348279000.0,1326876000.0,3287930000.0,8348279000.0,8348279000.0,11600219000.0,19948498000.0,2180756000.0,8312289000.0,0.0,-413704000.0
Royal Caribbean Cruises Ltd,RCL,,884887,2011.0,Q1,,2011-03-31,2011-04-28 16:36:21+00:00,334985000.0,276885000.0,454719000.0,247220000.0,470258000.0,0.0,3051167000.0,1404031000.0,786725000.0,8076793000.0,140557000.0,16401579000.0,144904000.0,,,114657000.0,1372502000.0,409840000.0,182082000.0,,5393300000.0,702484000.0,19775492000.0,8277983000.0,1214686000.0,3010876000.0,8277983000.0,8277983000.0,11497509000.0,19775492000.0,2159227000.0,8486633000.0,0.0,-413704000.0
Royal Caribbean Cruises Ltd,RCL,,884887,2012.0,FY,,2012-12-31,2014-02-20 17:08:04+00:00,351587000.0,281421000.0,541722000.0,-134516000.0,194855000.0,0.0,3112178000.0,1546993000.0,432975000.0,6970464000.0,146295000.0,17451034000.0,57827000.0,,,106366000.0,1055861000.0,482566000.0,207662000.0,,5744791000.0,1519483000.0,19827930000.0,8308749000.0,888060000.0,4066151000.0,8308749000.0,8308749000.0,11519181000.0,19827930000.0,1488836000.0,7453030000.0,0.0,-413704000.0
