company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Royal Caribbean Cruises Ltd,RCL,,884887,2007.0,FY,2008-01-01,2008-12-31,2011-02-24 16:44:04+00:00,2.69,2.69,,520353000.0,2.68,,573722000.0,573722000.0,573722000.0,,4403666000.0,6532525000.0,54934000.0,,776522000.0,4403666000.0,2128859000.0,327312000.0,14116000.0,1296875000.0,831984000.0,-258262000.0,573722000.0,6532525000.0,213300000.0,213300000.0,214100000.0
Royal Caribbean Cruises Ltd,RCL,,884887,2008.0,Q4,2009-10-01,2009-12-31,,-0.32,-0.04,,146412000.0,-0.03,,-6583000.0,-6583000.0,-6583000.0,,1037245000.0,1451667000.0,-2593000.0,,185655000.0,1037245000.0,414422000.0,88247000.0,1902000.0,332067000.0,82355000.0,-88938000.0,-6583000.0,1451667000.0,200600000.0,213809000.0,213809000.0
Royal Caribbean Cruises Ltd,RCL,,884887,2008.0,FY,2009-01-01,2009-12-31,2012-02-29 09:02:22+00:00,0.76,0.71,,568214000.0,0.71,,152485000.0,152485000.0,152485000.0,,4071102000.0,5889826000.0,-33094000.0,,761999000.0,4071102000.0,1818724000.0,309948000.0,7016000.0,1330213000.0,488511000.0,-336026000.0,152485000.0,5889826000.0,200600000.0,213809000.0,213809000.0
Royal Caribbean Cruises Ltd,RCL,,884887,2008.0,Q3YTD,2009-01-01,2009-09-30,,1.08,0.75,,421802000.0,0.74,,159068000.0,159068000.0,159068000.0,,3033857000.0,4438159000.0,-30501000.0,,576344000.0,3033857000.0,1404302000.0,221701000.0,5114000.0,998146000.0,406156000.0,-247088000.0,159068000.0,4438159000.0,213300000.0,213839000.0,215669000.0
Royal Caribbean Cruises Ltd,RCL,,884887,2008.0,Q3,2009-07-01,2009-09-30,2010-10-27 16:35:53+00:00,1.08,1.08,,144021000.0,1.07,,230392000.0,230392000.0,230392000.0,,1116086000.0,1763542000.0,-4762000.0,,196594000.0,1116086000.0,647456000.0,73912000.0,2225000.0,340615000.0,306841000.0,-76449000.0,230392000.0,1763542000.0,213300000.0,213839000.0,215669000.0
Royal Caribbean Cruises Ltd,RCL,,884887,2008.0,Q2YTD,2009-01-01,2009-06-30,,,-0.33,,277781000.0,-0.33,,-71324000.0,-71324000.0,-71324000.0,,1917771000.0,2674617000.0,-25739000.0,,379750000.0,1917771000.0,756846000.0,147789000.0,2889000.0,657531000.0,99315000.0,-170639000.0,-71324000.0,2674617000.0,,213780000.0,213780000.0
Royal Caribbean Cruises Ltd,RCL,,884887,2008.0,Q2,2009-04-01,2009-06-30,2010-07-23 16:35:44+00:00,,-0.16,,137925000.0,-0.16,,-35086000.0,-35086000.0,-35086000.0,,965435000.0,1349015000.0,-22980000.0,,190593000.0,965435000.0,383580000.0,68327000.0,1159000.0,328518000.0,55062000.0,-90148000.0,-35086000.0,1349015000.0,,213780000.0,213780000.0
Royal Caribbean Cruises Ltd,RCL,,884887,2008.0,Q1,2009-01-01,2009-03-31,2010-04-29 08:01:27+00:00,,-0.17,,139856000.0,-0.17,,-36238000.0,-36238000.0,-36238000.0,,952336000.0,1325602000.0,-2759000.0,,189157000.0,952336000.0,373266000.0,79462000.0,1730000.0,329013000.0,44253000.0,-80491000.0,-36238000.0,1325602000.0,,213687000.0,213687000.0
Royal Caribbean Cruises Ltd,RCL,,884887,2010.0,Q4,2010-10-01,2010-12-31,,0.05,0.11,,163878000.0,0.11,,24296000.0,24296000.0,24296000.0,,1106989000.0,1604498000.0,5445000.0,,211936000.0,1106989000.0,497509000.0,107540000.0,4696000.0,375814000.0,121695000.0,-97399000.0,24296000.0,1604498000.0,215026000.0,215026000.0,215026000.0
Royal Caribbean Cruises Ltd,RCL,,884887,2010.0,FY,2010-01-01,2010-12-31,2013-02-25 08:01:35+00:00,2.4,2.4,,643716000.0,2.37,,515653000.0,515653000.0,515653000.0,,4458076000.0,6752504000.0,74984000.0,,848079000.0,4458076000.0,2294428000.0,371207000.0,9243000.0,1491795000.0,802633000.0,-286980000.0,515653000.0,6752504000.0,215026000.0,215026000.0,215026000.0
Royal Caribbean Cruises Ltd,RCL,,884887,2010.0,Q3YTD,2010-01-01,2010-09-30,,2.29,2.29,,479838000.0,2.26,,491357000.0,491357000.0,491357000.0,,3351087000.0,5148006000.0,69539000.0,,636143000.0,3351087000.0,1796919000.0,263667000.0,4547000.0,1115981000.0,680938000.0,-189581000.0,491357000.0,5148006000.0,214800000.0,215150000.0,217512000.0
Royal Caribbean Cruises Ltd,RCL,,884887,2010.0,Q3,2010-07-01,2010-09-30,2011-10-31 07:30:59+00:00,1.66,1.63,,162232000.0,1.61,,350179000.0,350179000.0,350179000.0,,1239625000.0,2060659000.0,-8056000.0,,213300000.0,1239625000.0,821034000.0,89082000.0,1815000.0,375532000.0,445502000.0,-95323000.0,350179000.0,2060659000.0,211000000.0,215150000.0,217512000.0
Royal Caribbean Cruises Ltd,RCL,,884887,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.66,0.66,,317606000.0,0.65,,141178000.0,141178000.0,141178000.0,,2111462000.0,3087347000.0,77595000.0,,422843000.0,2111462000.0,975885000.0,174585000.0,2732000.0,740449000.0,235436000.0,-94258000.0,141178000.0,3087347000.0,214900000.0,215043000.0,217561000.0
Royal Caribbean Cruises Ltd,RCL,,884887,2010.0,Q2,2010-04-01,2010-06-30,2011-08-01 07:02:10+00:00,0.28,0.25,,160031000.0,0.25,,53731000.0,53731000.0,53731000.0,,1086187000.0,1601697000.0,-655000.0,,211795000.0,1086187000.0,515510000.0,90661000.0,1363000.0,371826000.0,143684000.0,-89953000.0,53731000.0,1601697000.0,191900000.0,215043000.0,217561000.0
Royal Caribbean Cruises Ltd,RCL,,884887,2010.0,Q1,2010-01-01,2010-03-31,2011-04-28 16:36:21+00:00,0.41,0.41,,157575000.0,0.4,,87447000.0,87447000.0,87447000.0,,1025275000.0,1485650000.0,78250000.0,,211048000.0,1025275000.0,460375000.0,83924000.0,1369000.0,368623000.0,91752000.0,-4305000.0,87447000.0,1485650000.0,213300000.0,214314000.0,216975000.0
Royal Caribbean Cruises Ltd,RCL,,884887,2011.0,Q4,2011-10-01,2011-12-31,,0.11,0.17,,179933000.0,0.16,,36562000.0,36562000.0,36562000.0,,1250861000.0,1775401000.0,13036000.0,,238445000.0,1250861000.0,524540000.0,90625000.0,7989000.0,418378000.0,106162000.0,-69600000.0,36562000.0,1775401000.0,216983000.0,216983000.0,216983000.0
Royal Caribbean Cruises Ltd,RCL,,884887,2011.0,FY,2011-01-01,2011-12-31,2014-02-20 17:08:04+00:00,2.8,2.8,,702426000.0,2.77,0.0,607421000.0,607421000.0,607421000.0,,4942607000.0,7537263000.0,32891000.0,0.0,960602000.0,4942607000.0,2594656000.0,382416000.0,25318000.0,1663028000.0,931628000.0,-324207000.0,607421000.0,7537263000.0,216983000.0,216983000.0,216983000.0
Royal Caribbean Cruises Ltd,RCL,,884887,2011.0,Q3YTD,2011-01-01,2011-09-30,,2.69,2.63,,522493000.0,2.61,,570859000.0,570859000.0,570859000.0,,3691746000.0,5761862000.0,19855000.0,,722157000.0,3691746000.0,2070116000.0,291791000.0,17329000.0,1244650000.0,825466000.0,-254607000.0,570859000.0,5761862000.0,216800000.0,217105000.0,218934000.0
