company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxliabilities,goodwill,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Bed Bath & Beyond Inc,BBBY,,886158,2008.0,FY,,2009-02-28,2010-04-27 17:14:36+00:00,514734000.0,247508000.0,-4540000.0,668209000.0,,881715000.0,25105000.0,,,,221134000.0,1642339000.0,1148435000.0,227209000.0,88212000.0,250251000.0,165621000.0,,,336475000.0,,,4154921000.0,2000000.0,4268843000.0,3000454000.0,2562799000.0,952968000.0,3000454000.0,3000454000.0,1268389000.0,4268843000.0,557609000.0,315421000.0,0.0,-2031642000.0
Bed Bath & Beyond Inc,BBBY,,886158,2009.0,FY,,2010-02-27,2011-04-26 15:30:22+00:00,611163000.0,281730000.0,728000.0,1096100000.0,,1023721000.0,83857000.0,,,,132860000.0,1759703000.0,1119292000.0,246273000.0,103399000.0,276066000.0,172804000.0,,,336633000.0,,,4754954000.0,431476000.0,5152130000.0,3652904000.0,3563345000.0,1149554000.0,3652904000.0,3652904000.0,1499226000.0,5152130000.0,469493000.0,349672000.0,0.0,-2126499000.0
Bed Bath & Beyond Inc,BBBY,,886158,2009.0,Q3,,2009-11-28,2010-01-06 17:12:12+00:00,718921000.0,281494000.0,1426000.0,854641000.0,,966370000.0,24216000.0,,,,152248000.0,1954995000.0,1118272000.0,238660000.0,103160000.0,353419000.0,162882000.0,,,331257000.0,,,4528912000.0,162934000.0,4927766000.0,3398433000.0,3325989000.0,1187513000.0,3398433000.0,3398433000.0,1529333000.0,4927766000.0,483505000.0,341820000.0,0.0,-2098275000.0
Bed Bath & Beyond Inc,BBBY,,886158,2009.0,Q2,,2009-08-29,2009-10-07 16:08:30+00:00,682936000.0,264066000.0,-468000.0,1035601000.0,,948459000.0,29159000.0,,,,157193000.0,1755377000.0,1111971000.0,236107000.0,98928000.0,289101000.0,163338000.0,,,343070000.0,,,4377624000.0,43125000.0,4735438000.0,3260904000.0,3123204000.0,1139499000.0,3260904000.0,3260904000.0,1474534000.0,4735438000.0,500263000.0,335035000.0,0.0,-2064711000.0
Bed Bath & Beyond Inc,BBBY,,886158,2010.0,FY,,2011-02-26,2012-04-24 17:30:06+00:00,709550000.0,306847000.0,5100000.0,1183587000.0,0.0,1194376000.0,112982000.0,,,,121446000.0,1968907000.0,1116297000.0,292364000.0,99730000.0,315736000.0,193061000.0,,,334612000.0,,,5546287000.0,605608000.0,5646193000.0,3931659000.0,4073838000.0,1322440000.0,3931659000.0,3931659000.0,1714534000.0,5646193000.0,456058000.0,392094000.0,0.0,-2814104000.0
Bed Bath & Beyond Inc,BBBY,,886158,2010.0,Q3,,2010-11-27,2011-01-04 17:14:18+00:00,856646000.0,319969000.0,2729000.0,840333000.0,,1148914000.0,10742000.0,,,,134663000.0,2171783000.0,1124704000.0,277078000.0,114183000.0,337094000.0,182617000.0,,,351765000.0,,,5262836000.0,599805000.0,5560147000.0,3798912000.0,3949015000.0,1369974000.0,3798912000.0,3798912000.0,1761235000.0,5560147000.0,486428000.0,391261000.0,0.0,-2615567000.0
Bed Bath & Beyond Inc,BBBY,,886158,2010.0,Q2,,2010-08-28,2010-10-05 17:07:19+00:00,771752000.0,306316000.0,-60000.0,1040504000.0,,1115374000.0,25244000.0,,,,132242000.0,1903096000.0,1105297000.0,262198000.0,110642000.0,306571000.0,179119000.0,,,350079000.0,,,5074262000.0,602223000.0,5440012000.0,3784741000.0,3852394000.0,1282431000.0,3784741000.0,3784741000.0,1655271000.0,5440012000.0,482321000.0,372840000.0,0.0,-2404835000.0
Bed Bath & Beyond Inc,BBBY,,886158,2010.0,Q1,,2010-05-29,2010-07-07 16:38:37+00:00,678685000.0,271193000.0,-71000.0,1083985000.0,,1102484000.0,89400000.0,,,,133835000.0,1846140000.0,1103367000.0,257312000.0,105813000.0,292054000.0,175404000.0,,,341471000.0,,,4892507000.0,560174000.0,5361026000.0,3783219000.0,3782353000.0,1214682000.0,3783219000.0,3783219000.0,1577807000.0,5361026000.0,475306000.0,363125000.0,0.0,-2211701000.0
Bed Bath & Beyond Inc,BBBY,,886158,2011.0,FY,,2012-02-25,2013-04-30 14:48:08+00:00,752064000.0,329174000.0,-1879000.0,1003166000.0,0.0,1420643000.0,48246000.0,198749000.0,,,95785000.0,2071890000.0,1198255000.0,339266000.0,123622000.0,311494000.0,209646000.0,,,88818000.0,,,6535824000.0,756389000.0,5724546000.0,3922528000.0,4142939000.0,1339130000.0,3922528000.0,3922528000.0,1802018000.0,5724546000.0,383352000.0,462888000.0,0.0,-4032060000.0
Bed Bath & Beyond Inc,BBBY,,886158,2011.0,Q3,,2011-11-26,2012-01-04 15:15:50+00:00,954281000.0,346871000.0,-267000.0,765750000.0,,1399388000.0,2444000.0,,,,101864000.0,2357254000.0,1160994000.0,318814000.0,124262000.0,405950000.0,197932000.0,,,301374000.0,,,6184781000.0,761930000.0,5855116000.0,3910512000.0,4290884000.0,1501528000.0,3910512000.0,3910512000.0,1944604000.0,5855116000.0,403238000.0,443076000.0,0.0,-3673390000.0
