company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Bed Bath & Beyond Inc,BBBY,,886158,2007.0,FY,2007-03-04,2008-03-01,2010-04-27 17:14:36+00:00,-85893000.0,1538000.0,157770000.0,,-154054000.0,,-705531000.0,101698000.0,614536000.0,-705531000.0,101698000.0,614536000.0,10703000.0,562808000.0,562808000.0,46474000.0,28662000.0,,,-1495155000.0,-358210000.0,,-734193000.0,2040956000.0,
Bed Bath & Beyond Inc,BBBY,,886158,2008.0,Q4,2008-11-30,2009-02-28,,-4000.0,,44857000.0,,279478000.0,,-1511000.0,-40577000.0,476941000.0,-1511000.0,-40577000.0,476941000.0,434853000.0,141378000.0,141378000.0,11228000.0,1508000.0,,,,-52873000.0,,-3019000.0,12300000.0,
Bed Bath & Beyond Inc,BBBY,,886158,2008.0,FY,2008-03-02,2009-02-28,2011-04-26 15:30:22+00:00,-4786000.0,,175601000.0,,-59755000.0,,-26750000.0,-113095000.0,583970000.0,-26750000.0,-113095000.0,583970000.0,444125000.0,425123000.0,425123000.0,43001000.0,21302000.0,,,,-215859000.0,,-48052000.0,107550000.0,
Bed Bath & Beyond Inc,BBBY,,886158,2008.0,Q3,2008-08-31,2008-11-29,,-18000.0,,43606000.0,,-202074000.0,,-1787000.0,7607000.0,-61020000.0,-1787000.0,7607000.0,-61020000.0,-55200000.0,87700000.0,87700000.0,9748000.0,2621000.0,,,,-56275000.0,,-4408000.0,63900000.0,
Bed Bath & Beyond Inc,BBBY,,886158,2008.0,Q3YTD,2008-03-02,2008-11-29,2010-01-06 17:12:12+00:00,-4782000.0,,130744000.0,,-339233000.0,,-25239000.0,-72518000.0,107029000.0,-25239000.0,-72518000.0,107029000.0,9272000.0,283745000.0,283745000.0,31773000.0,19794000.0,,,,-162986000.0,,-45033000.0,95250000.0,
Bed Bath & Beyond Inc,BBBY,,886158,2008.0,Q2YTD,2008-03-02,2008-08-30,2009-10-07 16:08:30+00:00,-4764000.0,,87138000.0,,-137159000.0,,-23452000.0,-80125000.0,168049000.0,-23452000.0,-80125000.0,168049000.0,64472000.0,196045000.0,196045000.0,22025000.0,17173000.0,,,,-106711000.0,,-40625000.0,31350000.0,
Bed Bath & Beyond Inc,BBBY,,886158,2009.0,Q4,2009-11-29,2010-02-27,,,,47198000.0,,233084000.0,,21591000.0,-293443000.0,513311000.0,21591000.0,-293443000.0,513311000.0,241459000.0,226042000.0,226042000.0,6987000.0,49815000.0,,,-283632000.0,-45061000.0,,-28224000.0,35250000.0,
Bed Bath & Beyond Inc,BBBY,,886158,2009.0,FY,2009-03-01,2010-02-27,2012-04-24 17:30:06+00:00,,,184232000.0,,83298000.0,,11176000.0,-488692000.0,905407000.0,11176000.0,-488692000.0,905407000.0,427891000.0,600033000.0,600033000.0,37844000.0,106033000.0,,,-403582000.0,-153680000.0,,-94857000.0,68570000.0,
Bed Bath & Beyond Inc,BBBY,,886158,2009.0,Q3TTM,2008-11-30,2009-11-28,,-4000.0,,181891000.0,,129692000.0,,-11926000.0,-235826000.0,869037000.0,-11926000.0,-235826000.0,869037000.0,621285000.0,515369000.0,515369000.0,42085000.0,57726000.0,,,-119950000.0,-161492000.0,,-69652000.0,45620000.0,
Bed Bath & Beyond Inc,BBBY,,886158,2009.0,Q3,2009-08-30,2009-11-28,,,,47288000.0,,-208582000.0,,-25787000.0,-154863000.0,-310000.0,-25787000.0,-154863000.0,-310000.0,-180960000.0,151288000.0,151288000.0,9696000.0,7777000.0,,,-119950000.0,-40988000.0,,-33564000.0,6075000.0,
Bed Bath & Beyond Inc,BBBY,,886158,2009.0,Q3YTD,2009-03-01,2009-11-28,2011-01-04 17:14:18+00:00,,,137034000.0,,-149786000.0,,-10415000.0,-195249000.0,392096000.0,-10415000.0,-195249000.0,392096000.0,186432000.0,373991000.0,373991000.0,30857000.0,56218000.0,,,-119950000.0,-108619000.0,,-66633000.0,33320000.0,
Bed Bath & Beyond Inc,BBBY,,886158,2009.0,Q2TTM,2008-08-31,2009-08-29,,-22000.0,,178209000.0,,136200000.0,,12074000.0,-73356000.0,808327000.0,12074000.0,-73356000.0,808327000.0,747045000.0,451781000.0,451781000.0,42137000.0,52570000.0,,,,-176779000.0,,-40496000.0,103445000.0,
Bed Bath & Beyond Inc,BBBY,,886158,2009.0,Q2,2009-05-31,2009-08-29,,,,44967000.0,,7447000.0,,3468000.0,-21398000.0,198097000.0,3468000.0,-21398000.0,198097000.0,180167000.0,135531000.0,135531000.0,10152000.0,23426000.0,,,,-41043000.0,,-19958000.0,19645000.0,
Bed Bath & Beyond Inc,BBBY,,886158,2009.0,Q2YTD,2009-03-01,2009-08-29,2010-10-05 17:07:19+00:00,,,89746000.0,,58796000.0,,15372000.0,-40386000.0,392406000.0,15372000.0,-40386000.0,392406000.0,367392000.0,222703000.0,222703000.0,21161000.0,48441000.0,,,,-67631000.0,,-33069000.0,27245000.0,
Bed Bath & Beyond Inc,BBBY,,886158,2009.0,Q1,2009-03-01,2009-05-30,2010-07-07 16:38:37+00:00,,,44779000.0,,51349000.0,,11904000.0,-18988000.0,194309000.0,11904000.0,-18988000.0,194309000.0,187225000.0,87172000.0,87172000.0,11009000.0,25015000.0,,,,-26588000.0,,-13111000.0,7600000.0,
Bed Bath & Beyond Inc,BBBY,,886158,2010.0,Q4,2010-11-28,2011-02-26,,,,48603000.0,,197700000.0,,-163471000.0,-32615000.0,539340000.0,-163471000.0,-32615000.0,539340000.0,343254000.0,283451000.0,283451000.0,9586000.0,35066000.0,,,-365402000.0,-41288000.0,,-198537000.0,374075000.0,
Bed Bath & Beyond Inc,BBBY,,886158,2010.0,FY,2010-02-28,2011-02-26,2013-04-30 14:48:08+00:00,,,183820000.0,,-26812000.0,,-558961000.0,-340959000.0,987407000.0,-558961000.0,-340959000.0,987407000.0,87487000.0,791333000.0,791333000.0,39066000.0,128644000.0,,,-1511555000.0,-183474000.0,,-687605000.0,1354070000.0,
Bed Bath & Beyond Inc,BBBY,,886158,2010.0,Q3TTM,2009-11-29,2010-11-27,,,,182415000.0,,8572000.0,,-373899000.0,-601787000.0,961378000.0,-373899000.0,-601787000.0,961378000.0,-14308000.0,733924000.0,733924000.0,36467000.0,143393000.0,,,-1429785000.0,-187247000.0,,-517292000.0,1015245000.0,
Bed Bath & Beyond Inc,BBBY,,886158,2010.0,Q3,2010-08-29,2010-11-27,,,,45335000.0,,-200142000.0,,-188246000.0,-55890000.0,43965000.0,-188246000.0,-55890000.0,43965000.0,-200171000.0,188574000.0,188574000.0,10198000.0,22486000.0,,,-365403000.0,-58612000.0,,-210732000.0,368125000.0,
Bed Bath & Beyond Inc,BBBY,,886158,2010.0,Q3YTD,2010-02-28,2010-11-27,2012-01-04 15:15:50+00:00,,,135217000.0,,-224512000.0,,-395490000.0,-308344000.0,448067000.0,-395490000.0,-308344000.0,448067000.0,-255767000.0,507882000.0,507882000.0,29480000.0,93578000.0,,,-1146153000.0,-142186000.0,,-489068000.0,979995000.0,
Bed Bath & Beyond Inc,BBBY,,886158,2010.0,Q2TTM,2009-08-30,2010-08-28,,,,184368000.0,,132000.0,,-211440000.0,-700760000.0,917103000.0,-211440000.0,-700760000.0,917103000.0,4903000.0,696638000.0,696638000.0,35965000.0,128684000.0,,,-1184332000.0,-169623000.0,,-340124000.0,653195000.0,
Bed Bath & Beyond Inc,BBBY,,886158,2010.0,Q2,2010-05-30,2010-08-28,,,,44869000.0,,-5234000.0,,-191368000.0,-83932000.0,231819000.0,-191368000.0,-83932000.0,231819000.0,-43481000.0,181755000.0,181755000.0,10429000.0,1766000.0,,,-402890000.0,-44542000.0,,-193134000.0,363500000.0,
Bed Bath & Beyond Inc,BBBY,,886158,2010.0,Q2YTD,2010-02-28,2010-08-28,2011-10-05 16:58:37+00:00,,,89882000.0,,-24370000.0,,-207244000.0,-252454000.0,404102000.0,-207244000.0,-252454000.0,404102000.0,-55596000.0,319308000.0,319308000.0,19282000.0,71092000.0,,,-780750000.0,-83574000.0,,-278336000.0,611870000.0,
Bed Bath & Beyond Inc,BBBY,,886158,2010.0,Q1TTM,2009-05-31,2010-05-29,,,,184466000.0,,12813000.0,,-16604000.0,-638226000.0,883381000.0,-16604000.0,-638226000.0,883381000.0,228551000.0,650414000.0,650414000.0,35688000.0,150344000.0,,,-781442000.0,-166124000.0,,-166948000.0,309340000.0,
Bed Bath & Beyond Inc,BBBY,,886158,2010.0,Q1,2010-02-28,2010-05-29,2011-07-06 17:22:19+00:00,,,45013000.0,,-19136000.0,,-15876000.0,-168522000.0,172283000.0,-15876000.0,-168522000.0,172283000.0,-12115000.0,137553000.0,137553000.0,8853000.0,69326000.0,,,-377860000.0,-39032000.0,,-85202000.0,248370000.0,
Bed Bath & Beyond Inc,BBBY,,886158,2011.0,Q4,2011-11-27,2012-02-25,,,,51884000.0,,243193000.0,,-348762000.0,-70616000.0,656794000.0,-348762000.0,-70616000.0,656794000.0,237416000.0,351043000.0,351043000.0,10674000.0,9908000.0,,,-328036000.0,-84130000.0,,-358670000.0,341550000.0,
Bed Bath & Beyond Inc,BBBY,,886158,2011.0,FY,2011-02-27,2012-02-25,2014-04-29 16:34:29+00:00,,,183873000.0,,8210000.0,,-1041705000.0,-364000000.0,1225284000.0,-1041705000.0,-364000000.0,1225284000.0,-180421000.0,989537000.0,989537000.0,43664000.0,176251000.0,,,-1605851000.0,-243374000.0,,-1217956000.0,1485225000.0,
Bed Bath & Beyond Inc,BBBY,,886158,2011.0,Q3TTM,2010-11-28,2011-11-26,,,,180592000.0,,-37283000.0,,-856414000.0,-325999000.0,1107830000.0,-856414000.0,-325999000.0,1107830000.0,-74583000.0,921945000.0,921945000.0,42576000.0,201409000.0,,,-1643217000.0,-200532000.0,,-1057823000.0,1517750000.0,
Bed Bath & Beyond Inc,BBBY,,886158,2011.0,Q3,2011-08-28,2011-11-26,,,,43879000.0,,-202459000.0,,-240003000.0,-94574000.0,82337000.0,-240003000.0,-94574000.0,82337000.0,-252240000.0,228544000.0,228544000.0,12373000.0,87717000.0,,,-421803000.0,-69646000.0,,-327720000.0,396875000.0,
Bed Bath & Beyond Inc,BBBY,,886158,2011.0,Q3YTD,2011-02-27,2011-11-26,2013-01-02 16:09:19+00:00,,,131989000.0,,-234983000.0,,-692943000.0,-293384000.0,568490000.0,-692943000.0,-293384000.0,568490000.0,-417837000.0,638494000.0,638494000.0,32990000.0,166343000.0,,,-1277815000.0,-159244000.0,,-859286000.0,1143675000.0,
