company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Bed Bath & Beyond Inc,BBBY,,886158,2007.0,FY,2007-03-04,2008-03-01,2010-04-27 17:14:36+00:00,2.13,2.13,,2.1,,302424000.0,562808000.0,562808000.0,562808000.0,4123711000.0,7048942000.0,2087209000.0,4123711000.0,2925231000.0,27210000.0,2087209000.0,838022000.0,27210000.0,865232000.0,7048942000.0,264200000.0,264824000.0,268409000.0
Bed Bath & Beyond Inc,BBBY,,886158,2008.0,FY,2008-03-02,2009-02-28,2011-04-26 15:30:22+00:00,1.66,1.66,,1.64,,258185000.0,425123000.0,425123000.0,425123000.0,4335104000.0,7208340000.0,2199340000.0,4335104000.0,2873236000.0,9412000.0,2199340000.0,673896000.0,9412000.0,683308000.0,7208340000.0,256100000.0,256410000.0,258619000.0
Bed Bath & Beyond Inc,BBBY,,886158,2008.0,Q3,2008-08-31,2008-11-29,2010-01-06 17:12:12+00:00,,0.34,,0.34,,50070000.0,87700000.0,87700000.0,87700000.0,1089826000.0,1782683000.0,556483000.0,1089826000.0,692857000.0,1396000.0,556483000.0,136374000.0,1396000.0,137770000.0,1782683000.0,,256150000.0,258174000.0
Bed Bath & Beyond Inc,BBBY,,886158,2008.0,Q2,2008-06-01,2008-08-30,2009-10-07 16:08:30+00:00,0.46,0.46,,0.46,,71099000.0,119268000.0,119268000.0,119268000.0,1114571000.0,1853892000.0,551900000.0,1114571000.0,739321000.0,2946000.0,551900000.0,187421000.0,2946000.0,190367000.0,1853892000.0,259300000.0,256726000.0,258979000.0
Bed Bath & Beyond Inc,BBBY,,886158,2009.0,Q4,2009-11-29,2010-02-27,,0.87,0.87,,0.86,,145287000.0,226042000.0,226042000.0,226042000.0,1288583000.0,2244079000.0,584755000.0,1288583000.0,955496000.0,588000.0,584755000.0,370741000.0,588000.0,371329000.0,2244079000.0,257500000.0,257755000.0,260375000.0
Bed Bath & Beyond Inc,BBBY,,886158,2009.0,FY,2009-03-01,2010-02-27,2012-04-24 17:30:06+00:00,2.33,2.33,,2.3,,385222000.0,600033000.0,600033000.0,600033000.0,4620674000.0,7828793000.0,2227432000.0,4620674000.0,3208119000.0,4568000.0,2227432000.0,980687000.0,4568000.0,985255000.0,7828793000.0,257500000.0,257755000.0,260375000.0
Bed Bath & Beyond Inc,BBBY,,886158,2009.0,Q3YTD,2009-03-01,2009-11-28,,1.46,1.46,,1.44,,239935000.0,373991000.0,373991000.0,373991000.0,3332091000.0,5584714000.0,1642677000.0,3332091000.0,2252623000.0,3980000.0,1642677000.0,609946000.0,3980000.0,613926000.0,5584714000.0,256400000.0,258074000.0,260913000.0
Bed Bath & Beyond Inc,BBBY,,886158,2009.0,Q3,2009-08-30,2009-11-28,2011-01-04 17:14:18+00:00,0.59,0.59,,0.58,,95060000.0,151288000.0,151288000.0,151288000.0,1163053000.0,1975465000.0,566801000.0,1163053000.0,812412000.0,737000.0,566801000.0,245611000.0,737000.0,246348000.0,1975465000.0,256400000.0,258074000.0,260913000.0
Bed Bath & Beyond Inc,BBBY,,886158,2009.0,Q2YTD,2009-03-01,2009-08-29,,0.87,0.87,,0.86,,144875000.0,222703000.0,222703000.0,222703000.0,2169038000.0,3609249000.0,1075876000.0,2169038000.0,1440211000.0,3243000.0,1075876000.0,364335000.0,3243000.0,367578000.0,3609249000.0,255700000.0,257814000.0,259940000.0
Bed Bath & Beyond Inc,BBBY,,886158,2009.0,Q2,2009-05-31,2009-08-29,2010-10-05 17:07:19+00:00,0.53,0.53,,0.52,,87976000.0,135531000.0,135531000.0,135531000.0,1141516000.0,1914909000.0,551362000.0,1141516000.0,773393000.0,1476000.0,551362000.0,222031000.0,1476000.0,223507000.0,1914909000.0,255700000.0,257814000.0,259940000.0
Bed Bath & Beyond Inc,BBBY,,886158,2009.0,Q1,2009-03-01,2009-05-30,2010-07-07 16:38:37+00:00,0.34,0.34,,0.34,,56899000.0,87172000.0,87172000.0,87172000.0,1027522000.0,1694340000.0,524514000.0,1027522000.0,666818000.0,1767000.0,524514000.0,142304000.0,1767000.0,144071000.0,1694340000.0,256400000.0,256942000.0,258764000.0
Bed Bath & Beyond Inc,BBBY,,886158,2010.0,Q4,2010-11-28,2011-02-26,,1.12,1.12,,1.11,,179282000.0,283451000.0,283451000.0,283451000.0,1428500000.0,2504967000.0,615415000.0,1428500000.0,1076467000.0,1681000.0,615415000.0,461052000.0,1681000.0,462733000.0,2504967000.0,254400000.0,254297000.0,258079000.0
Bed Bath & Beyond Inc,BBBY,,886158,2010.0,FY,2010-02-28,2011-02-26,2013-04-30 14:48:08+00:00,3.11,3.11,,3.07,,501645000.0,791333000.0,791333000.0,791333000.0,5135574000.0,8758503000.0,2334471000.0,5135574000.0,3622929000.0,4520000.0,2334471000.0,1288458000.0,4520000.0,1292978000.0,8758503000.0,254400000.0,254297000.0,258079000.0
Bed Bath & Beyond Inc,BBBY,,886158,2010.0,Q3YTD,2010-02-28,2010-11-27,,1.99,1.99,,1.96,,322363000.0,507882000.0,507882000.0,507882000.0,3707074000.0,6253536000.0,1719056000.0,3707074000.0,2546462000.0,2839000.0,1719056000.0,827406000.0,2839000.0,830245000.0,6253536000.0,251400000.0,252233000.0,255936000.0
Bed Bath & Beyond Inc,BBBY,,886158,2010.0,Q3TTM,2009-11-29,2010-11-27,,2.86,2.86,,2.82,,467650000.0,733924000.0,733924000.0,733924000.0,4995657000.0,8497615000.0,2303811000.0,4995657000.0,3501958000.0,3427000.0,2303811000.0,1198147000.0,3427000.0,1201574000.0,8497615000.0,251400000.0,252233000.0,255936000.0
Bed Bath & Beyond Inc,BBBY,,886158,2010.0,Q3,2010-08-29,2010-11-27,2012-01-04 15:15:50+00:00,0.75,0.75,,0.74,,118532000.0,188574000.0,188574000.0,188574000.0,1297247000.0,2193755000.0,591398000.0,1297247000.0,896508000.0,1996000.0,591398000.0,305110000.0,1996000.0,307106000.0,2193755000.0,251400000.0,252233000.0,255936000.0
Bed Bath & Beyond Inc,BBBY,,886158,2010.0,Q2YTD,2010-02-28,2010-08-28,,1.24,1.24,,1.22,,203831000.0,319308000.0,319308000.0,319308000.0,2409827000.0,4059781000.0,1127658000.0,2409827000.0,1649954000.0,843000.0,1127658000.0,522296000.0,843000.0,523139000.0,4059781000.0,256000000.0,257013000.0,259928000.0
Bed Bath & Beyond Inc,BBBY,,886158,2010.0,Q2TTM,2009-08-30,2010-08-28,,2.7,2.7,,2.66,,444178000.0,696638000.0,696638000.0,696638000.0,4861463000.0,8279325000.0,2279214000.0,4861463000.0,3417862000.0,2168000.0,2279214000.0,1138648000.0,2168000.0,1140816000.0,8279325000.0,256000000.0,257013000.0,259928000.0
Bed Bath & Beyond Inc,BBBY,,886158,2010.0,Q2,2010-05-30,2010-08-28,2011-10-05 16:58:37+00:00,0.71,0.71,,0.7,,115474000.0,181755000.0,181755000.0,181755000.0,1261812000.0,2136730000.0,578016000.0,1261812000.0,874918000.0,327000.0,578016000.0,296902000.0,327000.0,297229000.0,2136730000.0,256000000.0,257013000.0,259928000.0
Bed Bath & Beyond Inc,BBBY,,886158,2010.0,Q1TTM,2009-05-31,2010-05-29,,2.52,2.52,,2.48,,416680000.0,650414000.0,650414000.0,650414000.0,4741167000.0,8057504000.0,2252560000.0,4741167000.0,3316337000.0,3317000.0,2252560000.0,1063777000.0,3317000.0,1067094000.0,8057504000.0,259500000.0,259400000.0,263638000.0
Bed Bath & Beyond Inc,BBBY,,886158,2010.0,Q1,2010-02-28,2010-05-29,2011-07-06 17:22:19+00:00,0.53,0.53,,0.52,,88357000.0,137553000.0,137553000.0,137553000.0,1148015000.0,1923051000.0,549642000.0,1148015000.0,775036000.0,516000.0,549642000.0,225394000.0,516000.0,225910000.0,1923051000.0,259500000.0,259400000.0,263638000.0
Bed Bath & Beyond Inc,BBBY,,886158,2011.0,Q4,2011-11-27,2012-02-25,,1.48,1.48,,1.46,,202763000.0,351043000.0,351043000.0,351043000.0,1568645000.0,2732314000.0,612904000.0,1568645000.0,1163669000.0,3041000.0,612904000.0,550765000.0,3041000.0,553806000.0,2732314000.0,240200000.0,240016000.0,243890000.0
Bed Bath & Beyond Inc,BBBY,,886158,2011.0,FY,2011-02-27,2012-02-25,2014-04-29 16:34:29+00:00,4.12,4.12,,4.06,,579951000.0,989537000.0,989537000.0,989537000.0,5568957000.0,9499890000.0,2362564000.0,5568957000.0,3930933000.0,1119000.0,2362564000.0,1568369000.0,1119000.0,1569488000.0,9499890000.0,240200000.0,240016000.0,243890000.0
Bed Bath & Beyond Inc,BBBY,,886158,2011.0,Q3YTD,2011-02-27,2011-11-26,,2.64,2.64,,2.6,,377188000.0,638494000.0,638494000.0,638494000.0,4000312000.0,6767576000.0,1749660000.0,4000312000.0,2767264000.0,-1922000.0,1749660000.0,1017604000.0,-1922000.0,1015682000.0,6767576000.0,238100000.0,237802000.0,241718000.0
Bed Bath & Beyond Inc,BBBY,,886158,2011.0,Q3TTM,2010-11-28,2011-11-26,,3.76,3.76,,3.71,,556470000.0,921945000.0,921945000.0,921945000.0,5428812000.0,9272543000.0,2365075000.0,5428812000.0,3843731000.0,-241000.0,2365075000.0,1478656000.0,-241000.0,1478415000.0,9272543000.0,238100000.0,237802000.0,241718000.0
Bed Bath & Beyond Inc,BBBY,,886158,2011.0,Q3,2011-08-28,2011-11-26,2013-01-02 16:09:19+00:00,0.96,0.96,,0.95,,127874000.0,228544000.0,228544000.0,228544000.0,1384868000.0,2343561000.0,601673000.0,1384868000.0,958693000.0,-602000.0,601673000.0,357020000.0,-602000.0,356418000.0,2343561000.0,238100000.0,237802000.0,241718000.0
Bed Bath & Beyond Inc,BBBY,,886158,2011.0,Q2YTD,2011-02-27,2011-08-27,,1.68,1.68,,1.65,,249314000.0,409950000.0,409950000.0,409950000.0,2615444000.0,4424015000.0,1147987000.0,2615444000.0,1808571000.0,-1320000.0,1147987000.0,660584000.0,-1320000.0,659264000.0,4424015000.0,244000000.0,242751000.0,246539000.0
Bed Bath & Beyond Inc,BBBY,,886158,2011.0,Q2TTM,2010-08-29,2011-08-27,,3.55,3.55,,3.5,,547128000.0,881975000.0,881975000.0,881975000.0,5341191000.0,9122737000.0,2354800000.0,5341191000.0,3781546000.0,2357000.0,2354800000.0,1426746000.0,2357000.0,1429103000.0,9122737000.0,244000000.0,242751000.0,246539000.0
Bed Bath & Beyond Inc,BBBY,,886158,2011.0,Q2,2011-05-29,2011-08-27,2012-10-03 11:52:50+00:00,0.94,0.94,,0.93,,140392000.0,229372000.0,229372000.0,229372000.0,1363065000.0,2314064000.0,579363000.0,1363065000.0,950999000.0,-1872000.0,579363000.0,371636000.0,-1872000.0,369764000.0,2314064000.0,244000000.0,242751000.0,246539000.0
Bed Bath & Beyond Inc,BBBY,,886158,2011.0,Q1TTM,2010-05-30,2011-05-28,,3.32,3.32,,3.27,,522210000.0,834358000.0,834358000.0,834358000.0,5239938000.0,8945403000.0,2353453000.0,5239938000.0,3705465000.0,4556000.0,2353453000.0,1352012000.0,4556000.0,1356568000.0,8945403000.0,244000000.0,245546000.0,249799000.0
Bed Bath & Beyond Inc,BBBY,,886158,2011.0,Q1,2011-02-27,2011-05-28,2012-07-03 13:25:51+00:00,0.74,0.74,,0.72,,108922000.0,180578000.0,180578000.0,180578000.0,1252379000.0,2109951000.0,568624000.0,1252379000.0,857572000.0,552000.0,568624000.0,288948000.0,552000.0,289500000.0,2109951000.0,244000000.0,245546000.0,249799000.0
Bed Bath & Beyond Inc,BBBY,,886158,2012.0,FY,2012-02-26,2013-03-02,2015-04-28 16:35:45+00:00,4.62,4.62,,4.56,,596271000.0,1037788000.0,1037788000.0,1037788000.0,6525830000.0,10914585000.0,2750537000.0,6525830000.0,4388755000.0,-4159000.0,2750537000.0,1638218000.0,-4159000.0,1634059000.0,10914585000.0,224600000.0,224623000.0,227723000.0
Bed Bath & Beyond Inc,BBBY,,886158,2012.0,Q4,2012-11-25,2013-03-02,,1.69,1.69,,1.66,,223912000.0,373872000.0,373872000.0,373872000.0,2006600000.0,3401477000.0,796843000.0,2006600000.0,1394877000.0,-250000.0,796843000.0,598034000.0,-250000.0,597784000.0,3401477000.0,224600000.0,224623000.0,227723000.0
