company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2008.0,FY,2007-12-31,2008-12-28,2011-03-03 17:11:33+00:00,3.14,3.14,3.05,69100000.0,113600000.0,118900000.0,-5300000.0,111300000.0,2300000.0,1205900000.0,1722000000.0,300000.0,317500000.0,1205900000.0,516100000.0,10900000.0,317500000.0,198600000.0,-10600000.0,188000000.0,1722000000.0,35400000.0,35400000.0,36500000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2009.0,FY,2008-12-29,2010-01-03,2012-02-29 17:09:07+00:00,3.15,3.15,3.1,50000000.0,113800000.0,116400000.0,-2600000.0,113300000.0,500000.0,1177300000.0,1652100000.0,-200000.0,303400000.0,1177300000.0,474800000.0,4800000.0,303400000.0,171400000.0,-5000000.0,166400000.0,1652100000.0,36000000.0,36000000.0,36000000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2009.0,Q3,2009-06-29,2009-09-27,2010-11-09 19:11:42+00:00,0.98,0.98,0.96,7400000.0,35200000.0,35200000.0,,35100000.0,100000.0,304200000.0,429400000.0,,81500000.0,304200000.0,125200000.0,1100000.0,81500000.0,43700000.0,-1100000.0,42600000.0,429400000.0,35800000.0,36000000.0,36600000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2009.0,Q2,2009-03-30,2009-06-28,2010-08-09 21:48:45+00:00,0.7,0.7,0.69,16200000.0,25400000.0,25400000.0,,25200000.0,200000.0,313800000.0,441100000.0,-600000.0,83600000.0,313800000.0,127300000.0,1500000.0,83600000.0,43700000.0,-2100000.0,41600000.0,441100000.0,36000000.0,36000000.0,36600000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2010.0,Q4,2010-10-04,2011-01-02,,1.7,1.01,0.99,9300000.0,36600000.0,37000000.0,-400000.0,36600000.0,,288000000.0,421500000.0,700000.0,84600000.0,288000000.0,133500000.0,3300000.0,84600000.0,48900000.0,-2600000.0,46300000.0,421500000.0,36200000.0,36200000.0,36900000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2010.0,FY,2010-01-01,2011-01-02,2013-02-26 16:21:23+00:00,3.33,3.33,3.27,53600000.0,120600000.0,120000000.0,600000.0,120500000.0,100000.0,1148100000.0,1644200000.0,1600000.0,317600000.0,1148100000.0,496100000.0,6500000.0,317600000.0,178500000.0,-4900000.0,173600000.0,1644200000.0,36200000.0,36200000.0,36900000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2010.0,Q3YTD,2010-01-04,2010-10-03,,1.63,2.32,2.28,44300000.0,84000000.0,83000000.0,1000000.0,83900000.0,100000.0,860100000.0,1222700000.0,900000.0,233000000.0,860100000.0,362600000.0,3200000.0,233000000.0,129600000.0,-2300000.0,127300000.0,1222700000.0,36100000.0,36200000.0,36800000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2010.0,Q3,2010-07-05,2010-10-03,2011-11-07 16:35:45+00:00,0.84,0.84,0.82,14000000.0,30400000.0,30000000.0,400000.0,30300000.0,100000.0,284900000.0,409800000.0,-300000.0,79000000.0,284900000.0,124900000.0,1600000.0,79000000.0,45900000.0,-1900000.0,44000000.0,409800000.0,36100000.0,36200000.0,36800000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2010.0,Q2YTD,2010-01-04,2010-07-04,,0.79,1.48,1.46,30300000.0,53600000.0,53000000.0,600000.0,53600000.0,,575200000.0,812900000.0,1200000.0,154000000.0,575200000.0,237700000.0,1600000.0,154000000.0,83700000.0,-400000.0,83300000.0,812900000.0,36200000.0,36200000.0,36900000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2010.0,Q2,2010-04-05,2010-07-04,2011-08-09 15:15:36+00:00,0.79,0.79,0.78,15600000.0,28600000.0,28000000.0,600000.0,28600000.0,0.0,287400000.0,408000000.0,500000.0,76900000.0,287400000.0,120600000.0,600000.0,76900000.0,43700000.0,-100000.0,43600000.0,408000000.0,36200000.0,36200000.0,36900000.0
