company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2008.0,FY,2007-12-31,2008-12-28,2011-03-03 17:11:33+00:00,-284900000.0,45000000.0,,,-39000000.0,189900000.0,213200000.0,-322700000.0,120200000.0,-3900000.0,200000.0,213200000.0,-326600000.0,120400000.0,7000000.0,118900000.0,118900000.0,,-4700000.0,23300000.0,,,-38200000.0,,,400000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2009.0,Q4,2009-09-28,2010-01-03,,-200000.0,9300000.0,,,39400000.0,,-60200000.0,-7000000.0,85300000.0,-8100000.0,-5500000.0,-60200000.0,-15100000.0,79800000.0,4500000.0,34800000.0,34800000.0,,1800000.0,1100000.0,,,-6700000.0,-61300000.0,,-100000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2009.0,FY,2008-12-29,2010-01-03,2012-02-29 17:09:07+00:00,-27100000.0,42500000.0,,,-7500000.0,,-80500000.0,-60600000.0,160400000.0,-8100000.0,-5500000.0,-80500000.0,-68700000.0,154900000.0,5700000.0,116400000.0,116400000.0,,9000000.0,1900000.0,,,-33500000.0,-81600000.0,-800000.0,
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2009.0,Q3,2009-06-29,2009-09-27,,-19600000.0,10200000.0,,,-200000.0,-800000.0,-20600000.0,-28800000.0,46900000.0,,,-20600000.0,-28800000.0,46900000.0,-2500000.0,35200000.0,35200000.0,,1700000.0,500000.0,,,-9300000.0,-20300000.0,,100000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2009.0,Q3YTD,2008-12-29,2009-09-27,2010-11-09 19:11:42+00:00,-26900000.0,33200000.0,,,-46900000.0,,-20300000.0,-53600000.0,75100000.0,,,-20300000.0,-53600000.0,75100000.0,1200000.0,81600000.0,81600000.0,,7200000.0,800000.0,,,-26800000.0,-20300000.0,-800000.0,100000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2009.0,Q2YTD,2008-12-29,2009-06-28,2010-08-09 21:48:45+00:00,-7300000.0,23000000.0,,,-46700000.0,800000.0,300000.0,-24800000.0,28200000.0,,,300000.0,-24800000.0,28200000.0,3700000.0,46400000.0,46400000.0,,5500000.0,300000.0,,,-17500000.0,,-800000.0,
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2010.0,Q4,2010-10-04,2011-01-02,,-4600000.0,12000000.0,-100000.0,,8600000.0,244900000.0,700000.0,-20100000.0,60200000.0,-500000.0,7700000.0,700000.0,-20600000.0,67900000.0,48000000.0,37600000.0,37000000.0,600000.0,2600000.0,1600000.0,,,-15400000.0,-245800000.0,,
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2010.0,FY,2010-01-01,2011-01-02,2013-02-26 16:21:23+00:00,-67900000.0,45200000.0,0.0,,-45400000.0,250000000.0,8400000.0,-98900000.0,127100000.0,-2300000.0,14700000.0,8400000.0,-101200000.0,141800000.0,49000000.0,120600000.0,120000000.0,600000.0,7300000.0,4800000.0,,,-31000000.0,-246400000.0,0.0,
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2010.0,Q3TTM,2009-09-28,2010-10-03,,-63500000.0,42500000.0,100000.0,,-14600000.0,5100000.0,-52500000.0,-85800000.0,152200000.0,-9900000.0,1500000.0,-52500000.0,-95700000.0,153700000.0,5500000.0,117800000.0,117800000.0,,6500000.0,4300000.0,,,-22300000.0,-61900000.0,,-100000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2010.0,Q3,2010-07-05,2010-10-03,,-46600000.0,54600000.0,,,-72900000.0,5100000.0,20200000.0,-52700000.0,17500000.0,-700000.0,6300000.0,20200000.0,-53400000.0,23800000.0,-9400000.0,29400000.0,29400000.0,,6400000.0,1500000.0,,,-6100000.0,13600000.0,,
