company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,employeebenefitassets,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentemployeebenefitliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2012.0,Q2,,2012-07-01,2012-08-07 16:45:25+00:00,129200000.0,312800000.0,234100000.0,-238200000.0,,26100000.0,,291400000.0,40300000.0,,793800000.0,203500000.0,330400000.0,249400000.0,289300000.0,53600000.0,,30600000.0,,,54200000.0,134100000.0,19500000.0,,1034100000.0,1800000.0,1988900000.0,1075100000.0,648100000.0,365100000.0,1075100000.0,1128700000.0,860200000.0,1988900000.0,1051500000.0,495100000.0,0.0,-12200000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2012.0,Q1,,2012-04-01,2012-05-04 16:23:08+00:00,125400000.0,292500000.0,215400000.0,-227700000.0,,84900000.0,,289500000.0,38300000.0,,737000000.0,189400000.0,400000000.0,238700000.0,265100000.0,4700000.0,,30400000.0,,,73800000.0,120500000.0,19900000.0,,994600000.0,1400000.0,1939600000.0,1041800000.0,674300000.0,342200000.0,1041800000.0,1046500000.0,893100000.0,1939600000.0,1000200000.0,550900000.0,0.0,-14600000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2013.0,FY,,2013-12-29,2015-02-26 15:20:02+00:00,147500000.0,378000000.0,267100000.0,-165500000.0,,66000000.0,,329200000.0,,222000000.0,1037800000.0,270900000.0,549000000.0,294300000.0,357700000.0,47000000.0,,,,,63600000.0,265300000.0,60800000.0,,1308000000.0,3500000.0,2751100000.0,1471700000.0,799100000.0,418100000.0,1471700000.0,1518700000.0,1232400000.0,2751100000.0,1594300000.0,814300000.0,0.0,0.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2013.0,Q3,,2013-09-29,2013-11-04 16:47:58+00:00,160000000.0,368900000.0,242100000.0,-265100000.0,,88700000.0,,322500000.0,30100000.0,,1030300000.0,274200000.0,638600000.0,304000000.0,361000000.0,49200000.0,,23100000.0,,,112300000.0,192800000.0,51200000.0,,1253000000.0,4500000.0,2620700000.0,1310400000.0,842900000.0,406600000.0,1310400000.0,1359600000.0,1261100000.0,2620700000.0,1416800000.0,854500000.0,0.0,
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2013.0,Q2,,2013-06-30,2013-08-02 16:39:22+00:00,156500000.0,346700000.0,244500000.0,-293500000.0,,70100000.0,,315100000.0,33900000.0,,1006800000.0,270400000.0,626200000.0,293700000.0,354400000.0,52700000.0,,22300000.0,,,104200000.0,182100000.0,33900000.0,,1206300000.0,1900000.0,2514100000.0,1227900000.0,778300000.0,402900000.0,1227900000.0,1280600000.0,1233500000.0,2514100000.0,1381400000.0,830600000.0,0.0,
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2013.0,Q1,,2013-03-31,2013-05-07 16:54:59+00:00,160000000.0,372100000.0,232900000.0,-292900000.0,,49000000.0,,309000000.0,33700000.0,,1014800000.0,280100000.0,695000000.0,304500000.0,351200000.0,54000000.0,,22500000.0,,,90500000.0,182800000.0,34500000.0,,1163400000.0,3700000.0,2530400000.0,1179500000.0,793800000.0,396600000.0,1179500000.0,1233500000.0,1296900000.0,2530400000.0,1385400000.0,900300000.0,0.0,
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2014.0,FY,,2014-12-28,2016-02-29 21:31:51+00:00,162500000.0,400700000.0,290300000.0,-323200000.0,,141400000.0,0.0,326900000.0,,86300000.0,1150600000.0,277600000.0,618900000.0,311800000.0,336500000.0,41200000.0,,,,,69500000.0,235800000.0,87800000.0,,1525700000.0,86200000.0,2862200000.0,1427300000.0,941700000.0,539000000.0,1427300000.0,1468500000.0,1393700000.0,2862200000.0,1584000000.0,854700000.0,0.0,-102100000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2014.0,Q3,,2014-09-28,2014-10-30 20:01:08+00:00,147900000.0,374400000.0,268900000.0,-186600000.0,,125800000.0,,326500000.0,,238600000.0,1028000000.0,244500000.0,492800000.0,310900000.0,335100000.0,44300000.0,,,,,69000000.0,260600000.0,66600000.0,,1465400000.0,85000000.0,2792900000.0,1493400000.0,877700000.0,501800000.0,1493400000.0,1537700000.0,1255200000.0,2792900000.0,1580100000.0,753400000.0,0.0,-111900000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2014.0,Q2,,2014-06-29,2014-07-30 19:32:52+00:00,149700000.0,376300000.0,258700000.0,-152000000.0,,103400000.0,,333400000.0,,232700000.0,1042800000.0,258400000.0,501700000.0,318100000.0,346500000.0,47100000.0,,,,,67300000.0,263700000.0,60700000.0,,1409900000.0,7500000.0,2806200000.0,1577800000.0,858500000.0,415900000.0,1577800000.0,1624900000.0,1181300000.0,2806200000.0,1601200000.0,765400000.0,0.0,-13500000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2014.0,Q1,,2014-03-30,2014-04-29 16:35:05+00:00,152300000.0,376900000.0,239300000.0,-173000000.0,,73700000.0,,334100000.0,,228500000.0,1032700000.0,261200000.0,555100000.0,307600000.0,351100000.0,45700000.0,,,,,65500000.0,261800000.0,63000000.0,,1353800000.0,4800000.0,2760200000.0,1501200000.0,821200000.0,396400000.0,1501200000.0,1546900000.0,1213300000.0,2760200000.0,1587900000.0,816900000.0,0.0,-13700000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2015.0,FY,,2016-01-03,2017-03-02 15:44:39+00:00,136500000.0,373000000.0,238000000.0,-413200000.0,,85100000.0,0.0,345700000.0,,111000000.0,1140200000.0,243300000.0,761500000.0,309200000.0,321300000.0,,,,,,74500000.0,217900000.0,59500000.0,,1721500000.0,19100000.0,2717100000.0,1344100000.0,826800000.0,393600000.0,1344100000.0,1344100000.0,1373000000.0,2717100000.0,1569000000.0,979400000.0,0.0,-309900000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2015.0,Q3,,2015-09-27,2015-11-03 14:58:21+00:00,151700000.0,382000000.0,245400000.0,-373700000.0,,71500000.0,0.0,347000000.0,47800000.0,108200000.0,1149500000.0,253400000.0,698400000.0,331500000.0,321500000.0,0.0,,,,,71900000.0,240400000.0,33700000.0,,1666000000.0,14300000.0,2771000000.0,1420800000.0,866500000.0,411400000.0,1420800000.0,1420800000.0,1350200000.0,2771000000.0,1583000000.0,938800000.0,0.0,-218500000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2015.0,Q2,,2015-06-28,2015-08-03 21:49:39+00:00,145500000.0,395600000.0,252900000.0,-343200000.0,,61300000.0,0.0,346000000.0,45400000.0,101300000.0,1165600000.0,266600000.0,678100000.0,330200000.0,331300000.0,0.0,,,,,68300000.0,246800000.0,41500000.0,,1617700000.0,87200000.0,2807100000.0,1396600000.0,874000000.0,485600000.0,1396600000.0,1396600000.0,1410500000.0,2807100000.0,1601800000.0,924900000.0,0.0,-223900000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2015.0,Q1,,2015-03-29,2015-04-30 20:34:24+00:00,152100000.0,389100000.0,244300000.0,-369800000.0,,110200000.0,,318800000.0,42000000.0,94700000.0,1133700000.0,264800000.0,742500000.0,323400000.0,329100000.0,38100000.0,,,,,69500000.0,237200000.0,36600000.0,,1569400000.0,87500000.0,2793100000.0,1291400000.0,901300000.0,483900000.0,1291400000.0,1329500000.0,1463600000.0,2793100000.0,1562700000.0,979700000.0,0.0,-227000000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2016.0,FY,,2017-01-01,2018-02-27 17:03:17+00:00,138800000.0,383700000.0,261000000.0,-451200000.0,,98600000.0,0.0,336100000.0,,88500000.0,1193500000.0,234600000.0,515800000.0,314200000.0,340800000.0,,,,,,70800000.0,202400000.0,49700000.0,,1912400000.0,102000000.0,2774400000.0,1554400000.0,846200000.0,501800000.0,1554400000.0,1554400000.0,1220000000.0,2774400000.0,1587400000.0,718200000.0,0.0,-242900000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2016.0,Q3,,2016-10-02,2016-11-07 19:23:33+00:00,142300000.0,371500000.0,272100000.0,-394200000.0,,99500000.0,0.0,339200000.0,,130900000.0,1183500000.0,237700000.0,498400000.0,325000000.0,319400000.0,,,,0.0,0.0,71000000.0,221200000.0,35700000.0,19500000.0,1859400000.0,114600000.0,2793700000.0,1545100000.0,851200000.0,529000000.0,1545100000.0,1545100000.0,1248600000.0,2793700000.0,1623100000.0,719600000.0,0.0,-259300000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2016.0,Q2,,2016-07-03,2016-08-08 21:15:33+00:00,134000000.0,367600000.0,252300000.0,-388900000.0,,71700000.0,0.0,351400000.0,,124500000.0,1186500000.0,246100000.0,678200000.0,319000000.0,321900000.0,,,,11800000.0,2500000.0,71000000.0,222900000.0,40900000.0,19500000.0,1805600000.0,13500000.0,2780500000.0,1477100000.0,830500000.0,402300000.0,1477100000.0,1477100000.0,1303400000.0,2780500000.0,1628100000.0,901100000.0,0.0,-291000000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2016.0,Q1,,2016-04-03,2016-05-06 19:35:53+00:00,134200000.0,371800000.0,244700000.0,-381900000.0,,83200000.0,0.0,353900000.0,,117800000.0,1151900000.0,240000000.0,707100000.0,322000000.0,322800000.0,,,,,,72000000.0,212500000.0,56400000.0,,1759900000.0,12400000.0,2737900000.0,1427000000.0,833400000.0,391300000.0,1427000000.0,1427000000.0,1310900000.0,2737900000.0,1581700000.0,919600000.0,0.0,-304900000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2017.0,FY,,2017-12-31,2019-02-22 20:43:01+00:00,191700000.0,478100000.0,345300000.0,-329300000.0,,70900000.0,0.0,337700000.0,,127200000.0,1776700000.0,398900000.0,1069300000.0,400200000.0,442800000.0,,,,,,88900000.0,289200000.0,62700000.0,,2139600000.0,3600000.0,3846400000.0,1947300000.0,1011900000.0,540600000.0,1947300000.0,1947300000.0,1899100000.0,3846400000.0,2391700000.0,1358500000.0,0.0,-200700000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2017.0,Q3,,2017-10-01,2017-11-06 19:57:32+00:00,186000000.0,466000000.0,336600000.0,-344800000.0,,82500000.0,0.0,337500000.0,,109800000.0,1748900000.0,408200000.0,1193200000.0,431900000.0,452100000.0,,,,,,87500000.0,275800000.0,60600000.0,,2072000000.0,2500000.0,3847500000.0,1853400000.0,1041000000.0,525100000.0,1853400000.0,1853400000.0,1994100000.0,3847500000.0,2354400000.0,1469000000.0,0.0,-211300000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2017.0,Q2,,2017-07-02,2017-08-07 20:24:23+00:00,197400000.0,467100000.0,320100000.0,-386700000.0,,81700000.0,0.0,337100000.0,,102900000.0,1705600000.0,403600000.0,1153500000.0,435700000.0,446900000.0,,,,,,82400000.0,275300000.0,54200000.0,,2003000000.0,102300000.0,3780100000.0,1731500000.0,1038700000.0,619800000.0,1731500000.0,1731500000.0,2048600000.0,3780100000.0,2294500000.0,1428800000.0,0.0,-221900000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2017.0,Q1,,2017-04-02,2017-05-11 17:05:01+00:00,182100000.0,444800000.0,314000000.0,-443900000.0,,69700000.0,0.0,335800000.0,,95700000.0,1671000000.0,402700000.0,1209600000.0,415600000.0,443000000.0,,,,,,75500000.0,259700000.0,55000000.0,,1942900000.0,103500000.0,3673000000.0,1604100000.0,985100000.0,599600000.0,1604100000.0,1604100000.0,2068900000.0,3673000000.0,2244900000.0,1469300000.0,0.0,-230700000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2018.0,FY,,2018-12-30,2020-02-21 20:25:22+00:00,227800000.0,561800000.0,355600000.0,-493200000.0,,142500000.0,0.0,344100000.0,,88200000.0,1735200000.0,344300000.0,610100000.0,364300000.0,442600000.0,,,,,,84600000.0,248700000.0,45800000.0,,2523700000.0,137400000.0,3809300000.0,2229700000.0,1114400000.0,720800000.0,2229700000.0,2229700000.0,1579600000.0,3809300000.0,2252300000.0,858800000.0,0.0,-144900000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2018.0,Q3,,2018-09-30,2018-10-26 19:15:38+00:00,205400000.0,551800000.0,368300000.0,-407600000.0,,126100000.0,0.0,338300000.0,,158000000.0,1755500000.0,357800000.0,823000000.0,377600000.0,446100000.0,,,,,,86200000.0,285400000.0,54100000.0,,2432500000.0,14300000.0,3913200000.0,2216800000.0,1109600000.0,588000000.0,2216800000.0,2216800000.0,1696400000.0,3913200000.0,2357500000.0,1108400000.0,0.0,-146400000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2018.0,Q2,,2018-07-01,2018-08-03 19:49:19+00:00,213000000.0,539100000.0,323800000.0,-366500000.0,,101400000.0,0.0,337000000.0,,147800000.0,1758900000.0,368600000.0,939800000.0,380000000.0,446100000.0,,,,,,84000000.0,291400000.0,57000000.0,,2295300000.0,12200000.0,3882900000.0,2102700000.0,1077500000.0,549000000.0,2102700000.0,2102700000.0,1780200000.0,3882900000.0,2359300000.0,1231200000.0,0.0,-163100000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2018.0,Q1,,2018-04-01,2018-05-07 20:00:26+00:00,198000000.0,534800000.0,348000000.0,-309400000.0,,79900000.0,0.0,336200000.0,,137500000.0,1802600000.0,390700000.0,1019200000.0,381800000.0,441900000.0,,,,,,87200000.0,289800000.0,63700000.0,,2209400000.0,9200000.0,3920100000.0,2055900000.0,1060200000.0,555200000.0,2055900000.0,2055900000.0,1864200000.0,3920100000.0,2418000000.0,1309000000.0,0.0,-180300000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2019.0,FY,,2019-12-29,2020-04-22 17:05:51+00:00,271100000.0,660900000.0,391500000.0,-475800000.0,119300000.0,199500000.0,0.0,360900000.0,,71800000.0,2050500000.0,430800000.0,750000000.0,393400000.0,487900000.0,,,,,,225100000.0,232600000.0,59900000.0,,2926000000.0,100600000.0,4579800000.0,2714700000.0,1313700000.0,763200000.0,2714700000.0,2714700000.0,1865100000.0,4579800000.0,2778200000.0,1101900000.0,0.0,-96400000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2019.0,Q3,,2019-09-29,2019-10-25 19:52:04+00:00,244900000.0,643700000.0,384500000.0,-491800000.0,,128500000.0,0.0,357100000.0,,108000000.0,2007800000.0,439900000.0,719300000.0,404400000.0,468200000.0,,,,,,217600000.0,353800000.0,61500000.0,,2810300000.0,206100000.0,4479600000.0,2571000000.0,1238100000.0,835500000.0,2571000000.0,2571000000.0,1908600000.0,4479600000.0,2773300000.0,1073100000.0,0.0,-104600000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2019.0,Q2,,2019-06-30,2019-07-26 20:34:55+00:00,221700000.0,608800000.0,353800000.0,-468200000.0,,108100000.0,0.0,352800000.0,,101400000.0,1888000000.0,379900000.0,656200000.0,390400000.0,450900000.0,,,,,,219000000.0,360000000.0,53700000.0,,2703600000.0,135500000.0,4200200000.0,2473000000.0,1161000000.0,711000000.0,2473000000.0,2473000000.0,1727200000.0,4200200000.0,2588300000.0,1016200000.0,0.0,-115200000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2019.0,Q1,,2019-03-31,2019-04-26 19:51:20+00:00,227300000.0,564400000.0,364600000.0,-469800000.0,,106200000.0,0.0,350200000.0,,94800000.0,1885100000.0,389000000.0,724600000.0,393000000.0,450700000.0,,,,,,224600000.0,363900000.0,53900000.0,,2599000000.0,131800000.0,4161700000.0,2349500000.0,1117500000.0,723700000.0,2349500000.0,2349500000.0,1812200000.0,4161700000.0,2593500000.0,1088500000.0,0.0,-129900000.0
Teledyne Technologies Inc,TDY,549300VSMO9KYQWDND94,1094285,2020.0,Q1,,2020-03-29,2020-04-22 17:05:51+00:00,263400000.0,668100000.0,395600000.0,-539500000.0,115200000.0,231400000.0,0.0,371300000.0,,77400000.0,2053700000.0,411800000.0,749100000.0,401100000.0,475500000.0,,,,,,202800000.0,208100000.0,63200000.0,,3008200000.0,100600000.0,4585000000.0,2753000000.0,1363800000.0,759600000.0,2753000000.0,2753000000.0,1832000000.0,4585000000.0,2745700000.0,1072400000.0,0.0,-87000000.0
