company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othergains,otherincome,otheroperatingexpenses,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Albemarle Corp,ALB,,915913,2010.0,Q1,2010-01-01,2010-03-31,2011-04-28 15:13:01+00:00,0.69,0.69,0.14,0.69,16700000.0,64914000.0,64914000.0,,63308000.0,1606000.0,415799000.0,580270000.0,10276000.0,1010000.0,,14719000.0,6958000.0,66530000.0,415799000.0,164471000.0,5936000.0,88207000.0,76264000.0,-4926000.0,71338000.0,580270000.0,91800000.0,91386000.0,92193000.0
Albemarle Corp,ALB,,915913,2011.0,Q4,2011-10-01,2011-12-31,,0.64,0.64,0.17,0.62,3711000.0,59778000.0,59778000.0,,55277000.0,4501000.0,495420000.0,707390000.0,6636000.0,-177000.0,,18987000.0,,126955000.0,495420000.0,211970000.0,8998000.0,145942000.0,66028000.0,-9175000.0,56853000.0,707390000.0,90600000.0,90522000.0,91522000.0
Albemarle Corp,ALB,,915913,2011.0,FY,2011-01-01,2011-12-31,2014-02-25 17:24:49+00:00,4.33,4.33,0.67,4.28,104134000.0,420197000.0,420197000.0,,392114000.0,28083000.0,1914058000.0,2869005000.0,43754000.0,357000.0,,77083000.0,0.0,360070000.0,1914058000.0,954947000.0,37574000.0,437153000.0,517794000.0,-37217000.0,480577000.0,2869005000.0,90600000.0,90522000.0,91522000.0
Albemarle Corp,ALB,,915913,2011.0,Q3YTD,2011-01-01,2011-09-30,,3.69,3.69,0.5,3.66,100423000.0,360419000.0,360419000.0,,336837000.0,23582000.0,1418638000.0,2161615000.0,37118000.0,534000.0,,58096000.0,,233115000.0,1418638000.0,742977000.0,28576000.0,291211000.0,451766000.0,-28042000.0,423724000.0,2161615000.0,90000000.0,89935000.0,90958000.0
Albemarle Corp,ALB,,915913,2011.0,Q3TTM,2010-10-01,2011-09-30,,4.61,4.53,0.64,4.49,119262000.0,441816000.0,441816000.0,,413867000.0,27949000.0,1831164000.0,2766590000.0,45143000.0,1738000.0,,72768000.0,,312411000.0,1831164000.0,935426000.0,36050000.0,385179000.0,550247000.0,-34312000.0,515935000.0,2766590000.0,90000000.0,89935000.0,90958000.0
Albemarle Corp,ALB,,915913,2011.0,Q3,2011-07-01,2011-09-30,2012-10-19 11:48:59+00:00,1.29,1.29,0.165,1.28,38097000.0,122958000.0,122958000.0,,116098000.0,6860000.0,464965000.0,722977000.0,9500000.0,956000.0,,20534000.0,,77169000.0,464965000.0,258012000.0,9710000.0,97703000.0,160309000.0,-8754000.0,151555000.0,722977000.0,90000000.0,89935000.0,90958000.0
Albemarle Corp,ALB,,915913,2011.0,Q2YTD,2011-01-01,2011-06-30,,2.4,2.4,0.33,2.38,62326000.0,237461000.0,237461000.0,,220739000.0,16722000.0,953673000.0,1438638000.0,27618000.0,-422000.0,,37562000.0,,155946000.0,953673000.0,484965000.0,18866000.0,193508000.0,291457000.0,-19288000.0,272169000.0,1438638000.0,92100000.0,91713000.0,92795000.0
Albemarle Corp,ALB,,915913,2011.0,Q2TTM,2010-07-01,2011-06-30,,4.35,4.27,0.61,4.23,109051000.0,415878000.0,415878000.0,,391458000.0,24420000.0,1754412000.0,2628649000.0,44822000.0,2085000.0,,66570000.0,,297166000.0,1754412000.0,874237000.0,32479000.0,363736000.0,510501000.0,-30394000.0,480107000.0,2628649000.0,92100000.0,91713000.0,92795000.0
Albemarle Corp,ALB,,915913,2011.0,Q2,2011-04-01,2011-06-30,2012-07-19 14:44:54+00:00,1.24,1.24,0.165,1.23,30154000.0,123694000.0,123694000.0,,114159000.0,9535000.0,490159000.0,742108000.0,14787000.0,-760000.0,,19947000.0,,82907000.0,490159000.0,251949000.0,9274000.0,102854000.0,149095000.0,-10034000.0,139061000.0,742108000.0,92100000.0,91713000.0,92795000.0
Albemarle Corp,ALB,,915913,2011.0,Q1TTM,2010-04-01,2011-03-31,,4.01,3.93,0.59,3.89,103228000.0,378270000.0,378270000.0,,359050000.0,19220000.0,1668569000.0,2479024000.0,40530000.0,2116000.0,,61290000.0,,281124000.0,1668569000.0,810455000.0,29189000.0,342414000.0,468041000.0,-27073000.0,440968000.0,2479024000.0,91900000.0,91633000.0,92517000.0
Albemarle Corp,ALB,,915913,2011.0,Q1,2011-01-01,2011-03-31,2012-04-19 12:06:40+00:00,1.16,1.16,0.165,1.15,32172000.0,113767000.0,113767000.0,,106580000.0,7187000.0,463514000.0,696530000.0,12831000.0,338000.0,,17615000.0,,73039000.0,463514000.0,233016000.0,9592000.0,90654000.0,142362000.0,-9254000.0,133108000.0,696530000.0,91900000.0,91633000.0,92517000.0
Albemarle Corp,ALB,,915913,2012.0,Q4,2012-10-01,2012-12-31,,1.74,0.42,0.2,0.42,-12949000.0,43465000.0,39184000.0,4281000.0,37726000.0,5739000.0,280505000.0,461330000.0,8834000.0,-335000.0,,19128000.0,16982000.0,119313000.0,280505000.0,180825000.0,7666000.0,155423000.0,25402000.0,-8001000.0,17401000.0,461330000.0,89300000.0,89189000.0,89884000.0
Albemarle Corp,ALB,,915913,2012.0,FY,2012-01-01,2012-12-31,2015-02-27 18:56:38+00:00,3.49,3.49,0.8,3.47,80433000.0,330127000.0,325846000.0,4281000.0,311536000.0,18591000.0,1620311000.0,2519154000.0,38067000.0,1229000.0,,78919000.0,111685000.0,308456000.0,1620311000.0,898843000.0,32800000.0,499060000.0,399783000.0,-31571000.0,368212000.0,2519154000.0,89300000.0,89189000.0,89884000.0
Albemarle Corp,ALB,,915913,2012.0,Q3YTD,2012-01-01,2012-09-30,,1.75,3.07,0.6,3.05,93382000.0,286662000.0,286662000.0,,273810000.0,12852000.0,1339806000.0,2057824000.0,29233000.0,1564000.0,,59791000.0,94703000.0,189143000.0,1339806000.0,718018000.0,25134000.0,343637000.0,374381000.0,-23570000.0,350811000.0,2057824000.0,912200000.0,89327000.0,89879000.0
Albemarle Corp,ALB,,915913,2012.0,Q3TTM,2011-10-01,2012-09-30,,2.39,3.71,0.77,3.67,97093000.0,346440000.0,346440000.0,,329087000.0,17353000.0,1835226000.0,2765214000.0,35869000.0,1387000.0,,78778000.0,94703000.0,316098000.0,1835226000.0,929988000.0,34132000.0,489579000.0,440409000.0,-32745000.0,407664000.0,2765214000.0,912200000.0,89327000.0,89879000.0
Albemarle Corp,ALB,,915913,2012.0,Q3,2012-07-01,2012-09-30,2013-10-18 16:38:52+00:00,0.12,1.23,0.2,1.22,32472000.0,114434000.0,114434000.0,,109459000.0,4975000.0,443476000.0,661226000.0,7935000.0,2370000.0,,19831000.0,0.0,53404000.0,443476000.0,217750000.0,7914000.0,73235000.0,144515000.0,-5544000.0,138971000.0,661226000.0,912200000.0,89327000.0,89879000.0
Albemarle Corp,ALB,,915913,2012.0,Q2YTD,2012-01-01,2012-06-30,,1.63,1.84,0.4,1.83,60910000.0,172228000.0,172228000.0,,164351000.0,7877000.0,896330000.0,1396598000.0,21298000.0,-806000.0,,39960000.0,94703000.0,135739000.0,896330000.0,500268000.0,17220000.0,270402000.0,229866000.0,-18026000.0,211840000.0,1396598000.0,119300000.0,89414000.0,90051000.0
Albemarle Corp,ALB,,915913,2012.0,Q2TTM,2011-07-01,2012-06-30,,3.56,3.77,0.74,3.73,102718000.0,354964000.0,354964000.0,,335726000.0,19238000.0,1856715000.0,2826965000.0,37434000.0,-27000.0,,79481000.0,94703000.0,339863000.0,1856715000.0,970250000.0,35928000.0,514047000.0,456203000.0,-35955000.0,420248000.0,2826965000.0,119300000.0,89414000.0,90051000.0
Albemarle Corp,ALB,,915913,2012.0,Q2,2012-04-01,2012-06-30,2013-07-19 15:24:25+00:00,0.42,0.56,0.2,0.56,21882000.0,53595000.0,53595000.0,,50089000.0,3506000.0,435606000.0,684894000.0,12712000.0,-688000.0,,20911000.0,94703000.0,61735000.0,435606000.0,249288000.0,8486000.0,177349000.0,71939000.0,-9174000.0,62765000.0,684894000.0,119300000.0,89414000.0,90051000.0
Albemarle Corp,ALB,,915913,2012.0,Q1TTM,2011-04-01,2012-03-31,,4.38,4.45,0.71,4.4,110990000.0,425063000.0,425063000.0,,399796000.0,25267000.0,1911268000.0,2884179000.0,39509000.0,-99000.0,,78517000.0,,361035000.0,1911268000.0,972911000.0,36716000.0,439552000.0,533359000.0,-36815000.0,496544000.0,2884179000.0,94400000.0,88997000.0,89947000.0
Albemarle Corp,ALB,,915913,2012.0,Q1,2012-01-01,2012-03-31,2013-04-19 14:03:07+00:00,1.21,1.28,0.2,1.27,39028000.0,118633000.0,118633000.0,,114262000.0,4371000.0,460724000.0,711704000.0,8586000.0,-118000.0,,19049000.0,,74004000.0,460724000.0,250980000.0,8734000.0,93053000.0,157927000.0,-8852000.0,149075000.0,711704000.0,94400000.0,88997000.0,89947000.0
Albemarle Corp,ALB,,915913,2013.0,FY,2013-01-01,2013-12-31,2016-02-29 17:50:14+00:00,4.93,4.93,0.96,4.9,134445000.0,439834000.0,435726000.0,4108000.0,413171000.0,26663000.0,1543799000.0,2394270000.0,31729000.0,-6674000.0,,82246000.0,33361000.0,158189000.0,1543799000.0,850471000.0,31559000.0,273796000.0,576675000.0,-38233000.0,538442000.0,2394270000.0,83800000.0,83839000.0,84322000.0
Albemarle Corp,ALB,,915913,2013.0,Q4,2013-10-01,2013-12-31,,1.89,1.89,0.24,1.87,60894000.0,161346000.0,160397000.0,949000.0,155933000.0,5413000.0,335007000.0,584607000.0,6421000.0,-512000.0,,21287000.0,33361000.0,-29654000.0,335007000.0,249600000.0,9224000.0,24994000.0,224606000.0,-9736000.0,214870000.0,584607000.0,83800000.0,83839000.0,84322000.0
Albemarle Corp,ALB,,915913,2013.0,Q3YTD,2013-01-01,2013-09-30,,3.04,3.04,0.72,3.03,73551000.0,278488000.0,275329000.0,3159000.0,257238000.0,21250000.0,1208792000.0,1809663000.0,25308000.0,-6162000.0,,60959000.0,,187843000.0,1208792000.0,600871000.0,22335000.0,248802000.0,352069000.0,-28497000.0,323572000.0,1809663000.0,81500000.0,81385000.0,81852000.0
Albemarle Corp,ALB,,915913,2013.0,Q3TTM,2012-10-01,2013-09-30,,4.78,3.46,0.92,3.45,60602000.0,321953000.0,314513000.0,7440000.0,294964000.0,26989000.0,1489297000.0,2270993000.0,34142000.0,-6497000.0,,80087000.0,16982000.0,307156000.0,1489297000.0,781696000.0,30001000.0,404225000.0,377471000.0,-36498000.0,340973000.0,2270993000.0,81500000.0,81385000.0,81852000.0
Albemarle Corp,ALB,,915913,2013.0,Q3,2013-07-01,2013-09-30,2014-10-29 15:44:39+00:00,1.11,1.11,0.24,1.11,26963000.0,97844000.0,97313000.0,531000.0,90512000.0,7332000.0,381585000.0,591196000.0,5338000.0,-368000.0,,19441000.0,0.0,61368000.0,381585000.0,209611000.0,9496000.0,80809000.0,128802000.0,-9864000.0,118938000.0,591196000.0,81500000.0,81385000.0,81852000.0
Albemarle Corp,ALB,,915913,2013.0,Q2YTD,2013-01-01,2013-06-30,,1.93,1.93,0.48,1.92,46588000.0,180644000.0,178016000.0,2628000.0,166726000.0,13918000.0,827207000.0,1218467000.0,19970000.0,-5794000.0,,41518000.0,,126475000.0,827207000.0,391260000.0,12839000.0,167993000.0,223267000.0,-18633000.0,204634000.0,1218467000.0,84400000.0,84028000.0,84489000.0
Albemarle Corp,ALB,,915913,2013.0,Q2TTM,2012-07-01,2013-06-30,,3.79,3.58,0.88,3.56,66111000.0,338543000.0,331634000.0,6909000.0,313911000.0,24632000.0,1551188000.0,2341023000.0,36739000.0,-3759000.0,,80477000.0,16982000.0,299192000.0,1551188000.0,789835000.0,28419000.0,396651000.0,393184000.0,-32178000.0,361006000.0,2341023000.0,84400000.0,84028000.0,84489000.0
Albemarle Corp,ALB,,915913,2013.0,Q2,2013-04-01,2013-06-30,2014-07-31 15:58:00+00:00,0.98,0.98,0.24,0.98,20396000.0,91128000.0,88500000.0,2628000.0,82739000.0,8389000.0,385172000.0,576842000.0,9709000.0,-1585000.0,,21565000.0,0.0,61725000.0,385172000.0,191670000.0,7608000.0,83290000.0,108380000.0,-9193000.0,99187000.0,576842000.0,84400000.0,84028000.0,84489000.0
Albemarle Corp,ALB,,915913,2013.0,Q1TTM,2012-04-01,2013-03-31,,3.23,3.16,0.84,3.14,67597000.0,301010000.0,296729000.0,4281000.0,281261000.0,19749000.0,1601622000.0,2449075000.0,39742000.0,-2862000.0,,79823000.0,111685000.0,299202000.0,1601622000.0,847453000.0,29297000.0,490710000.0,356743000.0,-32159000.0,324584000.0,2449075000.0,88400000.0,88719000.0,89236000.0
Albemarle Corp,ALB,,915913,2013.0,Q1,2013-01-01,2013-03-31,2014-04-24 17:21:41+00:00,0.95,0.95,0.24,0.94,26192000.0,89516000.0,89516000.0,,83987000.0,5529000.0,442035000.0,641625000.0,10261000.0,-4209000.0,,19953000.0,0.0,64750000.0,442035000.0,199590000.0,5231000.0,84703000.0,114887000.0,-9440000.0,105447000.0,641625000.0,88400000.0,88719000.0,89236000.0
Albemarle Corp,ALB,,915913,2014.0,FY,2014-01-01,2014-12-31,2017-02-27 17:53:25+00:00,1.69,1.69,1.1,1.69,18484000.0,160906000.0,230437000.0,-69531000.0,133316000.0,27590000.0,1674700000.0,2445548000.0,35742000.0,-16761000.0,,88310000.0,56105000.0,355135000.0,1674700000.0,770848000.0,41358000.0,499550000.0,271298000.0,-58119000.0,213179000.0,2445548000.0,78900000.0,78696000.0,79102000.0
Albemarle Corp,ALB,,915913,2014.0,Q4,2014-10-01,2014-12-31,,-0.24,-0.24,0.28,-0.23,-28216000.0,-14048000.0,-12990000.0,-1058000.0,-18508000.0,4460000.0,436126000.0,598566000.0,7542000.0,-10307000.0,,21394000.0,20376000.0,144008000.0,436126000.0,162440000.0,15103000.0,185778000.0,-23338000.0,-25410000.0,-48748000.0,598566000.0,78900000.0,78696000.0,79102000.0
Albemarle Corp,ALB,,915913,2014.0,Q3,2014-07-01,2014-09-30,2015-11-06 17:19:31+00:00,0.93,0.93,0.275,0.93,11737000.0,81340000.0,88019000.0,-6679000.0,72794000.0,8546000.0,436972000.0,642418000.0,8650000.0,-6618000.0,,22407000.0,10554000.0,66012000.0,436972000.0,205446000.0,8749000.0,98973000.0,106473000.0,-15367000.0,91106000.0,642418000.0,78300000.0,78244000.0,78659000.0
Albemarle Corp,ALB,,915913,2014.0,Q3YTD,2014-01-01,2014-09-30,,1.93,1.93,0.83,1.92,46700000.0,174954000.0,243427000.0,-68473000.0,151824000.0,23130000.0,1238574000.0,1846982000.0,28200000.0,-6454000.0,,66916000.0,35729000.0,211127000.0,1238574000.0,608408000.0,26255000.0,313772000.0,294636000.0,-32709000.0,261927000.0,1846982000.0,78300000.0,78244000.0,78659000.0
Albemarle Corp,ALB,,915913,2014.0,Q3TTM,2013-10-01,2014-09-30,,3.82,3.82,1.06,3.79,107594000.0,336300000.0,403824000.0,-67524000.0,307757000.0,28543000.0,1573581000.0,2431589000.0,34621000.0,-6966000.0,,88203000.0,69090000.0,181473000.0,1573581000.0,858008000.0,35479000.0,338766000.0,519242000.0,-42445000.0,476797000.0,2431589000.0,78300000.0,78244000.0,78659000.0
Albemarle Corp,ALB,,915913,2014.0,Q2YTD,2014-01-01,2014-06-30,,1.0,1.0,0.55,0.99,34963000.0,93614000.0,155408000.0,-61794000.0,79030000.0,14584000.0,801602000.0,1204564000.0,19550000.0,164000.0,,44509000.0,25175000.0,145115000.0,801602000.0,402962000.0,17506000.0,214799000.0,188163000.0,-17342000.0,170821000.0,1204564000.0,77400000.0,78662000.0,79091000.0
Albemarle Corp,ALB,,915913,2014.0,Q2TTM,2013-07-01,2014-06-30,,4.0,4.0,1.03,3.97,122820000.0,352804000.0,413118000.0,-60314000.0,325475000.0,27329000.0,1518194000.0,2380367000.0,31309000.0,-716000.0,,85237000.0,58536000.0,176829000.0,1518194000.0,862173000.0,36226000.0,320602000.0,541571000.0,-36942000.0,504629000.0,2380367000.0,77400000.0,78662000.0,79091000.0
Albemarle Corp,ALB,,915913,2014.0,Q2,2014-04-01,2014-06-30,2015-08-06 18:15:22+00:00,0.29,0.29,0.275,0.28,21773000.0,29379000.0,89404000.0,-60025000.0,22447000.0,6932000.0,397358000.0,604721000.0,10649000.0,-979000.0,,21937000.0,8175000.0,67011000.0,397358000.0,207363000.0,8733000.0,97123000.0,110240000.0,-9712000.0,100528000.0,604721000.0,77400000.0,78662000.0,79091000.0
Albemarle Corp,ALB,,915913,2014.0,Q1TTM,2013-04-01,2014-03-31,,4.69,4.69,0.99,4.67,121443000.0,414553000.0,412214000.0,2339000.0,385767000.0,28786000.0,1506008000.0,2352488000.0,30369000.0,-1322000.0,,84865000.0,50361000.0,171543000.0,1506008000.0,846480000.0,35101000.0,306769000.0,539711000.0,-36423000.0,503288000.0,2352488000.0,79700000.0,79735000.0,80112000.0
Albemarle Corp,ALB,,915913,2014.0,Q1,2014-01-01,2014-03-31,2015-05-11 17:22:23+00:00,0.71,0.71,0.275,0.71,13190000.0,64235000.0,66004000.0,-1769000.0,56583000.0,7652000.0,404244000.0,599843000.0,8901000.0,1143000.0,,22572000.0,17000000.0,78104000.0,404244000.0,195599000.0,8773000.0,117676000.0,77923000.0,-7630000.0,70293000.0,599843000.0,79700000.0,79735000.0,80112000.0
Albemarle Corp,ALB,,915913,2015.0,FY,2015-01-01,2015-12-31,2018-02-27 17:56:57+00:00,3.01,3.01,1.16,3.0,11134000.0,360064000.0,327588000.0,32476000.0,334906000.0,25158000.0,1966196000.0,2826429000.0,27978000.0,47283000.0,,89187000.0,125495000.0,300440000.0,1966196000.0,860233000.0,81650000.0,515122000.0,345111000.0,-34367000.0,310744000.0,2826429000.0,111300000.0,111182000.0,111556000.0
Albemarle Corp,ALB,,915913,2015.0,Q4,2015-10-01,2015-12-31,,1.57,1.57,0.29,1.56,-31001000.0,182703000.0,171379000.0,11324000.0,174252000.0,8451000.0,359828000.0,530519000.0,6732000.0,-3084000.0,,18867000.0,13430000.0,-4347000.0,359828000.0,170691000.0,6011000.0,27950000.0,142741000.0,-9095000.0,133646000.0,530519000.0,111300000.0,111182000.0,111556000.0
Albemarle Corp,ALB,,915913,2015.0,Q3,2015-07-01,2015-09-30,2016-11-07 17:56:47+00:00,0.58,0.58,0.29,0.58,13144000.0,70872000.0,59842000.0,11030000.0,65392000.0,5480000.0,474171000.0,693216000.0,5736000.0,124000.0,,21903000.0,29710000.0,81012000.0,474171000.0,219045000.0,19294000.0,132625000.0,86420000.0,-19170000.0,67250000.0,693216000.0,112700000.0,112202000.0,112544000.0
Albemarle Corp,ALB,,915913,2015.0,Q3YTD,2015-01-01,2015-09-30,,1.44,1.44,0.87,1.44,42135000.0,177361000.0,156209000.0,21152000.0,160654000.0,16707000.0,1606368000.0,2295910000.0,21246000.0,50367000.0,,70320000.0,112065000.0,304787000.0,1606368000.0,689542000.0,75639000.0,487172000.0,202370000.0,-25272000.0,177098000.0,2295910000.0,112700000.0,112202000.0,112544000.0
Albemarle Corp,ALB,,915913,2015.0,Q3TTM,2014-10-01,2015-09-30,,1.2,1.2,1.15,1.21,13919000.0,163313000.0,143219000.0,20094000.0,142146000.0,21167000.0,2042494000.0,2894476000.0,28788000.0,40060000.0,,91714000.0,132441000.0,448795000.0,2042494000.0,851982000.0,90742000.0,672950000.0,179032000.0,-50682000.0,128350000.0,2894476000.0,112700000.0,112202000.0,112544000.0
Albemarle Corp,ALB,,915913,2015.0,Q2,2015-04-01,2015-06-30,2016-08-05 17:01:53+00:00,0.46,0.46,0.29,0.46,14851000.0,59340000.0,49218000.0,10122000.0,52147000.0,7193000.0,506259000.0,718290000.0,5118000.0,286000.0,,21925000.0,22832000.0,88010000.0,506259000.0,212031000.0,20599000.0,132767000.0,79264000.0,-20313000.0,58951000.0,718290000.0,113400000.0,112189000.0,112607000.0
Albemarle Corp,ALB,,915913,2015.0,Q2YTD,2015-01-01,2015-06-30,,0.86,0.86,0.58,0.86,28991000.0,106489000.0,96367000.0,10122000.0,95262000.0,11227000.0,1132197000.0,1602694000.0,15510000.0,50243000.0,,48417000.0,82355000.0,223775000.0,1132197000.0,470497000.0,56345000.0,354547000.0,115950000.0,-6102000.0,109848000.0,1602694000.0,113400000.0,112189000.0,112607000.0
Albemarle Corp,ALB,,915913,2015.0,Q2TTM,2014-07-01,2015-06-30,,1.55,1.55,1.13,1.56,12512000.0,173781000.0,171396000.0,2385000.0,149548000.0,24233000.0,2005295000.0,2843678000.0,31702000.0,33318000.0,,92218000.0,113285000.0,433795000.0,2005295000.0,838383000.0,80197000.0,639298000.0,199085000.0,-46879000.0,152206000.0,2843678000.0,113400000.0,112189000.0,112607000.0
Albemarle Corp,ALB,,915913,2015.0,Q1,2015-01-01,2015-03-31,2016-05-10 17:06:19+00:00,0.4,0.4,0.29,0.4,14140000.0,47149000.0,47149000.0,,43115000.0,4034000.0,625938000.0,884404000.0,10392000.0,49957000.0,,26492000.0,59523000.0,135765000.0,625938000.0,258466000.0,35746000.0,221780000.0,36686000.0,14211000.0,50897000.0,884404000.0,107800000.0,108130000.0,108464000.0
Albemarle Corp,ALB,,915913,2015.0,Q1TTM,2014-04-01,2015-03-31,,1.38,1.38,1.12,1.38,19434000.0,143820000.0,211582000.0,-67762000.0,119848000.0,23972000.0,1896394000.0,2730109000.0,37233000.0,32053000.0,,92230000.0,98628000.0,412796000.0,1896394000.0,833715000.0,68331000.0,603654000.0,230061000.0,-36278000.0,193783000.0,2730109000.0,107800000.0,108130000.0,108464000.0
Albemarle Corp,ALB,,915913,2016.0,FY,2016-01-01,2016-12-31,2019-02-27 16:27:52+00:00,5.73,5.73,1.22,5.68,96263000.0,680769000.0,478638000.0,202131000.0,643675000.0,37094000.0,1706897000.0,2677203000.0,59637000.0,101763000.0,,80475000.0,57384000.0,353765000.0,1706897000.0,970306000.0,65181000.0,491624000.0,478682000.0,36582000.0,515264000.0,2677203000.0,112300000.0,112379000.0,113239000.0
Albemarle Corp,ALB,,915913,2016.0,Q4,2016-10-01,2016-12-31,,5.36,5.36,0.31,5.31,34728000.0,610278000.0,50304000.0,559974000.0,602090000.0,8188000.0,455959000.0,696655000.0,14847000.0,-21275000.0,,19091000.0,13047000.0,98777000.0,455959000.0,240696000.0,18321000.0,130915000.0,109781000.0,-39596000.0,70185000.0,696655000.0,112300000.0,112379000.0,113239000.0
