company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Albemarle Corp,ALB,,915913,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 16:10:25+00:00,-66516000.0,111685000.0,0.0,-15670000.0,-6077000.0,255246000.0,-25032000.0,-163704000.0,327158000.0,-25032000.0,-163704000.0,327158000.0,122752000.0,213008000.0,213008000.0,8542000.0,4303000.0,,-67346000.0,-3452000.0,-99736000.0,-48283000.0,-168952000.0,,6000000.0
Albemarle Corp,ALB,,915913,2009.0,Q4,2009-10-01,2009-12-31,,-1939000.0,25974000.0,,-4739000.0,40021000.0,-5969000.0,-26787000.0,-19234000.0,99117000.0,-26787000.0,-19234000.0,99117000.0,48357000.0,65216000.0,65216000.0,-32094000.0,143000.0,,-14149000.0,-119000.0,-17176000.0,-1000000.0,-5812000.0,,
Albemarle Corp,ALB,,915913,2009.0,FY,2009-01-01,2009-12-31,2012-02-22 11:36:14+00:00,-20457000.0,100513000.0,,-624000.0,90546000.0,14300000.0,-180783000.0,-121630000.0,358525000.0,-180783000.0,-121630000.0,358525000.0,55488000.0,189623000.0,189623000.0,-22157000.0,6264000.0,,-61203000.0,-387000.0,-100786000.0,-134332000.0,-5812000.0,,
Albemarle Corp,ALB,,915913,2009.0,Q3,2009-07-01,2009-09-30,,-5477000.0,24135000.0,,702000.0,62399000.0,-12479000.0,-36652000.0,-28387000.0,152295000.0,-36652000.0,-28387000.0,152295000.0,87958000.0,57329000.0,57329000.0,8432000.0,2794000.0,,-11397000.0,241000.0,-23151000.0,-15570000.0,,,
Albemarle Corp,ALB,,915913,2009.0,Q3YTD,2009-01-02,2009-09-30,2010-10-29 10:32:19+00:00,-18518000.0,74539000.0,,4115000.0,50525000.0,20269000.0,-153996000.0,-102396000.0,259408000.0,-153996000.0,-102396000.0,259408000.0,7131000.0,124407000.0,124407000.0,9937000.0,6121000.0,,-47054000.0,-268000.0,-83610000.0,-133332000.0,,,
Albemarle Corp,ALB,,915913,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-06 09:11:13+00:00,-13041000.0,50404000.0,,3413000.0,-11874000.0,32748000.0,-117344000.0,-74009000.0,107113000.0,-117344000.0,-74009000.0,107113000.0,-80827000.0,67078000.0,67078000.0,1505000.0,3327000.0,,-35657000.0,-509000.0,-60459000.0,-117762000.0,,,
Albemarle Corp,ALB,,915913,2010.0,Q4,2010-10-01,2010-12-31,,-4505000.0,24092000.0,,-8574000.0,-48796000.0,413940000.0,89570000.0,-31596000.0,55577000.0,89570000.0,-31596000.0,55577000.0,104977000.0,81397000.0,81397000.0,-1116000.0,2267000.0,,-8855000.0,-1333000.0,-25472000.0,-317782000.0,,-286000.0,
Albemarle Corp,ALB,,915913,2010.0,FY,2010-01-01,2010-12-31,2013-02-15 16:16:57+00:00,-24627000.0,95578000.0,8600000.0,-10321000.0,-74908000.0,472650000.0,-7938000.0,-92191000.0,331309000.0,-7938000.0,-92191000.0,331309000.0,220859000.0,329417000.0,329417000.0,-18778000.0,11128000.0,,-49643000.0,-1338000.0,-75478000.0,-427128000.0,-14945000.0,652000.0,
Albemarle Corp,ALB,,915913,2010.0,Q3TTM,2009-10-01,2010-09-30,,-22061000.0,97460000.0,8600000.0,-6486000.0,13909000.0,52741000.0,-124295000.0,-79829000.0,374849000.0,-124295000.0,-79829000.0,374849000.0,164239000.0,313236000.0,313236000.0,-49756000.0,9004000.0,,-54937000.0,-124000.0,-67182000.0,-110346000.0,-20757000.0,938000.0,
Albemarle Corp,ALB,,915913,2010.0,Q3,2010-07-01,2010-09-30,,-6956000.0,23075000.0,8600000.0,11597000.0,30109000.0,50400000.0,-37928000.0,-14707000.0,141588000.0,-37928000.0,-14707000.0,141588000.0,100550000.0,97020000.0,97020000.0,-8616000.0,6044000.0,,-13550000.0,,-16076000.0,-80822000.0,,-275000.0,
Albemarle Corp,ALB,,915913,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-10-25 12:05:50+00:00,-20122000.0,71486000.0,8600000.0,-1747000.0,-26112000.0,58710000.0,-97508000.0,-60595000.0,275732000.0,-97508000.0,-60595000.0,275732000.0,115882000.0,248020000.0,248020000.0,-17662000.0,8861000.0,,-40788000.0,-5000.0,-50006000.0,-109346000.0,-14945000.0,938000.0,
Albemarle Corp,ALB,,915913,2010.0,Q2TTM,2009-07-01,2010-06-30,,-20582000.0,98520000.0,,-17381000.0,46199000.0,-10138000.0,-123019000.0,-93509000.0,385556000.0,-123019000.0,-93509000.0,385556000.0,151647000.0,273545000.0,273545000.0,-32708000.0,5754000.0,,-52784000.0,117000.0,-74257000.0,-45094000.0,-20757000.0,1213000.0,
Albemarle Corp,ALB,,915913,2010.0,Q2,2010-04-01,2010-06-30,,,23710000.0,,-8149000.0,5939000.0,1656000.0,-33138000.0,-17967000.0,116060000.0,-33138000.0,-17967000.0,116060000.0,56806000.0,86086000.0,86086000.0,325000.0,1359000.0,,-15763000.0,-5000.0,-17789000.0,-14079000.0,-6311000.0,-173000.0,
Albemarle Corp,ALB,,915913,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-07-26 12:33:08+00:00,-13166000.0,48411000.0,,-13344000.0,-56221000.0,8310000.0,-59580000.0,-45888000.0,134144000.0,-59580000.0,-45888000.0,134144000.0,15332000.0,151000000.0,151000000.0,-9046000.0,2817000.0,,-27238000.0,-5000.0,-33930000.0,-28524000.0,-14945000.0,1213000.0,
Albemarle Corp,ALB,,915913,2010.0,Q1,2010-01-01,2010-03-31,2011-04-28 15:13:01+00:00,-13166000.0,24701000.0,,-5195000.0,-62160000.0,6654000.0,-26442000.0,-27921000.0,18084000.0,-26442000.0,-27921000.0,18084000.0,-41474000.0,64914000.0,64914000.0,-9371000.0,1458000.0,,-11475000.0,,-16141000.0,-14445000.0,-8634000.0,1386000.0,
Albemarle Corp,ALB,,915913,2011.0,Q4,2011-10-01,2011-12-31,,-2119000.0,24827000.0,,-10547000.0,18901000.0,-129349000.0,-137646000.0,-65541000.0,201892000.0,-137646000.0,-65541000.0,201892000.0,-11842000.0,59778000.0,59778000.0,98386000.0,4974000.0,,-14661000.0,,-63463000.0,1390000.0,,41000.0,
Albemarle Corp,ALB,,915913,2011.0,FY,2011-01-01,2011-12-31,2014-02-25 17:24:49+00:00,-13164000.0,96753000.0,0.0,-5538000.0,-76854000.0,3510000.0,-329119000.0,-212936000.0,487359000.0,-329119000.0,-212936000.0,487359000.0,-60234000.0,420197000.0,420197000.0,47263000.0,9675000.0,0.0,-57759000.0,-10868000.0,-190574000.0,-106413000.0,-178132000.0,1670000.0,
Albemarle Corp,ALB,,915913,2011.0,Q3TTM,2010-10-01,2011-09-30,,-15550000.0,96018000.0,,-3565000.0,-144551000.0,546799000.0,-101903000.0,-178991000.0,341044000.0,-101903000.0,-178991000.0,341044000.0,56585000.0,441816000.0,441816000.0,-52239000.0,6968000.0,,-51953000.0,-12201000.0,-152583000.0,-425585000.0,-178132000.0,1343000.0,
Albemarle Corp,ALB,,915913,2011.0,Q3,2011-07-01,2011-09-30,,-5137000.0,24616000.0,,-6086000.0,-15347000.0,118301000.0,-77869000.0,-64799000.0,139297000.0,-77869000.0,-64799000.0,139297000.0,-9457000.0,122958000.0,122958000.0,7070000.0,-303000.0,,-15138000.0,,-59484000.0,-2597000.0,-178132000.0,-178000.0,
