company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxliabilities,dividendspayable,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
Albemarle Corp,ALB,,915913,2009.0,FY,,2009-12-31,2011-02-25 16:10:25+00:00,170287000.0,329215000.0,133268000.0,1379246000.0,-91860000.0,308791000.0,,9573000.0,2393000.0,11006000.0,292721000.0,2406129000.0,150523000.0,776403000.0,146084000.0,347506000.0,1026883000.0,47622000.0,81441000.0,202349000.0,46575000.0,,,,123259000.0,104782000.0,,,1287983000.0,36310000.0,2771557000.0,1205696000.0,1032087000.0,353264000.0,1205696000.0,1253318000.0,1518239000.0,2771557000.0,712587000.0,1164975000.0
Albemarle Corp,ALB,,915913,2010.0,FY,,2010-12-31,2012-02-22 11:36:14+00:00,175183000.0,374660000.0,143684000.0,1433865000.0,-164196000.0,529650000.0,0.0,19751000.0,23780000.0,12547000.0,272238000.0,2440178000.0,134764000.0,851927000.0,180690000.0,389210000.0,1006313000.0,59672000.0,109570000.0,157850000.0,54678000.0,,,,125878000.0,108811000.0,,,1560519000.0,8983000.0,3068081000.0,1416074000.0,1348198000.0,364177000.0,1416074000.0,1475746000.0,1592335000.0,3068081000.0,713570000.0,1228158000.0
Albemarle Corp,ALB,,915913,2010.0,Q3,,2010-09-30,2010-10-29 10:32:19+00:00,169647000.0,370729000.0,133311000.0,1419752000.0,-117766000.0,424673000.0,,12132000.0,22119000.0,12485000.0,278390000.0,2429616000.0,138963000.0,755552000.0,174528000.0,373406000.0,1009864000.0,55306000.0,109451000.0,174819000.0,43254000.0,,,,122853000.0,111053000.0,,,1488369000.0,10182000.0,2936660000.0,1382735000.0,1212062000.0,347744000.0,1382735000.0,1438041000.0,1498619000.0,2936660000.0,714734000.0,1150875000.0
Albemarle Corp,ALB,,915913,2010.0,Q2,,2010-06-30,2010-08-06 09:11:13+00:00,162783000.0,384385000.0,123795000.0,1388352000.0,-214408000.0,324123000.0,,4418000.0,9528000.0,12439000.0,261203000.0,2365696000.0,137384000.0,784959000.0,160042000.0,324695000.0,977344000.0,51972000.0,95332000.0,173952000.0,47883000.0,,,,114011000.0,110217000.0,,,1407480000.0,8603000.0,2731070000.0,1197490000.0,1081086000.0,317148000.0,1197490000.0,1249462000.0,1481608000.0,2731070000.0,672640000.0,1164460000.0
Albemarle Corp,ALB,,915913,2011.0,FY,,2011-12-31,2013-02-15 16:16:57+00:00,184472000.0,391571000.0,175257000.0,1489948000.0,60329000.0,469416000.0,0.0,16082000.0,11796000.0,15237000.0,273145000.0,2619428000.0,130281000.0,749257000.0,198427000.0,431495000.0,1129480000.0,87550000.0,77903000.0,185552000.0,63138000.0,,,,116871000.0,111107000.0,,,1514866000.0,14416000.0,3203824000.0,1591277000.0,1355620000.0,401178000.0,1591277000.0,1678827000.0,1524997000.0,3203824000.0,718724000.0,1123819000.0
Albemarle Corp,ALB,,915913,2011.0,Q3,,2011-09-30,2011-10-25 12:05:50+00:00,192924000.0,439947000.0,161506000.0,1479359000.0,-130782000.0,481258000.0,0.0,4133000.0,20816000.0,14353000.0,281404000.0,2570256000.0,134171000.0,878384000.0,201051000.0,474787000.0,1090897000.0,83052000.0,113048000.0,107901000.0,53362000.0,,,,112178000.0,96705000.0,,,1714220000.0,12795000.0,3269055000.0,1587571000.0,1449354000.0,402394000.0,1587571000.0,1670623000.0,1598432000.0,3269055000.0,728804000.0,1196038000.0
Albemarle Corp,ALB,,915913,2011.0,Q2,,2011-06-30,2011-07-26 12:33:08+00:00,205357000.0,457230000.0,142216000.0,1477261000.0,-62642000.0,490715000.0,0.0,37672000.0,19109000.0,14846000.0,295371000.0,2540701000.0,137603000.0,758867000.0,216983000.0,443253000.0,1063440000.0,76091000.0,120842000.0,111048000.0,64498000.0,,,,123254000.0,105058000.0,,,1750998000.0,12885000.0,3292347000.0,1726028000.0,1455696000.0,394413000.0,1726028000.0,1802119000.0,1490228000.0,3292347000.0,773211000.0,1095815000.0
Albemarle Corp,ALB,,915913,2011.0,Q1,,2011-03-31,2011-04-28 15:13:01+00:00,210573000.0,446503000.0,131653000.0,1466228000.0,-85640000.0,441013000.0,,29773000.0,15474000.0,14814000.0,287264000.0,2506233000.0,135495000.0,758597000.0,207379000.0,402967000.0,1040005000.0,66559000.0,123585000.0,107804000.0,55891000.0,,,,123364000.0,105616000.0,,,1651976000.0,9097000.0,3139881000.0,1596109000.0,1346374000.0,381611000.0,1596109000.0,1662668000.0,1477213000.0,3139881000.0,753502000.0,1095602000.0
Albemarle Corp,ALB,,915913,2012.0,FY,,2012-12-31,2014-02-25 17:24:49+00:00,172866000.0,422817000.0,177546000.0,1522033000.0,85264000.0,477696000.0,0.0,3650000.0,4426000.0,17471000.0,276966000.0,2818604000.0,94464000.0,686588000.0,207141000.0,428145000.0,1296571000.0,98410000.0,63368000.0,256296000.0,78655000.0,,,,154836000.0,114022000.0,,,1744684000.0,12700000.0,3437291000.0,1833598000.0,1407313000.0,385009000.0,1833598000.0,1932008000.0,1505283000.0,3437291000.0,733407000.0,1120274000.0
Albemarle Corp,ALB,,915913,2012.0,Q3,,2012-09-30,2012-10-19 11:48:59+00:00,166564000.0,418852000.0,181213000.0,1577129000.0,-192415000.0,402642000.0,0.0,11183000.0,4646000.0,17517000.0,271566000.0,2830268000.0,95500000.0,701162000.0,199864000.0,491930000.0,1253139000.0,92929000.0,99268000.0,170277000.0,73428000.0,,,,155734000.0,108153000.0,,,1989586000.0,12572000.0,3362655000.0,1808354000.0,1386852000.0,382512000.0,1808354000.0,1901283000.0,1461372000.0,3362655000.0,722664000.0,1078860000.0
