company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2009.0,FY,,2009-12-31,2011-02-10 18:12:01+00:00,813364000.0,307817000.0,325184000.0,3379000.0,642544000.0,,6034533000.0,696509000.0,,,3603994000.0,823031000.0,895086000.0,,236820000.0,67045000.0,,223959000.0,214767000.0,,,48262000.0,233328000.0,,,,,14072000.0,-1616033000.0,,45849000.0,5937156000.0,2682681000.0,1225049000.0,1835057000.0,2682681000.0,2749726000.0,3187430000.0,5937156000.0,4475287000.0,1352373000.0,0.0,-1739198000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2010.0,FY,,2010-12-31,2012-02-09 20:15:27+00:00,875726000.0,275846000.0,272770000.0,-8803000.0,621199000.0,0.0,6117071000.0,671443000.0,,,2864664000.0,747613000.0,1249221000.0,226268000.0,246317000.0,64159000.0,,264142000.0,,195026000.0,75408000.0,,115421000.0,864505000.0,396088000.0,105938000.0,,14215000.0,-1194533000.0,,495331000.0,6656922000.0,2672544000.0,1707555000.0,1895347000.0,2672544000.0,2736703000.0,3920219000.0,6656922000.0,4703050000.0,2024872000.0,,-2241191000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2010.0,Q3,,2010-09-30,2010-10-28 18:23:01+00:00,1035795000.0,408089000.0,299681000.0,-3225000.0,950871000.0,,6112535000.0,1044747000.0,,,3633508000.0,803996000.0,1644728000.0,,261832000.0,61971000.0,,237121000.0,112493000.0,,,225083000.0,98815000.0,,,118174000.0,,15234000.0,-1265826000.0,,603461000.0,7132741000.0,2709883000.0,2208322000.0,2380223000.0,2709883000.0,2771854000.0,4360887000.0,7132741000.0,4662587000.0,1980664000.0,0.0,-2133601000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2010.0,Q2,,2010-06-30,2010-07-29 18:31:59+00:00,1003184000.0,390685000.0,296554000.0,-46013000.0,795854000.0,,6032025000.0,1287484000.0,,,3596764000.0,801328000.0,895374000.0,,257012000.0,60620000.0,,226962000.0,124464000.0,,,152099000.0,246782000.0,,,157053000.0,,16349000.0,-1442376000.0,,331286000.0,6622894000.0,2605934000.0,1815691000.0,2587222000.0,2605934000.0,2666554000.0,3956340000.0,6622894000.0,4550191000.0,1369118000.0,0.0,-1937702000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2011.0,FY,,2011-12-31,2013-02-05 18:08:55+00:00,951457000.0,339427000.0,333237000.0,-17350000.0,689134000.0,0.0,5474672000.0,848863000.0,,,2877301000.0,743898000.0,1249281000.0,289348000.0,320282000.0,105303000.0,,279962000.0,,456426000.0,419800000.0,,117491000.0,,,121541000.0,,19082000.0,-722239000.0,,648819000.0,6505258000.0,2199864000.0,2274429000.0,2553357000.0,2199864000.0,2305167000.0,4200091000.0,6505258000.0,3910547000.0,1646734000.0,,-2535219000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2011.0,Q3,,2011-09-30,2011-11-07 13:23:14+00:00,1106869000.0,431064000.0,421697000.0,-13819000.0,1453508000.0,0.0,6154065000.0,1087703000.0,,,3653161000.0,779248000.0,1645414000.0,305129000.0,340972000.0,140225000.0,,258326000.0,,,,,118654000.0,,,142635000.0,,18555000.0,-792567000.0,,552411000.0,7676683000.0,2897795000.0,2598173000.0,2616269000.0,2897795000.0,3038020000.0,4638663000.0,7676683000.0,4737538000.0,2022394000.0,0.0,-2449884000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2011.0,Q2,,2011-06-30,2011-07-28 18:37:21+00:00,1139644000.0,469488000.0,356852000.0,22608000.0,1409008000.0,0.0,6149986000.0,1501623000.0,,,3678538000.0,793482000.0,1645237000.0,301270000.0,317987000.0,133773000.0,,265717000.0,,,,,122356000.0,,,172108000.0,,21794000.0,-1002101000.0,,881602000.0,8045277000.0,2880075000.0,2954000000.0,2998119000.0,2880075000.0,3013848000.0,5031429000.0,8045277000.0,4773290000.0,2033310000.0,0.0,-2290418000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2011.0,Q1,,2011-03-31,2011-04-28 19:10:42+00:00,1005499000.0,434045000.0,279168000.0,15638000.0,953169000.0,,6119063000.0,1368213000.0,,,3665001000.0,795882000.0,1645064000.0,,301201000.0,66012000.0,,258460000.0,151558000.0,,,268054000.0,132085000.0,,,,,20015000.0,-1142494000.0,,868663000.0,7457588000.0,2703087000.0,2427450000.0,2652880000.0,2703087000.0,2769099000.0,4688489000.0,7457588000.0,4728937000.0,2035609000.0,0.0,-2289120000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2012.0,FY,,2012-12-31,2014-02-06 18:22:53+00:00,1237100000.0,461531000.0,556244000.0,22000.0,1293161000.0,0.0,5675095000.0,1154706000.0,110798000.0,62025000.0,3015670000.0,821419000.0,1249345000.0,224231000.0,409373000.0,109129000.0,19787000.0,343553000.0,,,,,126912000.0,,,110319000.0,13473000.0,21475000.0,-442068000.0,,644982000.0,7132746000.0,2280259000.0,2642266000.0,3010075000.0,2280259000.0,2389388000.0,4729885000.0,7132746000.0,4081107000.0,1719810000.0,,-2952790000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2012.0,Q3,,2012-09-30,2012-10-25 18:13:15+00:00,1408828000.0,566339000.0,398194000.0,-12584000.0,1314728000.0,0.0,5727748000.0,1491557000.0,,,3006962000.0,828318000.0,1249328000.0,187421000.0,393454000.0,107202000.0,,353233000.0,,15873000.0,,,134116000.0,,,130296000.0,,21850000.0,-448802000.0,,1042324000.0,7507565000.0,2365107000.0,3091410000.0,3298579000.0,2365107000.0,2472309000.0,5035256000.0,7507565000.0,4022701000.0,1736677000.0,,-2901255000.0
