company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2008.0,FY,2008-01-01,2008-12-31,2011-02-10 18:12:01+00:00,69436000.0,-8.8,-8.8,,,-8.8,2996000000.0,5966000.0,1105337000.0,-2520670000.0,-2520670000.0,,-2517763000.0,-2907000.0,638709000.0,2937013000.0,-44178000.0,,,556484000.0,638709000.0,2298304000.0,71984000.0,30411000.0,4727257000.0,-2428953000.0,-85751000.0,-2514704000.0,2937013000.0,286100000.0,286167000.0,286167000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2009.0,FY,2009-01-01,2009-12-31,2012-02-09 20:15:27+00:00,23875000.0,2.08,2.08,,,2.05,,101502000.0,1061097000.0,303623000.0,218274000.0,85349000.0,299526000.0,4097000.0,602682000.0,2743051000.0,-34704000.0,67999000.0,34168000.0,555487000.0,602682000.0,2140369000.0,49452000.0,6189000.0,1742626000.0,397743000.0,-77967000.0,319776000.0,2743051000.0,144000000.0,144107000.0,146071000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2009.0,Q3,2009-07-01,2009-09-30,2010-10-28 18:23:01+00:00,9588000.0,0.41,0.41,,,0.4,,80385000.0,284847000.0,117813000.0,117813000.0,,117014000.0,799000.0,169436000.0,852428000.0,-4749000.0,,13781000.0,151802000.0,169436000.0,682992000.0,21180000.0,1153000.0,460018000.0,222974000.0,-24776000.0,198198000.0,852428000.0,285400000.0,288426000.0,293728000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2009.0,Q2,2009-04-01,2009-06-30,2010-07-29 18:31:59+00:00,9302000.0,0.14,0.14,,,0.14,,34338000.0,271492000.0,41843000.0,41843000.0,,40902000.0,941000.0,148762000.0,769768000.0,-19073000.0,74211000.0,6098000.0,145261000.0,148762000.0,621006000.0,20805000.0,1417000.0,506364000.0,114642000.0,-38461000.0,76181000.0,769768000.0,292200000.0,288180000.0,290889000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2010.0,Q4,2010-10-01,2010-12-31,,-2984000.0,0.5,0.5,0.14,,0.5,,-31943000.0,313094000.0,71584000.0,-48479000.0,120063000.0,71293000.0,291000.0,168853000.0,493906000.0,-3300000.0,22692000.0,,74132000.0,168853000.0,325053000.0,-1977000.0,2782000.0,406934000.0,-81881000.0,1459000.0,-80422000.0,493906000.0,141400000.0,141233000.0,144014000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2010.0,FY,2010-01-01,2010-12-31,2013-02-05 18:08:55+00:00,22514000.0,2.98,2.98,0.56,,2.93,,120342000.0,1234781000.0,425560000.0,305497000.0,120063000.0,421500000.0,4060000.0,685487000.0,3033645000.0,-15572000.0,22692000.0,,567384000.0,685487000.0,2348158000.0,66428000.0,7052000.0,1847371000.0,500787000.0,-74948000.0,425839000.0,3033645000.0,141400000.0,141233000.0,144014000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2010.0,Q3YTD,2010-01-01,2010-09-30,,25498000.0,1.25,1.25,0.49,,1.25,,152285000.0,921687000.0,353976000.0,353976000.0,,350207000.0,3769000.0,516634000.0,2539739000.0,-12272000.0,,,493252000.0,516634000.0,2023105000.0,68405000.0,4270000.0,1440437000.0,582668000.0,-76407000.0,506261000.0,2539739000.0,280200000.0,281215000.0,286284000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2010.0,Q3,2010-07-01,2010-09-30,2011-11-07 13:23:14+00:00,8126000.0,0.63,0.63,0.07,,0.62,,60584000.0,344019000.0,178024000.0,178024000.0,,176550000.0,1474000.0,190033000.0,987860000.0,-13657000.0,,,168878000.0,190033000.0,797827000.0,26993000.0,2454000.0,521023000.0,276804000.0,-38196000.0,238608000.0,987860000.0,280200000.0,281215000.0,286284000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2010.0,Q2YTD,2010-01-01,2010-06-30,,17372000.0,0.61,0.61,0.23,,0.61,,91701000.0,577668000.0,175952000.0,175952000.0,,173657000.0,2295000.0,326601000.0,1551879000.0,1385000.0,,,324374000.0,326601000.0,1225278000.0,41412000.0,1816000.0,919414000.0,305864000.0,-38211000.0,267653000.0,1551879000.0,285700000.0,284088000.0,288975000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2010.0,Q2,2010-04-01,2010-06-30,2011-07-28 18:37:21+00:00,8344000.0,0.4,0.4,0.07,,0.4,,60166000.0,296830000.0,115353000.0,115353000.0,,114262000.0,1091000.0,168571000.0,833960000.0,817000.0,,,166525000.0,168571000.0,665389000.0,20209000.0,1221000.0,471699000.0,193690000.0,-18171000.0,175519000.0,833960000.0,285700000.0,284088000.0,288975000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2010.0,Q1,2010-01-01,2010-03-31,2011-04-28 19:10:42+00:00,9028000.0,0.21,0.21,0.07,,0.2,,31535000.0,280838000.0,60599000.0,60599000.0,,59395000.0,1204000.0,158030000.0,717919000.0,568000.0,,,157849000.0,158030000.0,559889000.0,21203000.0,595000.0,447715000.0,112174000.0,-20040000.0,92134000.0,717919000.0,282800000.0,288602000.0,294502000.0
