company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2008.0,FY,2008-01-01,2008-12-31,2011-02-10 18:12:01+00:00,-538439000.0,69436000.0,179273000.0,53459000.0,76800000.0,,-77905000.0,-294648000.0,,1144101000.0,464801000.0,-859558000.0,520688000.0,464801000.0,-859558000.0,520688000.0,48026000.0,-2520670000.0,-2520670000.0,,3189770000.0,9544000.0,-13194000.0,,,-148098000.0,-159827000.0,-675979000.0,-12865000.0,
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2009.0,Q4,2009-10-01,2009-12-31,,8327000.0,-4084000.0,-10265000.0,-32723000.0,18112000.0,,-1147000.0,-291839000.0,,,10690000.0,-3691000.0,-246431000.0,10690000.0,-3691000.0,-246431000.0,-219398000.0,104213000.0,18864000.0,85349000.0,12516000.0,13925000.0,31246000.0,21181000.0,,97000.0,-15910000.0,-1635000.0,-1600000.0,-27451000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2009.0,FY,2009-01-01,2009-12-31,2012-02-09 20:15:27+00:00,-36000.0,23875000.0,147992000.0,44629000.0,93452000.0,,9279000.0,207718000.0,,,-660919000.0,10327000.0,573901000.0,-660919000.0,10327000.0,573901000.0,-46231000.0,303623000.0,218274000.0,85349000.0,30582000.0,17226000.0,42016000.0,21181000.0,,-45903000.0,-78842000.0,-670182000.0,-7963000.0,93092000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2009.0,Q3,2009-07-01,2009-09-30,,,9588000.0,58954000.0,37670000.0,25911000.0,,15358000.0,-177067000.0,,,6365000.0,-21220000.0,-24218000.0,6365000.0,-21220000.0,-24218000.0,-23715000.0,117813000.0,117813000.0,,-463000.0,2721000.0,165000.0,,,-46000000.0,-20880000.0,4573000.0,-929000.0,45495000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-10-28 18:23:01+00:00,-8363000.0,27959000.0,158257000.0,77352000.0,75340000.0,,10426000.0,499557000.0,,,-671609000.0,14018000.0,820332000.0,-671609000.0,14018000.0,820332000.0,173167000.0,199410000.0,199410000.0,,18066000.0,3301000.0,10770000.0,,,-46000000.0,-62932000.0,-668547000.0,-6363000.0,120543000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-07-29 18:31:59+00:00,-8363000.0,18371000.0,99303000.0,39682000.0,49429000.0,,-4932000.0,676624000.0,,,-677974000.0,35238000.0,844550000.0,-677974000.0,35238000.0,844550000.0,196882000.0,81597000.0,81597000.0,,18529000.0,580000.0,10605000.0,,,,-42052000.0,-673120000.0,-5434000.0,75048000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2010.0,FY,2010-01-01,2010-12-31,2013-02-05 18:08:55+00:00,-16019000.0,22514000.0,97371000.0,44379000.0,105531000.0,,-19880000.0,107666000.0,50615000.0,742470000.0,127860000.0,-744347000.0,605387000.0,127860000.0,-744347000.0,605387000.0,10019000.0,425560000.0,305497000.0,120063000.0,64179000.0,6940000.0,12351000.0,40999000.0,-157005000.0,-970339000.0,-136376000.0,-13167000.0,-501993000.0,366036000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2010.0,Q4,2010-10-01,2010-12-31,,20334000.0,-2984000.0,-32972000.0,-31000000.0,18926000.0,,1290000.0,-308098000.0,50615000.0,-524000.0,-113132000.0,104865000.0,-332330000.0,-113132000.0,104865000.0,-332330000.0,-298308000.0,71584000.0,-48479000.0,120063000.0,8305000.0,-38476000.0,1723000.0,40999000.0,-19321000.0,-166764000.0,-23052000.0,2164000.0,-107590000.0,272624000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2010.0,Q3TTM,2009-10-01,2010-09-30,,-28026000.0,21414000.0,120078000.0,42656000.0,104717000.0,,-22317000.0,123925000.0,,742994000.0,251682000.0,-852903000.0,691286000.0,251682000.0,-852903000.0,691286000.0,88929000.0,458189000.0,372840000.0,85349000.0,68390000.0,59341000.0,41874000.0,21181000.0,-137684000.0,-803478000.0,-129234000.0,-16966000.0,-396003000.0,65961000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2010.0,Q3,2010-07-01,2010-09-30,,,8126000.0,84208000.0,37043000.0,30675000.0,,26735000.0,-180018000.0,,742994000.0,481772000.0,-357874000.0,4384000.0,481772000.0,-357874000.0,4384000.0,155017000.0,178024000.0,178024000.0,,-32423000.0,9733000.0,9914000.0,,-72845000.0,-374092000.0,-40196000.0,-2211000.0,-195899000.0,46500000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-07 13:23:14+00:00,-36353000.0,25498000.0,130343000.0,75379000.0,86605000.0,,-21170000.0,415764000.0,,742994000.0,240992000.0,-849212000.0,937717000.0,240992000.0,-849212000.0,937717000.0,308327000.0,353976000.0,353976000.0,,55874000.0,45416000.0,10628000.0,,-137684000.0,-803575000.0,-113324000.0,-15331000.0,-394403000.0,93412000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2010.0,Q2TTM,2009-07-01,2010-06-30,,-28026000.0,22876000.0,94824000.0,43283000.0,99953000.0,,-33694000.0,126876000.0,,,-223725000.0,-516249000.0,662684000.0,-223725000.0,-516249000.0,662684000.0,-89803000.0,397978000.0,312629000.0,85349000.0,100350000.0,52329000.0,32125000.0,21181000.0,-64839000.0,-475386000.0,-109918000.0,-10182000.0,-201033000.0,64956000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2010.0,Q2,2010-04-01,2010-06-30,,-36107000.0,8344000.0,41095000.0,819000.0,30315000.0,,-32631000.0,106487000.0,,,-40272000.0,-442510000.0,313806000.0,-40272000.0,-442510000.0,313806000.0,-201607000.0,115353000.0,115353000.0,,53307000.0,5525000.0,-4092000.0,,-44619000.0,-358172000.0,-43453000.0,-225000.0,-953000.0,-686000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-07-28 18:37:21+00:00,-36353000.0,17372000.0,46135000.0,38336000.0,55930000.0,,-47905000.0,595782000.0,,,-240780000.0,-491338000.0,933333000.0,-240780000.0,-491338000.0,933333000.0,153310000.0,175952000.0,175952000.0,,88297000.0,35683000.0,714000.0,,-64839000.0,-429483000.0,-73128000.0,-13120000.0,-198504000.0,46912000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2010.0,Q1,2010-01-01,2010-03-31,2011-04-28 19:10:42+00:00,-246000.0,9028000.0,5040000.0,37517000.0,25615000.0,,-15274000.0,489295000.0,,,-200508000.0,-48828000.0,619527000.0,-200508000.0,-48828000.0,619527000.0,354917000.0,60599000.0,60599000.0,,34990000.0,30158000.0,4806000.0,,-20220000.0,-71311000.0,-29675000.0,-12895000.0,-197551000.0,47598000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2011.0,FY,2011-01-01,2011-12-31,2014-02-06 18:22:53+00:00,-35221000.0,21925000.0,53772000.0,87094000.0,133009000.0,,-17743000.0,242085000.0,34489000.0,,-353494000.0,-463460000.0,825729000.0,-353494000.0,-463460000.0,825729000.0,67935000.0,474603000.0,326341000.0,148262000.0,102369000.0,7271000.0,-4292000.0,76903000.0,-99035000.0,-1723350000.0,-207837000.0,-2192000.0,-294027000.0,1507240000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2011.0,Q4,2011-10-01,2011-12-31,,-27145000.0,4613000.0,37535000.0,187000.0,35382000.0,,-4464000.0,-320030000.0,11362000.0,-2182000.0,-184234000.0,-157279000.0,-192969000.0,-184234000.0,-157279000.0,-192969000.0,-576455000.0,71098000.0,60465000.0,10633000.0,26601000.0,2030000.0,2786000.0,-37509000.0,-111929000.0,-543795000.0,-49970000.0,1819000.0,-85334000.0,460845000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2011.0,Q3TTM,2010-10-01,2011-09-30,,12258000.0,14328000.0,-16735000.0,55907000.0,116553000.0,,-11989000.0,254017000.0,73742000.0,1658000.0,-282392000.0,-201316000.0,686368000.0,-282392000.0,-201316000.0,686368000.0,346082000.0,475089000.0,217397000.0,257692000.0,84073000.0,-33235000.0,-5355000.0,155411000.0,-6427000.0,-1346319000.0,-180919000.0,-1847000.0,-316283000.0,1319019000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2011.0,Q3,2011-07-01,2011-09-30,,-1000.0,5564000.0,8955000.0,42333000.0,36791000.0,,-33879000.0,-351323000.0,9378000.0,-138000.0,-164384000.0,223553000.0,-67839000.0,-164384000.0,223553000.0,-67839000.0,-31696000.0,210406000.0,171840000.0,38566000.0,69289000.0,1628000.0,-4614000.0,10853000.0,-19148000.0,-326110000.0,-59251000.0,3362000.0,-159466000.0,613529000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-10-25 18:13:15+00:00,-8076000.0,17312000.0,16237000.0,86907000.0,97627000.0,,-13279000.0,562115000.0,23127000.0,2182000.0,-169260000.0,-306181000.0,1018698000.0,-169260000.0,-306181000.0,1018698000.0,644390000.0,403505000.0,265876000.0,137629000.0,75768000.0,5241000.0,-7078000.0,114412000.0,12894000.0,-1179555000.0,-157867000.0,-4011000.0,-208693000.0,1046395000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2011.0,Q2TTM,2010-07-01,2011-06-30,,12259000.0,16890000.0,58518000.0,50617000.0,110437000.0,,48625000.0,425322000.0,64364000.0,744790000.0,363764000.0,-782743000.0,758591000.0,363764000.0,-782743000.0,758591000.0,532795000.0,442707000.0,223581000.0,219126000.0,-17639000.0,-25130000.0,9173000.0,144558000.0,-60124000.0,-1394301000.0,-161864000.0,-7420000.0,-352716000.0,751990000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2011.0,Q2,2011-04-01,2011-06-30,,-8075000.0,5914000.0,4173000.0,1183000.0,31651000.0,,11831000.0,263901000.0,13749000.0,1179000.0,62607000.0,-105649000.0,393886000.0,62607000.0,-105649000.0,393886000.0,426032000.0,140890000.0,88133000.0,52757000.0,4287000.0,-759000.0,-3738000.0,63357000.0,51394000.0,-176877000.0,-52530000.0,-1657000.0,-1299000.0,135571000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-07-26 18:21:19+00:00,-8075000.0,11748000.0,7282000.0,44574000.0,60836000.0,,20600000.0,913438000.0,13749000.0,2320000.0,-4876000.0,-529734000.0,1086537000.0,-4876000.0,-529734000.0,1086537000.0,676086000.0,193099000.0,94036000.0,99063000.0,6479000.0,3613000.0,-2464000.0,103559000.0,32042000.0,-853445000.0,-98616000.0,-7373000.0,-49227000.0,432866000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2011.0,Q1TTM,2010-04-01,2011-03-31,,-15773000.0,19320000.0,95440000.0,50253000.0,109101000.0,,4163000.0,267908000.0,50615000.0,743611000.0,260885000.0,-1119604000.0,678511000.0,260885000.0,-1119604000.0,678511000.0,-94844000.0,417170000.0,250801000.0,166369000.0,31381000.0,-18846000.0,8819000.0,81201000.0,-156137000.0,-1575596000.0,-152787000.0,-5988000.0,-352370000.0,615733000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2011.0,Q1,2011-01-01,2011-03-31,2012-04-26 18:28:06+00:00,,5834000.0,3109000.0,43391000.0,29185000.0,,8769000.0,649537000.0,,1141000.0,-67483000.0,-424085000.0,692651000.0,-67483000.0,-424085000.0,692651000.0,250054000.0,52209000.0,5903000.0,46306000.0,2192000.0,4372000.0,1274000.0,40202000.0,-19352000.0,-676568000.0,-46086000.0,-5716000.0,-47928000.0,297295000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2012.0,Q4,2012-10-01,2012-12-31,,-962000.0,10178000.0,10216000.0,769000.0,47393000.0,,9068000.0,-299991000.0,8535000.0,,-118860000.0,304951000.0,-216726000.0,-118860000.0,304951000.0,-216726000.0,-21567000.0,6902000.0,7095000.0,-193000.0,18599000.0,12667000.0,-4490000.0,,-85938000.0,-342770000.0,-58717000.0,-2590000.0,-51534000.0,711890000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2012.0,FY,2012-01-01,2012-12-31,2015-02-05 18:01:23+00:00,-199360000.0,31705000.0,9632000.0,86024000.0,164247000.0,,15064000.0,663084000.0,241193000.0,,-272787000.0,-367825000.0,1237182000.0,-272787000.0,-367825000.0,1237182000.0,604027000.0,280440000.0,302979000.0,-22539000.0,75167000.0,41100000.0,-15204000.0,-7607000.0,-130423000.0,-1873519000.0,-235697000.0,-7086000.0,-417571000.0,1955955000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2012.0,Q3TTM,2011-10-01,2012-09-30,,-225543000.0,26140000.0,36951000.0,85442000.0,152236000.0,,1532000.0,643045000.0,244020000.0,-2182000.0,-338161000.0,-830055000.0,1260939000.0,-338161000.0,-830055000.0,1260939000.0,49139000.0,344636000.0,356349000.0,-11713000.0,83169000.0,30463000.0,-7928000.0,-45116000.0,-156414000.0,-2074544000.0,-226950000.0,-2677000.0,-451371000.0,1704910000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2012.0,Q3,2012-07-01,2012-09-30,,869000.0,9474000.0,3013000.0,41814000.0,43874000.0,,17430000.0,-172385000.0,7888000.0,,-68038000.0,-31323000.0,53313000.0,-68038000.0,-31323000.0,53313000.0,-28618000.0,169731000.0,168188000.0,1543000.0,4162000.0,11513000.0,-19175000.0,,-20076000.0,-523004000.0,-59763000.0,970000.0,-68333000.0,569750000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-10-30 17:46:36+00:00,-198398000.0,21527000.0,-584000.0,85255000.0,116854000.0,,5996000.0,963075000.0,232658000.0,,-153927000.0,-672776000.0,1453908000.0,-153927000.0,-672776000.0,1453908000.0,625594000.0,273538000.0,295884000.0,-22346000.0,56568000.0,28433000.0,-10714000.0,-7607000.0,-44485000.0,-1530749000.0,-176980000.0,-4496000.0,-366037000.0,1244065000.0
Expedia Inc,EXPE,CI7MUJI4USF3V0NJ1H64,1324424,2012.0,Q2TTM,2011-07-01,2012-06-30,,-226413000.0,22230000.0,42893000.0,85961000.0,145153000.0,,-49777000.0,464107000.0,245510000.0,-2320000.0,-434507000.0,-575179000.0,1139787000.0,-434507000.0,-575179000.0,1139787000.0,46061000.0,385311000.0,360001000.0,25310000.0,148296000.0,20578000.0,6633000.0,-34263000.0,-155486000.0,-1877650000.0,-226438000.0,-285000.0,-542504000.0,1748689000.0
