company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,dividendspayable,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Keurig Green Mountain Inc ,GMCR,,909954,2009.0,FY,,2009-09-26,2010-12-09 16:01:26+00:00,79772000.0,91559000.0,19895000.0,-1870000.0,,241811000.0,,454956000.0,10151000.0,1225000.0,17264000.0,,99600000.0,36478000.0,73013000.0,132182000.0,135981000.0,,,26599000.0,11384000.0,3257000.0,,,-74000.0,3979000.0,0.0,,,,280000.0,134338000.0,5030000.0,50000000.0,813405000.0,587350000.0,537367000.0,126443000.0,587350000.0,587350000.0,226055000.0,813405000.0,140057000.0,99612000.0,0.0
Keurig Green Mountain Inc ,GMCR,,909954,2010.0,FY,,2010-09-25,2011-11-14 06:54:31+00:00,139220000.0,172200000.0,49279000.0,-1630000.0,,4401000.0,0.0,487031000.0,32347000.0,1934000.0,24236000.0,,386416000.0,220005000.0,335504000.0,262478000.0,258923000.0,,,92579000.0,23488000.0,4377000.0,,,,9961000.0,5191000.0,,,,355000.0,213844000.0,19009000.0,,1370574000.0,699245000.0,495269000.0,238055000.0,699245000.0,699245000.0,671329000.0,1370574000.0,616382000.0,433274000.0,0.0
Keurig Green Mountain Inc ,GMCR,,909954,2010.0,Q3,,2010-06-26,2010-08-05 16:02:07+00:00,112044000.0,128758000.0,36049000.0,-1500000.0,,8981000.0,,470795000.0,14519000.0,0.0,22215000.0,,386416000.0,225481000.0,252380000.0,186262000.0,218821000.0,,,85469000.0,16611000.0,2514000.0,,,-74000.0,10230000.0,5157000.0,,,,940000.0,192912000.0,19058000.0,0.0,1197019000.0,662133000.0,356071000.0,191880000.0,662133000.0,662133000.0,534886000.0,1197019000.0,622127000.0,343006000.0,0.0
Keurig Green Mountain Inc ,GMCR,,909954,2011.0,FY,,2011-09-24,2012-11-27 18:31:07+00:00,265511000.0,310321000.0,92120000.0,-14575000.0,,12989000.0,0.0,1515063000.0,54489000.0,9860000.0,43260000.0,,789305000.0,529494000.0,575969000.0,672248000.0,579219000.0,,,189637000.0,28072000.0,34613000.0,25885000.0,19341000.0,,47759000.0,27184000.0,120583000.0,474000.0,21034000.0,27523000.0,411727000.0,6669000.0,,3197887000.0,1912215000.0,1131527000.0,471374000.0,1912215000.0,1912215000.0,1264638000.0,3197887000.0,1487141000.0,793264000.0,0.0
Keurig Green Mountain Inc ,GMCR,,909954,2011.0,Q3,,2011-06-25,2011-08-08 16:15:58+00:00,209572000.0,229420000.0,76895000.0,7680000.0,,76138000.0,0.0,1471966000.0,37922000.0,4812000.0,40095000.0,,806613000.0,555416000.0,416676000.0,417496000.0,499076000.0,,,195879000.0,25068000.0,39601000.0,28303000.0,19493000.0,,49137000.0,27729000.0,119182000.0,1039000.0,20747000.0,30651000.0,337000000.0,5238000.0,,2874422000.0,1816646000.0,844998000.0,395706000.0,1816646000.0,1816646000.0,1037029000.0,2874422000.0,1530348000.0,641323000.0,0.0
Keurig Green Mountain Inc ,GMCR,,909954,2011.0,Q2,,2011-03-26,2011-05-03 16:15:38+00:00,154697000.0,226773000.0,72837000.0,12899000.0,,33737000.0,,751816000.0,34239000.0,3088000.0,31899000.0,,808881000.0,569016000.0,1048339000.0,300760000.0,429595000.0,,,195952000.0,32407000.0,36876000.0,27229000.0,19786000.0,,58914000.0,27651000.0,117444000.0,21598000.0,,30765000.0,280934000.0,11328000.0,,2669760000.0,1045649000.0,685910000.0,330511000.0,1045649000.0,1045649000.0,1624051000.0,2669760000.0,1554255000.0,1293540000.0,0.0
Keurig Green Mountain Inc ,GMCR,,909954,2011.0,Q1,,2010-12-25,2011-02-03 16:02:31+00:00,148034000.0,238068000.0,75750000.0,1901000.0,,32921000.0,,740141000.0,24626000.0,2922000.0,24607000.0,,769401000.0,573935000.0,1076541000.0,269132000.0,389608000.0,5252000.0,,167632000.0,24211000.0,26097000.0,25839000.0,11181000.0,,65247000.0,32669000.0,96262000.0,1977000.0,,30003000.0,216073000.0,8476000.0,,2539253000.0,958115000.0,644800000.0,297067000.0,958115000.0,963367000.0,1575886000.0,2539253000.0,1504845000.0,1278819000.0,0.0
Keurig Green Mountain Inc ,GMCR,,909954,2012.0,FY,,2012-09-29,2013-11-20 21:48:48+00:00,279577000.0,363771000.0,171450000.0,10200000.0,54794000.0,58289000.0,0.0,1479828000.0,84556000.0,29567000.0,,,808076000.0,498352000.0,466984000.0,768437000.0,944296000.0,,,270348000.0,35019000.0,29645000.0,,,,42109000.0,32544000.0,,,9904000.0,12884000.0,771200000.0,9748000.0,,3615789000.0,2261228000.0,1322956000.0,519987000.0,2261228000.0,2261228000.0,1344657000.0,3615789000.0,1348537000.0,824670000.0,0.0
Keurig Green Mountain Inc ,GMCR,,909954,2012.0,Q3,,2012-06-23,2012-08-01 16:22:57+00:00,215153000.0,265862000.0,108085000.0,-13728000.0,,138988000.0,0.0,1549719000.0,53408000.0,77626000.0,37913000.0,,791197000.0,496793000.0,399841000.0,667005000.0,846323000.0,,,212101000.0,23812000.0,23827000.0,,,,43646000.0,28603000.0,,,9828000.0,10096000.0,678891000.0,9271000.0,,3337130000.0,2214882000.0,1159171000.0,471875000.0,2214882000.0,2214882000.0,1112420000.0,3337130000.0,1331636000.0,640545000.0,0.0
Keurig Green Mountain Inc ,GMCR,,909954,2012.0,Q2,,2012-03-24,2012-05-02 16:30:51+00:00,246899000.0,300713000.0,120436000.0,1065000.0,,146003000.0,0.0,1537804000.0,48827000.0,48012000.0,36796000.0,,801690000.0,516491000.0,431471000.0,602121000.0,793293000.0,,,211013000.0,45856000.0,27181000.0,,,,45011000.0,18229000.0,,,11252000.0,9202000.0,609307000.0,9742000.0,,3309207000.0,2148176000.0,1152722000.0,489066000.0,2148176000.0,2148176000.0,1149779000.0,3309207000.0,1363192000.0,660713000.0,0.0
Keurig Green Mountain Inc ,GMCR,,909954,2012.0,Q1,,2011-12-24,2012-02-01 16:32:34+00:00,247505000.0,412464000.0,133710000.0,-9454000.0,,84111000.0,0.0,1523389000.0,37320000.0,39326000.0,29744000.0,,792700000.0,520820000.0,471344000.0,606679000.0,674764000.0,,,196049000.0,33848000.0,33064000.0,,,,46464000.0,18082000.0,,,10908000.0,9087000.0,516247000.0,8343000.0,,3218257000.0,2030182000.0,1183509000.0,491692000.0,2030182000.0,2030182000.0,1177167000.0,3218257000.0,1359984000.0,685475000.0,0.0
Keurig Green Mountain Inc ,GMCR,,909954,2013.0,FY,,2013-09-28,2014-11-19 16:16:24+00:00,312170000.0,467976000.0,242427000.0,-19185000.0,76061000.0,260092000.0,0.0,1402348000.0,69884000.0,233000.0,,,788184000.0,435216000.0,160221000.0,676089000.0,985563000.0,,149000.0,252867000.0,46891000.0,27544000.0,,,,30944000.0,28721000.0,,,11045000.0,560000.0,1252407000.0,14689000.0,,3761548000.0,2635570000.0,1521492000.0,597063000.0,2635570000.0,2635570000.0,1114933000.0,3761548000.0,1254493000.0,517870000.0,0.0
