company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Keurig Green Mountain Inc ,GMCR,,909954,2008.0,FY,2007-09-30,2008-09-27,2010-12-09 16:01:26+00:00,0.2,0.2,,0.19,13790000.0,90882000.0,21669000.0,21669000.0,21669000.0,,318477000.0,492517000.0,-235000.0,,3279000.0,,38480000.0,318477000.0,174040000.0,5705000.0,132641000.0,41399000.0,-5940000.0,35459000.0,492517000.0,108300000.0,107774091.0,115041510.0
Keurig Green Mountain Inc ,GMCR,,909954,2009.0,FY,2008-09-28,2009-09-26,2011-11-14 06:54:31+00:00,0.48,0.48,,0.45,33592000.0,121350000.0,54439000.0,54439000.0,54439000.0,,540744000.0,786135000.0,-662000.0,,-17000000.0,,47655000.0,540744000.0,245391000.0,4693000.0,152005000.0,93386000.0,-5355000.0,88031000.0,786135000.0,113400000.0,113979588.0,120370659.0
Keurig Green Mountain Inc ,GMCR,,909954,2009.0,Q3,2009-03-29,2009-06-27,2010-08-05 16:02:07+00:00,0.13,0.13,,0.12,7517000.0,28597000.0,14140000.0,14140000.0,14140000.0,,126428000.0,190509000.0,-39000.0,,,,12708000.0,126428000.0,64081000.0,1080000.0,41305000.0,22776000.0,-1119000.0,21657000.0,190509000.0,108800000.0,112775280.0,119010138.0
Keurig Green Mountain Inc ,GMCR,,909954,2010.0,FY,2009-09-27,2010-09-25,2012-11-27 18:31:07+00:00,0.6,0.6,,0.58,53703000.0,186418000.0,79506000.0,79506000.0,79506000.0,,931017000.0,1356775000.0,-269000.0,,,,100568000.0,931017000.0,425758000.0,5294000.0,286986000.0,138772000.0,-5563000.0,133209000.0,1356775000.0,132500000.0,131529412.0,137834123.0
Keurig Green Mountain Inc ,GMCR,,909954,2010.0,Q3,2010-03-28,2010-06-26,2011-08-08 16:15:58+00:00,0.0,0.14,,0.13,18063000.0,45687000.0,18400000.0,18400000.0,18400000.0,0.0,207698000.0,316583000.0,,-27000.0,,,25267000.0,207698000.0,108885000.0,1495000.0,70927000.0,37931000.0,-1495000.0,36463000.0,316583000.0,,131677459.0,137898253.0
Keurig Green Mountain Inc ,GMCR,,909954,2010.0,Q2,2009-12-27,2010-03-27,2011-05-03 16:15:38+00:00,0.18,0.18,,0.17,15114000.0,43251000.0,24055000.0,24055000.0,24055000.0,0.0,214103000.0,321953000.0,0.0,133000.0,,,24464000.0,214103000.0,107850000.0,833000.0,67848000.0,40135000.0,-833000.0,39169000.0,321953000.0,133600000.0,131263638.0,137831574.0
Keurig Green Mountain Inc ,GMCR,,909954,2011.0,Q4,2011-06-26,2011-09-24,,0.52,0.52,,0.52,23528000.0,95150000.0,75821000.0,75821000.0,75369000.0,452000.0,457793000.0,711883000.0,-2266000.0,,,,52228000.0,457793000.0,254090000.0,5097000.0,147378000.0,106712000.0,-7363000.0,99349000.0,711883000.0,146700000.0,146214860.0,152142434.0
Keurig Green Mountain Inc ,GMCR,,909954,2011.0,FY,2010-09-26,2011-09-24,2013-11-20 21:48:48+00:00,1.36,1.36,,1.31,101699000.0,348696000.0,201048000.0,201048000.0,199501000.0,1547000.0,1746274000.0,2650899000.0,-8509000.0,,,,187016000.0,1746274000.0,904625000.0,57657000.0,535712000.0,368913000.0,-66166000.0,302747000.0,2650899000.0,146700000.0,146214860.0,152142434.0
Keurig Green Mountain Inc ,GMCR,,909954,2011.0,Q3YTD,2010-09-26,2011-06-25,,0.84,0.84,,0.84,78171000.0,253546000.0,125227000.0,125227000.0,124132000.0,1095000.0,1288481000.0,1939016000.0,-6243000.0,,,,134788000.0,1288481000.0,650535000.0,52560000.0,388334000.0,262201000.0,-58803000.0,203398000.0,1939016000.0,148300000.0,147663350.0,153344389.0
Keurig Green Mountain Inc ,GMCR,,909954,2011.0,Q3,2011-03-27,2011-06-25,2012-08-01 16:22:57+00:00,0.38,0.38,,0.37,31778000.0,95512000.0,56970000.0,56970000.0,56348000.0,622000.0,453130000.0,717210000.0,-732000.0,,,,49258000.0,453130000.0,264080000.0,29830000.0,144770000.0,119310000.0,-30562000.0,88748000.0,717210000.0,148300000.0,147663350.0,153344389.0
Keurig Green Mountain Inc ,GMCR,,909954,2011.0,Q2YTD,2010-09-26,2011-03-26,,0.48,0.48,,0.48,46393000.0,158034000.0,68257000.0,68257000.0,67784000.0,473000.0,835351000.0,1221806000.0,-5511000.0,,,,85530000.0,835351000.0,386455000.0,22730000.0,243564000.0,142891000.0,-28241000.0,114650000.0,1221806000.0,142100000.0,141784994.0,147558595.0
