company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othergains,otherincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2007.0,FY,2006-10-01,2007-09-30,2009-11-25 11:53:09+00:00,16448000.0,1.27,1.27,0.1,68227000.0,1.25,3690000.0,278686000.0,469167000.0,474803000.0,-5636000.0,469167000.0,,63453013000.0,65672072000.0,,-3004000.0,,,2072000.0,1339885000.0,63453013000.0,2219059000.0,32244000.0,,1430322000.0,788737000.0,-35248000.0,753489000.0,65672072000.0,369400000.0,370362000.0,375772000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2008.0,Q3,2008-04-01,2008-06-30,2009-08-06 10:14:17+00:00,4117000.0,-0.34,-0.34,0.0375,17440000.0,-0.34,0.0,68026000.0,-108020000.0,112765000.0,-220785000.0,-108020000.0,,17498621000.0,17996666000.0,,-768000.0,,,7865000.0,271098000.0,17498621000.0,498045000.0,15966000.0,,300520000.0,197525000.0,-16734000.0,180791000.0,17996666000.0,317700000.0,319064000.0,322234000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2009.0,FY,2008-10-01,2009-09-30,2011-11-22 16:32:10+00:00,15420000.0,1.67,1.67,,63488000.0,1.66,11772000.0,312222000.0,503397000.0,511852000.0,-8455000.0,503397000.0,,69659915000.0,71759990000.0,0.0,-1368000.0,,,5406000.0,1120240000.0,69659915000.0,2100075000.0,58307000.0,,1216326000.0,883749000.0,-59675000.0,824074000.0,71759990000.0,301400000.0,300573000.0,302754000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2009.0,Q4,2009-07-01,2009-09-30,,3997000.0,0.43,0.43,0.06,16879000.0,0.43,1572000.0,79265000.0,130147000.0,130147000.0,,130147000.0,,18177530000.0,18716063000.0,,-249000.0,,,-98000.0,291571000.0,18177530000.0,538533000.0,14951000.0,,313921000.0,224612000.0,-15200000.0,209412000.0,18716063000.0,301400000.0,300573000.0,302754000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2009.0,Q3,2009-04-01,2009-06-30,2009-08-06 10:14:17+00:00,3740000.0,0.4,0.4,0.05,15949000.0,0.4,8900000.0,73015000.0,118807000.0,125134000.0,-6327000.0,118807000.0,,17874676000.0,18393899000.0,,-186000.0,,,213000.0,277434000.0,17874676000.0,519223000.0,14652000.0,,306236000.0,212987000.0,-14838000.0,198149000.0,18393899000.0,297000000.0,298477000.0,300592000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2009.0,Q3YTD,2008-10-01,2009-06-30,,11423000.0,1.25,1.25,0.15,46609000.0,1.25,10200000.0,232957000.0,373250000.0,381705000.0,-8455000.0,373250000.0,,51482385000.0,53043927000.0,,-1119000.0,,,5504000.0,828669000.0,51482385000.0,1561542000.0,43356000.0,,902405000.0,659137000.0,-44475000.0,614662000.0,53043927000.0,297000000.0,298477000.0,300592000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2009.0,Q2YTD,2008-10-01,2009-03-31,,7683000.0,0.84,0.84,0.1,30660000.0,0.84,1300000.0,159942000.0,254443000.0,256571000.0,-2128000.0,254443000.0,,33607709000.0,34650028000.0,,-933000.0,,,5291000.0,551235000.0,33607709000.0,1042319000.0,28704000.0,,596169000.0,446150000.0,-29637000.0,416513000.0,34650028000.0,305100000.0,302446000.0,304584000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2009.0,Q2,2009-01-01,2009-03-31,2010-05-07 14:53:43+00:00,3827000.0,0.47,0.47,0.05,15607000.0,0.47,1300000.0,89199000.0,143387000.0,144042000.0,-655000.0,143387000.0,,16759180000.0,17311651000.0,,-504000.0,,,4262000.0,279209000.0,16759180000.0,552471000.0,14521000.0,,304205000.0,248266000.0,-15025000.0,233241000.0,17311651000.0,305100000.0,302446000.0,304584000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2009.0,Q1,2008-10-01,2008-12-31,2010-02-05 14:55:07+00:00,3856000.0,0.36,0.36,0.05,15053000.0,0.36,,70743000.0,111056000.0,112529000.0,-1473000.0,111056000.0,,16848529000.0,17338377000.0,,-429000.0,,,1029000.0,272026000.0,16848529000.0,489848000.0,14183000.0,,291964000.0,197884000.0,-14612000.0,183272000.0,17338377000.0,308500000.0,308594000.0,310178000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2010.0,Q4,2010-07-01,2010-09-30,,2091000.0,0.5,0.5,0.08,18372000.0,0.5,2500000.0,81897000.0,141228000.0,134282000.0,6946000.0,141228000.0,,18976612000.0,19537854000.0,,-2339000.0,,,,301815000.0,18976612000.0,561242000.0,17946000.0,,324778000.0,236464000.0,-20285000.0,216179000.0,19537854000.0,281700000.0,282258000.0,287246000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2010.0,FY,2009-10-01,2010-09-30,2012-11-27 15:39:56+00:00,14385000.0,2.26,2.26,,69187000.0,2.22,3200000.0,386360000.0,636748000.0,629802000.0,6946000.0,636748000.0,,75451410000.0,77776460000.0,,-3372000.0,,,-4482000.0,1150833000.0,75451410000.0,2325050000.0,72393000.0,,1233123000.0,1091927000.0,-75765000.0,1016162000.0,77776460000.0,281700000.0,282258000.0,287246000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2010.0,Q3,2010-04-01,2010-06-30,2011-08-08 15:00:52+00:00,4069000.0,0.58,0.58,0.08,17556000.0,0.57,0.0,100260000.0,163205000.0,163205000.0,,163205000.0,,19013750000.0,19602120000.0,,-488000.0,,,-4397000.0,289288000.0,19013750000.0,588370000.0,17901000.0,,306516000.0,281854000.0,-18389000.0,263465000.0,19602120000.0,281400000.0,281195000.0,286693000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2010.0,Q3YTD,2009-10-01,2010-06-30,,12294000.0,1.76,1.76,0.24,50815000.0,1.76,700000.0,304463000.0,495520000.0,495520000.0,,495520000.0,,56474798000.0,58238606000.0,,-1033000.0,,,-4482000.0,849018000.0,56474798000.0,1763808000.0,54447000.0,,908345000.0,855463000.0,-55480000.0,799983000.0,58238606000.0,281400000.0,281195000.0,286693000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2010.0,Q3TTM,2009-07-01,2010-06-30,,16291000.0,2.23,2.23,0.3,67694000.0,2.23,2272000.0,383728000.0,625667000.0,625667000.0,,625667000.0,,74652328000.0,76954669000.0,,-1282000.0,,,-4580000.0,1140589000.0,74652328000.0,2302341000.0,69398000.0,,1222266000.0,1080075000.0,-70680000.0,1009395000.0,76954669000.0,281400000.0,281195000.0,286693000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2010.0,Q2,2010-01-01,2010-03-31,2011-05-06 12:50:11+00:00,4086000.0,0.64,0.64,0.08,16601000.0,0.63,700000.0,110672000.0,181008000.0,181008000.0,,181008000.0,,18688559000.0,19300627000.0,,-268000.0,,,-37000.0,279491000.0,18688559000.0,612068000.0,19279000.0,,300841000.0,311227000.0,-19547000.0,291680000.0,19300627000.0,282800000.0,281926000.0,287162000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2010.0,Q2YTD,2009-10-01,2010-03-31,,8225000.0,1.18,1.18,0.16,33259000.0,1.18,700000.0,204203000.0,332315000.0,332315000.0,,332315000.0,,37461048000.0,38636486000.0,,-545000.0,,,-85000.0,559730000.0,37461048000.0,1175438000.0,36546000.0,,601829000.0,573609000.0,-37091000.0,536518000.0,38636486000.0,282800000.0,281926000.0,287162000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2010.0,Q2TTM,2009-04-01,2010-03-31,,15962000.0,2.06,2.06,0.28,66087000.0,2.06,11172000.0,356483000.0,581269000.0,587596000.0,-6327000.0,581269000.0,,73513254000.0,75746448000.0,,-980000.0,,,30000.0,1128735000.0,73513254000.0,2233194000.0,66149000.0,,1221986000.0,1011208000.0,-67129000.0,944079000.0,75746448000.0,282800000.0,281926000.0,287162000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2010.0,Q1,2009-10-01,2009-12-31,2011-02-08 11:12:01+00:00,4139000.0,0.53,0.53,0.08,16658000.0,0.52,0.0,93531000.0,151307000.0,151307000.0,,151307000.0,,18772489000.0,19335859000.0,,-277000.0,,,-48000.0,280239000.0,18772489000.0,563370000.0,17267000.0,,300988000.0,262382000.0,-17544000.0,244838000.0,19335859000.0,285500000.0,286955000.0,291287000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2010.0,Q1TTM,2009-01-01,2009-12-31,,15703000.0,1.89,1.89,0.24,65093000.0,1.89,11772000.0,335010000.0,543648000.0,550630000.0,-6982000.0,543648000.0,,71583875000.0,73757472000.0,,-1216000.0,,,4329000.0,1128453000.0,71583875000.0,2173597000.0,61391000.0,,1225350000.0,948247000.0,-62607000.0,885640000.0,73757472000.0,285500000.0,286955000.0,291287000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2011.0,FY,2010-10-01,2011-09-30,2012-11-27 15:39:56+00:00,14576000.0,2.59,2.59,,90906000.0,2.54,6506000.0,418802000.0,706624000.0,695932000.0,10692000.0,706624000.0,,77502249000.0,80003844000.0,,4617000.0,,,23567000.0,1179234000.0,77502249000.0,2501595000.0,76689000.0,,1314789000.0,1186806000.0,-72072000.0,1114734000.0,80003844000.0,272800000.0,272471000.0,277717000.0
