company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othergains,otherincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2011.0,Q4,2011-07-01,2011-09-30,,2330000.0,0.56,0.56,-0.32,24148000.0,0.54,6506000.0,73986000.0,147324000.0,136632000.0,10692000.0,147324000.0,,19613510000.0,20193956000.0,,2870000.0,,,23567000.0,296263000.0,19613510000.0,580446000.0,38489000.0,18605000.0,352814000.0,227632000.0,-17014000.0,210618000.0,20193956000.0,272800000.0,272471000.0,277717000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2011.0,Q3,2011-04-01,2011-06-30,2012-08-09 11:09:20+00:00,4038000.0,0.67,0.67,0.115,23578000.0,0.66,0.0,114073000.0,184419000.0,184419000.0,,184419000.0,,19507441000.0,20161022000.0,,-62000.0,,,0.0,308806000.0,19507441000.0,653581000.0,,-18605000.0,336422000.0,317159000.0,-18667000.0,298492000.0,20161022000.0,275300000.0,273492000.0,279015000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2011.0,Q3YTD,2010-10-01,2011-06-30,,12246000.0,2.05,2.05,0.32,66758000.0,2.05,,344816000.0,559300000.0,559300000.0,,559300000.0,,57888739000.0,59809888000.0,,1747000.0,,,,882971000.0,57888739000.0,1921149000.0,38200000.0,-18605000.0,961975000.0,959174000.0,-55058000.0,904116000.0,59809888000.0,275300000.0,273492000.0,279015000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2011.0,Q3TTM,2010-07-01,2011-06-30,,14337000.0,2.56,2.56,0.4,85130000.0,2.56,2500000.0,426713000.0,700528000.0,693582000.0,6946000.0,700528000.0,,76865351000.0,79347742000.0,,-592000.0,,,,1184786000.0,76865351000.0,2482391000.0,56146000.0,-18605000.0,1286753000.0,1195638000.0,-75343000.0,1120295000.0,79347742000.0,275300000.0,273492000.0,279015000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2011.0,Q2,2011-01-01,2011-03-31,2012-05-10 13:04:47+00:00,4079000.0,0.78,0.78,0.1,21876000.0,0.77,0.0,131954000.0,214381000.0,214381000.0,,214381000.0,,19072921000.0,19760257000.0,,142000.0,,,0.0,296132000.0,19072921000.0,687336000.0,19056000.0,,322087000.0,365249000.0,-18914000.0,346335000.0,19760257000.0,274800000.0,274319000.0,279766000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2011.0,Q2YTD,2010-10-01,2011-03-31,,8208000.0,1.37,1.37,0.2,43180000.0,1.37,,230743000.0,374881000.0,374881000.0,,374881000.0,,38381298000.0,39648866000.0,,1809000.0,,,,574165000.0,38381298000.0,1267568000.0,38200000.0,,625553000.0,642015000.0,-36391000.0,605624000.0,39648866000.0,274800000.0,274319000.0,279766000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2011.0,Q2TTM,2010-04-01,2011-03-31,,14368000.0,2.48,2.48,0.37,79108000.0,2.48,2500000.0,412900000.0,679314000.0,672368000.0,6946000.0,679314000.0,,76371660000.0,78788840000.0,,-1018000.0,,,-4397000.0,1165268000.0,76371660000.0,2417180000.0,74047000.0,,1256847000.0,1160333000.0,-75065000.0,1085268000.0,78788840000.0,274800000.0,274319000.0,279766000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2011.0,Q1,2010-10-01,2010-12-31,2012-02-07 10:05:17+00:00,4129000.0,0.58,0.58,0.1,21304000.0,0.57,0.0,98789000.0,160500000.0,160500000.0,,160500000.0,,19308377000.0,19888609000.0,,1667000.0,,,0.0,278033000.0,19308377000.0,580232000.0,19144000.0,,303466000.0,276766000.0,-17477000.0,259289000.0,19888609000.0,276700000.0,275605000.0,280693000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2011.0,Q1TTM,2010-01-01,2010-12-31,,14375000.0,2.34,2.34,0.35,73833000.0,2.34,3200000.0,391618000.0,645941000.0,638995000.0,6946000.0,645941000.0,,75987298000.0,78329210000.0,,-1428000.0,,,-4434000.0,1148627000.0,75987298000.0,2341912000.0,74270000.0,,1235601000.0,1106311000.0,-75698000.0,1030613000.0,78329210000.0,276700000.0,275605000.0,280693000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2012.0,Q4,2012-07-01,2012-09-30,,5520000.0,0.67,0.67,0.13,29272000.0,0.66,,109429000.0,163494000.0,200990000.0,-37496000.0,163494000.0,,17609251000.0,18291129000.0,,910000.0,,,26710000.0,288935000.0,17609251000.0,681878000.0,92569000.0,70637000.0,350437000.0,331441000.0,-21022000.0,310419000.0,18291129000.0,253200000.0,252906000.0,256903000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2012.0,FY,2011-10-01,2012-09-30,2014-11-25 15:09:38+00:00,21547000.0,2.84,2.84,0.52,112828000.0,2.8,,455512000.0,718986000.0,761361000.0,-42375000.0,718986000.0,,75446120000.0,78080806000.0,,5827000.0,,,44140000.0,1152556000.0,75446120000.0,2634686000.0,92569000.0,,1331071000.0,1303615000.0,-86742000.0,1216873000.0,78080806000.0,253200000.0,252906000.0,256903000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2012.0,Q3,2012-04-01,2012-06-30,2012-08-09 11:09:20+00:00,6934000.0,0.72,0.72,0.13,31370000.0,0.71,0.0,112523000.0,181271000.0,181271000.0,,181271000.0,,19080234000.0,19769384000.0,0.0,4785000.0,,,4844000.0,332307000.0,19080234000.0,689150000.0,,-24686000.0,375455000.0,313695000.0,-19901000.0,293794000.0,19769384000.0,251800000.0,252116000.0,255725000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2012.0,Q3YTD,2011-10-01,2012-06-30,,16027000.0,2.17,2.17,0.39,83556000.0,2.14,,346083000.0,555492000.0,560371000.0,-4879000.0,555492000.0,,57836869000.0,59789677000.0,,4917000.0,,,17430000.0,863621000.0,57836869000.0,1952808000.0,,-70637000.0,980634000.0,972174000.0,-65720000.0,906454000.0,59789677000.0,251800000.0,252116000.0,255725000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2012.0,Q3TTM,2011-07-01,2012-06-30,,18357000.0,2.73,2.73,0.08,107704000.0,2.68,6506000.0,420069000.0,702816000.0,697003000.0,5813000.0,702816000.0,,77450379000.0,79983633000.0,,7787000.0,,,40997000.0,1159884000.0,77450379000.0,2533254000.0,38489000.0,-52032000.0,1333448000.0,1199806000.0,-82734000.0,1117072000.0,79983633000.0,251800000.0,252116000.0,255725000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2012.0,Q2YTD,2011-10-01,2012-03-31,,9093000.0,1.45,1.45,0.26,52186000.0,1.43,,233560000.0,374221000.0,379100000.0,-4879000.0,374221000.0,,38756635000.0,40020293000.0,,132000.0,,,12586000.0,531314000.0,38756635000.0,1263658000.0,,-45951000.0,605179000.0,658479000.0,-45819000.0,612660000.0,40020293000.0,258700000.0,258162000.0,262363000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2012.0,Q2TTM,2011-04-01,2012-03-31,,15461000.0,2.73,2.73,0.5,99912000.0,2.73,6506000.0,421619000.0,705964000.0,700151000.0,5813000.0,705964000.0,,77877586000.0,80375271000.0,,2940000.0,,,36153000.0,1136383000.0,77877586000.0,2497685000.0,38489000.0,-45951000.0,1294415000.0,1203270000.0,-81500000.0,1121770000.0,80375271000.0,258700000.0,258162000.0,262363000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2012.0,Q2,2012-01-01,2012-03-31,2013-05-09 10:50:21+00:00,4630000.0,0.82,0.82,0.13,26603000.0,0.81,,134673000.0,212105000.0,219143000.0,-7038000.0,212105000.0,,19028630000.0,19708371000.0,,131000.0,,,9027000.0,262421000.0,19028630000.0,679741000.0,,-23375000.0,302681000.0,377060000.0,-23244000.0,353816000.0,19708371000.0,258700000.0,258162000.0,262363000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2012.0,Q1TTM,2011-01-01,2011-12-31,,14910000.0,2.74,2.74,0.48,95185000.0,2.74,6506000.0,418900000.0,708240000.0,695389000.0,12851000.0,708240000.0,,77921877000.0,80427157000.0,,2951000.0,,,27126000.0,1170094000.0,77921877000.0,2505280000.0,57545000.0,-22576000.0,1313821000.0,1191459000.0,-77170000.0,1114289000.0,80427157000.0,257300000.0,258461000.0,263084000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2012.0,Q1,2011-10-01,2011-12-31,2013-02-08 10:55:09+00:00,4463000.0,0.63,0.63,0.13,25583000.0,0.62,,98887000.0,162116000.0,159957000.0,2159000.0,162116000.0,,19728005000.0,20311922000.0,,1000.0,,,3559000.0,268893000.0,19728005000.0,583917000.0,,-22576000.0,302498000.0,281419000.0,-22575000.0,258844000.0,20311922000.0,257300000.0,258461000.0,263084000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2013.0,Q4,2013-07-01,2013-09-30,,6786000.0,0.22,0.22,0.21,33871000.0,0.23,,46122000.0,51023000.0,62957000.0,-11934000.0,51023000.0,,23506081000.0,24062537000.0,,1207000.0,,,2159000.0,387269000.0,23506081000.0,556456000.0,73897000.0,55398000.0,430085000.0,126371000.0,-17292000.0,109079000.0,24062537000.0,230695000.0,231067000.0,235345000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2013.0,FY,2012-10-01,2013-09-30,2014-11-25 15:09:38+00:00,27139000.0,1.88,1.88,0.84,135047000.0,1.84,,331023000.0,433707000.0,493435000.0,-59728000.0,433707000.0,,85451348000.0,87959167000.0,,-44000.0,,,23467000.0,1423767000.0,85451348000.0,2507819000.0,73897000.0,,1609420000.0,898399000.0,-73941000.0,824458000.0,87959167000.0,230695000.0,231067000.0,235345000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2013.0,Q3,2013-04-01,2013-06-30,2013-08-07 14:26:13+00:00,6743000.0,0.73,0.73,0.21,34395000.0,0.71,,51821000.0,168439000.0,64110000.0,104329000.0,168439000.0,,21344198000.0,21906648000.0,,-525000.0,,,19678000.0,366988000.0,21344198000.0,562450000.0,,-18190000.0,427804000.0,134646000.0,-18715000.0,115931000.0,21906648000.0,230700000.0,231002000.0,235669000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2013.0,Q3YTD,2012-10-01,2013-06-30,,20353000.0,1.66,1.66,0.63,101176000.0,1.61,,284901000.0,382684000.0,430478000.0,-47794000.0,382684000.0,,61945267000.0,63896630000.0,,-1251000.0,,,21308000.0,1036498000.0,61945267000.0,1951363000.0,,-55398000.0,1179335000.0,772028000.0,-56649000.0,715379000.0,63896630000.0,230700000.0,231002000.0,235669000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2013.0,Q3TTM,2012-07-01,2013-06-30,,25873000.0,2.33,2.33,0.76,130448000.0,2.27,,394330000.0,546178000.0,631468000.0,-85290000.0,546178000.0,,79554518000.0,82187759000.0,,-341000.0,,,48018000.0,1325433000.0,79554518000.0,2633241000.0,92569000.0,15239000.0,1529772000.0,1103469000.0,-77671000.0,1025798000.0,82187759000.0,230700000.0,231002000.0,235669000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2013.0,Q2,2013-01-01,2013-03-31,2013-05-09 10:50:21+00:00,6799000.0,0.2,0.2,0.21,33069000.0,0.19,,126721000.0,45634000.0,204143000.0,-158509000.0,45634000.0,,19806679000.0,20523668000.0,,-749000.0,,,-299000.0,327297000.0,19806679000.0,716989000.0,,-18510000.0,366866000.0,350123000.0,-19259000.0,330864000.0,20523668000.0,228200000.0,230422000.0,234587000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2013.0,Q2YTD,2012-10-01,2013-03-31,,13610000.0,0.93,0.93,0.42,66781000.0,0.9,,233080000.0,214245000.0,366368000.0,-152123000.0,214245000.0,,40601069000.0,41989982000.0,,-726000.0,,,1630000.0,669510000.0,40601069000.0,1388913000.0,,-37208000.0,751531000.0,637382000.0,-37934000.0,599448000.0,41989982000.0,228200000.0,230422000.0,234587000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2013.0,Q2TTM,2012-04-01,2013-03-31,,26064000.0,2.32,2.32,0.68,127423000.0,2.27,,455032000.0,559010000.0,748629000.0,-189619000.0,559010000.0,,77290554000.0,80050495000.0,,4969000.0,,,33184000.0,1290752000.0,77290554000.0,2759941000.0,92569000.0,8743000.0,1477423000.0,1282518000.0,-78857000.0,1203661000.0,80050495000.0,228200000.0,230422000.0,234587000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2013.0,Q1,2012-10-01,2012-12-31,2013-02-08 10:55:09+00:00,6811000.0,0.73,0.73,0.21,33712000.0,0.71,,106359000.0,168611000.0,162225000.0,6386000.0,168611000.0,,20794390000.0,21466314000.0,,23000.0,,,1929000.0,342213000.0,20794390000.0,671924000.0,,-18698000.0,384665000.0,287259000.0,-18675000.0,268584000.0,21466314000.0,231000000.0,232361000.0,235992000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2013.0,Q1TTM,2012-01-01,2012-12-31,,23895000.0,2.94,2.94,0.6,120957000.0,2.89,,462984000.0,725481000.0,763629000.0,-38148000.0,725481000.0,,76512505000.0,79235198000.0,,5849000.0,,,42510000.0,1225876000.0,76512505000.0,2722693000.0,92569000.0,3878000.0,1413238000.0,1309455000.0,-82842000.0,1226613000.0,79235198000.0,231000000.0,232361000.0,235992000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2014.0,FY,2013-10-01,2014-09-30,2016-11-22 15:31:09+00:00,25962000.0,1.22,1.21,0.94,162718000.0,1.16,,388087000.0,274230000.0,281776000.0,-7546000.0,274230000.0,,116586761000.0,119569127000.0,,4360000.0,422739000.0,0.0,8192000.0,1580664000.0,116586761000.0,2982366000.0,32954000.0,-83634000.0,2200275000.0,782091000.0,-112228000.0,669863000.0,119569127000.0,224800000.0,227367000.0,235405000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2014.0,Q4,2014-07-01,2014-09-30,,6351000.0,0.32,0.31,0.24,46551000.0,0.29,,119165000.0,65548000.0,65548000.0,,65548000.0,,30716164000.0,31588708000.0,,-1332000.0,277699000.0,,781000.0,330692000.0,30716164000.0,872544000.0,,-24425000.0,662074000.0,210470000.0,-25757000.0,184713000.0,31588708000.0,224800000.0,227367000.0,235405000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2014.0,Q3YTD,2013-10-01,2014-06-30,,19611000.0,0.9,0.9,0.71,116167000.0,0.87,,268922000.0,208682000.0,216228000.0,-7546000.0,208682000.0,,85870597000.0,87980419000.0,,5692000.0,145040000.0,,7411000.0,1249972000.0,85870597000.0,2109822000.0,32954000.0,-59209000.0,1538201000.0,571621000.0,-86471000.0,485150000.0,87980419000.0,213000000.0,225727000.0,225727000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2014.0,Q3TTM,2013-07-01,2014-06-30,,26397000.0,1.12,1.12,0.92,150038000.0,1.1,,315044000.0,259705000.0,279185000.0,-19480000.0,259705000.0,,109376678000.0,112042956000.0,,6899000.0,145040000.0,,9570000.0,1637241000.0,109376678000.0,2666278000.0,106851000.0,-3811000.0,1968286000.0,697992000.0,-103763000.0,594229000.0,112042956000.0,213000000.0,225727000.0,225727000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2014.0,Q3,2014-04-01,2014-06-30,2015-08-06 16:09:12+00:00,6454000.0,-0.06,-0.06,0.235,40880000.0,-0.06,,71112000.0,-12780000.0,-12780000.0,,-12780000.0,,29656150000.0,30348154000.0,,1312000.0,145040000.0,,1142000.0,387611000.0,29656150000.0,692004000.0,32954000.0,-20903000.0,581127000.0,110877000.0,-52545000.0,58332000.0,30348154000.0,213000000.0,225727000.0,225727000.0
