company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2007.0,FY,2006-10-01,2007-09-30,2009-11-25 11:53:09+00:00,-86266000.0,21117000.0,76680000.0,0.0,557977000.0,847767000.0,-1154531000.0,-583841000.0,1207715000.0,0.0,-90596000.0,189000.0,-1154531000.0,-674437000.0,1207904000.0,-621064000.0,469167000.0,474803000.0,-5636000.0,77138000.0,94620000.0,,,-37249000.0,-7745672000.0,-111278000.0,-625284000.0,-1434385000.0,7346093000.0,13282000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2008.0,FY,2007-10-01,2008-09-30,2009-11-25 11:53:09+00:00,-169230000.0,20643000.0,75239000.0,0.0,94621000.0,5956027000.0,-662417000.0,165778000.0,719624000.0,-163000.0,-2357000.0,17445000.0,-662580000.0,163421000.0,737069000.0,237910000.0,250559000.0,469064000.0,-218505000.0,58169000.0,84394000.0,,,-48674000.0,-909105000.0,-137309000.0,-5974480000.0,-679684000.0,1376524000.0,4898000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2008.0,Q4,2008-07-01,2008-09-30,,-7010000.0,4945000.0,17323000.0,,337930000.0,511772000.0,-156603000.0,-61393000.0,505051000.0,-6000.0,-1084000.0,9063000.0,-156609000.0,-62477000.0,514114000.0,295028000.0,114907000.0,115062000.0,-155000.0,27903000.0,12174000.0,,,-11926000.0,,-56688000.0,-542614000.0,-126009000.0,,2305000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2008.0,Q3YTD,2007-10-01,2008-06-30,2009-08-06 10:14:17+00:00,-162220000.0,15698000.0,57916000.0,0.0,-243309000.0,5444255000.0,-505814000.0,227171000.0,214573000.0,-157000.0,-1273000.0,8382000.0,-505971000.0,225898000.0,222955000.0,-57118000.0,135652000.0,354002000.0,-218350000.0,30266000.0,72220000.0,,,-36748000.0,-909105000.0,-80621000.0,-5431866000.0,-553675000.0,1376524000.0,2593000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2009.0,FY,2008-10-01,2009-09-30,2010-11-23 13:41:11+00:00,-13422000.0,19704000.0,74612000.0,,109511000.0,2153527000.0,-504160000.0,-147211000.0,790996000.0,,-1138000.0,-7233000.0,-504160000.0,-148349000.0,783763000.0,131254000.0,503397000.0,511852000.0,,75317000.0,22066000.0,11940000.0,,-62696000.0,,-145837000.0,-2166707000.0,-450350000.0,,108000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2009.0,Q4,2009-07-01,2009-09-30,,,5157000.0,19765000.0,-14936000.0,177958000.0,245421000.0,-210324000.0,-46536000.0,353304000.0,,,,-210324000.0,-46536000.0,353304000.0,96444000.0,130147000.0,130147000.0,8455000.0,20277000.0,14271000.0,11908000.0,,-16772000.0,,-43616000.0,-276718000.0,-176526000.0,,108000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2009.0,Q3YTD,2008-10-01,2009-06-30,2010-08-03 12:10:44+00:00,-13422000.0,14547000.0,54847000.0,14936000.0,-68447000.0,1908106000.0,-293836000.0,-100675000.0,437692000.0,,-1138000.0,-7233000.0,-293836000.0,-101813000.0,430459000.0,34810000.0,373250000.0,381705000.0,-8455000.0,55040000.0,7795000.0,32000.0,,-45924000.0,,-102221000.0,-1889989000.0,-273824000.0,,
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2009.0,Q3TTM,2008-07-01,2009-06-30,,-20432000.0,19492000.0,72170000.0,14936000.0,269483000.0,2419878000.0,-450439000.0,-162068000.0,942743000.0,-6000.0,-2222000.0,1830000.0,-450445000.0,-164290000.0,944573000.0,329838000.0,488157000.0,496767000.0,-8610000.0,82943000.0,19969000.0,32000.0,,-57850000.0,,-158909000.0,-2432603000.0,-399833000.0,,2305000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2009.0,Q3,2009-04-01,2009-06-30,,-13422000.0,4835000.0,18716000.0,,230691000.0,303448000.0,-93422000.0,-47024000.0,404368000.0,,,-6327000.0,-93422000.0,-47024000.0,398041000.0,257595000.0,118807000.0,125134000.0,-6327000.0,24992000.0,3380000.0,32000.0,,-15126000.0,,-33634000.0,-291179000.0,-93945000.0,,
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2009.0,Q2,2009-01-01,2009-03-31,,,4869000.0,18318000.0,,152433000.0,1264662000.0,-126129000.0,-26243000.0,337439000.0,,,-655000.0,-126129000.0,-26243000.0,336784000.0,184412000.0,143387000.0,144042000.0,-655000.0,17777000.0,3084000.0,,,-15227000.0,,-26243000.0,-1287121000.0,-91527000.0,,
