company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2008.0,FY,,2008-09-30,2009-08-06 10:14:17+00:00,7326580000.0,3480267000.0,270823000.0,381042000.0,-16490000.0,,878114000.0,,3694429000.0,,550708000.0,2875366000.0,933201000.0,,1187412000.0,,4211775000.0,552159000.0,,,,55914000.0,43691000.0,17759000.0,120500000.0,152740000.0,,2479078000.0,1719000.0,12217786000.0,2710045000.0,8669761000.0,8167589000.0,2710045000.0,2710045000.0,9507741000.0,12217786000.0,2995866000.0,1340152000.0,-3446972000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2009.0,FY,,2009-09-30,2010-11-23 13:41:11+00:00,8517162000.0,3916509000.0,315657000.0,403885000.0,-46096000.0,,1009368000.0,,3742664000.0,,645723000.0,2859064000.0,1023123000.0,,1176933000.0,,4972820000.0,619238000.0,,,,55056000.0,,,140685000.0,199728000.0,,2919760000.0,1068000.0,13572740000.0,2716469000.0,9953753000.0,9479610000.0,2716469000.0,2716469000.0,10856271000.0,13572740000.0,2999749000.0,1376661000.0,-3899859000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2009.0,Q3,,2009-06-30,2009-08-06 10:14:17+00:00,7700516000.0,3746643000.0,289732000.0,415515000.0,-20983000.0,,912924000.0,,3722192000.0,,596016000.0,2855763000.0,1010560000.0,,1190225000.0,,4424228000.0,595045000.0,,,,54585000.0,0.0,0.0,146563000.0,174234000.0,,2806404000.0,710000.0,12735751000.0,2784318000.0,9138380000.0,8586974000.0,2784318000.0,2784318000.0,9951433000.0,12735751000.0,3002326000.0,1364459000.0,-3723295000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2010.0,FY,,2010-09-30,2011-11-22 16:32:10+00:00,8833285000.0,3827484000.0,369016000.0,473729000.0,-42536000.0,,1658182000.0,,3904279000.0,,703621000.0,2845343000.0,1185441000.0,,1343158000.0,0.0,5210098000.0,711712000.0,,,,52586000.0,,,129438000.0,231044000.0,,3465886000.0,422000.0,14434843000.0,2954297000.0,10748350000.0,9906344000.0,2954297000.0,2954297000.0,11480546000.0,14434843000.0,2974781000.0,1574202000.0,-4373332000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2010.0,Q3,,2010-06-30,2010-08-03 12:10:44+00:00,8452112000.0,3887827000.0,331067000.0,454051000.0,-50159000.0,,1310716000.0,,3887613000.0,,703019000.0,2846301000.0,1142235000.0,,1359681000.0,,5096601000.0,688184000.0,,,,42859000.0,,,131297000.0,226226000.0,,3346975000.0,489000.0,14003785000.0,2931191000.0,10338003000.0,9486687000.0,2931191000.0,2931191000.0,11072594000.0,14003785000.0,2977598000.0,1585907000.0,-4253238000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2010.0,Q2,,2010-03-31,2010-05-07 14:53:43+00:00,8434934000.0,3948478000.0,312169000.0,435965000.0,-38293000.0,,1199872000.0,,3822068000.0,,678792000.0,2854637000.0,1101766000.0,,1358505000.0,,4980895000.0,665801000.0,,,,37785000.0,,,134820000.0,205463000.0,,3206322000.0,503000.0,13822288000.0,2831922000.0,10167030000.0,9426398000.0,2831922000.0,2831922000.0,10990366000.0,13822288000.0,2989457000.0,1563968000.0,-4158175000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2010.0,Q1,,2009-12-31,2010-02-05 14:55:07+00:00,8225557000.0,3540919000.0,355830000.0,416109000.0,-42818000.0,,979567000.0,,3780256000.0,,661468000.0,2857242000.0,1058018000.0,,1375256000.0,,5361851000.0,641909000.0,,,,33794000.0,,,140989000.0,196706000.0,,3047918000.0,593000.0,13556271000.0,2740861000.0,9916131000.0,9243448000.0,2740861000.0,2740861000.0,10815410000.0,13556271000.0,2998231000.0,1571962000.0,-4044495000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2011.0,FY,,2011-09-30,2012-11-27 15:39:56+00:00,9191428000.0,3793850000.0,410491000.0,485256000.0,-50868000.0,,1825990000.0,,4087943000.0,,838718000.0,2805720000.0,1158118000.0,,972863000.0,,5443101000.0,672862000.0,,,,86663000.0,225437000.0,42538000.0,129048000.0,267686000.0,,4055664000.0,392089000.0,14982671000.0,2866858000.0,11375041000.0,10875264000.0,2866858000.0,2866858000.0,12115813000.0,14982671000.0,2934768000.0,1240549000.0,-5225881000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2011.0,Q3,,2011-06-30,2011-08-08 15:00:52+00:00,8893332000.0,3907112000.0,332426000.0,542115000.0,-22488000.0,,2000453000.0,,4063899000.0,,781852000.0,2843931000.0,1304103000.0,,1361889000.0,0.0,5157796000.0,761988000.0,,,,55944000.0,,,128505000.0,282975000.0,,3939044000.0,175000.0,14855729000.0,3203080000.0,11121305000.0,10007785000.0,3203080000.0,3203080000.0,11652649000.0,14855729000.0,2972436000.0,1644864000.0,-4777375000.0
AmerisourceBergen Corp,ABC,AI8GXW8LG5WK7E9UD086,1140859,2011.0,Q2,,2011-03-31,2011-05-06 12:50:11+00:00,8909481000.0,3802240000.0,300683000.0,516823000.0,-26707000.0,,1912436000.0,,4005652000.0,,739730000.0,2846206000.0,1271978000.0,,1342581000.0,0.0,5195946000.0,755155000.0,,,,45624000.0,,,123409000.0,255233000.0,,3786274000.0,278000.0,14681016000.0,3133030000.0,10956246000.0,9950172000.0,3133030000.0,3133030000.0,11547986000.0,14681016000.0,2969615000.0,1597814000.0,-4632189000.0
