company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,assetretirementandlitigationobligation,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Newmont Mining Corp,NEM,549300VSP3RIX7FGDZ51,1164727,2008.0,FY,,2008-12-31,2010-02-25 06:06:09+00:00,411000000.0,318000000.0,-253000000.0,,,435000000.0,,7540000000.0,284000000.0,61000000.0,170000000.0,,3072000000.0,655000000.0,797000000.0,10128000000.0,1370000000.0,1039000000.0,1051000000.0,379000000.0,455000000.0,770000000.0,,,1531000000.0,951000000.0,73000000.0,36000000.0,,4000000.0,165000000.0,12000000.0,15727000000.0,7291000000.0,2301000000.0,1577000000.0,7291000000.0,8661000000.0,7066000000.0,15727000000.0,3298000000.0,5489000000.0,
Newmont Mining Corp,NEM,549300VSP3RIX7FGDZ51,1164727,2009.0,FY,,2009-12-31,2011-02-23 20:54:35+00:00,396000000.0,540000000.0,626000000.0,,,3215000000.0,,8928000000.0,215000000.0,200000000.0,250000000.0,,4652000000.0,1186000000.0,896000000.0,12370000000.0,1910000000.0,937000000.0,1341000000.0,381000000.0,900000000.0,1317000000.0,,,1984000000.0,992000000.0,,,,1149000000.0,157000000.0,56000000.0,22299000000.0,10703000000.0,5822000000.0,2320000000.0,10703000000.0,12613000000.0,9686000000.0,22299000000.0,4107000000.0,7366000000.0,
Newmont Mining Corp,NEM,549300VSP3RIX7FGDZ51,1164727,2009.0,Q3,,2009-09-30,2009-10-28 17:51:58+00:00,338000000.0,394000000.0,454000000.0,,,3022000000.0,,8828000000.0,189000000.0,211000000.0,201000000.0,188000000.0,4698000000.0,1069000000.0,833000000.0,12150000000.0,1746000000.0,999000000.0,1229000000.0,377000000.0,581000000.0,1226000000.0,,,1672000000.0,960000000.0,31000000.0,13000000.0,,641000000.0,225000000.0,19000000.0,21147000000.0,9923000000.0,5038000000.0,2201000000.0,9923000000.0,11669000000.0,9478000000.0,21147000000.0,3959000000.0,7277000000.0,
Newmont Mining Corp,NEM,549300VSP3RIX7FGDZ51,1164727,2009.0,Q2,,2009-06-30,2009-07-22 19:17:21+00:00,310000000.0,512000000.0,141000000.0,,,544000000.0,,8820000000.0,188000000.0,90000000.0,162000000.0,188000000.0,2810000000.0,902000000.0,799000000.0,11825000000.0,1491000000.0,1126000000.0,1237000000.0,404000000.0,395000000.0,1071000000.0,,,1544000000.0,998000000.0,69000000.0,54000000.0,,302000000.0,221000000.0,19000000.0,18111000000.0,9263000000.0,2457000000.0,1854000000.0,9263000000.0,10754000000.0,7357000000.0,18111000000.0,3829000000.0,5503000000.0,
Newmont Mining Corp,NEM,549300VSP3RIX7FGDZ51,1164727,2010.0,Q3,,2010-09-30,2010-11-01 19:54:49+00:00,396000000.0,582000000.0,768000000.0,,,3951000000.0,,9038000000.0,195000000.0,265000000.0,227000000.0,,4289000000.0,1278000000.0,1064000000.0,12532000000.0,2271000000.0,1086000000.0,1432000000.0,349000000.0,1218000000.0,1621000000.0,,,2424000000.0,989000000.0,,0.0,,2442000000.0,289000000.0,46000000.0,24376000000.0,12248000000.0,7056000000.0,2798000000.0,12248000000.0,14519000000.0,9857000000.0,24376000000.0,4788000000.0,7059000000.0,
Newmont Mining Corp,NEM,549300VSP3RIX7FGDZ51,1164727,2010.0,Q2,,2010-06-30,2010-07-27 20:45:31+00:00,366000000.0,464000000.0,526000000.0,,,3602000000.0,,9010000000.0,202000000.0,197000000.0,194000000.0,,4280000000.0,1146000000.0,1037000000.0,12399000000.0,2040000000.0,1083000000.0,1320000000.0,394000000.0,702000000.0,1143000000.0,,,2070000000.0,1025000000.0,,0.0,,1979000000.0,295000000.0,64000000.0,22769000000.0,11515000000.0,6071000000.0,2195000000.0,11515000000.0,13555000000.0,9214000000.0,22769000000.0,4299000000.0,7019000000.0,
Newmont Mining Corp,NEM,549300VSP3RIX7FGDZ51,1164727,2010.0,Q1,,2010-03-31,2010-04-27 06:04:01+00:00,356000000.0,601000000.0,743000000.0,,,3364000000.0,,8961000000.0,229000000.0,280000000.0,179000000.0,,4496000000.0,1232000000.0,971000000.0,12456000000.0,2055000000.0,1030000000.0,1370000000.0,395000000.0,723000000.0,1120000000.0,,,1966000000.0,966000000.0,,0.0,,1646000000.0,78000000.0,73000000.0,22645000000.0,11350000000.0,5961000000.0,2013000000.0,11350000000.0,13405000000.0,9240000000.0,22645000000.0,4228000000.0,7227000000.0,
Newmont Mining Corp,NEM,549300VSP3RIX7FGDZ51,1164727,2011.0,FY,,2011-12-31,2013-02-22 06:12:37+00:00,561000000.0,620000000.0,652000000.0,,,1760000000.0,0.0,9192000000.0,396000000.0,250000000.0,307000000.0,,3624000000.0,1472000000.0,1385000000.0,15881000000.0,2875000000.0,242000000.0,784000000.0,459000000.0,1133000000.0,2133000000.0,,,3128000000.0,1533000000.0,,,,3052000000.0,689000000.0,94000000.0,26111000000.0,12896000000.0,5388000000.0,3940000000.0,12896000000.0,15771000000.0,10340000000.0,26111000000.0,4842000000.0,6400000000.0,
Newmont Mining Corp,NEM,549300VSP3RIX7FGDZ51,1164727,2011.0,Q2,,2011-06-30,2011-07-28 20:37:33+00:00,490000000.0,553000000.0,1310000000.0,,,1855000000.0,,9110000000.0,308000000.0,184000000.0,229000000.0,,3771000000.0,1675000000.0,1367000000.0,16663000000.0,2665000000.0,1505000000.0,2735000000.0,353000000.0,1613000000.0,1998000000.0,,,2896000000.0,1346000000.0,,,,3908000000.0,539000000.0,203000000.0,28638000000.0,14328000000.0,5899000000.0,3440000000.0,14328000000.0,16993000000.0,11645000000.0,28638000000.0,6076000000.0,8205000000.0,
Newmont Mining Corp,NEM,549300VSP3RIX7FGDZ51,1164727,2011.0,Q1,,2011-03-31,2011-04-20 20:29:36+00:00,420000000.0,552000000.0,1389000000.0,,,4533000000.0,,9083000000.0,178000000.0,474000000.0,240000000.0,,3676000000.0,1779000000.0,1264000000.0,13074000000.0,2529000000.0,1456000000.0,1531000000.0,336000000.0,1228000000.0,1613000000.0,,,2661000000.0,1189000000.0,,,,3620000000.0,754000000.0,129000000.0,26854000000.0,14092000000.0,7884000000.0,3501000000.0,14092000000.0,16621000000.0,10233000000.0,26854000000.0,5896000000.0,6732000000.0,
Newmont Mining Corp,NEM,549300VSP3RIX7FGDZ51,1164727,2012.0,FY,,2012-12-31,2014-02-20 19:49:17+00:00,657000000.0,860000000.0,490000000.0,,,1561000000.0,0.0,9117000000.0,195000000.0,51000000.0,339000000.0,,6288000000.0,1446000000.0,1582000000.0,18010000000.0,3175000000.0,481000000.0,858000000.0,586000000.0,1661000000.0,2084000000.0,,,3768000000.0,1829000000.0,,,,4166000000.0,10000000.0,86000000.0,29650000000.0,13773000000.0,5945000000.0,3141000000.0,13773000000.0,16948000000.0,12702000000.0,29650000000.0,5695000000.0,9561000000.0,
Newmont Mining Corp,NEM,549300VSP3RIX7FGDZ51,1164727,2012.0,Q3,,2012-09-30,2012-11-01 17:15:44+00:00,612000000.0,784000000.0,595000000.0,,,1549000000.0,0.0,9093000000.0,251000000.0,87000000.0,320000000.0,,6099000000.0,1397000000.0,1562000000.0,17472000000.0,3161000000.0,1659000000.0,2186000000.0,479000000.0,1089000000.0,1527000000.0,,,3671000000.0,1672000000.0,,,,3667000000.0,25000000.0,89000000.0,29523000000.0,13355000000.0,5324000000.0,2571000000.0,13355000000.0,16516000000.0,13007000000.0,29523000000.0,6727000000.0,10436000000.0,
Newmont Mining Corp,NEM,549300VSP3RIX7FGDZ51,1164727,2012.0,Q2,,2012-06-30,2012-07-26 17:15:57+00:00,574000000.0,649000000.0,361000000.0,,,1897000000.0,0.0,9077000000.0,255000000.0,173000000.0,293000000.0,,6088000000.0,1185000000.0,1601000000.0,16936000000.0,3077000000.0,1686000000.0,2056000000.0,487000000.0,738000000.0,1287000000.0,,,3581000000.0,1673000000.0,,,,3474000000.0,40000000.0,132000000.0,28660000000.0,12912000000.0,5272000000.0,2367000000.0,12912000000.0,15989000000.0,12671000000.0,28660000000.0,6452000000.0,10304000000.0,
Newmont Mining Corp,NEM,549300VSP3RIX7FGDZ51,1164727,2013.0,FY,,2013-12-31,2015-02-19 21:44:44+00:00,478000000.0,482000000.0,-182000000.0,,,1555000000.0,0.0,9327000000.0,246000000.0,13000000.0,341000000.0,,6145000000.0,439000000.0,1522000000.0,14277000000.0,2916000000.0,1478000000.0,635000000.0,323000000.0,1006000000.0,1313000000.0,,,3524000000.0,1855000000.0,,,,848000000.0,595000000.0,78000000.0,24607000000.0,9993000000.0,4889000000.0,2740000000.0,9993000000.0,12909000000.0,11698000000.0,24607000000.0,5441000000.0,8958000000.0,
Newmont Mining Corp,NEM,549300VSP3RIX7FGDZ51,1164727,2013.0,Q3,,2013-09-30,2013-10-31 17:24:50+00:00,545000000.0,472000000.0,-56000000.0,,,1475000000.0,0.0,9228000000.0,213000000.0,98000000.0,316000000.0,,5949000000.0,540000000.0,1587000000.0,16322000000.0,3009000000.0,1038000000.0,758000000.0,384000000.0,1383000000.0,1712000000.0,,,3678000000.0,1908000000.0,,,,2361000000.0,587000000.0,91000000.0,26799000000.0,11533000000.0,5221000000.0,3258000000.0,11533000000.0,14542000000.0,12257000000.0,26799000000.0,5256000000.0,8999000000.0,
Newmont Mining Corp,NEM,549300VSP3RIX7FGDZ51,1164727,2013.0,Q2,,2013-06-30,2013-07-26 06:14:09+00:00,551000000.0,546000000.0,-71000000.0,,,1248000000.0,0.0,9220000000.0,215000000.0,60000000.0,261000000.0,,6726000000.0,485000000.0,1541000000.0,16244000000.0,3012000000.0,1188000000.0,806000000.0,598000000.0,844000000.0,1278000000.0,,,3537000000.0,1910000000.0,,,,2077000000.0,48000000.0,628000000.0,26476000000.0,11226000000.0,5022000000.0,2198000000.0,11226000000.0,14238000000.0,12238000000.0,26476000000.0,5210000000.0,10040000000.0,
Newmont Mining Corp,NEM,549300VSP3RIX7FGDZ51,1164727,2013.0,Q1,,2013-03-31,2013-04-29 19:34:12+00:00,590000000.0,765000000.0,429000000.0,,,1378000000.0,0.0,9195000000.0,297000000.0,109000000.0,290000000.0,,6379000000.0,1361000000.0,1802000000.0,18151000000.0,3231000000.0,473000000.0,862000000.0,598000000.0,1309000000.0,1653000000.0,,,3840000000.0,1835000000.0,,,,4270000000.0,10000000.0,75000000.0,29451000000.0,13894000000.0,5626000000.0,2652000000.0,13894000000.0,17125000000.0,12326000000.0,29451000000.0,5674000000.0,9674000000.0,
Newmont Mining Corp,NEM,549300VSP3RIX7FGDZ51,1164727,2014.0,FY,,2014-12-31,2015-10-28 17:46:11+00:00,406000000.0,476000000.0,-478000000.0,,,2403000000.0,0.0,9510000000.0,240000000.0,74000000.0,307000000.0,,6480000000.0,334000000.0,1366000000.0,13650000000.0,2815000000.0,1790000000.0,656000000.0,492000000.0,881000000.0,1245000000.0,,,3703000000.0,2001000000.0,,,,1242000000.0,166000000.0,73000000.0,24916000000.0,10274000000.0,5439000000.0,2198000000.0,10274000000.0,13089000000.0,11827000000.0,24916000000.0,5827000000.0,9629000000.0,
Newmont Mining Corp,NEM,549300VSP3RIX7FGDZ51,1164727,2014.0,Q3,,2014-09-30,2014-10-30 17:30:33+00:00,440000000.0,391000000.0,-310000000.0,,,1778000000.0,0.0,9452000000.0,323000000.0,30000000.0,252000000.0,,6630000000.0,323000000.0,1535000000.0,13901000000.0,2718000000.0,1760000000.0,734000000.0,318000000.0,1379000000.0,1646000000.0,,,3649000000.0,1829000000.0,,,,1239000000.0,143000000.0,82000000.0,25121000000.0,10381000000.0,5488000000.0,2511000000.0,10381000000.0,13099000000.0,12022000000.0,25121000000.0,5732000000.0,9511000000.0,
Newmont Mining Corp,NEM,549300VSP3RIX7FGDZ51,1164727,2014.0,Q2,,2014-06-30,2014-07-29 20:41:16+00:00,435000000.0,446000000.0,-242000000.0,,,1653000000.0,0.0,9434000000.0,287000000.0,52000000.0,232000000.0,,6673000000.0,347000000.0,1638000000.0,14043000000.0,2860000000.0,1611000000.0,730000000.0,345000000.0,1246000000.0,1421000000.0,,,3621000000.0,1885000000.0,,,,1039000000.0,112000000.0,84000000.0,24976000000.0,10231000000.0,5354000000.0,2252000000.0,10231000000.0,13091000000.0,11885000000.0,24976000000.0,5579000000.0,9633000000.0,
