company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,explorationexpense,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othercostofrevenue,othergains,otherincome,otheroperatingexpenses,otherspecialcharges,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Newmont Mining Corp,NEM,549300VSP3RIX7FGDZ51,1164727,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 06:06:09+00:00,-4.19,-4.19,0.4,685000000.0,-4.19,177000000.0,1132000000.0,190000000.0,-1485000000.0,-580000000.0,-905000000.0,-1895000000.0,410000000.0,2826000000.0,5465000000.0,,,,-1000000.0,100000000.0,558000000.0,,73000000.0,385000000.0,2826000000.0,2639000000.0,118000000.0,,3010000000.0,-371000000.0,-18000000.0,-389000000.0,5465000000.0,452300000.0,452300000.0,452300000.0
Newmont Mining Corp,NEM,549300VSP3RIX7FGDZ51,1164727,2008.0,FY,2008-01-01,2008-12-31,2011-02-23 20:54:35+00:00,1.83,1.83,0.4,738000000.0,1.83,213000000.0,137000000.0,142000000.0,1160000000.0,1147000000.0,13000000.0,831000000.0,329000000.0,3038000000.0,6124000000.0,,,,-5000000.0,123000000.0,142000000.0,,166000000.0,384000000.0,3038000000.0,3086000000.0,135000000.0,,1780000000.0,1306000000.0,-12000000.0,1294000000.0,6124000000.0,454000000.0,454000000.0,454000000.0
Newmont Mining Corp,NEM,549300VSP3RIX7FGDZ51,1164727,2008.0,Q3,2008-07-01,2008-09-30,2009-10-28 17:51:58+00:00,0.42,0.42,0.1,186000000.0,0.42,57000000.0,,6000000.0,222000000.0,215000000.0,7000000.0,191000000.0,31000000.0,780000000.0,1371000000.0,,,,-1000000.0,66000000.0,7000000.0,,44000000.0,106000000.0,780000000.0,591000000.0,35000000.0,,400000000.0,191000000.0,31000000.0,222000000.0,1371000000.0,454800000.0,454000000.0,455000000.0
Newmont Mining Corp,NEM,549300VSP3RIX7FGDZ51,1164727,2008.0,Q2,2008-04-01,2008-06-30,2009-07-22 19:17:21+00:00,0.6,0.6,0.1,183000000.0,0.59,58000000.0,,-42000000.0,339000000.0,337000000.0,2000000.0,271000000.0,68000000.0,749000000.0,1503000000.0,,,,0.0,19000000.0,8000000.0,,39000000.0,155000000.0,749000000.0,754000000.0,35000000.0,,443000000.0,311000000.0,-16000000.0,295000000.0,1503000000.0,451700000.0,454000000.0,456000000.0
Newmont Mining Corp,NEM,549300VSP3RIX7FGDZ51,1164727,2009.0,Q4,2009-10-01,2009-12-31,,-1.52,-1.52,-0.3,-566000000.0,-1.52,-147000000.0,,-494000000.0,-1228000000.0,-1242000000.0,23000000.0,-739000000.0,-489000000.0,-2200000000.0,-5187000000.0,-9000000.0,,,14000000.0,-20000000.0,-34000000.0,,-100000000.0,-368000000.0,-2200000000.0,-2987000000.0,-42000000.0,,-1215000000.0,-1772000000.0,22000000.0,-1750000000.0,-5187000000.0,,,
Newmont Mining Corp,NEM,549300VSP3RIX7FGDZ51,1164727,2009.0,Q3,2009-07-01,2009-09-30,2010-11-01 19:54:49+00:00,0.79,0.79,0.1,199000000.0,0.79,55000000.0,,253000000.0,645000000.0,645000000.0,0.0,388000000.0,257000000.0,765000000.0,2049000000.0,,,,-6000000.0,25000000.0,10000000.0,,27000000.0,104000000.0,765000000.0,1284000000.0,10000000.0,,395000000.0,889000000.0,15000000.0,904000000.0,2049000000.0,490000000.0,490000000.0,490000000.0
Newmont Mining Corp,NEM,549300VSP3RIX7FGDZ51,1164727,2009.0,Q3YTD,2009-01-01,2009-09-30,,1.52,1.52,0.3,566000000.0,1.52,147000000.0,,494000000.0,1228000000.0,1242000000.0,-23000000.0,739000000.0,489000000.0,2200000000.0,5187000000.0,9000000.0,,,-14000000.0,20000000.0,34000000.0,,100000000.0,368000000.0,2200000000.0,2987000000.0,42000000.0,,1215000000.0,1772000000.0,-22000000.0,1750000000.0,5187000000.0,490000000.0,490000000.0,490000000.0
Newmont Mining Corp,NEM,549300VSP3RIX7FGDZ51,1164727,2009.0,Q2,2009-04-01,2009-06-30,2010-07-27 20:45:31+00:00,0.33,0.33,0.1,176000000.0,0.33,51000000.0,,136000000.0,306000000.0,320000000.0,-23000000.0,162000000.0,144000000.0,696000000.0,1602000000.0,9000000.0,,,-3000000.0,-14000000.0,12000000.0,,42000000.0,152000000.0,696000000.0,906000000.0,,,433000000.0,473000000.0,-14000000.0,459000000.0,1602000000.0,490000000.0,490000000.0,490000000.0
Newmont Mining Corp,NEM,549300VSP3RIX7FGDZ51,1164727,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.73,0.73,0.2,367000000.0,0.73,92000000.0,,241000000.0,583000000.0,597000000.0,-23000000.0,351000000.0,232000000.0,1435000000.0,3138000000.0,9000000.0,,,-8000000.0,-5000000.0,24000000.0,,73000000.0,264000000.0,1435000000.0,1703000000.0,32000000.0,,820000000.0,883000000.0,-37000000.0,846000000.0,3138000000.0,490000000.0,490000000.0,490000000.0
Newmont Mining Corp,NEM,549300VSP3RIX7FGDZ51,1164727,2009.0,Q1,2009-01-01,2009-03-31,2010-04-27 06:04:01+00:00,0.4,0.4,0.1,191000000.0,0.4,41000000.0,,105000000.0,277000000.0,277000000.0,,189000000.0,88000000.0,739000000.0,1536000000.0,,,,-5000000.0,9000000.0,12000000.0,,31000000.0,112000000.0,739000000.0,797000000.0,32000000.0,,387000000.0,410000000.0,-23000000.0,387000000.0,1536000000.0,472500000.0,472500000.0,472500000.0
