company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,longtermdebt,netinventory,netppe,noncurrentdeferredtaxliabilities,othercurrentassets,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Linear Technology Corp,LLTC,,791907,2010.0,FY,,2010-06-27,2011-08-24 13:24:29+00:00,21235000.0,176874000.0,34238000.0,502638000.0,1974000.0,295854000.0,0.0,1331888000.0,33700000.0,38689000.0,19615000.0,80796000.0,,759673000.0,766960000.0,54044000.0,257035000.0,108665000.0,,69382000.0,92798000.0,36625000.0,-1294077000.0,392926000.0,662215000.0,1590718000.0,39785000.0,1264301000.0,582510000.0,39785000.0,39785000.0,1550933000.0,1590718000.0,69382000.0,968423000.0,0.0
Linear Technology Corp,LLTC,,791907,2011.0,FY,,2011-07-03,2012-08-28 19:00:45+00:00,11606000.0,169637000.0,28361000.0,539631000.0,1130000.0,270523000.0,0.0,1466098000.0,47587000.0,38331000.0,5255000.0,89997000.0,0.0,872600000.0,785732000.0,72195000.0,332969000.0,73024000.0,,14807000.0,46893000.0,43590000.0,-961617000.0,,652014000.0,1594066000.0,505611000.0,1246290000.0,182806000.0,505611000.0,505611000.0,1088455000.0,1594066000.0,14807000.0,905649000.0,0.0
Linear Technology Corp,LLTC,,791907,2011.0,Q3,,2011-04-03,2011-05-12 19:24:47+00:00,19679000.0,162422000.0,33667000.0,530147000.0,1101000.0,188152000.0,,1437539000.0,38629000.0,38103000.0,3563000.0,60118000.0,,854834000.0,780939000.0,70415000.0,324687000.0,103637000.0,46282000.0,60680000.0,78573000.0,,-1044355000.0,0.0,622349000.0,1513090000.0,394285000.0,1127723000.0,155656000.0,394285000.0,394285000.0,1118805000.0,1513090000.0,60680000.0,963149000.0,0.0
Linear Technology Corp,LLTC,,791907,2011.0,Q2,,2011-01-02,2011-02-10 18:38:02+00:00,40437000.0,180692000.0,21249000.0,521784000.0,1446000.0,203308000.0,,1403841000.0,38471000.0,38570000.0,4132000.0,94921000.0,,833610000.0,776212000.0,64382000.0,311826000.0,97301000.0,38162000.0,64402000.0,94670000.0,,-1126494000.0,0.0,544844000.0,1446186000.0,278793000.0,1069958000.0,199210000.0,278793000.0,278793000.0,1167393000.0,1446186000.0,64402000.0,968183000.0,0.0
Linear Technology Corp,LLTC,,791907,2011.0,Q1,,2010-09-26,2010-11-04 18:27:34+00:00,27740000.0,205923000.0,46559000.0,512580000.0,1889000.0,499152000.0,,1360552000.0,31814000.0,38004000.0,53964000.0,64643000.0,,798322000.0,771553000.0,58360000.0,285742000.0,110410000.0,34509000.0,67099000.0,91263000.0,,-1214147000.0,395099000.0,552550000.0,1741339000.0,148294000.0,1388498000.0,619819000.0,148294000.0,148294000.0,1593045000.0,1741339000.0,67099000.0,973226000.0,0.0
Linear Technology Corp,LLTC,,791907,2012.0,FY,,2012-07-01,2013-08-16 20:04:39+00:00,11459000.0,153090000.0,26265000.0,587081000.0,165000.0,213418000.0,0.0,1588045000.0,41333000.0,36845000.0,13546000.0,77978000.0,18185000.0,907303000.0,805599000.0,79664000.0,320222000.0,97817000.0,,7251000.0,40563000.0,32752000.0,-851702000.0,0.0,989641000.0,1851068000.0,736508000.0,1505410000.0,170581000.0,736508000.0,736508000.0,1114560000.0,1851068000.0,25436000.0,943979000.0,0.0
Linear Technology Corp,LLTC,,791907,2012.0,Q3,,2012-04-01,2012-05-02 17:55:20+00:00,10349000.0,145096000.0,34723000.0,574924000.0,580000.0,159597000.0,0.0,1546827000.0,42099000.0,38051000.0,12813000.0,53034000.0,18735000.0,903741000.0,800526000.0,79856000.0,328817000.0,127475000.0,,47338000.0,38210000.0,29607000.0,-867291000.0,,952248000.0,1799345000.0,680116000.0,1404455000.0,153018000.0,680116000.0,680116000.0,1119229000.0,1799345000.0,66073000.0,966211000.0,0.0
Linear Technology Corp,LLTC,,791907,2012.0,Q2,,2012-01-01,2012-02-02 13:07:58+00:00,11227000.0,139279000.0,30604000.0,562918000.0,255000.0,165557000.0,0.0,1508165000.0,41797000.0,36949000.0,3592000.0,75969000.0,28566000.0,898677000.0,795524000.0,78689000.0,335759000.0,116189000.0,,41177000.0,46197000.0,27932000.0,-903665000.0,,871946000.0,1725854000.0,604755000.0,1320352000.0,163189000.0,604755000.0,604755000.0,1121099000.0,1725854000.0,69743000.0,957910000.0,0.0
Linear Technology Corp,LLTC,,791907,2012.0,Q1,,2011-10-02,2011-11-02 17:57:29+00:00,8429000.0,161920000.0,32211000.0,550782000.0,511000.0,163414000.0,,1475218000.0,42171000.0,36657000.0,28065000.0,58130000.0,,891198000.0,790593000.0,74601000.0,340416000.0,110901000.0,,50512000.0,45642000.0,27563000.0,-932530000.0,,804258000.0,1659341000.0,543199000.0,1268413000.0,169006000.0,543199000.0,543199000.0,1116142000.0,1659341000.0,50512000.0,947136000.0,0.0
Linear Technology Corp,LLTC,,791907,2013.0,FY,,2013-06-30,2014-08-19 18:40:58+00:00,10258000.0,145274000.0,18933000.0,632807000.0,-266000.0,126650000.0,0.0,1736729000.0,44088000.0,0.0,48313000.0,77659000.0,15985000.0,921273000.0,,87229000.0,288466000.0,48026000.0,,,42527000.0,36646000.0,-754555000.0,826629000.0,1398091000.0,2098341000.0,981908000.0,1793890000.0,1025880000.0,981908000.0,981908000.0,1116433000.0,2098341000.0,15985000.0,90553000.0,0.0
