company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Linear Technology Corp,LLTC,,791907,2009.0,FY,2008-06-30,2009-06-28,2011-08-24 13:24:29+00:00,,30738000.0,102291000.0,47420000.0,47982000.0,4002000.0,12338000.0,-481492000.0,132691000.0,416598000.0,-481492000.0,132691000.0,416598000.0,67797000.0,289207000.0,289207000.0,44669000.0,70000.0,-194680000.0,-317512000.0,-39130000.0,-270104000.0,-29116000.0,489333000.0
Linear Technology Corp,LLTC,,791907,2010.0,Q4,2010-03-29,2010-06-27,,,7079000.0,118254000.0,42370000.0,11256000.0,-13211000.0,10047000.0,-201405000.0,85580000.0,158830000.0,-201405000.0,85580000.0,158830000.0,43005000.0,124506000.0,124506000.0,29200000.0,,-52676000.0,-136982000.0,-20623000.0,-154149000.0,-4627000.0,243185000.0
Linear Technology Corp,LLTC,,791907,2010.0,FY,2009-06-29,2010-06-27,2012-08-28 19:00:45+00:00,0.0,29003000.0,118254000.0,42370000.0,45489000.0,-22738000.0,23836000.0,-359902000.0,-53739000.0,492477000.0,-359902000.0,-53739000.0,492477000.0,78836000.0,361341000.0,361341000.0,79382000.0,,-205103000.0,-706167000.0,-38342000.0,-163964000.0,-14671000.0,690770000.0
Linear Technology Corp,LLTC,,791907,2010.0,Q3,2009-12-28,2010-03-28,,,7399000.0,,,11240000.0,8107000.0,1460000.0,-53813000.0,-77745000.0,145101000.0,-53813000.0,-77745000.0,145101000.0,13543000.0,100612000.0,100612000.0,17743000.0,,-52431000.0,-215996000.0,-10191000.0,,-2842000.0,148442000.0
Linear Technology Corp,LLTC,,791907,2010.0,Q3YTD,2009-06-29,2010-03-28,2011-05-12 19:24:47+00:00,,21924000.0,,,34233000.0,-9527000.0,13789000.0,-158497000.0,-139319000.0,333647000.0,-158497000.0,-139319000.0,333647000.0,35831000.0,236835000.0,236835000.0,50182000.0,,-152427000.0,-569185000.0,-17719000.0,-9815000.0,-10044000.0,447585000.0
Linear Technology Corp,LLTC,,791907,2010.0,Q2,2009-09-28,2009-12-27,,,7296000.0,,,11316000.0,-30255000.0,11436000.0,-41582000.0,-46948000.0,80487000.0,-41582000.0,-46948000.0,80487000.0,-8043000.0,75536000.0,75536000.0,16594000.0,,-50059000.0,-259024000.0,-4169000.0,,-2959000.0,216245000.0
Linear Technology Corp,LLTC,,791907,2010.0,Q2YTD,2009-06-29,2009-12-27,2011-02-10 18:38:02+00:00,,14525000.0,,,22993000.0,-17634000.0,12329000.0,-104684000.0,-61574000.0,188546000.0,-104684000.0,-61574000.0,188546000.0,22288000.0,136223000.0,136223000.0,32439000.0,,-99996000.0,-353189000.0,-7528000.0,-9815000.0,-7202000.0,299143000.0
Linear Technology Corp,LLTC,,791907,2010.0,Q1,2009-06-29,2009-09-27,2010-11-04 18:27:34+00:00,,7229000.0,,,11677000.0,12621000.0,893000.0,-63102000.0,-14626000.0,108059000.0,-63102000.0,-14626000.0,108059000.0,30331000.0,60687000.0,60687000.0,15845000.0,,-49937000.0,-94165000.0,-3359000.0,-9815000.0,-4243000.0,82898000.0
Linear Technology Corp,LLTC,,791907,2011.0,FY,2010-06-28,2011-07-03,2013-08-16 20:04:39+00:00,0.0,21675000.0,189575000.0,32334000.0,50137000.0,-50880000.0,66932000.0,-584273000.0,-111993000.0,670935000.0,-584273000.0,-111993000.0,670935000.0,-25331000.0,580782000.0,580782000.0,69221000.0,,-217202000.0,-805146000.0,-120415000.0,-395830000.0,-38173000.0,813568000.0
Linear Technology Corp,LLTC,,791907,2011.0,Q3TTM,2010-03-29,2011-04-03,,,23961000.0,118254000.0,42370000.0,48136000.0,-69381000.0,61876000.0,-720853000.0,23026000.0,635414000.0,-720853000.0,23026000.0,633130000.0,-64697000.0,547056000.0,547056000.0,85642000.0,,-214098000.0,-713663000.0,-120913000.0,-549979000.0,-18652000.0,857602000.0
Linear Technology Corp,LLTC,,791907,2011.0,Q3YTD,2010-06-28,2011-04-03,2012-05-02 17:55:20+00:00,0.0,16882000.0,,,36880000.0,-56170000.0,51829000.0,-519448000.0,-62554000.0,476584000.0,-519448000.0,-62554000.0,474300000.0,-107702000.0,422550000.0,422550000.0,56442000.0,,-161422000.0,-576681000.0,-100290000.0,-395830000.0,-14025000.0,614417000.0
Linear Technology Corp,LLTC,,791907,2011.0,Q2TTM,2009-12-28,2011-01-02,,,26634000.0,118254000.0,42370000.0,46403000.0,-17190000.0,47877000.0,-729868000.0,47606000.0,646264000.0,-729868000.0,47606000.0,646264000.0,-35998000.0,506111000.0,506111000.0,84306000.0,,-210963000.0,-727774000.0,-106684000.0,-549979000.0,-16803000.0,882064000.0
Linear Technology Corp,LLTC,,791907,2011.0,Q2,2010-09-27,2011-01-02,,,5390000.0,,,12405000.0,-18313000.0,24507000.0,-428164000.0,-30438000.0,162758000.0,-428164000.0,-30438000.0,162758000.0,-295844000.0,143743000.0,143743000.0,19533000.0,,-53030000.0,-240526000.0,-37075000.0,-395830000.0,-3811000.0,247163000.0
Linear Technology Corp,LLTC,,791907,2011.0,Q2YTD,2010-06-28,2011-01-02,2012-02-02 13:07:58+00:00,0.0,12156000.0,,,23907000.0,-12086000.0,36370000.0,-474650000.0,39771000.0,342333000.0,-474650000.0,39771000.0,342333000.0,-92546000.0,280993000.0,280993000.0,37363000.0,,-105856000.0,-374796000.0,-75870000.0,-395830000.0,-9334000.0,490437000.0
Linear Technology Corp,LLTC,,791907,2011.0,Q1TTM,2009-09-28,2010-09-26,,,28540000.0,118254000.0,42370000.0,45314000.0,-29132000.0,34806000.0,-343286000.0,31096000.0,563993000.0,-343286000.0,31096000.0,563993000.0,251803000.0,437904000.0,437904000.0,81367000.0,,-207992000.0,-746272000.0,-73778000.0,-154149000.0,-15951000.0,851146000.0
Linear Technology Corp,LLTC,,791907,2011.0,Q1,2010-06-28,2010-09-26,2011-11-02 17:57:29+00:00,,6766000.0,,,11502000.0,6227000.0,11863000.0,-46486000.0,70209000.0,179575000.0,-46486000.0,70209000.0,179575000.0,203298000.0,137250000.0,137250000.0,17830000.0,,-52826000.0,-134270000.0,-38795000.0,,-5523000.0,243274000.0
Linear Technology Corp,LLTC,,791907,2012.0,Q3TTM,2011-04-04,2012-04-01,,-23365000.0,19588000.0,189575000.0,32334000.0,55019000.0,19037000.0,61744000.0,-227311000.0,-405724000.0,602196000.0,-227311000.0,-405724000.0,604480000.0,-28555000.0,453017000.0,453017000.0,55535000.0,,-225567000.0,-1008004000.0,-52243000.0,,-63488000.0,677888000.0
Linear Technology Corp,LLTC,,791907,2012.0,Q3,2012-01-02,2012-04-01,,,5002000.0,,,14171000.0,-14498000.0,26962000.0,-36069000.0,-85671000.0,115780000.0,-36069000.0,-85671000.0,115780000.0,-5960000.0,98499000.0,98499000.0,12606000.0,,-58477000.0,-296732000.0,-5265000.0,,-4554000.0,216326000.0
Linear Technology Corp,LLTC,,791907,2012.0,Q3YTD,2011-07-04,2012-04-01,2013-05-08 19:28:58+00:00,-23365000.0,14795000.0,,,41762000.0,13747000.0,46641000.0,-162486000.0,-356285000.0,407845000.0,-162486000.0,-356285000.0,407845000.0,-110926000.0,294785000.0,294785000.0,42756000.0,,-169787000.0,-779539000.0,-32118000.0,,-39340000.0,478737000.0
Linear Technology Corp,LLTC,,791907,2012.0,Q2TTM,2011-01-03,2012-01-01,,-23365000.0,19312000.0,189575000.0,32334000.0,53821000.0,-10549000.0,50241000.0,-236040000.0,-422378000.0,620667000.0,-236040000.0,-422378000.0,620667000.0,-37751000.0,496075000.0,496075000.0,62008000.0,,-222656000.0,-913157000.0,-71398000.0,,-63625000.0,585542000.0
Linear Technology Corp,LLTC,,791907,2012.0,Q2,2011-10-03,2012-01-01,,-23365000.0,4931000.0,,,14251000.0,19880000.0,18551000.0,-41332000.0,-98730000.0,142205000.0,-41332000.0,-98730000.0,142205000.0,2143000.0,87885000.0,87885000.0,15258000.0,,-55814000.0,-210489000.0,-7479000.0,,-4069000.0,142603000.0
Linear Technology Corp,LLTC,,791907,2012.0,Q2YTD,2011-07-04,2012-01-01,2013-02-06 18:16:27+00:00,-23365000.0,9793000.0,,,27591000.0,28245000.0,19679000.0,-126417000.0,-270614000.0,292065000.0,-126417000.0,-270614000.0,292065000.0,-104966000.0,196286000.0,196286000.0,30150000.0,,-111310000.0,-482807000.0,-26853000.0,,-34786000.0,262411000.0
Linear Technology Corp,LLTC,,791907,2012.0,Q1TTM,2010-09-27,2011-10-02,,,19771000.0,189575000.0,32334000.0,51975000.0,-48742000.0,56197000.0,-622872000.0,-354086000.0,641220000.0,-622872000.0,-354086000.0,641220000.0,-335738000.0,551933000.0,551933000.0,66283000.0,,-219872000.0,-943194000.0,-100994000.0,-395830000.0,-63367000.0,690102000.0
Linear Technology Corp,LLTC,,791907,2012.0,Q1,2011-07-04,2011-10-02,2012-11-07 18:12:31+00:00,,4862000.0,,,13340000.0,8365000.0,1128000.0,-85085000.0,-171884000.0,149860000.0,-85085000.0,-171884000.0,149860000.0,-107109000.0,108401000.0,108401000.0,14892000.0,,-55496000.0,-272318000.0,-19374000.0,,-30717000.0,119808000.0
