company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,allowanceforloanandleaselosses,aoci,cashandequivalents,commonequity,fedfundspurchased,goodwill,intangibleassets,interestbearingdeposits,loansandleases,loansheldforsale,longtermdebt,mortgageservicingrights,netloansandleases,netpremisesandequipment,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherlongtermliabilities,othershorttermpayables,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2011.0,Q1,,2011-03-31,2011-05-09 16:52:44+00:00,2805000000.0,263000000.0,2121000000.0,4875000000.0,332000000.0,2417000000.0,55000000.0,82317000000.0,77465000000.0,,10555000000.0,,74660000000.0,2902000000.0,,,11342000000.0,2948000000.0,844000000.0,6752000000.0,1297000000.0,110485000000.0,11765000000.0,12163000000.0,12192000000.0,98293000000.0,110485000000.0,398000000.0,16988000000.0,-125000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2012.0,FY,,2012-12-31,2014-02-24 07:03:14+00:00,1854000000.0,375000000.0,2441000000.0,4809000000.0,901000000.0,2416000000.0,27000000.0,89517000000.0,85782000000.0,2939000000.0,7085000000.0,,83928000000.0,3123000000.0,48000000.0,,11322000000.0,2639000000.0,1708000000.0,8768000000.0,6280000000.0,121894000000.0,13318000000.0,13716000000.0,13764000000.0,108130000000.0,121894000000.0,398000000.0,15698000000.0,-634000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2013.0,FY,,2013-12-31,2015-02-25 17:22:13+00:00,1582000000.0,82000000.0,3178000000.0,4612000000.0,284000000.0,2416000000.0,19000000.0,99275000000.0,88614000000.0,944000000.0,9633000000.0,,87032000000.0,3261000000.0,37000000.0,,14445000000.0,3487000000.0,1758000000.0,10156000000.0,1380000000.0,130443000000.0,13555000000.0,14589000000.0,14626000000.0,115817000000.0,130443000000.0,1034000000.0,19148000000.0,-1295000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2013.0,Q3,,2013-09-30,2013-11-06 16:39:06+00:00,1677000000.0,218000000.0,2887000000.0,4616000000.0,225000000.0,2416000000.0,21000000.0,94126000000.0,87231000000.0,1330000000.0,8098000000.0,,85554000000.0,3235000000.0,39000000.0,,11639000000.0,3365000000.0,1692000000.0,9876000000.0,3487000000.0,125673000000.0,14048000000.0,14641000000.0,14680000000.0,110993000000.0,125673000000.0,593000000.0,18591000000.0,-662000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2013.0,Q2,,2013-06-30,2013-08-07 16:55:52+00:00,1735000000.0,149000000.0,2390000000.0,4740000000.0,636000000.0,2416000000.0,23000000.0,93454000000.0,87032000000.0,,6940000000.0,,85297000000.0,3185000000.0,38000000.0,,11221000000.0,4322000000.0,1619000000.0,9561000000.0,2112000000.0,123360000000.0,13248000000.0,14239000000.0,14277000000.0,109083000000.0,123360000000.0,991000000.0,18828000000.0,-1202000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2013.0,Q1,,2013-03-31,2013-05-09 16:42:03+00:00,1783000000.0,333000000.0,2186000000.0,4833000000.0,386000000.0,2416000000.0,25000000.0,91624000000.0,85676000000.0,,8320000000.0,,83893000000.0,3138000000.0,38000000.0,,11269000000.0,3094000000.0,1599000000.0,9084000000.0,2439000000.0,121382000000.0,13484000000.0,13882000000.0,13920000000.0,107462000000.0,121382000000.0,398000000.0,18455000000.0,-766000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2014.0,FY,,2014-12-31,2016-02-25 17:11:01+00:00,1322000000.0,429000000.0,3091000000.0,4697000000.0,144000000.0,2416000000.0,15000000.0,66903000000.0,90084000000.0,1261000000.0,14967000000.0,,88762000000.0,3193000000.0,39000000.0,34809000000.0,17013000000.0,2642000000.0,2020000000.0,11141000000.0,1556000000.0,138706000000.0,14295000000.0,15626000000.0,15665000000.0,123041000000.0,138706000000.0,1331000000.0,22955000000.0,-1972000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2014.0,Q3,,2014-09-30,2014-11-07 16:25:50+00:00,1414000000.0,301000000.0,3125000000.0,4672000000.0,148000000.0,2416000000.0,16000000.0,97292000000.0,90624000000.0,641000000.0,14336000000.0,,89210000000.0,3199000000.0,39000000.0,,12089000000.0,2533000000.0,1706000000.0,10886000000.0,2730000000.0,134188000000.0,14073000000.0,15404000000.0,15443000000.0,118745000000.0,134188000000.0,1331000000.0,23492000000.0,-1786000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2014.0,Q2,,2014-06-30,2014-08-07 17:25:57+00:00,1458000000.0,382000000.0,3312000000.0,4664000000.0,153000000.0,2416000000.0,17000000.0,95952000000.0,90484000000.0,682000000.0,13961000000.0,,89026000000.0,3158000000.0,39000000.0,,10582000000.0,2018000000.0,1824000000.0,10666000000.0,3146000000.0,132562000000.0,14138000000.0,15469000000.0,15508000000.0,117054000000.0,132562000000.0,1331000000.0,23369000000.0,-1574000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2014.0,Q1,,2014-03-31,2014-05-08 16:40:48+00:00,1483000000.0,196000000.0,3153000000.0,4725000000.0,268000000.0,2416000000.0,18000000.0,96874000000.0,89705000000.0,780000000.0,11233000000.0,,88222000000.0,3242000000.0,38000000.0,,10532000000.0,2029000000.0,1669000000.0,10363000000.0,2717000000.0,129654000000.0,13792000000.0,14826000000.0,14864000000.0,114790000000.0,129654000000.0,1034000000.0,21291000000.0,-1492000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2015.0,FY,,2015-12-31,2017-02-24 16:13:01+00:00,1272000000.0,197000000.0,2540000000.0,4717000000.0,151000000.0,2416000000.0,12000000.0,66938000000.0,92582000000.0,903000000.0,15810000000.0,,91310000000.0,2946000000.0,31000000.0,36267000000.0,11421000000.0,2341000000.0,2164000000.0,12358000000.0,1507000000.0,141048000000.0,14508000000.0,15839000000.0,15870000000.0,125178000000.0,141048000000.0,1331000000.0,29500000000.0,-2764000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2015.0,Q3,,2015-09-30,2015-11-05 16:52:39+00:00,1261000000.0,522000000.0,2455000000.0,4710000000.0,132000000.0,2416000000.0,13000000.0,66061000000.0,93574000000.0,994000000.0,15527000000.0,,92313000000.0,2944000000.0,32000000.0,34832000000.0,11453000000.0,2614000000.0,1990000000.0,11826000000.0,4904000000.0,141918000000.0,14495000000.0,15826000000.0,15858000000.0,126060000000.0,141918000000.0,1331000000.0,29330000000.0,-2563000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2015.0,Q1,,2015-03-31,2015-05-11 16:49:10+00:00,1300000000.0,588000000.0,2920000000.0,4710000000.0,200000000.0,2416000000.0,14000000.0,68072000000.0,91244000000.0,724000000.0,14055000000.0,,89944000000.0,3128000000.0,40000000.0,35343000000.0,14346000000.0,3504000000.0,1979000000.0,11380000000.0,1413000000.0,140470000000.0,14533000000.0,15864000000.0,15904000000.0,124566000000.0,140470000000.0,1331000000.0,26978000000.0,-2145000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2016.0,FY,,2016-12-31,2018-02-28 08:59:15+00:00,1253000000.0,59000000.0,2392000000.0,4807000000.0,132000000.0,2416000000.0,9000000.0,68039000000.0,92098000000.0,751000000.0,14388000000.0,,90845000000.0,2803000000.0,27000000.0,35782000000.0,11342000000.0,2269000000.0,1800000000.0,13441000000.0,3535000000.0,142177000000.0,14874000000.0,16205000000.0,16232000000.0,125945000000.0,142177000000.0,1331000000.0,31619000000.0,-3433000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2016.0,Q3,,2016-09-30,2016-11-09 07:03:30+00:00,1272000000.0,755000000.0,2164000000.0,4796000000.0,126000000.0,2416000000.0,10000000.0,65646000000.0,93151000000.0,1060000000.0,16890000000.0,,91879000000.0,2855000000.0,28000000.0,35625000000.0,11719000000.0,2516000000.0,2178000000.0,13180000000.0,3494000000.0,143279000000.0,15445000000.0,16776000000.0,16804000000.0,126475000000.0,143279000000.0,1331000000.0,31176000000.0,-3286000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2016.0,Q2,,2016-06-30,2016-08-05 08:57:30+00:00,1299000000.0,889000000.0,2359000000.0,4805000000.0,108000000.0,2416000000.0,10000000.0,65734000000.0,93909000000.0,877000000.0,16231000000.0,,92610000000.0,2900000000.0,28000000.0,36137000000.0,10535000000.0,2495000000.0,2187000000.0,12778000000.0,3979000000.0,143625000000.0,15395000000.0,16726000000.0,16754000000.0,126871000000.0,143625000000.0,1331000000.0,31918000000.0,-3077000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2016.0,Q1,,2016-03-31,2016-05-06 15:13:46+00:00,1295000000.0,684000000.0,2298000000.0,4737000000.0,134000000.0,2416000000.0,11000000.0,66617000000.0,93605000000.0,803000000.0,15305000000.0,,92310000000.0,2923000000.0,32000000.0,35858000000.0,11309000000.0,2627000000.0,2011000000.0,12570000000.0,3523000000.0,142430000000.0,14992000000.0,16323000000.0,16355000000.0,126075000000.0,142430000000.0,1331000000.0,30360000000.0,-2999000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2017.0,FY,,2017-12-31,2018-11-06 16:48:44+00:00,1196000000.0,73000000.0,2514000000.0,4841000000.0,174000000.0,2445000000.0,27000000.0,67886000000.0,91970000000.0,492000000.0,14904000000.0,,90774000000.0,2649000000.0,20000000.0,35276000000.0,10586000000.0,2144000000.0,1412000000.0,15122000000.0,4012000000.0,142193000000.0,15034000000.0,16365000000.0,16385000000.0,125808000000.0,142193000000.0,1331000000.0,32706000000.0,-5002000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2017.0,Q3,,2017-09-30,2017-11-06 16:33:35+00:00,1205000000.0,185000000.0,2205000000.0,4733000000.0,118000000.0,2423000000.0,18000000.0,66206000000.0,91883000000.0,711000000.0,14039000000.0,,90678000000.0,2681000000.0,20000000.0,35246000000.0,11193000000.0,2516000000.0,2071000000.0,14748000000.0,5688000000.0,142264000000.0,15029000000.0,16360000000.0,16380000000.0,125884000000.0,142264000000.0,1331000000.0,32355000000.0,-4637000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2017.0,Q2,,2017-06-30,2017-08-08 16:54:57+00:00,1226000000.0,163000000.0,2203000000.0,4802000000.0,117000000.0,2423000000.0,18000000.0,66915000000.0,91446000000.0,766000000.0,13456000000.0,,90220000000.0,2760000000.0,27000000.0,34965000000.0,9986000000.0,2162000000.0,1617000000.0,13862000000.0,5389000000.0,141067000000.0,15088000000.0,16419000000.0,16446000000.0,124621000000.0,141067000000.0,1331000000.0,32691000000.0,-3739000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2017.0,Q1,,2017-03-31,2017-05-05 16:04:23+00:00,1238000000.0,68000000.0,2205000000.0,4854000000.0,155000000.0,2419000000.0,11000000.0,68794000000.0,91628000000.0,616000000.0,13658000000.0,,90390000000.0,2754000000.0,27000000.0,35362000000.0,9559000000.0,2104000000.0,1655000000.0,13625000000.0,2015000000.0,140200000000.0,15099000000.0,16430000000.0,16457000000.0,123743000000.0,140200000000.0,1331000000.0,32246000000.0,-3448000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2018.0,FY,,2018-12-31,2019-11-08 15:49:17+00:00,1103000000.0,-112000000.0,2681000000.0,4924000000.0,1925000000.0,2478000000.0,40000000.0,76719000000.0,95265000000.0,607000000.0,14426000000.0,,94162000000.0,2379000000.0,0.0,32116000000.0,10135000000.0,2498000000.0,1562000000.0,16578000000.0,573000000.0,146069000000.0,14919000000.0,16250000000.0,16250000000.0,129819000000.0,146069000000.0,1331000000.0,33587000000.0,-6471000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2018.0,Q1,,2018-03-31,2018-05-04 16:21:05+00:00,1138000000.0,-389000000.0,2038000000.0,4879000000.0,178000000.0,2462000000.0,30000000.0,71395000000.0,91970000000.0,717000000.0,14800000000.0,,90832000000.0,2591000000.0,20000000.0,34066000000.0,9999000000.0,2418000000.0,1104000000.0,15707000000.0,1335000000.0,141500000000.0,14853000000.0,16184000000.0,16204000000.0,125296000000.0,141500000000.0,1331000000.0,32831000000.0,-5344000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2019.0,FY,,2019-12-31,2020-05-08 16:31:09+00:00,1202000000.0,1192000000.0,3278000000.0,5650000000.0,260000000.0,4252000000.0,201000000.0,91094000000.0,109558000000.0,1400000000.0,14970000000.0,,108356000000.0,2843000000.0,,35968000000.0,12133000000.0,2422000000.0,2441000000.0,18315000000.0,1011000000.0,169369000000.0,19433000000.0,21203000000.0,21203000000.0,148166000000.0,169369000000.0,1770000000.0,36906000000.0,-5724000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2019.0,Q3,,2019-09-30,2019-11-08 15:49:17+00:00,1143000000.0,1635000000.0,3261000000.0,5640000000.0,876000000.0,4290000000.0,201000000.0,89454000000.0,109409000000.0,1223000000.0,14474000000.0,,108266000000.0,2922000000.0,0.0,35893000000.0,12964000000.0,2425000000.0,2507000000.0,17786000000.0,4046000000.0,171079000000.0,19634000000.0,21404000000.0,21404000000.0,149675000000.0,171079000000.0,1770000000.0,37952000000.0,-5427000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2019.0,Q2,,2019-06-30,2019-08-08 12:28:03+00:00,1115000000.0,1178000000.0,2764000000.0,5623000000.0,179000000.0,4284000000.0,215000000.0,89803000000.0,109283000000.0,1205000000.0,15784000000.0,,108168000000.0,2968000000.0,197000000.0,35589000000.0,12617000000.0,3422000000.0,2397000000.0,17431000000.0,957000000.0,168802000000.0,19143000000.0,20474000000.0,20671000000.0,148131000000.0,168802000000.0,1331000000.0,36581000000.0,-5089000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2019.0,Q1,,2019-03-31,2019-05-10 16:00:36+00:00,1115000000.0,409000000.0,2749000000.0,5495000000.0,2630000000.0,4321000000.0,218000000.0,87701000000.0,109842000000.0,692000000.0,15483000000.0,,108727000000.0,3000000000.0,197000000.0,35963000000.0,12326000000.0,2661000000.0,2242000000.0,17184000000.0,1329000000.0,167853000000.0,18316000000.0,19647000000.0,19844000000.0,148009000000.0,167853000000.0,1331000000.0,35820000000.0,-4772000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2020.0,Q1,,2020-03-31,2020-05-08 16:31:09+00:00,2348000000.0,2477000000.0,3282000000.0,5648000000.0,1625000000.0,4261000000.0,184000000.0,95528000000.0,118037000000.0,1630000000.0,16282000000.0,,115689000000.0,2828000000.0,,39533000000.0,17963000000.0,3576000000.0,2432000000.0,17677000000.0,4542000000.0,185391000000.0,20103000000.0,21873000000.0,21873000000.0,163518000000.0,185391000000.0,1770000000.0,39554000000.0,-5699000000.0
