company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depositsinterestexpense,dilutedeps,fedfundsandrepointerestexpense,impairmentexpense,incometaxexpense,investmentbankingincome,investmentsecuritiesinterestincome,loansandleaseinterestincome,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,otheradjustmentstonetincometocommon,otherinterestincome,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,preferreddividends,provisionforcreditlosses,salariesandemployeebenefitsexpense,shorttermborrowinginterestexpense,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,trustfeeincome,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 13:15:04+00:00,1.99,1.99,,2007000000.0,1.98,,0.0,461000000.0,382000000.0,590000000.0,5418000000.0,687000000.0,,1076000000.0,1076000000.0,1075000000.0,,3009000000.0,561000000.0,27000000.0,,19000000.0,367000000.0,1511000000.0,1691000000.0,1000000.0,628000000.0,1239000000.0,324000000.0,3018000000.0,6027000000.0,3311000000.0,2467000000.0,1537000000.0,5476000000.0,,540200000.0,540200000.0,542900000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2008.0,FY,2008-01-01,2008-12-31,2010-02-26 13:15:04+00:00,-3.91,-3.91,,1289000000.0,-3.91,,965000000.0,-551000000.0,353000000.0,660000000.0,4935000000.0,557000000.0,,-2113000000.0,-2113000000.0,-2180000000.0,,3514000000.0,621000000.0,34000000.0,,13000000.0,444000000.0,1641000000.0,2115000000.0,67000000.0,4560000000.0,1337000000.0,248000000.0,2094000000.0,5608000000.0,4564000000.0,2946000000.0,-2664000000.0,6460000000.0,,557500000.0,557500000.0,557500000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2008.0,Q3,2008-07-01,2008-09-30,2009-11-06 17:09:11+00:00,-0.14,-0.14,,291000000.0,-0.14,,,-72000000.0,90000000.0,165000000.0,1378000000.0,130000000.0,,-56000000.0,-56000000.0,-81000000.0,,1063000000.0,158000000.0,-41000000.0,,5000000.0,104000000.0,488000000.0,564000000.0,25000000.0,941000000.0,321000000.0,64000000.0,485000000.0,1548000000.0,967000000.0,717000000.0,-128000000.0,1780000000.0,,578600000.0,578600000.0,578600000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2008.0,Q2,2008-04-01,2008-06-30,2009-08-10 16:28:29+00:00,-0.37,-0.37,,278000000.0,-0.37,,,85000000.0,92000000.0,155000000.0,1050000000.0,142000000.0,,-202000000.0,-202000000.0,-202000000.0,,738000000.0,153000000.0,-10000000.0,,2000000.0,111000000.0,374000000.0,529000000.0,0.0,719000000.0,331000000.0,49000000.0,469000000.0,1207000000.0,858000000.0,722000000.0,-117000000.0,1460000000.0,,545900000.0,545900000.0,545900000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2009.0,Q4,2009-10-01,2009-12-31,,-1.11,-1.11,,-760000000.0,-0.91,,,-147000000.0,-226000000.0,-547000000.0,-2978000000.0,-250000000.0,,-835000000.0,-835000000.0,-671000000.0,,-2476000000.0,-458000000.0,-1804000000.0,,-1000000.0,-298000000.0,-1393000000.0,-1803000000.0,-164000000.0,-2766000000.0,-1008000000.0,-40000000.0,-1050000000.0,-3526000000.0,-2859000000.0,-4131000000.0,-982000000.0,-6607000000.0,,,,
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2009.0,Q3,2009-07-01,2009-09-30,2009-11-06 17:09:11+00:00,-0.2,-0.2,,228000000.0,-0.2,,,-11000000.0,74000000.0,183000000.0,986000000.0,68000000.0,,-97000000.0,-97000000.0,-159000000.0,,869000000.0,148000000.0,2000000.0,,0.0,86000000.0,393000000.0,689000000.0,62000000.0,952000000.0,335000000.0,4000000.0,300000000.0,1169000000.0,876000000.0,851000000.0,-108000000.0,1720000000.0,,795000000.0,795000000.0,795000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2009.0,Q3YTD,2009-01-01,2009-09-30,,1.11,1.11,,760000000.0,0.91,,,147000000.0,226000000.0,547000000.0,2978000000.0,250000000.0,,835000000.0,835000000.0,671000000.0,,2476000000.0,458000000.0,1804000000.0,,1000000.0,298000000.0,1393000000.0,1803000000.0,164000000.0,2766000000.0,1008000000.0,40000000.0,1050000000.0,3526000000.0,2859000000.0,4131000000.0,982000000.0,6607000000.0,,795000000.0,795000000.0,795000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2009.0,Q2,2009-04-01,2009-06-30,2009-08-10 16:28:29+00:00,1.35,1.35,,258000000.0,1.15,,,470000000.0,73000000.0,184000000.0,995000000.0,78000000.0,,882000000.0,882000000.0,856000000.0,,831000000.0,155000000.0,1810000000.0,,0.0,99000000.0,520000000.0,601000000.0,26000000.0,1041000000.0,346000000.0,12000000.0,348000000.0,1179000000.0,1021000000.0,2583000000.0,1352000000.0,3414000000.0,,634100000.0,634100000.0,744300000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2009.0,Q2YTD,2009-01-01,2009-06-30,,1.31,1.31,,532000000.0,1.11,,,158000000.0,152000000.0,364000000.0,1992000000.0,182000000.0,,932000000.0,932000000.0,830000000.0,,1607000000.0,310000000.0,1802000000.0,,1000000.0,212000000.0,1000000000.0,1114000000.0,102000000.0,1814000000.0,673000000.0,36000000.0,750000000.0,2357000000.0,1983000000.0,3280000000.0,1090000000.0,4887000000.0,,634100000.0,634100000.0,744300000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 16:00:31+00:00,-0.04,-0.04,,274000000.0,-0.04,,,-312000000.0,79000000.0,180000000.0,997000000.0,104000000.0,,50000000.0,50000000.0,-26000000.0,,776000000.0,155000000.0,-8000000.0,,1000000.0,113000000.0,480000000.0,513000000.0,76000000.0,773000000.0,327000000.0,24000000.0,402000000.0,1178000000.0,962000000.0,697000000.0,-262000000.0,1473000000.0,,650000000.0,650000000.0,650000000.0
