company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,netincreaseinfedfundssold,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2009.0,Q3,2009-07-01,2009-09-30,,,87000000.0,341000000.0,-440000000.0,,-1069000000.0,,4000000.0,,-4672000000.0,2057000000.0,1846000000.0,-4672000000.0,2057000000.0,1846000000.0,-769000000.0,1434000000.0,-97000000.0,-97000000.0,,2500000000.0,-2900000000.0,,-60000000.0,952000000.0,-24870000000.0,-32000000.0,-3150000000.0,,,26940000000.0,19000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-09 10:49:35+00:00,,10000000.0,786000000.0,182000000.0,562000000.0,674000000.0,986000000.0,,,-3510000000.0,3045000000.0,625000000.0,-3510000000.0,3045000000.0,625000000.0,160000000.0,1912000000.0,932000000.0,932000000.0,,-2977000000.0,147000000.0,,-128000000.0,1814000000.0,-73523000000.0,-125000000.0,-6193000000.0,,-234000000.0,76122000000.0,9000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2009.0,Q2TTM,2008-07-01,2009-06-30,,,128000000.0,1740000000.0,18000000.0,562000000.0,30000000.0,986000000.0,3836000000.0,3408000000.0,565000000.0,-875000000.0,356000000.0,565000000.0,-875000000.0,356000000.0,46000000.0,2890000000.0,-1265000000.0,-1265000000.0,,-3408000000.0,-2009000000.0,,-368000000.0,4981000000.0,-118166000000.0,-436000000.0,-7935000000.0,,-243000000.0,117150000000.0,15000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2009.0,Q2,2009-04-01,2009-06-30,,,3000000.0,364000000.0,96000000.0,562000000.0,423000000.0,986000000.0,-1118000000.0,,-4501000000.0,4213000000.0,696000000.0,-4501000000.0,4213000000.0,696000000.0,408000000.0,745000000.0,882000000.0,882000000.0,,-1746000000.0,69000000.0,,-56000000.0,1041000000.0,-28192000000.0,-70000000.0,-4894000000.0,1000000.0,-234000000.0,31906000000.0,7000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 16:00:31+00:00,,7000000.0,422000000.0,86000000.0,,251000000.0,,1118000000.0,,991000000.0,-1168000000.0,-71000000.0,991000000.0,-1168000000.0,-71000000.0,-248000000.0,1167000000.0,50000000.0,50000000.0,,-1231000000.0,78000000.0,,-72000000.0,773000000.0,-45331000000.0,-55000000.0,-1299000000.0,-1000000.0,,44216000000.0,2000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2010.0,Q4,2010-10-01,2010-12-31,,,-76000000.0,-726000000.0,130000000.0,,175000000.0,,-187000000.0,,-1217000000.0,147000000.0,1014000000.0,-1217000000.0,147000000.0,1014000000.0,-56000000.0,-1912000000.0,333000000.0,333000000.0,,210000000.0,2094000000.0,-8000000.0,-59000000.0,166000000.0,-3644000000.0,-92000000.0,-1153000000.0,,,3887000000.0,4000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2010.0,FY,2010-01-01,2010-12-31,2013-02-22 17:24:10+00:00,,,,457000000.0,,91000000.0,,52000000.0,,-5172000000.0,1708000000.0,3305000000.0,-5172000000.0,1708000000.0,3305000000.0,-159000000.0,-2645000000.0,753000000.0,753000000.0,,466000000.0,131000000.0,63000000.0,-237000000.0,1538000000.0,-7726000000.0,-245000000.0,-2473000000.0,,,9606000000.0,10000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2010.0,Q3YTD,2010-01-01,2010-09-30,2010-11-08 16:09:47+00:00,,76000000.0,726000000.0,327000000.0,,-84000000.0,,239000000.0,,-3955000000.0,1561000000.0,2291000000.0,-3955000000.0,1561000000.0,2291000000.0,-103000000.0,-733000000.0,420000000.0,420000000.0,,256000000.0,-1963000000.0,71000000.0,-178000000.0,1372000000.0,-4082000000.0,-153000000.0,-1320000000.0,,,5719000000.0,6000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2010.0,Q3TTM,2009-10-01,2010-09-30,,,88000000.0,1015000000.0,926000000.0,,961000000.0,,762000000.0,,-1064000000.0,-2465000000.0,3614000000.0,-1064000000.0,-2465000000.0,3614000000.0,85000000.0,5471000000.0,-1152000000.0,-1152000000.0,,730000000.0,-3439000000.0,80000000.0,-237000000.0,2149000000.0,-32647000000.0,-244000000.0,-3586000000.0,,-35000000.0,30348000000.0,-2000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2010.0,Q3,2010-07-01,2010-09-30,,,4000000.0,223000000.0,121000000.0,,53000000.0,,220000000.0,,-584000000.0,,1047000000.0,-584000000.0,-464000000.0,1047000000.0,-1000000.0,121000000.0,238000000.0,238000000.0,,178000000.0,-698000000.0,0.0,-60000000.0,457000000.0,0.0,0.0,-167000000.0,,,0.0,0.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2010.0,Q2YTD,2010-01-01,2010-06-30,2010-08-09 10:49:35+00:00,,72000000.0,503000000.0,206000000.0,,-137000000.0,,19000000.0,,-3371000000.0,2022000000.0,1244000000.0,-3371000000.0,2025000000.0,1244000000.0,-102000000.0,-854000000.0,182000000.0,182000000.0,,78000000.0,-1265000000.0,63000000.0,-118000000.0,915000000.0,-2664000000.0,-102000000.0,-1153000000.0,,,4720000000.0,5000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2010.0,Q2TTM,2009-07-01,2010-06-30,,,171000000.0,1133000000.0,365000000.0,,-161000000.0,,546000000.0,,-5152000000.0,,4413000000.0,-5152000000.0,56000000.0,4413000000.0,-683000000.0,6784000000.0,-1487000000.0,-1487000000.0,,3052000000.0,-5641000000.0,0.0,-237000000.0,2644000000.0,0.0,0.0,-6569000000.0,,-35000000.0,0.0,0.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2010.0,Q2,2010-04-01,2010-06-30,,,53000000.0,244000000.0,109000000.0,,187000000.0,,18000000.0,,-1536000000.0,1282000000.0,334000000.0,-1536000000.0,1285000000.0,334000000.0,83000000.0,-1253000000.0,172000000.0,172000000.0,,-459000000.0,-239000000.0,-4000000.0,-59000000.0,325000000.0,-1073000000.0,-60000000.0,-4000000.0,1000000.0,,2416000000.0,3000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2010.0,Q1,2010-01-01,2010-03-31,2010-05-07 16:00:31+00:00,,19000000.0,259000000.0,97000000.0,,-324000000.0,,1000000.0,,-1835000000.0,740000000.0,910000000.0,-1835000000.0,740000000.0,910000000.0,-185000000.0,399000000.0,10000000.0,10000000.0,,537000000.0,-1026000000.0,67000000.0,-59000000.0,590000000.0,-1591000000.0,-42000000.0,-1149000000.0,-1000000.0,,2304000000.0,2000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2010.0,Q1TTM,2009-04-01,2010-03-31,,,121000000.0,1253000000.0,352000000.0,562000000.0,75000000.0,986000000.0,-590000000.0,,-8117000000.0,2984000000.0,4775000000.0,-8117000000.0,2984000000.0,4775000000.0,-358000000.0,8782000000.0,-777000000.0,-777000000.0,,1765000000.0,-5333000000.0,76000000.0,-234000000.0,3360000000.0,-83218000000.0,-235000000.0,-11459000000.0,,-269000000.0,85779000000.0,20000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2011.0,Q4,2011-10-01,2011-12-31,,,,,455000000.0,,291000000.0,1648000000.0,3165000000.0,,3423000000.0,-5285000000.0,2366000000.0,3423000000.0,-5285000000.0,2366000000.0,504000000.0,4062000000.0,1298000000.0,1298000000.0,,-101000000.0,85000000.0,,-242000000.0,423000000.0,-11378000000.0,-378000000.0,-1607000000.0,-280000000.0,-3408000000.0,6436000000.0,35000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2011.0,FY,2011-01-01,2011-12-31,2014-02-24 07:03:14+00:00,,,,455000000.0,,291000000.0,1648000000.0,3165000000.0,,3423000000.0,-5285000000.0,2366000000.0,3423000000.0,-5285000000.0,2366000000.0,504000000.0,4062000000.0,1298000000.0,1298000000.0,,-101000000.0,85000000.0,,-242000000.0,423000000.0,-11378000000.0,-378000000.0,-1607000000.0,-280000000.0,-3408000000.0,6436000000.0,35000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2011.0,Q3TTM,2010-10-01,2011-09-30,,,-76000000.0,-726000000.0,456000000.0,,231000000.0,1648000000.0,4614000000.0,,441000000.0,-3982000000.0,3666000000.0,441000000.0,-3982000000.0,3674000000.0,133000000.0,684000000.0,1317000000.0,1317000000.0,,1128000000.0,51000000.0,,-218000000.0,534000000.0,-12167000000.0,-324000000.0,-2650000000.0,-280000000.0,-3408000000.0,8475000000.0,34000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2011.0,Q3,2011-07-01,2011-09-30,,,,,111000000.0,,-974000000.0,,2223000000.0,,3040000000.0,-2838000000.0,-234000000.0,3040000000.0,-2838000000.0,-234000000.0,-32000000.0,1448000000.0,382000000.0,382000000.0,,160000000.0,24000000.0,,-16000000.0,87000000.0,-4334000000.0,-79000000.0,-639000000.0,,,1546000000.0,29000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2011.0,Q2YTD,2011-01-01,2011-06-30,2011-08-05 17:02:31+00:00,,21000000.0,342000000.0,215000000.0,,1030000000.0,,1128000000.0,,-1382000000.0,-1291000000.0,2894000000.0,-1382000000.0,-1291000000.0,2894000000.0,221000000.0,-406000000.0,602000000.0,602000000.0,,766000000.0,-1103000000.0,17000000.0,-143000000.0,281000000.0,-4190000000.0,-153000000.0,-858000000.0,,,3034000000.0,1000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2011.0,Q2TTM,2010-07-01,2011-06-30,,,-51000000.0,-161000000.0,466000000.0,,1258000000.0,,1161000000.0,,-3183000000.0,-1605000000.0,4955000000.0,-3183000000.0,-1608000000.0,4955000000.0,164000000.0,-2197000000.0,1173000000.0,1173000000.0,,1154000000.0,293000000.0,17000000.0,-262000000.0,904000000.0,-9252000000.0,-296000000.0,-2178000000.0,,,7920000000.0,6000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2011.0,Q2,2011-04-01,2011-06-30,,,6000000.0,170000000.0,103000000.0,,632000000.0,,-132000000.0,,-766000000.0,14000000.0,1011000000.0,-766000000.0,14000000.0,1011000000.0,259000000.0,-1202000000.0,337000000.0,337000000.0,,-174000000.0,1010000000.0,6000000.0,-64000000.0,113000000.0,-1777000000.0,-51000000.0,-378000000.0,,,1836000000.0,
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2011.0,Q1,2011-01-01,2011-03-31,2011-05-09 16:52:44+00:00,,15000000.0,172000000.0,112000000.0,,398000000.0,,1260000000.0,,-616000000.0,-1305000000.0,1883000000.0,-616000000.0,-1305000000.0,1883000000.0,-38000000.0,796000000.0,265000000.0,265000000.0,,940000000.0,-2113000000.0,11000000.0,-79000000.0,168000000.0,-2413000000.0,-102000000.0,-480000000.0,,,1198000000.0,1000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2011.0,Q1TTM,2010-04-01,2011-03-31,,,-4000000.0,-87000000.0,472000000.0,,813000000.0,,1311000000.0,,-3953000000.0,-337000000.0,4278000000.0,-3953000000.0,-337000000.0,4278000000.0,-12000000.0,-2248000000.0,1008000000.0,1008000000.0,,869000000.0,-956000000.0,7000000.0,-257000000.0,1116000000.0,-8548000000.0,-305000000.0,-1804000000.0,1000000.0,,8500000000.0,9000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2012.0,Q4,2012-10-01,2012-12-31,,,,,531000000.0,,-261000000.0,,3564000000.0,,3754000000.0,-6533000000.0,2557000000.0,3754000000.0,-6533000000.0,2557000000.0,-222000000.0,3808000000.0,1574000000.0,1574000000.0,,410000000.0,535000000.0,,-344000000.0,303000000.0,-13383000000.0,-488000000.0,-3159000000.0,-650000000.0,,7325000000.0,13000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2012.0,FY,2012-01-01,2012-12-31,2015-02-25 17:22:13+00:00,,,,531000000.0,,-261000000.0,,3564000000.0,,3754000000.0,-6533000000.0,2557000000.0,3754000000.0,-6533000000.0,2557000000.0,-222000000.0,3808000000.0,1574000000.0,1574000000.0,,410000000.0,535000000.0,,-344000000.0,303000000.0,-13383000000.0,-488000000.0,-3159000000.0,-650000000.0,,7325000000.0,13000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2012.0,Q3TTM,2011-10-01,2012-09-30,,,,,517000000.0,,-139000000.0,,1131000000.0,,1167000000.0,-3467000000.0,2442000000.0,1167000000.0,-3467000000.0,2442000000.0,142000000.0,2642000000.0,1493000000.0,1493000000.0,,289000000.0,265000000.0,,-321000000.0,282000000.0,-11070000000.0,-493000000.0,-2125000000.0,-425000000.0,,8086000000.0,10000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2012.0,Q3,2012-07-01,2012-09-30,,,,,134000000.0,,-169000000.0,,894000000.0,,-597000000.0,31000000.0,663000000.0,-597000000.0,31000000.0,663000000.0,97000000.0,415000000.0,363000000.0,363000000.0,,270000000.0,42000000.0,,-81000000.0,65000000.0,-2232000000.0,-120000000.0,-1517000000.0,-350000000.0,,2380000000.0,3000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2012.0,Q2TTM,2011-07-01,2012-06-30,,,,,494000000.0,,-944000000.0,,2460000000.0,,4804000000.0,-6336000000.0,1545000000.0,4804000000.0,-6336000000.0,1545000000.0,13000000.0,3675000000.0,1512000000.0,1512000000.0,,179000000.0,247000000.0,,-256000000.0,304000000.0,-13172000000.0,-452000000.0,-1247000000.0,-75000000.0,,7252000000.0,36000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2012.0,Q2,2012-04-01,2012-06-30,,,,,126000000.0,,-243000000.0,,1386000000.0,,334000000.0,-354000000.0,178000000.0,334000000.0,-354000000.0,178000000.0,158000000.0,-1518000000.0,386000000.0,386000000.0,,-162000000.0,306000000.0,,-74000000.0,71000000.0,-2543000000.0,-124000000.0,309000000.0,-75000000.0,,2311000000.0,2000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2012.0,Q1TTM,2011-04-01,2012-03-31,,,,,471000000.0,,-69000000.0,,2405000000.0,,3704000000.0,-5968000000.0,2378000000.0,3704000000.0,-5968000000.0,2378000000.0,114000000.0,3475000000.0,1463000000.0,1463000000.0,,167000000.0,4000000.0,,-246000000.0,346000000.0,-12406000000.0,-379000000.0,-1934000000.0,,,6783000000.0,34000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2013.0,Q4,2013-10-01,2013-12-31,,,,,97000000.0,,-242000000.0,,2496000000.0,1034000000.0,4347000000.0,-4824000000.0,768000000.0,4347000000.0,-4824000000.0,768000000.0,291000000.0,9283000000.0,402000000.0,402000000.0,,458000000.0,-4005000000.0,-644000000.0,-126000000.0,53000000.0,-7555000000.0,-115000000.0,-3015000000.0,-1320000000.0,,3484000000.0,6000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2013.0,FY,2013-01-01,2013-12-31,2015-02-25 17:22:13+00:00,,,,507000000.0,,-226000000.0,,5044000000.0,1034000000.0,6326000000.0,-10184000000.0,4595000000.0,6326000000.0,-10184000000.0,4595000000.0,737000000.0,9758000000.0,1826000000.0,1826000000.0,,2259000000.0,-635000000.0,,-430000000.0,229000000.0,-23661000000.0,-480000000.0,-7125000000.0,-1320000000.0,,13924000000.0,33000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2013.0,Q3YTD,2013-01-01,2013-09-30,2013-11-06 16:39:06+00:00,,,,410000000.0,,16000000.0,,2548000000.0,,1979000000.0,-5360000000.0,3827000000.0,1979000000.0,-5360000000.0,3827000000.0,446000000.0,475000000.0,1424000000.0,1424000000.0,,1801000000.0,3370000000.0,644000000.0,-304000000.0,176000000.0,-16106000000.0,-365000000.0,-4110000000.0,,,10440000000.0,27000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2013.0,Q3TTM,2012-10-01,2013-09-30,,,,,941000000.0,,-245000000.0,,6112000000.0,,5733000000.0,-11893000000.0,6384000000.0,5733000000.0,-11893000000.0,6384000000.0,224000000.0,4283000000.0,2998000000.0,2998000000.0,,2211000000.0,3905000000.0,644000000.0,-648000000.0,479000000.0,-29489000000.0,-853000000.0,-7269000000.0,-650000000.0,,17765000000.0,40000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2013.0,Q3,2013-07-01,2013-09-30,,,,,134000000.0,,-1231000000.0,,1248000000.0,,2714000000.0,-3453000000.0,1236000000.0,2714000000.0,-3453000000.0,1236000000.0,497000000.0,596000000.0,2427000000.0,2427000000.0,,-144000000.0,-335000000.0,157000000.0,-111000000.0,50000000.0,-5250000000.0,-137000000.0,1316000000.0,,,1768000000.0,9000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2013.0,Q2YTD,2013-01-01,2013-06-30,2013-08-07 16:55:52+00:00,,,,276000000.0,,1247000000.0,,1300000000.0,,-735000000.0,-1907000000.0,2591000000.0,-735000000.0,-1907000000.0,2591000000.0,-51000000.0,-121000000.0,-1003000000.0,-1003000000.0,,1945000000.0,3705000000.0,487000000.0,-193000000.0,126000000.0,-10856000000.0,-228000000.0,-5426000000.0,,,8672000000.0,18000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2013.0,Q2TTM,2012-07-01,2013-06-30,,,,,807000000.0,,986000000.0,,4864000000.0,,3019000000.0,-8440000000.0,5148000000.0,3019000000.0,-8440000000.0,5148000000.0,-273000000.0,3687000000.0,571000000.0,571000000.0,,2355000000.0,4240000000.0,487000000.0,-537000000.0,429000000.0,-24239000000.0,-716000000.0,-8585000000.0,-650000000.0,,15997000000.0,31000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2013.0,Q2,2013-04-01,2013-06-30,,,,,139000000.0,,1404000000.0,,,,429000000.0,-1591000000.0,1366000000.0,429000000.0,-1591000000.0,1366000000.0,204000000.0,-119000000.0,-1415000000.0,-1415000000.0,,1174000000.0,2236000000.0,410000000.0,-105000000.0,64000000.0,-6742000000.0,-137000000.0,-1583000000.0,,,4860000000.0,18000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2013.0,Q1,2013-01-01,2013-03-31,2013-05-09 16:42:03+00:00,,,,137000000.0,,-157000000.0,,1300000000.0,,-1164000000.0,-316000000.0,1225000000.0,-1164000000.0,-316000000.0,1225000000.0,-255000000.0,-2000000.0,412000000.0,412000000.0,,771000000.0,1469000000.0,77000000.0,-88000000.0,62000000.0,-4114000000.0,-91000000.0,-3843000000.0,,,3812000000.0,
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2013.0,Q1TTM,2012-04-01,2013-03-31,,,,,668000000.0,,-418000000.0,,4864000000.0,,2590000000.0,-6849000000.0,3782000000.0,2590000000.0,-6849000000.0,3782000000.0,-477000000.0,3806000000.0,1986000000.0,1986000000.0,,1181000000.0,2004000000.0,77000000.0,-432000000.0,365000000.0,-17497000000.0,-579000000.0,-7002000000.0,-650000000.0,,11137000000.0,13000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2014.0,FY,2014-01-01,2014-12-31,2017-02-24 16:13:01+00:00,0.0,,,414000000.0,,-791000000.0,,6746000000.0,297000000.0,6775000000.0,-8938000000.0,2076000000.0,6775000000.0,-8938000000.0,2076000000.0,-87000000.0,2437000000.0,1483000000.0,1483000000.0,,655000000.0,-162000000.0,,-490000000.0,315000000.0,-16625000000.0,-282000000.0,-1399000000.0,-654000000.0,,7945000000.0,24000000.0
Fifth Third Bancorp,FITB,THRNG6BD57P9QWTQLG42,35527,2014.0,Q4,2014-10-01,2014-12-31,,,,,107000000.0,,-359000000.0,,-203000000.0,,3463000000.0,-4018000000.0,521000000.0,3463000000.0,-4018000000.0,521000000.0,-34000000.0,4420000000.0,385000000.0,385000000.0,,289000000.0,-4000000.0,,-132000000.0,99000000.0,-4034000000.0,-74000000.0,-438000000.0,-180000000.0,,80000000.0,10000000.0
