company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Jabil Inc,JBL,5493000CGCQY2OQU7669,898293,2010.0,FY,,2010-08-31,2011-10-27 16:35:30+00:00,2741719000.0,1408319000.0,475387000.0,122062000.0,744329000.0,0.0,1541727000.0,58070000.0,23637000.0,196865000.0,28455000.0,,104113000.0,1018930000.0,2094135000.0,1451392000.0,14726000.0,55101000.0,87813000.0,,,,,74668000.0,63058000.0,,,349165000.0,123303000.0,167566000.0,6367747000.0,1578046000.0,4654018000.0,3605174000.0,1578046000.0,1592772000.0,4774975000.0,6367747000.0,262337000.0,1169801000.0,0.0,-209046000.0
Jabil Inc,JBL,5493000CGCQY2OQU7669,898293,2011.0,FY,,2011-08-31,2012-10-25 16:30:58+00:00,2885168000.0,1100926000.0,633444000.0,194706000.0,888611000.0,0.0,1649656000.0,30019000.0,38169000.0,258947000.0,36199000.0,,89106000.0,1112594000.0,2227339000.0,1641335000.0,16703000.0,74989000.0,104212000.0,,,,,100524000.0,67423000.0,,,868892000.0,441793000.0,74160000.0,7057940000.0,1867120000.0,5115787000.0,3889888000.0,1867120000.0,1883823000.0,5174117000.0,7057940000.0,300818000.0,1284229000.0,0.0,-419035000.0
Jabil Inc,JBL,5493000CGCQY2OQU7669,898293,2011.0,Q3,,2011-05-31,2011-06-30 17:08:44+00:00,2752668000.0,1045238000.0,863887000.0,190188000.0,911145000.0,0.0,1619227000.0,54507000.0,38854000.0,,33943000.0,,95137000.0,1107195000.0,2257984000.0,1593406000.0,16020000.0,69051000.0,93427000.0,,,,,87491000.0,69713000.0,,,807666000.0,342725000.0,80449000.0,6955568000.0,1933355000.0,5076540000.0,3735858000.0,1933355000.0,1949375000.0,5006193000.0,6955568000.0,285622000.0,1270335000.0,,-218785000.0
Jabil Inc,JBL,5493000CGCQY2OQU7669,898293,2011.0,Q2,,2011-02-28,2011-04-08 16:37:40+00:00,2672382000.0,1051482000.0,699002000.0,161219000.0,902317000.0,,1596071000.0,57365000.0,38089000.0,,49094000.0,,97750000.0,1100547000.0,2160275000.0,1547394000.0,16211000.0,67497000.0,94149000.0,600816000.0,,,,78795000.0,62711000.0,,,,253664000.0,137508000.0,6612785000.0,1792186000.0,4772255000.0,3546981000.0,1792186000.0,1808397000.0,4804388000.0,6612785000.0,293136000.0,1257407000.0,,-218768000.0
Jabil Inc,JBL,5493000CGCQY2OQU7669,898293,2011.0,Q1,,2010-11-30,2011-01-07 16:17:52+00:00,2592939000.0,1183949000.0,599795000.0,134421000.0,630154000.0,,1561786000.0,58465000.0,33472000.0,,28574000.0,,101648000.0,1099449000.0,2158235000.0,1485309000.0,15716000.0,59024000.0,92989000.0,594244000.0,,,,84852000.0,59755000.0,,,,213883000.0,198928000.0,6384454000.0,1691411000.0,4625047000.0,3425134000.0,1691411000.0,1707127000.0,4677327000.0,6384454000.0,274098000.0,1252193000.0,,-218679000.0
Jabil Inc,JBL,5493000CGCQY2OQU7669,898293,2012.0,FY,,2012-08-31,2013-10-28 17:23:14+00:00,2992865000.0,1125015000.0,511591000.0,106275000.0,1217256000.0,0.0,1753079000.0,38782000.0,39620000.0,296889000.0,95018000.0,,119053000.0,1658326000.0,2268949000.0,1779155000.0,2278000.0,73411000.0,92770000.0,,,,,97176000.0,85714000.0,,,989326000.0,766934000.0,18031000.0,7803141000.0,2105057000.0,5639328000.0,3858996000.0,2105057000.0,2107335000.0,5695806000.0,7803141000.0,384658000.0,1836810000.0,0.0,-521231000.0
Jabil Inc,JBL,5493000CGCQY2OQU7669,898293,2012.0,Q3,,2012-05-31,2012-07-03 14:46:17+00:00,2900664000.0,1127794000.0,820844000.0,109265000.0,742129000.0,0.0,1724141000.0,33792000.0,33312000.0,,94283000.0,,122142000.0,1140154000.0,2377485000.0,1659484000.0,2311000.0,85181000.0,95962000.0,,,,,76711000.0,69607000.0,,,1053837000.0,701367000.0,296418000.0,7372838000.0,2013566000.0,5335037000.0,4051238000.0,2013566000.0,2015877000.0,5356961000.0,7372838000.0,378317000.0,1305723000.0,0.0,-521207000.0
Jabil Inc,JBL,5493000CGCQY2OQU7669,898293,2012.0,Q2,,2012-02-29,2012-04-06 16:04:00+00:00,2723132000.0,1122529000.0,819209000.0,169009000.0,707350000.0,0.0,1704217000.0,32153000.0,27550000.0,,96460000.0,,126403000.0,1112475000.0,2350842000.0,1658461000.0,17962000.0,93496000.0,111300000.0,,,,,78884000.0,72992000.0,,,900476000.0,617661000.0,281602000.0,7167054000.0,2000832000.0,5113350000.0,3851493000.0,2000832000.0,2018794000.0,5148260000.0,7167054000.0,395243000.0,1296767000.0,,-490055000.0
Jabil Inc,JBL,5493000CGCQY2OQU7669,898293,2012.0,Q1,,2011-11-30,2012-01-09 16:16:08+00:00,3098467000.0,1112721000.0,795620000.0,138872000.0,861904000.0,0.0,1672243000.0,47493000.0,21437000.0,,35688000.0,,81366000.0,1112526000.0,2384555000.0,1628855000.0,17214000.0,66392000.0,106276000.0,,,,,70067000.0,65476000.0,,,910333000.0,537287000.0,83859000.0,7199374000.0,1898499000.0,5317006000.0,3999383000.0,1898499000.0,1915713000.0,5283661000.0,7199374000.0,253513000.0,1284278000.0,,-449903000.0
Jabil Inc,JBL,5493000CGCQY2OQU7669,898293,2013.0,FY,,2013-08-31,2014-10-21 16:06:13+00:00,3191328000.0,1168954000.0,805524000.0,81248000.0,1011373000.0,0.0,1853647000.0,57919000.0,44327000.0,411564000.0,349011000.0,,260434000.0,1690418000.0,2118716000.0,2309320000.0,20280000.0,91383000.0,134362000.0,,,321364000.0,196243000.0,100801000.0,77145000.0,222587000.0,31855000.0,1141919000.0,1071175000.0,215448000.0,9153781000.0,2335287000.0,5820245000.0,4864434000.0,2335287000.0,2355567000.0,6798214000.0,9153781000.0,1024216000.0,1933780000.0,0.0,-670783000.0
Jabil Inc,JBL,5493000CGCQY2OQU7669,898293,2013.0,Q3,,2013-05-31,2013-07-02 16:57:48+00:00,3085848000.0,1008106000.0,954488000.0,98616000.0,1351726000.0,0.0,1816572000.0,47496000.0,39778000.0,,103592000.0,,110790000.0,1651359000.0,2356304000.0,1939848000.0,1432000.0,95734000.0,107268000.0,,,,,75331000.0,78265000.0,,,1044557000.0,961160000.0,9459000.0,8133484000.0,2205587000.0,5808189000.0,4089573000.0,2205587000.0,2207019000.0,5926465000.0,8133484000.0,385447000.0,1836892000.0,0.0,-670761000.0
