company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Jabil Inc,JBL,5493000CGCQY2OQU7669,898293,2009.0,FY,2008-09-01,2009-08-31,2011-10-27 16:35:30+00:00,31039000.0,-5.63,-5.63,0.28,-5.63,1022821000.0,160898000.0,-1166031000.0,-1166031000.0,,-1165212000.0,-819000.0,10965723000.0,11684538000.0,-20111000.0,,27321000.0,51894000.0,495941000.0,10965723000.0,718815000.0,82247000.0,7426000.0,1629016000.0,-910201000.0,-94932000.0,-1005133000.0,11684538000.0,207000000.0,207002000.0,207002000.0
Jabil Inc,JBL,5493000CGCQY2OQU7669,898293,2010.0,Q4,2010-06-01,2010-08-31,,5980000.0,0.28,0.28,0.07,0.27,,23910000.0,59376000.0,59376000.0,,58691000.0,685000.0,3573425000.0,3860933000.0,-964000.0,8882000.0,6632000.0,2512000.0,160512000.0,3573425000.0,287508000.0,19519000.0,779000.0,184518000.0,102990000.0,-19704000.0,83286000.0,3860933000.0,213700000.0,214332000.0,217597000.0
Jabil Inc,JBL,5493000CGCQY2OQU7669,898293,2010.0,FY,2009-09-01,2010-08-31,2012-10-25 16:30:58+00:00,25934000.0,0.79,0.79,0.28,0.78,,76501000.0,170766000.0,170766000.0,,168840000.0,1926000.0,12405267000.0,13409411000.0,-4087000.0,24604000.0,28085000.0,8217000.0,589738000.0,12405267000.0,1004144000.0,79168000.0,2956000.0,676578000.0,327566000.0,-80299000.0,247267000.0,13409411000.0,213700000.0,214332000.0,217597000.0
Jabil Inc,JBL,5493000CGCQY2OQU7669,898293,2010.0,Q3YTD,2009-09-01,2010-05-31,,19954000.0,0.51,0.51,0.21,0.51,,52591000.0,111390000.0,111390000.0,,110149000.0,1241000.0,8831842000.0,9548478000.0,-3123000.0,15722000.0,21453000.0,5705000.0,429226000.0,8831842000.0,716636000.0,59649000.0,2177000.0,492060000.0,224576000.0,-60595000.0,163981000.0,9548478000.0,216800000.0,213881000.0,216522000.0
Jabil Inc,JBL,5493000CGCQY2OQU7669,898293,2010.0,Q3,2010-03-01,2010-05-31,2011-06-30 17:08:44+00:00,6206000.0,0.24,0.24,0.07,0.24,,24009000.0,52687000.0,52687000.0,,52031000.0,656000.0,3193464000.0,3455578000.0,-960000.0,,6331000.0,1635000.0,151409000.0,3193464000.0,262114000.0,19503000.0,626000.0,165581000.0,96533000.0,-19837000.0,76696000.0,3455578000.0,216800000.0,213881000.0,216522000.0
Jabil Inc,JBL,5493000CGCQY2OQU7669,898293,2010.0,Q2YTD,2009-09-01,2010-02-28,,13748000.0,0.27,0.27,0.14,0.27,,28582000.0,58703000.0,58703000.0,,58118000.0,585000.0,5638378000.0,6092900000.0,-2163000.0,15722000.0,15122000.0,4070000.0,277817000.0,5638378000.0,454522000.0,40146000.0,1551000.0,326479000.0,128043000.0,-40758000.0,87285000.0,6092900000.0,213100000.0,213625000.0,214760000.0
Jabil Inc,JBL,5493000CGCQY2OQU7669,898293,2010.0,Q2,2009-12-01,2010-02-28,2011-04-08 16:37:40+00:00,6643000.0,0.14,0.14,0.07,0.14,,11446000.0,29822000.0,29822000.0,,29830000.0,-8000.0,2781898000.0,3004644000.0,-1125000.0,,7425000.0,635000.0,146264000.0,2781898000.0,222746000.0,20030000.0,644000.0,160967000.0,61779000.0,-20511000.0,41268000.0,3004644000.0,213100000.0,213625000.0,214760000.0
Jabil Inc,JBL,5493000CGCQY2OQU7669,898293,2010.0,Q1,2009-09-01,2009-11-30,2011-01-07 16:17:52+00:00,7105000.0,0.13,0.13,0.07,0.13,,17136000.0,28881000.0,28881000.0,,28288000.0,593000.0,2856480000.0,3088256000.0,-1038000.0,15722000.0,7697000.0,3435000.0,131553000.0,2856480000.0,231776000.0,20116000.0,907000.0,165512000.0,66264000.0,-20247000.0,46017000.0,3088256000.0,217600000.0,213665000.0,215059000.0
Jabil Inc,JBL,5493000CGCQY2OQU7669,898293,2011.0,Q4,2011-06-01,2011-08-31,,5230000.0,0.79,0.53,0.07,0.52,,25492000.0,115541000.0,115541000.0,,114288000.0,1253000.0,3951092000.0,4280295000.0,-568000.0,,6209000.0,,152204000.0,3951092000.0,329203000.0,24605000.0,646000.0,163643000.0,165560000.0,-24527000.0,141033000.0,4280295000.0,214100000.0,214502000.0,220719000.0
Jabil Inc,JBL,5493000CGCQY2OQU7669,898293,2011.0,FY,2010-09-01,2011-08-31,2013-10-28 17:23:14+00:00,22051000.0,1.78,1.78,0.28,1.73,,98229000.0,382958000.0,382958000.0,,381063000.0,1895000.0,15264257000.0,16518827000.0,-2986000.0,37551000.0,25034000.0,628000.0,590572000.0,15264257000.0,1254570000.0,97693000.0,3132000.0,675836000.0,578734000.0,-97547000.0,481187000.0,16518827000.0,214100000.0,214502000.0,220719000.0
Jabil Inc,JBL,5493000CGCQY2OQU7669,898293,2011.0,Q3YTD,2010-09-01,2011-05-31,,16821000.0,0.99,1.25,0.21,1.21,,72737000.0,267417000.0,267417000.0,,266775000.0,642000.0,11313165000.0,12238532000.0,-2418000.0,37551000.0,18825000.0,628000.0,438368000.0,11313165000.0,925367000.0,73088000.0,2486000.0,512193000.0,413174000.0,-73020000.0,340154000.0,12238532000.0,213700000.0,215705000.0,222337000.0
Jabil Inc,JBL,5493000CGCQY2OQU7669,898293,2011.0,Q3TTM,2010-06-01,2011-05-31,,22801000.0,1.27,1.53,0.28,1.48,,96647000.0,326793000.0,326793000.0,,325466000.0,1327000.0,14886590000.0,16099465000.0,-3382000.0,46433000.0,25457000.0,3140000.0,598880000.0,14886590000.0,1212875000.0,92607000.0,3265000.0,696711000.0,516164000.0,-92724000.0,423440000.0,16099465000.0,213700000.0,215705000.0,222337000.0
Jabil Inc,JBL,5493000CGCQY2OQU7669,898293,2011.0,Q2YTD,2010-09-01,2011-02-28,,11634000.0,0.5,0.76,0.14,0.74,,50515000.0,163129000.0,163129000.0,,162080000.0,1049000.0,7403853000.0,8010844000.0,-647000.0,37551000.0,12281000.0,628000.0,284256000.0,7403853000.0,606991000.0,47939000.0,1589000.0,346350000.0,260641000.0,-46997000.0,213644000.0,8010844000.0,,215170000.0,221022000.0
Jabil Inc,JBL,5493000CGCQY2OQU7669,898293,2011.0,Q2TTM,2010-03-01,2011-02-28,,23820000.0,1.02,1.28,0.28,1.25,,98434000.0,275192000.0,275192000.0,,272802000.0,2390000.0,14170742000.0,15327355000.0,-2571000.0,46433000.0,25244000.0,4775000.0,596177000.0,14170742000.0,1156613000.0,86961000.0,2994000.0,696449000.0,460164000.0,-86538000.0,373626000.0,15327355000.0,,215170000.0,221022000.0
