company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commonequity,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Hasbro Inc,HAS,549300NUB6D2R1ITYR45,46080,2009.0,FY,,2009-12-27,2011-02-23 16:01:43+00:00,173388000.0,1038802000.0,628387000.0,58631000.0,636045000.0,572030000.0,475931000.0,554567000.0,1131998000.0,207895000.0,220706000.0,,600656000.0,354234000.0,162290000.0,,2720549000.0,14113000.0,3896892000.0,1594772000.0,2045032000.0,815888000.0,1594772000.0,1594772000.0,2302120000.0,3896892000.0,1631154000.0,1486232000.0,0.0,-1756438000.0
Hasbro Inc,HAS,549300NUB6D2R1ITYR45,46080,2009.0,Q3,,2009-09-27,2010-11-04 16:00:54+00:00,225210000.0,1116033000.0,628843000.0,42589000.0,297358000.0,562671000.0,476238000.0,580373000.0,1134723000.0,399917000.0,216256000.0,,596555000.0,351557000.0,178597000.0,,2582267000.0,33062000.0,3861327000.0,1487932000.0,1991905000.0,887115000.0,1487932000.0,1487932000.0,2373395000.0,3861327000.0,1653166000.0,1486280000.0,0.0,-1699595000.0
Hasbro Inc,HAS,549300NUB6D2R1ITYR45,46080,2009.0,Q2,,2009-06-28,2010-07-30 11:31:46+00:00,165128000.0,652557000.0,435637000.0,47291000.0,392034000.0,555084000.0,476362000.0,601160000.0,1134723000.0,346814000.0,222937000.0,,575488000.0,341060000.0,210824000.0,,2459705000.0,11958000.0,3478176000.0,1389670000.0,1602229000.0,612723000.0,1389670000.0,1389670000.0,2088506000.0,3478176000.0,1653010000.0,1475783000.0,0.0,-1672410000.0
Hasbro Inc,HAS,549300NUB6D2R1ITYR45,46080,2010.0,FY,,2010-12-26,2012-02-22 16:32:32+00:00,132517000.0,961252000.0,571716000.0,8149000.0,727796000.0,730808000.0,474813000.0,500597000.0,1397681000.0,364194000.0,233580000.0,,663187000.0,361324000.0,167807000.0,,2978317000.0,14568000.0,4093226000.0,1615420000.0,2221049000.0,718801000.0,1615420000.0,1615420000.0,2477806000.0,4093226000.0,1638597000.0,1759005000.0,0.0,-2101854000.0
Hasbro Inc,HAS,549300NUB6D2R1ITYR45,46080,2010.0,Q3,,2010-09-26,2011-11-02 16:39:31+00:00,267175000.0,1210460000.0,607686000.0,23121000.0,497903000.0,711831000.0,475005000.0,512693000.0,1404556000.0,467953000.0,221165000.0,,660044000.0,345264000.0,170394000.0,,2872699000.0,103625000.0,4215617000.0,1487311000.0,2346710000.0,978486000.0,1487311000.0,1487311000.0,2728306000.0,4215617000.0,1647742000.0,1749820000.0,0.0,-2120340000.0
Hasbro Inc,HAS,549300NUB6D2R1ITYR45,46080,2010.0,Q2,,2010-06-27,2011-07-29 14:47:05+00:00,206963000.0,663484000.0,439260000.0,27803000.0,872275000.0,694547000.0,473996000.0,531498000.0,1396980000.0,342113000.0,218851000.0,,669497000.0,330915000.0,201962000.0,,2751106000.0,10632000.0,3973676000.0,1588926000.0,2079834000.0,656855000.0,1588926000.0,1588926000.0,2384750000.0,3973676000.0,1674991000.0,1727895000.0,0.0,-1884530000.0
Hasbro Inc,HAS,549300NUB6D2R1ITYR45,46080,2010.0,Q1,,2010-03-28,2011-05-04 16:00:48+00:00,128780000.0,526031000.0,412974000.0,56043000.0,1259799000.0,621335000.0,474401000.0,542942000.0,1390484000.0,226784000.0,220522000.0,,627318000.0,325842000.0,200226000.0,,2744517000.0,150089000.0,4078023000.0,1669854000.0,2212840000.0,691843000.0,1669854000.0,1669854000.0,2408169000.0,4078023000.0,1644661000.0,1716326000.0,0.0,-1752041000.0
Hasbro Inc,HAS,549300NUB6D2R1ITYR45,46080,2011.0,FY,,2011-12-25,2013-02-27 16:15:01+00:00,134864000.0,1034580000.0,627050000.0,-35943000.0,641688000.0,734891000.0,474792000.0,467293000.0,1400872000.0,333993000.0,218021000.0,,716976000.0,370043000.0,243431000.0,,3205420000.0,180430000.0,4130774000.0,1417515000.0,2253692000.0,942344000.0,1417515000.0,1417515000.0,2713259000.0,4130774000.0,1659061000.0,1770915000.0,0.0,-2486853000.0
Hasbro Inc,HAS,549300NUB6D2R1ITYR45,46080,2011.0,Q3,,2011-09-25,2012-11-07 16:30:53+00:00,246461000.0,1260521000.0,682814000.0,-14965000.0,186962000.0,746061000.0,475043000.0,479818000.0,1405071000.0,518866000.0,220412000.0,,699148000.0,355970000.0,243956000.0,,3104738000.0,13168000.0,4084726000.0,1381242000.0,2210305000.0,942443000.0,1381242000.0,1381242000.0,2703484000.0,4084726000.0,1654009000.0,1761041000.0,0.0,-2454592000.0
Hasbro Inc,HAS,549300NUB6D2R1ITYR45,46080,2011.0,Q2,,2011-06-26,2012-08-03 08:30:16+00:00,172094000.0,837972000.0,522001000.0,4169000.0,584778000.0,737749000.0,475447000.0,489411000.0,1403031000.0,426930000.0,239201000.0,,690581000.0,362570000.0,196425000.0,,2972323000.0,12430000.0,3940745000.0,1468619000.0,2046105000.0,706525000.0,1468619000.0,1468619000.0,2472126000.0,3940745000.0,1655439000.0,1765601000.0,0.0,-2245622000.0
