company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Hasbro Inc,HAS,549300NUB6D2R1ITYR45,46080,2008.0,FY,2007-12-31,2008-12-28,2011-02-23 16:01:43+00:00,78265000.0,2.18,2.18,0.8,2.0,134289000.0,454612000.0,306766000.0,306766000.0,306766000.0,,2005714000.0,4021520000.0,-23752000.0,,191424000.0,,797209000.0,2005714000.0,2015806000.0,47143000.0,17654000.0,1521510000.0,494296000.0,-53241000.0,441055000.0,4021520000.0,140700000.0,140700000.0,153400000.0
Hasbro Inc,HAS,549300NUB6D2R1ITYR45,46080,2009.0,FY,2008-12-29,2009-12-27,2012-02-22 16:32:32+00:00,85029000.0,2.69,2.69,0.8,2.48,154767000.0,412580000.0,374930000.0,374930000.0,374930000.0,,2006987000.0,4067947000.0,-156000.0,,181195000.0,,793558000.0,2006987000.0,2060960000.0,61603000.0,2858000.0,1472362000.0,588598000.0,-58901000.0,529697000.0,4067947000.0,139487000.0,139487000.0,151200000.0
Hasbro Inc,HAS,549300NUB6D2R1ITYR45,46080,2009.0,Q3,2009-06-29,2009-09-27,2010-11-04 16:00:54+00:00,20955000.0,1.08,1.08,0.2,0.99,67497000.0,134950000.0,150362000.0,150362000.0,150362000.0,,649751000.0,1279221000.0,4315000.0,,43870000.0,,198986000.0,649751000.0,629470000.0,17609000.0,444000.0,398761000.0,230709000.0,-12850000.0,217859000.0,1279221000.0,139200000.0,139200000.0,151900000.0
Hasbro Inc,HAS,549300NUB6D2R1ITYR45,46080,2009.0,Q2,2009-03-30,2009-06-28,2010-07-30 11:31:46+00:00,18792000.0,0.28,0.28,0.2,0.26,17579000.0,81677000.0,39275000.0,39275000.0,39275000.0,,393278000.0,792202000.0,545000.0,,43529000.0,,181853000.0,393278000.0,398924000.0,17503000.0,739000.0,325851000.0,73073000.0,-16219000.0,56854000.0,792202000.0,140300000.0,140300000.0,151100000.0
Hasbro Inc,HAS,549300NUB6D2R1ITYR45,46080,2010.0,Q4,2010-09-27,2010-12-26,,29130000.0,1.01,1.01,0.25,0.96,33366000.0,143737000.0,140014000.0,140014000.0,140014000.0,,614572000.0,1278697000.0,-7802000.0,,61950000.0,,228259000.0,614572000.0,664125000.0,21741000.0,1874000.0,463076000.0,201049000.0,-27669000.0,173380000.0,1278697000.0,139079000.0,139079000.0,139079000.0
Hasbro Inc,HAS,549300NUB6D2R1ITYR45,46080,2010.0,FY,2009-12-28,2010-12-26,2013-02-27 16:15:01+00:00,72474000.0,2.86,2.86,1.0,2.74,109968000.0,420651000.0,397752000.0,397752000.0,397752000.0,,1938627000.0,4002161000.0,-3676000.0,,201358000.0,,781192000.0,1938627000.0,2063534000.0,82112000.0,5649000.0,1475675000.0,587859000.0,-80139000.0,507720000.0,4002161000.0,139079000.0,139079000.0,139079000.0
Hasbro Inc,HAS,549300NUB6D2R1ITYR45,46080,2010.0,Q3YTD,2009-12-28,2010-09-26,,43344000.0,1.85,1.85,0.75,1.78,76602000.0,276914000.0,257738000.0,257738000.0,257738000.0,,1324055000.0,2723464000.0,4126000.0,,139408000.0,,552933000.0,1324055000.0,1399409000.0,60371000.0,3775000.0,1012599000.0,386810000.0,-52470000.0,334340000.0,2723464000.0,138199000.0,138199000.0,138199000.0
Hasbro Inc,HAS,549300NUB6D2R1ITYR45,46080,2010.0,Q3,2010-06-28,2010-09-26,2011-11-02 16:39:31+00:00,20645000.0,1.12,1.12,0.25,1.09,63909000.0,133742000.0,155164000.0,155164000.0,155164000.0,,667220000.0,1313302000.0,2134000.0,,51618000.0,,202320000.0,667220000.0,646082000.0,21657000.0,839000.0,408325000.0,237757000.0,-18684000.0,219073000.0,1313302000.0,138199000.0,138199000.0,138199000.0
Hasbro Inc,HAS,549300NUB6D2R1ITYR45,46080,2010.0,Q2YTD,2009-12-28,2010-06-27,,22699000.0,0.73,0.73,0.5,0.69,12693000.0,143172000.0,102574000.0,102574000.0,102574000.0,,656835000.0,1410162000.0,1992000.0,,87790000.0,,350613000.0,656835000.0,753327000.0,38714000.0,2936000.0,604274000.0,149053000.0,-33786000.0,115267000.0,1410162000.0,143801000.0,143801000.0,143801000.0
Hasbro Inc,HAS,549300NUB6D2R1ITYR45,46080,2010.0,Q2,2010-03-29,2010-06-27,2011-07-29 14:47:05+00:00,11315000.0,0.3,0.3,0.25,0.29,17406000.0,71998000.0,43631000.0,43631000.0,43631000.0,,350374000.0,737791000.0,1127000.0,0.0,47466000.0,,176912000.0,350374000.0,387417000.0,21922000.0,2106000.0,307691000.0,79726000.0,-18689000.0,61037000.0,737791000.0,143801000.0,143801000.0,143801000.0
