company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Keysight Technologies Inc,KEYS,549300GLKVIO8YRCYN02,1601046,2013.0,FY,2012-11-01,2013-10-31,2015-12-21 16:07:49+00:00,2.74,2.74,2.74,,44000000.0,457000000.0,457000000.0,457000000.0,1265000000.0,2888000000.0,5000000.0,0.0,375000000.0,752000000.0,1265000000.0,1623000000.0,0.0,0.0,1127000000.0,496000000.0,5000000.0,501000000.0,2888000000.0,166800000.0,167000000.0,167000000.0
Keysight Technologies Inc,KEYS,549300GLKVIO8YRCYN02,1601046,2014.0,FY,2013-11-01,2014-10-31,2016-12-19 16:22:26+00:00,2.35,2.35,2.35,,83000000.0,392000000.0,392000000.0,392000000.0,1313000000.0,2933000000.0,9000000.0,0.0,361000000.0,790000000.0,1313000000.0,1620000000.0,3000000.0,0.0,1151000000.0,469000000.0,6000000.0,475000000.0,2933000000.0,166800000.0,167000000.0,167000000.0
Keysight Technologies Inc,KEYS,549300GLKVIO8YRCYN02,1601046,2014.0,Q4,2014-08-01,2014-10-31,,0.61,0.61,0.61,,32000000.0,101000000.0,101000000.0,101000000.0,343000000.0,762000000.0,6000000.0,,91000000.0,198000000.0,343000000.0,419000000.0,3000000.0,,289000000.0,130000000.0,3000000.0,133000000.0,762000000.0,166800000.0,167000000.0,167000000.0
Keysight Technologies Inc,KEYS,549300GLKVIO8YRCYN02,1601046,2014.0,Q3YTD,2013-11-01,2014-07-31,,1.74,1.74,1.74,,51000000.0,291000000.0,291000000.0,291000000.0,970000000.0,2171000000.0,3000000.0,,270000000.0,592000000.0,970000000.0,1201000000.0,,,862000000.0,339000000.0,3000000.0,342000000.0,2171000000.0,167200000.0,167000000.0,167000000.0
Keysight Technologies Inc,KEYS,549300GLKVIO8YRCYN02,1601046,2014.0,Q3,2014-05-01,2014-07-31,2015-09-03 16:06:15+00:00,0.64,0.64,0.64,,15000000.0,107000000.0,107000000.0,107000000.0,343000000.0,757000000.0,1000000.0,0.0,91000000.0,202000000.0,343000000.0,414000000.0,0.0,0.0,293000000.0,121000000.0,1000000.0,122000000.0,757000000.0,167200000.0,167000000.0,167000000.0
Keysight Technologies Inc,KEYS,549300GLKVIO8YRCYN02,1601046,2014.0,Q2YTD,2013-11-01,2014-04-30,,1.1,1.1,1.1,,36000000.0,184000000.0,184000000.0,184000000.0,627000000.0,1414000000.0,2000000.0,,179000000.0,390000000.0,627000000.0,787000000.0,,,569000000.0,218000000.0,2000000.0,220000000.0,1414000000.0,166700000.0,167000000.0,167000000.0
Keysight Technologies Inc,KEYS,549300GLKVIO8YRCYN02,1601046,2014.0,Q2,2014-02-01,2014-04-30,2015-06-04 16:06:02+00:00,0.66,0.66,0.66,,18000000.0,110000000.0,110000000.0,110000000.0,328000000.0,743000000.0,1000000.0,,89000000.0,199000000.0,328000000.0,415000000.0,0.0,0.0,288000000.0,127000000.0,1000000.0,128000000.0,743000000.0,166700000.0,167000000.0,167000000.0
Keysight Technologies Inc,KEYS,549300GLKVIO8YRCYN02,1601046,2014.0,Q1,2013-11-01,2014-01-31,2015-03-05 16:07:44+00:00,0.44,0.44,0.44,,18000000.0,74000000.0,74000000.0,74000000.0,299000000.0,671000000.0,1000000.0,,90000000.0,191000000.0,299000000.0,372000000.0,0.0,,281000000.0,91000000.0,1000000.0,92000000.0,671000000.0,168200000.0,167000000.0,167000000.0
Keysight Technologies Inc,KEYS,549300GLKVIO8YRCYN02,1601046,2015.0,FY,2014-11-01,2015-10-31,2017-12-20 09:08:51+00:00,3.04,3.04,3.0,,-125000000.0,513000000.0,513000000.0,513000000.0,1269000000.0,2856000000.0,2000000.0,-18000000.0,387000000.0,787000000.0,1269000000.0,1587000000.0,46000000.0,1000000.0,1156000000.0,431000000.0,-43000000.0,388000000.0,2856000000.0,168800000.0,169000000.0,171000000.0
Keysight Technologies Inc,KEYS,549300GLKVIO8YRCYN02,1601046,2015.0,Q4,2015-08-01,2015-10-31,,1.64,1.64,1.62,,-176000000.0,277000000.0,277000000.0,277000000.0,332000000.0,750000000.0,1000000.0,-4000000.0,105000000.0,206000000.0,332000000.0,418000000.0,11000000.0,,307000000.0,111000000.0,-10000000.0,101000000.0,750000000.0,168800000.0,169000000.0,171000000.0
