company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Keysight Technologies Inc,KEYS,549300GLKVIO8YRCYN02,1601046,2014.0,FY,,2014-10-31,2015-12-21 16:07:49+00:00,298000000.0,380000000.0,-336000000.0,810000000.0,0.0,1004000000.0,175000000.0,83000000.0,72000000.0,167000000.0,392000000.0,18000000.0,1099000000.0,63000000.0,498000000.0,470000000.0,69000000.0,163000000.0,213000000.0,79000000.0,57000000.0,,94000000.0,131000000.0,101000000.0,,,3050000000.0,769000000.0,1850000000.0,769000000.0,769000000.0,769000000.0,2281000000.0,3050000000.0,730000000.0,1512000000.0,0.0,
Keysight Technologies Inc,KEYS,549300GLKVIO8YRCYN02,1601046,2015.0,FY,,2015-10-31,2016-12-19 16:22:26+00:00,209000000.0,398000000.0,-479000000.0,483000000.0,0.0,1167000000.0,175000000.0,74000000.0,50000000.0,168000000.0,700000000.0,246000000.0,1099000000.0,70000000.0,487000000.0,518000000.0,61000000.0,295000000.0,280000000.0,137000000.0,84000000.0,,100000000.0,80000000.0,614000000.0,,,3508000000.0,1302000000.0,1579000000.0,686000000.0,1302000000.0,1302000000.0,2206000000.0,3508000000.0,1411000000.0,1520000000.0,0.0,0.0
Keysight Technologies Inc,KEYS,549300GLKVIO8YRCYN02,1601046,2015.0,Q3,,2015-07-31,2015-09-03 16:06:15+00:00,171000000.0,313000000.0,-376000000.0,1000000000.0,,1144000000.0,161000000.0,73000000.0,56000000.0,144000000.0,372000000.0,12000000.0,1099000000.0,70000000.0,478000000.0,462000000.0,61000000.0,112000000.0,160000000.0,119000000.0,88000000.0,0.0,86000000.0,52000000.0,337000000.0,,,3097000000.0,1105000000.0,1983000000.0,620000000.0,1105000000.0,1105000000.0,1992000000.0,3097000000.0,652000000.0,1372000000.0,0.0,
Keysight Technologies Inc,KEYS,549300GLKVIO8YRCYN02,1601046,2015.0,Q2,,2015-04-30,2015-06-04 16:06:02+00:00,178000000.0,353000000.0,-357000000.0,894000000.0,,1126000000.0,164000000.0,73000000.0,51000000.0,173000000.0,378000000.0,14000000.0,1099000000.0,67000000.0,476000000.0,460000000.0,64000000.0,126000000.0,173000000.0,131000000.0,65000000.0,0.0,89000000.0,58000000.0,267000000.0,,,3061000000.0,1036000000.0,1927000000.0,631000000.0,1036000000.0,1036000000.0,2025000000.0,3061000000.0,674000000.0,1394000000.0,0.0,
Keysight Technologies Inc,KEYS,549300GLKVIO8YRCYN02,1601046,2015.0,Q1,,2015-01-31,2015-03-05 16:07:44+00:00,222000000.0,310000000.0,-369000000.0,887000000.0,,1116000000.0,176000000.0,82000000.0,60000000.0,146000000.0,381000000.0,16000000.0,1099000000.0,59000000.0,477000000.0,455000000.0,66000000.0,135000000.0,187000000.0,136000000.0,96000000.0,0.0,91000000.0,59000000.0,171000000.0,,,3029000000.0,918000000.0,1892000000.0,700000000.0,918000000.0,918000000.0,2111000000.0,3029000000.0,682000000.0,1411000000.0,0.0,
Keysight Technologies Inc,KEYS,549300GLKVIO8YRCYN02,1601046,2016.0,FY,,2016-10-31,2017-12-20 09:08:51+00:00,189000000.0,437000000.0,-618000000.0,783000000.0,0.0,1244000000.0,180000000.0,,41000000.0,183000000.0,736000000.0,208000000.0,1093000000.0,55000000.0,474000000.0,512000000.0,72000000.0,392000000.0,405000000.0,160000000.0,51000000.0,,39000000.0,69000000.0,949000000.0,0.0,,3796000000.0,1513000000.0,1854000000.0,644000000.0,1513000000.0,1513000000.0,2283000000.0,3796000000.0,1430000000.0,1639000000.0,0.0,-62000000.0
Keysight Technologies Inc,KEYS,549300GLKVIO8YRCYN02,1601046,2016.0,Q3,,2016-07-31,2016-09-02 16:09:37+00:00,156000000.0,415000000.0,-433000000.0,664000000.0,,1235000000.0,192000000.0,0.0,33000000.0,158000000.0,738000000.0,217000000.0,1100000000.0,56000000.0,479000000.0,522000000.0,73000000.0,317000000.0,235000000.0,153000000.0,62000000.0,0.0,114000000.0,69000000.0,857000000.0,,,3675000000.0,1597000000.0,1711000000.0,601000000.0,1597000000.0,1597000000.0,2078000000.0,3675000000.0,1442000000.0,1477000000.0,0.0,-62000000.0
Keysight Technologies Inc,KEYS,549300GLKVIO8YRCYN02,1601046,2016.0,Q2,,2016-04-30,2016-06-03 16:07:08+00:00,168000000.0,408000000.0,-437000000.0,620000000.0,,1213000000.0,198000000.0,75000000.0,39000000.0,174000000.0,731000000.0,226000000.0,1100000000.0,58000000.0,475000000.0,531000000.0,69000000.0,264000000.0,250000000.0,159000000.0,73000000.0,0.0,108000000.0,84000000.0,766000000.0,,,3655000000.0,1500000000.0,1737000000.0,652000000.0,1500000000.0,1500000000.0,2155000000.0,3655000000.0,1387000000.0,1503000000.0,0.0,-42000000.0
Keysight Technologies Inc,KEYS,549300GLKVIO8YRCYN02,1601046,2016.0,Q1,,2016-01-31,2016-03-04 16:14:03+00:00,175000000.0,361000000.0,-497000000.0,572000000.0,,1201000000.0,185000000.0,74000000.0,28000000.0,135000000.0,696000000.0,233000000.0,1099000000.0,56000000.0,481000000.0,514000000.0,62000000.0,256000000.0,255000000.0,138000000.0,79000000.0,0.0,100000000.0,81000000.0,678000000.0,,,3481000000.0,1382000000.0,1626000000.0,602000000.0,1382000000.0,1382000000.0,2099000000.0,3481000000.0,1341000000.0,1497000000.0,0.0,
Keysight Technologies Inc,KEYS,549300GLKVIO8YRCYN02,1601046,2017.0,FY,,2017-10-31,2018-12-18 16:22:23+00:00,211000000.0,547000000.0,-457000000.0,818000000.0,0.0,1788000000.0,291000000.0,,28000000.0,217000000.0,1882000000.0,855000000.0,2038000000.0,63000000.0,588000000.0,530000000.0,101000000.0,186000000.0,309000000.0,224000000.0,62000000.0,,240000000.0,356000000.0,1041000000.0,10000000.0,,5933000000.0,2310000000.0,2177000000.0,819000000.0,2310000000.0,2310000000.0,3623000000.0,5933000000.0,3226000000.0,2804000000.0,0.0,-62000000.0
