company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Keysight Technologies Inc,KEYS,549300GLKVIO8YRCYN02,1601046,2017.0,Q3,,2017-07-31,2017-09-06 16:10:26+00:00,181000000.0,521000000.0,-572000000.0,873000000.0,,1774000000.0,265000000.0,,39000000.0,182000000.0,1861000000.0,865000000.0,2047000000.0,60000000.0,561000000.0,546000000.0,92000000.0,216000000.0,371000000.0,200000000.0,77000000.0,0.0,134000000.0,327000000.0,1079000000.0,40000000.0,3000000.0,5840000000.0,2219000000.0,2158000000.0,784000000.0,2219000000.0,2219000000.0,3621000000.0,5840000000.0,3136000000.0,2837000000.0,0.0,-62000000.0
Keysight Technologies Inc,KEYS,549300GLKVIO8YRCYN02,1601046,2017.0,Q2,,2017-04-30,2017-06-07 16:37:12+00:00,180000000.0,518000000.0,-595000000.0,983000000.0,,1732000000.0,235000000.0,,22000000.0,212000000.0,1702000000.0,918000000.0,2156000000.0,60000000.0,585000000.0,545000000.0,91000000.0,345000000.0,374000000.0,188000000.0,57000000.0,0.0,130000000.0,345000000.0,1097000000.0,170000000.0,40000000.0,6014000000.0,2172000000.0,2314000000.0,876000000.0,2172000000.0,2172000000.0,3842000000.0,6014000000.0,3155000000.0,2966000000.0,0.0,-62000000.0
Keysight Technologies Inc,KEYS,549300GLKVIO8YRCYN02,1601046,2017.0,Q1,,2017-01-31,2017-02-28 16:31:46+00:00,172000000.0,395000000.0,-611000000.0,896000000.0,,1273000000.0,191000000.0,,19000000.0,146000000.0,721000000.0,197000000.0,1093000000.0,60000000.0,479000000.0,494000000.0,74000000.0,342000000.0,384000000.0,162000000.0,68000000.0,0.0,123000000.0,74000000.0,1048000000.0,,,3869000000.0,1648000000.0,1932000000.0,596000000.0,1648000000.0,1648000000.0,2221000000.0,3869000000.0,1443000000.0,1625000000.0,0.0,-62000000.0
Keysight Technologies Inc,KEYS,549300GLKVIO8YRCYN02,1601046,2018.0,FY,,2018-10-31,2019-12-18 16:10:53+00:00,242000000.0,624000000.0,-488000000.0,913000000.0,,1891000000.0,334000000.0,,42000000.0,276000000.0,1171000000.0,645000000.0,1291000000.0,46000000.0,619000000.0,555000000.0,127000000.0,750000000.0,224000000.0,222000000.0,69000000.0,0.0,279000000.0,287000000.0,1212000000.0,499000000.0,,5824000000.0,2433000000.0,2378000000.0,1462000000.0,2433000000.0,2433000000.0,3391000000.0,5824000000.0,2891000000.0,1929000000.0,0.0,-182000000.0
Keysight Technologies Inc,KEYS,549300GLKVIO8YRCYN02,1601046,2018.0,Q3,,2018-07-31,2018-08-31 16:12:09+00:00,231000000.0,597000000.0,-449000000.0,742000000.0,,1878000000.0,333000000.0,,45000000.0,213000000.0,1888000000.0,702000000.0,1790000000.0,54000000.0,609000000.0,549000000.0,122000000.0,186000000.0,220000000.0,234000000.0,78000000.0,0.0,285000000.0,201000000.0,1326000000.0,0.0,,5846000000.0,2613000000.0,2182000000.0,900000000.0,2613000000.0,2613000000.0,3233000000.0,5846000000.0,3115000000.0,2333000000.0,0.0,-142000000.0
Keysight Technologies Inc,KEYS,549300GLKVIO8YRCYN02,1601046,2018.0,Q2,,2018-04-30,2018-06-05 16:12:07+00:00,240000000.0,579000000.0,-419000000.0,784000000.0,,1839000000.0,347000000.0,,47000000.0,241000000.0,1891000000.0,754000000.0,1789000000.0,59000000.0,597000000.0,546000000.0,119000000.0,203000000.0,309000000.0,229000000.0,78000000.0,0.0,281000000.0,230000000.0,1205000000.0,0.0,,5923000000.0,2523000000.0,2189000000.0,953000000.0,2523000000.0,2523000000.0,3400000000.0,5923000000.0,3188000000.0,2447000000.0,0.0,-102000000.0
Keysight Technologies Inc,KEYS,549300GLKVIO8YRCYN02,1601046,2018.0,Q1,,2018-01-31,2018-03-08 16:11:46+00:00,229000000.0,454000000.0,-412000000.0,980000000.0,,1817000000.0,354000000.0,,35000000.0,170000000.0,1894000000.0,807000000.0,2028000000.0,61000000.0,609000000.0,539000000.0,105000000.0,204000000.0,315000000.0,232000000.0,78000000.0,0.0,270000000.0,232000000.0,1141000000.0,20000000.0,,6050000000.0,2484000000.0,2275000000.0,886000000.0,2484000000.0,2484000000.0,3566000000.0,6050000000.0,3236000000.0,2680000000.0,0.0,-62000000.0
Keysight Technologies Inc,KEYS,549300GLKVIO8YRCYN02,1601046,2019.0,FY,,2019-10-31,2020-06-02 16:22:29+00:00,253000000.0,668000000.0,-578000000.0,1598000000.0,,2015000000.0,334000000.0,,55000000.0,278000000.0,1209000000.0,490000000.0,1788000000.0,46000000.0,705000000.0,576000000.0,176000000.0,755000000.0,357000000.0,244000000.0,83000000.0,0.0,332000000.0,295000000.0,1909000000.0,0.0,0.0,6623000000.0,3004000000.0,3215000000.0,1003000000.0,3004000000.0,3004000000.0,3619000000.0,6623000000.0,2832000000.0,2616000000.0,0.0,-342000000.0
Keysight Technologies Inc,KEYS,549300GLKVIO8YRCYN02,1601046,2019.0,Q3,,2019-07-31,2019-08-30 16:13:11+00:00,247000000.0,618000000.0,-460000000.0,1394000000.0,,1996000000.0,324000000.0,,48000000.0,223000000.0,1209000000.0,546000000.0,1292000000.0,46000000.0,696000000.0,568000000.0,177000000.0,703000000.0,212000000.0,227000000.0,90000000.0,0.0,341000000.0,297000000.0,1714000000.0,500000000.0,0.0,6348000000.0,2938000000.0,2935000000.0,1432000000.0,2938000000.0,2938000000.0,3410000000.0,6348000000.0,2845000000.0,1978000000.0,0.0,-312000000.0
Keysight Technologies Inc,KEYS,549300GLKVIO8YRCYN02,1601046,2019.0,Q2,,2019-04-30,2019-05-30 16:33:51+00:00,236000000.0,660000000.0,-461000000.0,1277000000.0,,1956000000.0,333000000.0,,61000000.0,281000000.0,1174000000.0,543000000.0,1292000000.0,42000000.0,660000000.0,563000000.0,150000000.0,727000000.0,214000000.0,227000000.0,74000000.0,0.0,317000000.0,251000000.0,1555000000.0,500000000.0,0.0,6190000000.0,2798000000.0,2824000000.0,1485000000.0,2798000000.0,2798000000.0,3392000000.0,6190000000.0,2803000000.0,1907000000.0,0.0,-252000000.0
Keysight Technologies Inc,KEYS,549300GLKVIO8YRCYN02,1601046,2019.0,Q1,,2019-01-31,2019-03-05 16:49:57+00:00,222000000.0,580000000.0,-449000000.0,1098000000.0,,1927000000.0,317000000.0,,56000000.0,210000000.0,1181000000.0,594000000.0,1291000000.0,52000000.0,641000000.0,558000000.0,126000000.0,741000000.0,219000000.0,225000000.0,96000000.0,0.0,308000000.0,284000000.0,1402000000.0,499000000.0,0.0,5978000000.0,2658000000.0,2544000000.0,1400000000.0,2658000000.0,2658000000.0,3320000000.0,5978000000.0,2876000000.0,1920000000.0,0.0,-222000000.0
Keysight Technologies Inc,KEYS,549300GLKVIO8YRCYN02,1601046,2020.0,Q2,,2020-04-30,2020-06-02 16:22:29+00:00,182000000.0,485000000.0,-567000000.0,1841000000.0,,2046000000.0,391000000.0,,25000000.0,241000000.0,1217000000.0,382000000.0,1788000000.0,57000000.0,756000000.0,575000000.0,167000000.0,726000000.0,344000000.0,211000000.0,110000000.0,0.0,507000000.0,424000000.0,2143000000.0,0.0,0.0,6757000000.0,3085000000.0,3293000000.0,949000000.0,3085000000.0,3085000000.0,3672000000.0,6757000000.0,2889000000.0,2723000000.0,0.0,-537000000.0
Keysight Technologies Inc,KEYS,549300GLKVIO8YRCYN02,1601046,2020.0,Q1,,2020-01-31,2020-03-05 16:11:45+00:00,224000000.0,670000000.0,-561000000.0,1691000000.0,,2033000000.0,363000000.0,,51000000.0,215000000.0,1215000000.0,435000000.0,1788000000.0,48000000.0,737000000.0,578000000.0,176000000.0,737000000.0,350000000.0,228000000.0,129000000.0,0.0,502000000.0,418000000.0,2072000000.0,,,6841000000.0,3127000000.0,3326000000.0,982000000.0,3127000000.0,3127000000.0,3714000000.0,6841000000.0,2937000000.0,2732000000.0,0.0,-417000000.0
