company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Regeneron Pharmaceuticals Inc,REGN,549300RCBFWIRX3HYQ56,872589,2009.0,FY,,2009-12-31,2011-02-17 07:30:53+00:00,49031000.0,65568000.0,,1044000.0,109022000.0,207075000.0,0.0,1336811000.0,44544000.0,,,48680000.0,,259676000.0,137884000.0,,,7338000.0,3959000.0,,18610000.0,-941095000.0,0.0,134255000.0,741202000.0,396760000.0,425508000.0,93575000.0,396762000.0,396762000.0,344440000.0,741202000.0,56018000.0,250865000.0,2000.0,
Regeneron Pharmaceuticals Inc,REGN,549300RCBFWIRX3HYQ56,872589,2010.0,FY,,2010-12-31,2012-02-21 07:31:08+00:00,53658000.0,81917000.0,,-2491000.0,159355000.0,112572000.0,0.0,1575867000.0,54723000.0,,0.0,377571000.0,,347450000.0,285856000.0,,,6789000.0,7350000.0,,26337000.0,-1045563000.0,675000.0,136796000.0,1089432000.0,527813000.0,357622000.0,109056000.0,527815000.0,527815000.0,561617000.0,1089432000.0,384360000.0,452561000.0,0.0,
Regeneron Pharmaceuticals Inc,REGN,549300RCBFWIRX3HYQ56,872589,2010.0,Q3,,2010-09-30,2010-10-28 07:33:17+00:00,74976000.0,82287000.0,,-175000.0,158382000.0,325286000.0,0.0,1379203000.0,58223000.0,,,37956000.0,,318498000.0,296865000.0,,,6860000.0,5289000.0,3400000.0,14379000.0,-1030966000.0,634000.0,153767000.0,942433000.0,348062000.0,575719000.0,133833000.0,348064000.0,348064000.0,594369000.0,942433000.0,48216000.0,460536000.0,0.0,
Regeneron Pharmaceuticals Inc,REGN,549300RCBFWIRX3HYQ56,872589,2010.0,Q2,,2010-06-30,2010-07-28 07:30:36+00:00,58256000.0,95196000.0,,-306000.0,157359000.0,112000000.0,0.0,1368611000.0,60867000.0,,,70465000.0,,292329000.0,138177000.0,,,6697000.0,4318000.0,3400000.0,16217000.0,-997091000.0,448000.0,194337000.0,790641000.0,371214000.0,417750000.0,119571000.0,371216000.0,371216000.0,419425000.0,790641000.0,80562000.0,299854000.0,0.0,
Regeneron Pharmaceuticals Inc,REGN,549300RCBFWIRX3HYQ56,872589,2011.0,FY,,2011-12-31,2013-02-15 16:13:21+00:00,95625000.0,103035000.0,,-1862000.0,159508000.0,483610000.0,0.0,1754824000.0,51640000.0,0.0,275019000.0,283608000.0,,367955000.0,248610000.0,0.0,,6243000.0,6443000.0,,35800000.0,-1267323000.0,1006000.0,43332000.0,1323583000.0,485639000.0,665777000.0,148271000.0,485732000.0,485732000.0,837851000.0,1323583000.0,289851000.0,689580000.0,0.0,
Regeneron Pharmaceuticals Inc,REGN,549300RCBFWIRX3HYQ56,872589,2011.0,Q3,,2011-09-30,2011-10-27 07:31:02+00:00,78890000.0,78447000.0,,-1731000.0,159482000.0,206395000.0,0.0,1643864000.0,53425000.0,,,266223000.0,,363913000.0,254656000.0,,,13023000.0,7405000.0,,15927000.0,-1213880000.0,920000.0,39103000.0,983031000.0,428253000.0,339872000.0,133235000.0,428253000.0,428253000.0,554778000.0,983031000.0,279246000.0,421543000.0,0.0,
Regeneron Pharmaceuticals Inc,REGN,549300RCBFWIRX3HYQ56,872589,2011.0,Q2,,2011-06-30,2011-07-28 07:30:53+00:00,81665000.0,84564000.0,,-904000.0,159457000.0,254312000.0,0.0,1630453000.0,53326000.0,,,259421000.0,,361883000.0,266699000.0,,,12287000.0,6806000.0,,19026000.0,-1151515000.0,877000.0,55371000.0,1046864000.0,478034000.0,413273000.0,135868000.0,478034000.0,478034000.0,568830000.0,1046864000.0,271708000.0,432962000.0,0.0,
Regeneron Pharmaceuticals Inc,REGN,549300RCBFWIRX3HYQ56,872589,2011.0,Q1,,2011-03-31,2011-05-03 07:30:45+00:00,58602000.0,88156000.0,,-2175000.0,159353000.0,135376000.0,0.0,1609274000.0,52852000.0,,,381141000.0,,357423000.0,277417000.0,,,10228000.0,7180000.0,,10904000.0,-1089010000.0,798000.0,91065000.0,1074293000.0,518089000.0,325501000.0,112252000.0,518091000.0,518091000.0,556202000.0,1074293000.0,391369000.0,443950000.0,0.0,
Regeneron Pharmaceuticals Inc,REGN,549300RCBFWIRX3HYQ56,872589,2012.0,FY,,2012-12-31,2014-02-13 16:07:14+00:00,111345000.0,693120000.0,,-1166000.0,159436000.0,230276000.0,0.0,1763508000.0,50831000.0,148134000.0,296518000.0,279416000.0,28638000.0,379940000.0,208342000.0,192022000.0,,23100000.0,7259000.0,,28025000.0,-517054000.0,1374000.0,77819000.0,2080490000.0,1245288000.0,1206012000.0,163550000.0,1245385000.0,1245385000.0,835105000.0,2080490000.0,494538000.0,671555000.0,0.0,
Regeneron Pharmaceuticals Inc,REGN,549300RCBFWIRX3HYQ56,872589,2012.0,Q3,,2012-09-30,2012-10-24 07:29:40+00:00,124224000.0,601271000.0,,-1904000.0,159499000.0,118998000.0,0.0,1795389000.0,53067000.0,,290959000.0,320773000.0,,372917000.0,218578000.0,,,18322000.0,6987000.0,,84780000.0,-987461000.0,1277000.0,143554000.0,1660615000.0,806024000.0,948603000.0,178568000.0,806024000.0,806024000.0,854591000.0,1660615000.0,339095000.0,676023000.0,0.0,
