company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
Diamondback Energy Inc,FANG,549300R22LSX6OHWEN64,1539838,2011.0,FY,,2011-12-31,2013-03-01 16:52:42+00:00,12000000.0,17510000.0,4894000.0,119699000.0,,1104000.0,6959000.0,0.0,0.0,3165000.0,0.0,,340848000.0,85000000.0,10310000.0,6007000.0,221149000.0,129037000.0,,0.0,,22239000.0,1307000.0,6139000.0,336000.0,,0.0,0.0,263578000.0,,30812000.0,42298000.0,,129037000.0,134541000.0,263578000.0,11617000.0,92243000.0
Diamondback Energy Inc,FANG,549300R22LSX6OHWEN64,1539838,2012.0,FY,,2012-12-31,2014-02-19 17:29:30+00:00,30954000.0,14812000.0,10649000.0,145837000.0,,2125000.0,26358000.0,0.0,514142000.0,3270000.0,1857000.0,,700079000.0,193000.0,,6195000.0,554242000.0,,,62695000.0,0.0,34214000.0,2184000.0,388000.0,1053000.0,,-52074000.0,145000.0,606701000.0,462068000.0,50275000.0,79232000.0,462068000.0,462068000.0,144633000.0,606701000.0,2184000.0,65401000.0
Diamondback Energy Inc,FANG,549300R22LSX6OHWEN64,1539838,2012.0,Q3,,2012-09-30,2012-12-14 16:43:22+00:00,23749000.0,18223000.0,6114000.0,135733000.0,,1264000.0,1275000.0,0.0,124600000.0,2426000.0,,,413083000.0,120275000.0,0.0,6310000.0,277350000.0,,,,,17650000.0,3513000.0,1556000.0,1096000.0,,,10133000.0,307767000.0,124600000.0,26904000.0,60072000.0,124600000.0,124600000.0,183167000.0,307767000.0,3513000.0,123095000.0
Diamondback Energy Inc,FANG,549300R22LSX6OHWEN64,1539838,2013.0,FY,,2013-12-31,2015-02-19 19:09:53+00:00,2696000.0,39273000.0,109399000.0,212236000.0,,2989000.0,15555000.0,0.0,843028000.0,9225000.0,112000.0,0.0,1658573000.0,460000000.0,,5631000.0,1446337000.0,0.0,,91764000.0,213000.0,,13309000.0,,1184000.0,0.0,2513000.0,,1521614000.0,845541000.0,61968000.0,121320000.0,845541000.0,845541000.0,676073000.0,1521614000.0,13309000.0,554753000.0
Diamondback Energy Inc,FANG,549300R22LSX6OHWEN64,1539838,2013.0,Q3,,2013-09-30,2013-11-05 16:37:46+00:00,24283000.0,31282000.0,21040000.0,188645000.0,,2878000.0,53100000.0,0.0,840549000.0,6860000.0,423000.0,,1549766000.0,450085000.0,,6228000.0,1361121000.0,,,80544000.0,223000.0,57123000.0,12860000.0,0.0,659000.0,,-17611000.0,145000.0,1465896000.0,822938000.0,91915000.0,109451000.0,822938000.0,822938000.0,642958000.0,1465896000.0,12860000.0,533507000.0
Diamondback Energy Inc,FANG,549300R22LSX6OHWEN64,1539838,2013.0,Q2,,2013-06-30,2013-08-07 19:53:22+00:00,23354000.0,24369000.0,16065000.0,171309000.0,,2324000.0,81898000.0,0.0,659816000.0,5020000.0,0.0,182000.0,852481000.0,121000.0,,6271000.0,681172000.0,,,71098000.0,3191000.0,52721000.0,931000.0,0.0,807000.0,,-32207000.0,145000.0,798639000.0,627609000.0,116536000.0,97487000.0,627609000.0,627609000.0,171030000.0,798639000.0,931000.0,73543000.0
Diamondback Energy Inc,FANG,549300R22LSX6OHWEN64,1539838,2013.0,Q1,,2013-03-31,2013-05-09 17:10:23+00:00,8756000.0,19678000.0,14431000.0,156570000.0,,2230000.0,5516000.0,0.0,514712000.0,3378000.0,1205000.0,,769383000.0,36657000.0,,6247000.0,612813000.0,,,65206000.0,914000.0,49626000.0,1134000.0,0.0,956000.0,,-46678000.0,145000.0,648463000.0,468034000.0,34516000.0,76336000.0,468034000.0,468034000.0,180429000.0,648463000.0,1134000.0,104093000.0
Diamondback Energy Inc,FANG,549300R22LSX6OHWEN64,1539838,2014.0,FY,,2014-12-31,2015-11-05 17:38:53+00:00,26230000.0,97994000.0,170546000.0,382144000.0,,8447000.0,30183000.0,0.0,1554743000.0,30000000.0,,39953000.0,3173951000.0,673500000.0,,2827000.0,2791807000.0,234202000.0,0.0,161592000.0,115607000.0,,51963000.0,,4600000.0,500000.0,196268000.0,,3095481000.0,1751011000.0,251711000.0,266729000.0,1751011000.0,1985213000.0,1110268000.0,3095481000.0,51963000.0,843539000.0
Diamondback Energy Inc,FANG,549300R22LSX6OHWEN64,1539838,2014.0,Q3,,2014-09-30,2014-11-06 17:02:41+00:00,8009000.0,90228000.0,169282000.0,328522000.0,,8115000.0,40644000.0,0.0,1553934000.0,17951000.0,0.0,1044000.0,2954681000.0,590000000.0,,3105000.0,2626159000.0,234318000.0,,140308000.0,6061000.0,,51135000.0,,3223000.0,,97594000.0,,2820555000.0,1651528000.0,143261000.0,196286000.0,1651528000.0,1885846000.0,934709000.0,2820555000.0,51135000.0,738423000.0
Diamondback Energy Inc,FANG,549300R22LSX6OHWEN64,1539838,2014.0,Q2,,2014-06-30,2014-08-06 21:35:06+00:00,23542000.0,68655000.0,38236000.0,283152000.0,,5437000.0,36993000.0,0.0,1061046000.0,15170000.0,4327000.0,,2203140000.0,496000000.0,,3308000.0,1919988000.0,137436000.0,,124743000.0,0.0,91929000.0,12702000.0,,1421000.0,,53855000.0,,2047394000.0,1114901000.0,114704000.0,168877000.0,1114901000.0,1252337000.0,795057000.0,2047394000.0,12702000.0,626180000.0
