company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otherincome,otheroperatingexpenses,otherrevenue,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Diamondback Energy Inc,FANG,549300R22LSX6OHWEN64,1539838,2010.0,FY,2010-01-01,2010-12-31,2013-03-01 16:52:42+00:00,,,,8145000.0,,,0.0,1347000.0,8231000.0,8231000.0,8231000.0,,5506000.0,27253000.0,,-148000.0,38000.0,,,3036000.0,5506000.0,21747000.0,836000.0,34000.0,12566000.0,9181000.0,-950000.0,8231000.0,27253000.0,,0.0,
Diamondback Energy Inc,FANG,549300R22LSX6OHWEN64,1539838,2011.0,FY,2011-01-01,2011-12-31,2014-02-19 17:29:30+00:00,,,,15601000.0,,,0.0,3032000.0,-386000.0,-386000.0,-386000.0,,11866000.0,49366000.0,,-13009000.0,65000.0,,,3655000.0,11866000.0,37500000.0,2528000.0,4000.0,22353000.0,15147000.0,-15533000.0,-386000.0,49366000.0,,,
Diamondback Energy Inc,FANG,549300R22LSX6OHWEN64,1539838,2011.0,Q3,2011-07-01,2011-09-30,2012-12-14 16:43:22+00:00,,,,3680000.0,,,,535000.0,2089000.0,2089000.0,2089000.0,,3172000.0,10971000.0,,-7000.0,17000.0,,,755000.0,3172000.0,7799000.0,718000.0,2000.0,4987000.0,2812000.0,-723000.0,2089000.0,10971000.0,,,
Diamondback Energy Inc,FANG,549300R22LSX6OHWEN64,1539838,2012.0,FY,2012-01-01,2012-12-31,2014-02-19 17:29:30+00:00,,,,26273000.0,,,54903000.0,5237000.0,-36521000.0,-36521000.0,-36521000.0,,15671000.0,74962000.0,,4749000.0,98000.0,,,10376000.0,15671000.0,59291000.0,3610000.0,-64000.0,41984000.0,17307000.0,1075000.0,18382000.0,74962000.0,,19721000.0,
Diamondback Energy Inc,FANG,549300R22LSX6OHWEN64,1539838,2012.0,Q4,2012-10-01,2012-12-31,,,,,9721000.0,,,54903000.0,2365000.0,-52074000.0,-52074000.0,-52074000.0,,5580000.0,25767000.0,,1078000.0,35000.0,,,5889000.0,5580000.0,20187000.0,426000.0,,18010000.0,2177000.0,652000.0,2829000.0,25767000.0,,19721000.0,
Diamondback Energy Inc,FANG,549300R22LSX6OHWEN64,1539838,2012.0,Q3,2012-07-01,2012-09-30,2013-11-05 16:37:46+00:00,0.0,0.0,,6136000.0,0.0,,,1293000.0,452000.0,452000.0,452000.0,,3627000.0,16814000.0,0.0,-2505000.0,22000.0,,,1650000.0,3627000.0,13187000.0,1130000.0,1000.0,9101000.0,4086000.0,-3634000.0,452000.0,16814000.0,,0.0,0.0
Diamondback Energy Inc,FANG,549300R22LSX6OHWEN64,1539838,2012.0,Q3YTD,2012-01-01,2012-09-30,,,,,16552000.0,,,,2872000.0,15553000.0,15553000.0,15553000.0,,10091000.0,49195000.0,,3671000.0,63000.0,,,4487000.0,10091000.0,39104000.0,3184000.0,-64000.0,23974000.0,15130000.0,423000.0,15553000.0,49195000.0,,0.0,0.0
Diamondback Energy Inc,FANG,549300R22LSX6OHWEN64,1539838,2012.0,Q2,2012-04-01,2012-06-30,2013-08-07 19:53:22+00:00,0.0,0.0,,5659000.0,0.0,,,782000.0,13624000.0,13624000.0,13624000.0,,3608000.0,16030000.0,0.0,10543000.0,21000.0,,,1653000.0,3608000.0,12422000.0,1173000.0,-53000.0,8115000.0,4307000.0,9317000.0,13624000.0,16030000.0,,0.0,0.0
Diamondback Energy Inc,FANG,549300R22LSX6OHWEN64,1539838,2012.0,Q2YTD,2012-01-01,2012-06-30,,,,,10416000.0,,,,1579000.0,15101000.0,15101000.0,15101000.0,,6464000.0,32381000.0,,6176000.0,41000.0,,,2837000.0,6464000.0,25917000.0,2054000.0,-65000.0,14873000.0,11044000.0,4057000.0,15101000.0,32381000.0,,0.0,0.0
Diamondback Energy Inc,FANG,549300R22LSX6OHWEN64,1539838,2012.0,Q1,2012-01-01,2012-03-31,2013-05-09 17:10:23+00:00,0.0,0.0,,4757000.0,0.0,,,797000.0,1477000.0,1477000.0,1477000.0,,2856000.0,16351000.0,0.0,-4367000.0,20000.0,,,1184000.0,2856000.0,13495000.0,881000.0,-12000.0,6758000.0,6737000.0,-5260000.0,1477000.0,16351000.0,,0.0,0.0
Diamondback Energy Inc,FANG,549300R22LSX6OHWEN64,1539838,2013.0,Q4,2013-10-01,2013-12-31,,0.45,0.45,,23621000.0,0.45,,31754000.0,4604000.0,20124000.0,61000.0,20124000.0,,6067000.0,75908000.0,20063000.0,39000.0,67000.0,,,3823000.0,6067000.0,69841000.0,5950000.0,,32115000.0,37726000.0,-5911000.0,31815000.0,75908000.0,42000000.0,42015000.0,42255000.0
Diamondback Energy Inc,FANG,549300R22LSX6OHWEN64,1539838,2013.0,FY,2013-01-01,2013-12-31,2015-02-19 19:09:53+00:00,1.3,1.3,,66597000.0,1.29,,31754000.0,12899000.0,54587000.0,54587000.0,54587000.0,0.0,22075000.0,208002000.0,,-795000.0,201000.0,,,11036000.0,22075000.0,185927000.0,8059000.0,1000.0,90733000.0,95194000.0,-8853000.0,86341000.0,208002000.0,42000000.0,42015000.0,42255000.0
Diamondback Energy Inc,FANG,549300R22LSX6OHWEN64,1539838,2013.0,Q3TTM,2012-10-01,2013-09-30,,0.85,0.85,,52697000.0,0.84,,54903000.0,10660000.0,-17611000.0,2452000.0,-17611000.0,,21588000.0,157861000.0,-20063000.0,244000.0,169000.0,,,13102000.0,21588000.0,136273000.0,2535000.0,1000.0,76628000.0,59645000.0,-2290000.0,57355000.0,157861000.0,44200000.0,44385000.0,44698000.0
Diamondback Energy Inc,FANG,549300R22LSX6OHWEN64,1539838,2013.0,Q3YTD,2013-01-01,2013-09-30,,0.85,0.85,,42976000.0,0.84,,,8295000.0,34463000.0,54526000.0,34463000.0,,16008000.0,132094000.0,-20063000.0,-834000.0,134000.0,,,7213000.0,16008000.0,116086000.0,2109000.0,1000.0,58618000.0,57468000.0,-2942000.0,54526000.0,132094000.0,44200000.0,44385000.0,44698000.0
Diamondback Energy Inc,FANG,549300R22LSX6OHWEN64,1539838,2013.0,Q3,2013-07-01,2013-09-30,2014-11-06 17:02:41+00:00,0.33,0.33,,17423000.0,0.33,,0.0,3553000.0,14596000.0,23695000.0,14596000.0,0.0,5225000.0,57791000.0,-9099000.0,-4640000.0,46000.0,,,2121000.0,5225000.0,52566000.0,1089000.0,1000.0,23143000.0,29423000.0,-5728000.0,23695000.0,57791000.0,44200000.0,44385000.0,44698000.0
Diamondback Energy Inc,FANG,549300R22LSX6OHWEN64,1539838,2013.0,Q2TTM,2012-07-01,2013-06-30,,0.52,0.52,,41410000.0,0.51,,54903000.0,8400000.0,-31755000.0,-20791000.0,-31755000.0,,19990000.0,116884000.0,-10964000.0,2379000.0,145000.0,,,12631000.0,19990000.0,96894000.0,2576000.0,1000.0,62586000.0,34308000.0,-196000.0,34112000.0,116884000.0,39100000.0,39402000.0,39719000.0
Diamondback Energy Inc,FANG,549300R22LSX6OHWEN64,1539838,2013.0,Q2YTD,2013-01-01,2013-06-30,,0.52,0.52,,25553000.0,0.51,,,4742000.0,19867000.0,30831000.0,19867000.0,,10783000.0,74303000.0,-10964000.0,3806000.0,88000.0,,,5092000.0,10783000.0,63520000.0,1020000.0,,35475000.0,28045000.0,2786000.0,30831000.0,74303000.0,39100000.0,39402000.0,39719000.0
Diamondback Energy Inc,FANG,549300R22LSX6OHWEN64,1539838,2013.0,Q2,2013-04-01,2013-06-30,2014-08-06 21:35:06+00:00,0.37,0.37,,14815000.0,0.36,,,2788000.0,14471000.0,22273000.0,14471000.0,0.0,5742000.0,45394000.0,-7802000.0,3425000.0,45000.0,,,2621000.0,5742000.0,39652000.0,535000.0,,20269000.0,19383000.0,2890000.0,22273000.0,45394000.0,39100000.0,39402000.0,39719000.0
