company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,cashinterestreceived,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
DISH Network Corp,DISH,,1001082,2009.0,Q3,2009-07-01,2009-09-30,,,4600000.0,66085000.0,2190000.0,228395000.0,,334885000.0,694000.0,1000000000.0,963847000.0,-1567024000.0,645886000.0,,,,963847000.0,-1567024000.0,645886000.0,42709000.0,80493000.0,80493000.0,,2113000.0,,446000.0,,,-2332473000.0,-257583000.0,-36847000.0,,1022586000.0
DISH Network Corp,DISH,,1001082,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-09 06:36:15+00:00,,245976000.0,186065000.0,8321000.0,468593000.0,,350035000.0,1874000.0,,-28534000.0,-1203022000.0,1245843000.0,,,,-28534000.0,-1203022000.0,1245843000.0,14287000.0,376104000.0,376104000.0,,51111000.0,,-529000.0,,,-1829778000.0,-466733000.0,-11814000.0,-18594000.0,1094018000.0
DISH Network Corp,DISH,,1001082,2009.0,Q2TTM,2008-07-01,2009-06-30,,,-5306000.0,-2690000.0,-12657000.0,948209000.0,,238926000.0,4407000.0,,-1613655000.0,-1115667000.0,2092298000.0,,,,-1613655000.0,-1115667000.0,2092298000.0,-637024000.0,684583000.0,684583000.0,,220580000.0,,1116000.0,,,-4903967000.0,-1068281000.0,-1516735000.0,-101327000.0,4855465000.0
DISH Network Corp,DISH,,1001082,2009.0,Q2,2009-04-01,2009-06-30,,,237998000.0,123873000.0,4955000.0,245300000.0,,-10479000.0,782000.0,,-5939000.0,-489763000.0,344627000.0,,,,-5939000.0,-489763000.0,344627000.0,-151075000.0,63420000.0,63420000.0,,46386000.0,,-529000.0,,,-1103999000.0,-214559000.0,-6721000.0,,829324000.0
DISH Network Corp,DISH,,1001082,2009.0,Q1,2009-01-01,2009-03-31,2010-05-10 06:07:29+00:00,,7978000.0,62192000.0,3366000.0,223293000.0,,360514000.0,1092000.0,,-22595000.0,-713259000.0,901216000.0,,,,-22595000.0,-713259000.0,901216000.0,165362000.0,312684000.0,312684000.0,,4725000.0,,0.0,,,-725779000.0,-252174000.0,-5093000.0,-18594000.0,264694000.0
DISH Network Corp,DISH,,1001082,2010.0,Q4,2010-10-01,2010-12-31,,,-511550000.0,-372137000.0,-30758000.0,236998000.0,,121754000.0,1537000.0,,-3790000.0,-675755000.0,605860000.0,,,,-3790000.0,-675755000.0,605860000.0,-73685000.0,251855000.0,251855000.0,,-4747000.0,,477000.0,,,-1198798000.0,-280939000.0,-4931000.0,-396000.0,803505000.0
DISH Network Corp,DISH,,1001082,2010.0,FY,2010-01-01,2010-12-31,2013-02-20 06:02:41+00:00,,,,,983965000.0,,189421000.0,6520000.0,16000.0,-127453000.0,-1477521000.0,2139802000.0,,,,-127453000.0,-1477521000.0,2139802000.0,534828000.0,984732000.0,984732000.0,,-18316000.0,,-102819000.0,,,-5373947000.0,-1113219000.0,-26910000.0,-107079000.0,5112464000.0
DISH Network Corp,DISH,,1001082,2010.0,Q3TTM,2009-10-01,2010-09-30,,,260974000.0,119987000.0,20247000.0,990012000.0,,-36838000.0,7833000.0,400016000.0,-640693000.0,-637276000.0,1836756000.0,,,,-640693000.0,-637276000.0,1836756000.0,558787000.0,911683000.0,911683000.0,,-28101000.0,,-103554000.0,,-894150000.0,-6151047000.0,-1145154000.0,-47709000.0,-106683000.0,6762479000.0
DISH Network Corp,DISH,,1001082,2010.0,Q3,2010-07-01,2010-09-30,,,279491000.0,119357000.0,10148000.0,242859000.0,,-50678000.0,1147000.0,16000.0,-100222000.0,88051000.0,418081000.0,,,,-100222000.0,88051000.0,418081000.0,405910000.0,244978000.0,244978000.0,,-19078000.0,,-156000.0,,,-1163252000.0,-295001000.0,-9199000.0,-92186000.0,1546460000.0
DISH Network Corp,DISH,,1001082,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-07 06:04:42+00:00,,511550000.0,372137000.0,30758000.0,746967000.0,,67667000.0,4983000.0,16000.0,-123663000.0,-801766000.0,1533942000.0,,,,-123663000.0,-801766000.0,1533942000.0,608513000.0,732877000.0,732877000.0,,-13569000.0,,-103296000.0,,,-4175149000.0,-832280000.0,-21979000.0,-106683000.0,4308959000.0
DISH Network Corp,DISH,,1001082,2010.0,Q2TTM,2009-07-01,2010-06-30,,,-13917000.0,66715000.0,12289000.0,975548000.0,,348725000.0,7380000.0,1400000000.0,423376000.0,-2292351000.0,2064561000.0,,,,423376000.0,-2292351000.0,2064561000.0,195586000.0,747198000.0,747198000.0,,-6910000.0,,-102952000.0,,-894150000.0,-7320268000.0,-1107736000.0,-75357000.0,-14497000.0,6238605000.0
DISH Network Corp,DISH,,1001082,2010.0,Q2,2010-04-01,2010-06-30,,,196192000.0,125117000.0,13129000.0,264446000.0,,-135303000.0,3127000.0,,-2574000.0,-178743000.0,389847000.0,,,,-2574000.0,-178743000.0,389847000.0,208530000.0,256984000.0,256984000.0,,3720000.0,,-118000.0,,,-1435141000.0,-216909000.0,-5701000.0,,1473425000.0
DISH Network Corp,DISH,,1001082,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-09 06:01:42+00:00,,232059000.0,252780000.0,20610000.0,504108000.0,,118345000.0,3836000.0,,-23441000.0,-889817000.0,1115861000.0,,,,-23441000.0,-889817000.0,1115861000.0,202603000.0,487899000.0,487899000.0,,5509000.0,,-103140000.0,,,-3011897000.0,-537279000.0,-12780000.0,-14497000.0,2762499000.0
DISH Network Corp,DISH,,1001082,2010.0,Q1TTM,2009-04-01,2010-03-31,,,27889000.0,65471000.0,4115000.0,956402000.0,,473549000.0,5035000.0,1400000000.0,420011000.0,-2603371000.0,2019341000.0,,,,420011000.0,-2603371000.0,2019341000.0,-164019000.0,553634000.0,553634000.0,,35756000.0,,-103363000.0,,-894150000.0,-6989126000.0,-1105386000.0,-76377000.0,-14497000.0,5594504000.0
DISH Network Corp,DISH,,1001082,2010.0,Q1,2010-01-01,2010-03-31,2011-05-02 06:05:15+00:00,,35867000.0,127663000.0,7481000.0,239662000.0,,253648000.0,709000.0,,-20867000.0,-711074000.0,726014000.0,,,,-20867000.0,-711074000.0,726014000.0,-5927000.0,230915000.0,230915000.0,,1789000.0,,-103022000.0,,,-1576756000.0,-320370000.0,-7079000.0,-14497000.0,1289074000.0
DISH Network Corp,DISH,,1001082,2011.0,Q4,2011-10-01,2011-12-31,,-233314000.0,-30777000.0,-351506000.0,-25583000.0,216311000.0,205000.0,80770000.0,13071000.0,1997000.0,-1798976000.0,691313000.0,628004000.0,484000.0,87844000.0,-45282000.0,-1798492000.0,779157000.0,582722000.0,-436408000.0,312436000.0,319232000.0,-6796000.0,11691000.0,,-6231000.0,,-893278000.0,-296633000.0,-166246000.0,-920766000.0,,1393737000.0
DISH Network Corp,DISH,,1001082,2011.0,FY,2011-01-01,2011-12-31,2014-02-21 06:05:59+00:00,-2831935000.0,,,,912203000.0,-4111000.0,161389000.0,39995000.0,2006293000.0,93513000.0,-2783172000.0,2619160000.0,484000.0,87844000.0,-45282000.0,93997000.0,-2695328000.0,2573878000.0,-31564000.0,1515578000.0,1522374000.0,-6796000.0,23194000.0,,-6773000.0,,-893278000.0,-5407328000.0,-760158000.0,-1059497000.0,,6223022000.0
DISH Network Corp,DISH,,1001082,2011.0,Q3TTM,2010-10-01,2011-09-30,,-2598621000.0,-480773000.0,-20631000.0,-5175000.0,932890000.0,-4316000.0,202373000.0,28461000.0,2004296000.0,1888699000.0,-4150240000.0,2597016000.0,,,,1888699000.0,-4150240000.0,2597016000.0,331159000.0,1454997000.0,1454997000.0,,6756000.0,,-65000.0,,,-6309493000.0,-874851000.0,-143662000.0,-396000.0,5632790000.0
DISH Network Corp,DISH,,1001082,2011.0,Q3,2011-07-01,2011-09-30,,-1356138000.0,8715000.0,116813000.0,10671000.0,229146000.0,-3520000.0,199855000.0,3027000.0,366000.0,-90571000.0,-1448454000.0,732811000.0,,,,-90571000.0,-1448454000.0,732811000.0,-809734000.0,318978000.0,318978000.0,,-15168000.0,,63235000.0,,,-1465452000.0,-191168000.0,-93964000.0,,1501069000.0
DISH Network Corp,DISH,,1001082,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-06 06:02:58+00:00,-2598621000.0,30777000.0,351506000.0,25583000.0,695892000.0,-4316000.0,80619000.0,26924000.0,2004296000.0,1892489000.0,-3474485000.0,1991156000.0,,,,1892489000.0,-3474485000.0,1991156000.0,404844000.0,1203142000.0,1203142000.0,,11503000.0,,-542000.0,,,-5110695000.0,-593912000.0,-138731000.0,,4829285000.0
DISH Network Corp,DISH,,1001082,2011.0,Q2TTM,2010-07-01,2011-06-30,,-1242483000.0,-209997000.0,-18087000.0,-5698000.0,946603000.0,-796000.0,-48160000.0,26581000.0,2003946000.0,1879048000.0,-2613735000.0,2282286000.0,,,,1879048000.0,-2613735000.0,2282286000.0,1546803000.0,1380997000.0,1380997000.0,,2846000.0,,-63456000.0,,,-6007293000.0,-978684000.0,-58897000.0,-92582000.0,5678181000.0
DISH Network Corp,DISH,,1001082,2011.0,Q2,2011-04-01,2011-06-30,,-1157358000.0,14622000.0,119941000.0,7549000.0,237049000.0,-796000.0,-180949000.0,20301000.0,2003608000.0,1987640000.0,-1709166000.0,414050000.0,,,,1987640000.0,-1709166000.0,414050000.0,691728000.0,334838000.0,334838000.0,,23112000.0,,-63486000.0,,,-2351332000.0,-169792000.0,-36269000.0,,2032802000.0
DISH Network Corp,DISH,,1001082,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-10 13:09:49+00:00,-1242483000.0,22062000.0,234693000.0,14912000.0,466746000.0,-796000.0,-119236000.0,23897000.0,2003930000.0,1983060000.0,-2026031000.0,1258345000.0,,,,1983060000.0,-2026031000.0,1258345000.0,1214578000.0,884164000.0,884164000.0,,26671000.0,,-63777000.0,,,-3645243000.0,-402744000.0,-44767000.0,,3328216000.0
DISH Network Corp,DISH,,1001082,2011.0,Q1TTM,2010-04-01,2011-03-31,,-85125000.0,-28427000.0,-12911000.0,-118000.0,974000000.0,,-2514000.0,9407000.0,338000.0,-111166000.0,-1083312000.0,2258083000.0,,,,-111166000.0,-1083312000.0,2258083000.0,1063605000.0,1303143000.0,1303143000.0,,-16546000.0,,-88000.0,,,-5091102000.0,-1025801000.0,-28329000.0,-92582000.0,5118804000.0
DISH Network Corp,DISH,,1001082,2011.0,Q1,2011-01-01,2011-03-31,2012-05-07 06:07:38+00:00,-85125000.0,7440000.0,114752000.0,7363000.0,229697000.0,,61713000.0,3596000.0,322000.0,-4580000.0,-316865000.0,844295000.0,,,,-4580000.0,-316865000.0,844295000.0,522850000.0,549326000.0,549326000.0,,3559000.0,,-291000.0,,,-1293911000.0,-232952000.0,-8498000.0,,1295414000.0
DISH Network Corp,DISH,,1001082,2012.0,Q4,2012-10-01,2012-12-31,,,-270042000.0,-457579000.0,-26209000.0,221264000.0,-60000.0,-501614000.0,33448000.0,1503735000.0,1070237000.0,-512928000.0,-30324000.0,-1449000.0,-15132000.0,8157000.0,1068788000.0,-528060000.0,-22167000.0,3515533000.0,203347000.0,240526000.0,-37179000.0,9500000.0,,1742000.0,2997032000.0,-452890000.0,-679066000.0,-263409000.0,-14056000.0,,427805000.0
DISH Network Corp,DISH,,1001082,2012.0,FY,2012-01-01,2012-12-31,2015-02-23 06:05:52+00:00,-76957000.0,,,,964484000.0,1887000.0,501061000.0,94852000.0,4411307000.0,4003933000.0,-3004082000.0,2003718000.0,-1449000.0,-15132000.0,8157000.0,4002484000.0,-3019214000.0,2011875000.0,5994064000.0,625740000.0,662919000.0,-37179000.0,-124746000.0,,-54811000.0,2997032000.0,-452890000.0,-3973628000.0,-945334000.0,-49336000.0,,2046648000.0
DISH Network Corp,DISH,,1001082,2012.0,Q3TTM,2011-10-01,2012-09-30,,-310271000.0,239265000.0,106073000.0,626000.0,959531000.0,2152000.0,1083445000.0,74475000.0,2909569000.0,1134720000.0,-1799841000.0,2662046000.0,484000.0,87844000.0,-45282000.0,1135204000.0,-1711997000.0,2616764000.0,2042123000.0,734829000.0,741625000.0,-6796000.0,-122555000.0,,-62784000.0,,-893278000.0,-3591195000.0,-848171000.0,-956046000.0,,3012580000.0
DISH Network Corp,DISH,,1001082,2012.0,Q3,2012-07-01,2012-09-30,,,26181000.0,150136000.0,6826000.0,235403000.0,1074000.0,676711000.0,11552000.0,1001802000.0,1006587000.0,-1201694000.0,685978000.0,,,,1006587000.0,-1201694000.0,685978000.0,491945000.0,-163329000.0,-163329000.0,,-62807000.0,,-40686000.0,,,-1296770000.0,-261740000.0,-6767000.0,,397502000.0
DISH Network Corp,DISH,,1001082,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-11-12 06:14:32+00:00,-76957000.0,270042000.0,457579000.0,26209000.0,743220000.0,1947000.0,1002675000.0,61404000.0,2907572000.0,2933696000.0,-2491154000.0,2034042000.0,,,,2933696000.0,-2491154000.0,2034042000.0,2478531000.0,422393000.0,422393000.0,,-134246000.0,,-56553000.0,,,-3294562000.0,-681925000.0,-35280000.0,,1618843000.0
DISH Network Corp,DISH,,1001082,2012.0,Q2TTM,2011-07-01,2012-06-30,,-1666409000.0,221799000.0,72750000.0,4471000.0,953274000.0,-2442000.0,606589000.0,65950000.0,1908133000.0,37562000.0,-2046601000.0,2708879000.0,484000.0,87844000.0,-45282000.0,38046000.0,-1958757000.0,2663597000.0,740444000.0,1217136000.0,1223932000.0,-6796000.0,-74916000.0,,41137000.0,,-893278000.0,-3759877000.0,-777599000.0,-1043243000.0,,4116147000.0
DISH Network Corp,DISH,,1001082,2012.0,Q2,2012-04-01,2012-06-30,,,230073000.0,193217000.0,9275000.0,299119000.0,-1036000.0,-50642000.0,44101000.0,1904725000.0,1928771000.0,-1180223000.0,489514000.0,,,,1928771000.0,-1180223000.0,489514000.0,1237026000.0,225596000.0,225596000.0,,15441000.0,,-14964000.0,,,-1707043000.0,-251257000.0,-20055000.0,,793041000.0
DISH Network Corp,DISH,,1001082,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-08-06 06:06:53+00:00,-76957000.0,243861000.0,307443000.0,19383000.0,507817000.0,873000.0,325964000.0,49852000.0,1905770000.0,1927109000.0,-1289460000.0,1348064000.0,,,,1927109000.0,-1289460000.0,1348064000.0,1986586000.0,585722000.0,585722000.0,,-71439000.0,,-15867000.0,,,-1997792000.0,-420185000.0,-28513000.0,,1221341000.0
DISH Network Corp,DISH,,1001082,2012.0,Q1TTM,2011-04-01,2012-03-31,,-2823767000.0,6348000.0,-526000.0,2745000.0,891204000.0,-2202000.0,476282000.0,42150000.0,2007016000.0,96431000.0,-2575544000.0,2633415000.0,484000.0,87844000.0,-45282000.0,96915000.0,-2487700000.0,2588133000.0,195146000.0,1326378000.0,1333174000.0,-6796000.0,-67245000.0,,-7385000.0,,-893278000.0,-4404166000.0,-696134000.0,-1059457000.0,,5355908000.0
DISH Network Corp,DISH,,1001082,2012.0,Q1,2012-01-01,2012-03-31,2013-05-09 06:02:58+00:00,-76957000.0,13788000.0,114226000.0,10108000.0,208698000.0,1909000.0,376606000.0,5751000.0,1045000.0,-1662000.0,-109237000.0,858550000.0,,,,-1662000.0,-109237000.0,858550000.0,749560000.0,360126000.0,360126000.0,,-86880000.0,,-903000.0,,,-290749000.0,-168928000.0,-8458000.0,,428300000.0
DISH Network Corp,DISH,,1001082,2013.0,FY,2013-01-01,2013-12-31,2016-02-18 06:16:43+00:00,-328134000.0,,,,1054026000.0,,270113000.0,76512000.0,7510047000.0,1851940000.0,-3034857000.0,2309197000.0,,,,1851940000.0,-3034857000.0,2309197000.0,1126280000.0,789746000.0,837089000.0,-47343000.0,147969000.0,,-185286000.0,,,-7162132000.0,-1116573000.0,-5734619000.0,,5757268000.0
DISH Network Corp,DISH,,1001082,2013.0,Q4,2013-10-01,2013-12-31,,-328134000.0,,,,266178000.0,-13000.0,190799000.0,9914000.0,3881000.0,-446123000.0,-281678000.0,639917000.0,186000.0,-10286000.0,36964000.0,-445937000.0,-291964000.0,676881000.0,-61033000.0,283154000.0,290251000.0,-7097000.0,-107311000.0,,-90665000.0,,,-1449440000.0,-205451000.0,-459918000.0,,1792012000.0
DISH Network Corp,DISH,,1001082,2013.0,Q3TTM,2012-10-01,2013-09-30,,,-270042000.0,-457579000.0,-26209000.0,1009112000.0,-47000.0,-422300000.0,100046000.0,9009901000.0,3368300000.0,-3266107000.0,1638956000.0,-1635000.0,-4846000.0,-28807000.0,3366665000.0,-3270953000.0,1610149000.0,4702846000.0,709939000.0,787364000.0,-77425000.0,264780000.0,,-92879000.0,2997032000.0,-452890000.0,-6391758000.0,-1174531000.0,-5288757000.0,,4393061000.0
DISH Network Corp,DISH,,1001082,2013.0,Q3,2013-07-01,2013-09-30,,,,,,253036000.0,-38000.0,-107928000.0,29527000.0,-210000.0,-16829000.0,315979000.0,399438000.0,-33000.0,-497000.0,1611000.0,-16862000.0,315482000.0,401049000.0,699631000.0,310990000.0,343324000.0,-32334000.0,-88994000.0,,79179000.0,,,-1530244000.0,-318570000.0,-46146000.0,,2085614000.0
DISH Network Corp,DISH,,1001082,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-11-04 06:05:58+00:00,,,,,787848000.0,13000.0,79314000.0,66598000.0,7506166000.0,2298063000.0,-2753179000.0,1669280000.0,-186000.0,10286000.0,-36964000.0,2297877000.0,-2742893000.0,1632316000.0,1187313000.0,506592000.0,546838000.0,-40246000.0,255280000.0,,-94621000.0,,,-5712692000.0,-911122000.0,-5274701000.0,,3965256000.0
DISH Network Corp,DISH,,1001082,2013.0,Q2TTM,2012-07-01,2013-06-30,,,-243861000.0,-307443000.0,-19383000.0,991479000.0,1065000.0,362339000.0,82071000.0,10011913000.0,4391716000.0,-4783780000.0,1925496000.0,-1602000.0,-4349000.0,-30418000.0,4390114000.0,-4788129000.0,1895078000.0,4495160000.0,235620000.0,280711000.0,-45091000.0,290967000.0,,-212744000.0,2997032000.0,-452890000.0,-6158284000.0,-1117701000.0,-5249378000.0,,2704949000.0
DISH Network Corp,DISH,,1001082,2013.0,Q2,2013-04-01,2013-06-30,,,,,,304642000.0,-177000.0,-79239000.0,26184000.0,7505988000.0,2312096000.0,-1710494000.0,561461000.0,-105000.0,16855000.0,-16656000.0,2311991000.0,-1693639000.0,544805000.0,1162980000.0,-15074000.0,-8720000.0,-6354000.0,344778000.0,,-132112000.0,,,-2316219000.0,-281619000.0,-5220076000.0,,1019456000.0
DISH Network Corp,DISH,,1001082,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-08-06 06:06:41+00:00,,,,,534812000.0,51000.0,187242000.0,37071000.0,7506376000.0,2314892000.0,-3069158000.0,1269842000.0,-153000.0,10783000.0,-38575000.0,2314739000.0,-3058375000.0,1231267000.0,487682000.0,195602000.0,203514000.0,-7912000.0,344274000.0,,-173800000.0,,,-4182448000.0,-592552000.0,-5228555000.0,,1879642000.0
DISH Network Corp,DISH,,1001082,2013.0,Q1TTM,2012-04-01,2013-03-31,,,-13788000.0,-114226000.0,-10108000.0,985956000.0,206000.0,390936000.0,99988000.0,4410650000.0,4008391000.0,-4253509000.0,1853549000.0,-1497000.0,-21204000.0,-13762000.0,4006894000.0,-4274713000.0,1839787000.0,4569206000.0,476290000.0,515027000.0,-38737000.0,-38370000.0,,-95596000.0,2997032000.0,-452890000.0,-5549108000.0,-1087339000.0,-49357000.0,,2478534000.0
DISH Network Corp,DISH,,1001082,2013.0,Q1,2013-01-01,2013-03-31,2014-05-08 06:02:08+00:00,,,,,230170000.0,228000.0,266481000.0,10887000.0,388000.0,2796000.0,-1358664000.0,708381000.0,-48000.0,-6072000.0,-21919000.0,2748000.0,-1364736000.0,686462000.0,-675298000.0,210676000.0,212234000.0,-1558000.0,-504000.0,,-41688000.0,,,-1866229000.0,-310933000.0,-8479000.0,,860186000.0
DISH Network Corp,DISH,,1001082,2014.0,FY,2014-01-01,2014-12-31,2017-02-22 06:24:19+00:00,-1343372000.0,,,,1077936000.0,,169846000.0,71634000.0,2047962000.0,980267000.0,-963077000.0,2378124000.0,,,,980267000.0,-963077000.0,2378124000.0,2395314000.0,928902000.0,928902000.0,,201440000.0,,-1402490000.0,,,-4269458000.0,-1001861000.0,-1139329000.0,,7054104000.0
DISH Network Corp,DISH,,1001082,2014.0,Q4,2014-10-01,2014-12-31,,-1343372000.0,,,,286931000.0,,-234392000.0,34282000.0,2014250000.0,1132702000.0,620634000.0,591444000.0,,,,1132702000.0,620634000.0,591444000.0,2344780000.0,407921000.0,407921000.0,,130984000.0,,-102967000.0,,,-472465000.0,-84405000.0,-915830000.0,,2623843000.0
DISH Network Corp,DISH,,1001082,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-11-09 06:07:42+00:00,,,,,791005000.0,,404238000.0,37352000.0,33712000.0,-152435000.0,-1583711000.0,1786680000.0,,,,-152435000.0,-1583711000.0,1786680000.0,50534000.0,520981000.0,520981000.0,,70456000.0,,-1299523000.0,,,-3796993000.0,-917456000.0,-223499000.0,,4430261000.0
DISH Network Corp,DISH,,1001082,2014.0,Q3TTM,2013-10-01,2014-09-30,,-328134000.0,,,,1057183000.0,-13000.0,595037000.0,47266000.0,37593000.0,-598558000.0,-1865389000.0,2426597000.0,186000.0,-10286000.0,36964000.0,-598372000.0,-1875675000.0,2463561000.0,-10499000.0,804135000.0,811232000.0,-7097000.0,-36855000.0,,-1390188000.0,,,-5246433000.0,-1122907000.0,-683417000.0,,6222273000.0
DISH Network Corp,DISH,,1001082,2014.0,Q3,2014-07-01,2014-09-30,,,,,,269890000.0,,165881000.0,7656000.0,13726000.0,-85303000.0,72976000.0,635524000.0,,,,-85303000.0,72976000.0,635524000.0,623197000.0,143035000.0,143035000.0,,56718000.0,,2301000.0,,,-1117628000.0,-316846000.0,-106685000.0,,1505149000.0
