company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
DISH Network Corp,DISH,,1001082,2009.0,FY,,2009-12-31,2011-02-24 06:02:12+00:00,520278000.0,779871000.0,1924607000.0,5614000.0,,105844000.0,,2125184000.0,815878000.0,139708000.0,1391441000.0,6470046000.0,311717000.0,295950000.0,3042262000.0,483000.0,312775000.0,121087000.0,,,,73971000.0,316929000.0,,,,-2760589000.0,26518000.0,2033492000.0,8295343000.0,-2092171000.0,3475952000.0,3287281000.0,-2092171000.0,-2091688000.0,10387031000.0,8295343000.0,1777129000.0,7099750000.0,-1462380000.0
DISH Network Corp,DISH,,1001082,2010.0,FY,,2010-12-31,2012-02-23 06:05:20+00:00,400764000.0,786053000.0,2263874000.0,93357000.0,,640672000.0,0.0,2176792000.0,803768000.0,216899000.0,1391441000.0,5484041000.0,368954000.0,487575000.0,3232348000.0,486000.0,567686000.0,142489000.0,,,,66017000.0,214568000.0,,,,-1834619000.0,1030895000.0,2299705000.0,9632153000.0,-1133929000.0,4573393000.0,4499301000.0,-1133929000.0,-1133443000.0,10765596000.0,9632153000.0,1826412000.0,6266295000.0,-1569459000.0
DISH Network Corp,DISH,,1001082,2010.0,Q3,,2010-09-30,2010-11-05 06:19:54+00:00,558348000.0,799559000.0,2192569000.0,61462000.0,,714357000.0,,2172135000.0,813023000.0,147510000.0,1391441000.0,6489201000.0,313818000.0,522838000.0,3195564000.0,459000.0,403683000.0,193776000.0,,,,68826000.0,226400000.0,,,,-2081504000.0,26170000.0,1945194000.0,9292883000.0,-1416970000.0,4323234000.0,3590110000.0,-1416970000.0,-1416511000.0,10709394000.0,9292883000.0,1774085000.0,7119284000.0,-1569063000.0
DISH Network Corp,DISH,,1001082,2010.0,Q2,,2010-06-30,2010-08-09 06:36:15+00:00,495636000.0,826793000.0,2148088000.0,802000.0,,308447000.0,,2167975000.0,820525000.0,144114000.0,1391441000.0,6477876000.0,315536000.0,464912000.0,3150962000.0,445000.0,357709000.0,71208000.0,,,,71575000.0,282798000.0,,,,-2272652000.0,28694000.0,2286031000.0,9031019000.0,-1580752000.0,4101505000.0,3492943000.0,-1580752000.0,-1580307000.0,10611326000.0,9031019000.0,1778552000.0,7118383000.0,-1476877000.0
DISH Network Corp,DISH,,1001082,2010.0,Q1,,2010-03-31,2010-05-10 06:07:29+00:00,508893000.0,750963000.0,2094060000.0,23605000.0,,99917000.0,,2132209000.0,840304000.0,147091000.0,1391441000.0,6462856000.0,313241000.0,356149000.0,3135077000.0,451000.0,289240000.0,72919000.0,,,,74230000.0,317258000.0,,,,-2529642000.0,26629000.0,2347958000.0,8688986000.0,-1850705000.0,3774997000.0,3469886000.0,-1850705000.0,-1850254000.0,10539240000.0,8688986000.0,1778912000.0,7069354000.0,-1476877000.0
DISH Network Corp,DISH,,1001082,2011.0,FY,,2011-12-31,2013-02-20 06:02:41+00:00,455408000.0,794817000.0,1706581000.0,82043000.0,,609108000.0,0.0,2279036000.0,832390000.0,73014000.0,1391441000.0,7458134000.0,1542181000.0,707151000.0,3169891000.0,1367000.0,974414000.0,131988000.0,65580000.0,,124907000.0,1618895000.0,236175000.0,,,,-1211990000.0,35645000.0,1431745000.0,11470231000.0,-420370000.0,3747823000.0,3220511000.0,-420370000.0,-419003000.0,11889234000.0,11470231000.0,4552517000.0,8668723000.0,-1569459000.0
DISH Network Corp,DISH,,1001082,2011.0,Q3,,2011-09-30,2011-11-07 06:04:42+00:00,514455000.0,825417000.0,1786571000.0,44875000.0,,1045516000.0,0.0,2257701000.0,824991000.0,211432000.0,1391441000.0,7461596000.0,1513901000.0,667490000.0,3184594000.0,1584000.0,1156434000.0,354291000.0,,,,1522262000.0,242222000.0,,,,-631366000.0,945886000.0,2319146000.0,13035490000.0,101751000.0,5423292000.0,4071903000.0,101751000.0,103335000.0,12932155000.0,13035490000.0,4427604000.0,8860252000.0,-1569459000.0
DISH Network Corp,DISH,,1001082,2011.0,Q2,,2011-06-30,2011-08-09 06:01:42+00:00,471496000.0,830906000.0,1907018000.0,177888000.0,,1855250000.0,0.0,2247735000.0,839604000.0,231007000.0,1391441000.0,7470954000.0,1523776000.0,568657000.0,3221685000.0,1696000.0,989960000.0,189263000.0,,,,278025000.0,210783000.0,,,,-950465000.0,1030492000.0,2737692000.0,12827702000.0,-94301000.0,6412775000.0,4248610000.0,-94301000.0,-92605000.0,12920307000.0,12827702000.0,3193242000.0,8671697000.0,-1569459000.0
DISH Network Corp,DISH,,1001082,2011.0,Q1,,2011-03-31,2011-05-02 06:05:15+00:00,370776000.0,740833000.0,2047476000.0,154861000.0,,1163522000.0,,2195733000.0,845799000.0,233645000.0,1391441000.0,5478723000.0,555975000.0,427699000.0,3255356000.0,1618000.0,806856000.0,180841000.0,,,,81086000.0,205833000.0,,,,-1285225000.0,1027622000.0,2250215000.0,10280613000.0,-504090000.0,4996755000.0,4291673000.0,-504090000.0,-502472000.0,10783085000.0,10280613000.0,2028502000.0,6491412000.0,-1569459000.0
DISH Network Corp,DISH,,1001082,2012.0,FY,,2012-12-31,2014-02-21 06:05:59+00:00,511433000.0,860715000.0,1576943000.0,188803000.0,,3573742000.0,0.0,2445716000.0,839888000.0,204375000.0,3296665000.0,11350399000.0,252694000.0,465584000.0,4366629000.0,34761000.0,1674635000.0,85114000.0,70999000.0,237986000.0,387919000.0,365312000.0,347281000.0,39155000.0,11198000.0,,-1028193000.0,537285000.0,3631637000.0,17379608000.0,36867000.0,9059153000.0,3924467000.0,36867000.0,71628000.0,17307980000.0,17379608000.0,3953826000.0,13383513000.0,-1569459000.0
