company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otherincome,otheroperatingexpenses,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2010.0,Q3YTD,2010-01-01,2010-09-30,,92000000.0,3.41,3.41,1.63,260000000.0,3.39,352000000.0,652000000.0,652000000.0,,564000000.0,88000000.0,6128000000.0,10044000000.0,,,-152000000.0,9000000.0,290000000.0,,2276000000.0,6128000000.0,3916000000.0,137000000.0,,2775000000.0,1141000000.0,-137000000.0,1004000000.0,10044000000.0,164200000.0,164200000.0,164200000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2010.0,Q3TTM,2009-10-01,2010-09-30,,125000000.0,4.28,4.28,2.17,350000000.0,4.25,389000000.0,815000000.0,815000000.0,,706000000.0,109000000.0,8062000000.0,13160000000.0,,,-220000000.0,12000000.0,392000000.0,,3049000000.0,8062000000.0,5098000000.0,186000000.0,,3708000000.0,1390000000.0,-186000000.0,1204000000.0,13160000000.0,164200000.0,164200000.0,164200000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2010.0,Q2,2010-04-01,2010-06-30,2010-07-26 13:34:32+00:00,30000000.0,1.64,1.64,0.54,85000000.0,1.63,111000000.0,301000000.0,301000000.0,,272000000.0,29000000.0,2076000000.0,3458000000.0,,,-53000000.0,3000000.0,97000000.0,,762000000.0,2076000000.0,1382000000.0,46000000.0,,924000000.0,458000000.0,-46000000.0,412000000.0,3458000000.0,165400000.0,165400000.0,165400000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2010.0,Q2YTD,2010-01-01,2010-06-30,,62000000.0,1.82,1.82,1.08,174000000.0,1.81,258000000.0,360000000.0,360000000.0,,302000000.0,58000000.0,4020000000.0,6584000000.0,,,-89000000.0,6000000.0,193000000.0,,1509000000.0,4020000000.0,2564000000.0,91000000.0,,1855000000.0,709000000.0,-91000000.0,618000000.0,6584000000.0,165400000.0,165400000.0,165400000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2010.0,Q2TTM,2009-07-01,2010-06-30,,127000000.0,3.65,3.65,2.15,352000000.0,3.63,385000000.0,708000000.0,708000000.0,,603000000.0,105000000.0,7943000000.0,12925000000.0,,,-213000000.0,12000000.0,390000000.0,,3034000000.0,7943000000.0,4982000000.0,187000000.0,,3702000000.0,1280000000.0,-187000000.0,1093000000.0,12925000000.0,165400000.0,165400000.0,165400000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2010.0,Q1,2010-01-01,2010-03-31,2010-04-26 14:04:42+00:00,32000000.0,0.18,0.18,0.54,89000000.0,0.18,147000000.0,59000000.0,59000000.0,,30000000.0,29000000.0,1944000000.0,3126000000.0,,,-36000000.0,3000000.0,96000000.0,,747000000.0,1944000000.0,1182000000.0,45000000.0,,931000000.0,251000000.0,-45000000.0,206000000.0,3126000000.0,166700000.0,166700000.0,166700000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2010.0,Q1TTM,2009-04-01,2010-03-31,,128000000.0,2.9,2.9,2.14,355000000.0,2.89,358000000.0,576000000.0,576000000.0,,477000000.0,99000000.0,7765000000.0,12582000000.0,,,-207000000.0,12000000.0,390000000.0,,3015000000.0,7765000000.0,4817000000.0,190000000.0,,3693000000.0,1124000000.0,-190000000.0,934000000.0,12582000000.0,166700000.0,166700000.0,166700000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2011.0,Q4,2011-10-01,2011-12-31,,28000000.0,1.41,1.41,0.57,45000000.0,1.39,-80000000.0,239000000.0,-11000000.0,250000000.0,216000000.0,23000000.0,968000000.0,1785000000.0,,,12000000.0,3000000.0,107000000.0,,693000000.0,968000000.0,817000000.0,51000000.0,31000000.0,888000000.0,-71000000.0,-20000000.0,-91000000.0,1785000000.0,157300000.0,157300000.0,157300000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2011.0,FY,2011-01-01,2011-12-31,2014-02-20 11:41:47+00:00,120000000.0,6.96,6.96,2.26,305000000.0,6.87,260000000.0,1212000000.0,962000000.0,250000000.0,1095000000.0,117000000.0,7865000000.0,13153000000.0,,,-152000000.0,12000000.0,428000000.0,0.0,3185000000.0,7865000000.0,5288000000.0,210000000.0,42000000.0,3898000000.0,1390000000.0,-168000000.0,1222000000.0,13153000000.0,157300000.0,157300000.0,157300000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2011.0,Q3,2011-07-01,2011-09-30,2011-10-31 13:33:06+00:00,30000000.0,1.98,1.98,0.57,86000000.0,1.96,120000000.0,342000000.0,342000000.0,,311000000.0,31000000.0,2353000000.0,3849000000.0,,,-53000000.0,3000000.0,108000000.0,,820000000.0,2353000000.0,1496000000.0,51000000.0,11000000.0,994000000.0,502000000.0,-40000000.0,462000000.0,3849000000.0,156800000.0,156800000.0,156800000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2011.0,Q3YTD,2011-01-01,2011-09-30,,92000000.0,5.55,5.55,1.69,260000000.0,5.48,340000000.0,973000000.0,973000000.0,,879000000.0,94000000.0,6897000000.0,11368000000.0,,,-164000000.0,9000000.0,321000000.0,,2492000000.0,6897000000.0,4471000000.0,159000000.0,11000000.0,3010000000.0,1461000000.0,-148000000.0,1313000000.0,11368000000.0,156800000.0,156800000.0,156800000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2011.0,Q3TTM,2010-10-01,2011-09-30,,124000000.0,6.81,6.81,2.24,346000000.0,6.72,403000000.0,1201000000.0,1201000000.0,,1084000000.0,117000000.0,8983000000.0,14747000000.0,,,-192000000.0,12000000.0,425000000.0,,3279000000.0,8983000000.0,5764000000.0,211000000.0,45000000.0,3994000000.0,1770000000.0,-166000000.0,1604000000.0,14747000000.0,156800000.0,156800000.0,156800000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2011.0,Q2,2011-04-01,2011-06-30,2011-08-01 15:26:18+00:00,31000000.0,2.15,2.15,0.57,88000000.0,2.12,128000000.0,372000000.0,372000000.0,,340000000.0,32000000.0,2417000000.0,3986000000.0,,,-61000000.0,3000000.0,110000000.0,,843000000.0,2417000000.0,1569000000.0,55000000.0,,1014000000.0,555000000.0,-55000000.0,500000000.0,3986000000.0,158200000.0,158200000.0,158200000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2011.0,Q2YTD,2011-01-01,2011-06-30,,62000000.0,3.57,3.57,1.12,174000000.0,3.52,220000000.0,631000000.0,631000000.0,,568000000.0,63000000.0,4544000000.0,7519000000.0,,,-111000000.0,6000000.0,213000000.0,,1672000000.0,4544000000.0,2975000000.0,108000000.0,,2016000000.0,959000000.0,-108000000.0,851000000.0,7519000000.0,158200000.0,158200000.0,158200000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2011.0,Q2TTM,2010-07-01,2011-06-30,,124000000.0,6.42,6.42,2.22,346000000.0,6.34,377000000.0,1151000000.0,1151000000.0,,1035000000.0,116000000.0,8738000000.0,14358000000.0,,,-202000000.0,12000000.0,414000000.0,,3226000000.0,8738000000.0,5620000000.0,206000000.0,34000000.0,3920000000.0,1700000000.0,-172000000.0,1528000000.0,14358000000.0,158200000.0,158200000.0,158200000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2011.0,Q1,2011-01-01,2011-03-31,2011-05-02 13:50:15+00:00,31000000.0,1.42,1.42,0.55,86000000.0,1.4,92000000.0,259000000.0,259000000.0,,228000000.0,31000000.0,2127000000.0,3533000000.0,,,-50000000.0,3000000.0,103000000.0,,829000000.0,2127000000.0,1406000000.0,53000000.0,,1002000000.0,404000000.0,-53000000.0,351000000.0,3533000000.0,160400000.0,160400000.0,160400000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2011.0,Q1TTM,2010-04-01,2011-03-31,,123000000.0,5.91,5.91,2.19,343000000.0,5.85,360000000.0,1080000000.0,1080000000.0,,967000000.0,113000000.0,8397000000.0,13830000000.0,,,-194000000.0,12000000.0,401000000.0,,3145000000.0,8397000000.0,5433000000.0,197000000.0,34000000.0,3830000000.0,1603000000.0,-163000000.0,1440000000.0,13830000000.0,160400000.0,160400000.0,160400000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2012.0,Q4,2012-10-01,2012-12-31,,24000000.0,1.63,1.63,0.11,36000000.0,1.63,-66000000.0,285000000.0,-45000000.0,330000000.0,250000000.0,35000000.0,1099000000.0,1681000000.0,,208000000.0,-22000000.0,3000000.0,94000000.0,176000000.0,549000000.0,1099000000.0,582000000.0,51000000.0,10000000.0,860000000.0,-278000000.0,167000000.0,-111000000.0,1681000000.0,153400000.0,153400000.0,153400000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2012.0,FY,2012-01-01,2012-12-31,2015-02-19 11:42:21+00:00,107000000.0,6.13,6.13,2.34,292000000.0,6.06,148000000.0,1064000000.0,680000000.0,384000000.0,941000000.0,123000000.0,7599000000.0,12686000000.0,,,-138000000.0,12000000.0,430000000.0,176000000.0,3210000000.0,7599000000.0,5087000000.0,210000000.0,40000000.0,4089000000.0,998000000.0,-170000000.0,828000000.0,12686000000.0,153400000.0,153400000.0,153400000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2012.0,Q3YTD,2012-01-01,2012-09-30,,83000000.0,4.5,4.5,2.22,256000000.0,4.5,214000000.0,779000000.0,725000000.0,54000000.0,691000000.0,88000000.0,6500000000.0,11005000000.0,,-208000000.0,-116000000.0,9000000.0,336000000.0,,2661000000.0,6500000000.0,4505000000.0,159000000.0,30000000.0,3229000000.0,1276000000.0,-337000000.0,939000000.0,11005000000.0,153700000.0,153700000.0,153700000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2012.0,Q3TTM,2011-10-01,2012-09-30,,111000000.0,5.9,5.9,3.19,301000000.0,5.9,134000000.0,1018000000.0,714000000.0,304000000.0,907000000.0,111000000.0,7468000000.0,12790000000.0,,-208000000.0,-104000000.0,12000000.0,443000000.0,,3354000000.0,7468000000.0,5322000000.0,210000000.0,61000000.0,4117000000.0,1205000000.0,-357000000.0,848000000.0,12790000000.0,153700000.0,153700000.0,153700000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2012.0,Q3,2012-07-01,2012-09-30,2012-10-29 13:37:25+00:00,27000000.0,2.21,2.21,0.59,89000000.0,2.18,122000000.0,364000000.0,364000000.0,,339000000.0,25000000.0,2288000000.0,3845000000.0,,,-45000000.0,3000000.0,113000000.0,0.0,840000000.0,2288000000.0,1557000000.0,54000000.0,10000000.0,1027000000.0,530000000.0,-44000000.0,486000000.0,3845000000.0,153700000.0,153700000.0,153700000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2012.0,Q2YTD,2012-01-01,2012-06-30,,56000000.0,2.29,2.29,1.49,167000000.0,2.29,92000000.0,415000000.0,361000000.0,54000000.0,352000000.0,63000000.0,4212000000.0,7160000000.0,,-208000000.0,-71000000.0,6000000.0,223000000.0,,1821000000.0,4212000000.0,2948000000.0,105000000.0,20000000.0,2202000000.0,746000000.0,-293000000.0,453000000.0,7160000000.0,153700000.0,153700000.0,153700000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2012.0,Q2TTM,2011-07-01,2012-06-30,,114000000.0,5.72,5.72,3.07,298000000.0,5.72,132000000.0,996000000.0,692000000.0,304000000.0,879000000.0,117000000.0,7533000000.0,12794000000.0,,-208000000.0,-112000000.0,12000000.0,438000000.0,,3334000000.0,7533000000.0,5261000000.0,207000000.0,62000000.0,4084000000.0,1177000000.0,-353000000.0,824000000.0,12794000000.0,153700000.0,153700000.0,153700000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2012.0,Q2,2012-04-01,2012-06-30,2013-10-28 13:32:34+00:00,27000000.0,2.21,2.21,0.59,78000000.0,2.18,92000000.0,364000000.0,310000000.0,54000000.0,339000000.0,25000000.0,1983000000.0,3408000000.0,,,-40000000.0,3000000.0,112000000.0,0.0,799000000.0,1983000000.0,1425000000.0,54000000.0,10000000.0,979000000.0,446000000.0,-44000000.0,402000000.0,3408000000.0,153700000.0,153700000.0,153700000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2012.0,Q1,2012-01-01,2012-03-31,2012-04-30 13:40:09+00:00,29000000.0,0.08,0.08,0.57,89000000.0,0.08,,51000000.0,51000000.0,,13000000.0,38000000.0,2229000000.0,3752000000.0,,-208000000.0,-31000000.0,3000000.0,111000000.0,,1022000000.0,2229000000.0,1523000000.0,51000000.0,10000000.0,1223000000.0,300000000.0,-249000000.0,51000000.0,3752000000.0,162500000.0,162500000.0,162500000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2012.0,Q1TTM,2011-04-01,2012-03-31,,118000000.0,5.62,5.62,2.28,308000000.0,5.55,168000000.0,1004000000.0,754000000.0,250000000.0,880000000.0,124000000.0,7967000000.0,13372000000.0,,-208000000.0,-133000000.0,12000000.0,436000000.0,,3378000000.0,7967000000.0,5405000000.0,208000000.0,52000000.0,4119000000.0,1286000000.0,-364000000.0,922000000.0,13372000000.0,162500000.0,162500000.0,162500000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2013.0,Q4,2013-10-01,2013-12-31,,31000000.0,1.77,1.77,0.2,71000000.0,1.77,11000000.0,282000000.0,99000000.0,2380000000.0,254000000.0,28000000.0,1786000000.0,2859000000.0,-2197000000.0,,-42000000.0,2000000.0,101000000.0,,765000000.0,1786000000.0,1073000000.0,48000000.0,13000000.0,928000000.0,145000000.0,-35000000.0,110000000.0,2859000000.0,143400000.0,143400000.0,143400000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2013.0,FY,2013-01-01,2013-12-31,2015-02-19 11:42:21+00:00,119000000.0,22.53,22.53,2.42,333000000.0,22.27,253000000.0,3353000000.0,973000000.0,2380000000.0,3231000000.0,122000000.0,8314000000.0,14265000000.0,,,-127000000.0,11000000.0,463000000.0,98000000.0,3675000000.0,8314000000.0,5951000000.0,196000000.0,43000000.0,4572000000.0,1379000000.0,-153000000.0,1226000000.0,14265000000.0,143400000.0,143400000.0,143400000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2013.0,Q3,2013-07-01,2013-09-30,2013-10-28 13:32:34+00:00,28000000.0,1.58,1.58,0.61,91000000.0,1.56,60000000.0,255000000.0,249000000.0,,226000000.0,29000000.0,2238000000.0,3980000000.0,6000000.0,,-31000000.0,3000000.0,123000000.0,98000000.0,1084000000.0,2238000000.0,1742000000.0,48000000.0,11000000.0,1396000000.0,346000000.0,-37000000.0,309000000.0,3980000000.0,143200000.0,143200000.0,143200000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2013.0,Q3YTD,2013-01-01,2013-09-30,,88000000.0,20.79,20.79,2.21,262000000.0,20.79,242000000.0,3071000000.0,874000000.0,,2977000000.0,94000000.0,6528000000.0,11406000000.0,2197000000.0,,-85000000.0,9000000.0,362000000.0,98000000.0,2910000000.0,6528000000.0,4878000000.0,148000000.0,30000000.0,3644000000.0,1234000000.0,-118000000.0,1116000000.0,11406000000.0,143200000.0,143200000.0,143200000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2013.0,Q3TTM,2012-10-01,2013-09-30,,112000000.0,22.53,22.53,2.33,298000000.0,22.53,176000000.0,3356000000.0,829000000.0,330000000.0,3227000000.0,129000000.0,7627000000.0,13087000000.0,2197000000.0,208000000.0,-107000000.0,12000000.0,456000000.0,274000000.0,3459000000.0,7627000000.0,5460000000.0,199000000.0,40000000.0,4504000000.0,956000000.0,49000000.0,1005000000.0,13087000000.0,143200000.0,143200000.0,143200000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2013.0,Q2,2013-04-01,2013-06-30,2013-07-29 14:02:32+00:00,34000000.0,2.38,2.38,0.61,90000000.0,2.35,118000000.0,371000000.0,371000000.0,,341000000.0,30000000.0,2343000000.0,4095000000.0,0.0,,-30000000.0,3000000.0,124000000.0,0.0,1004000000.0,2343000000.0,1752000000.0,47000000.0,9000000.0,1225000000.0,527000000.0,-38000000.0,489000000.0,4095000000.0,143400000.0,143400000.0,143400000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2013.0,Q2YTD,2013-01-01,2013-06-30,,60000000.0,19.18,19.18,1.46,171000000.0,19.18,182000000.0,2816000000.0,625000000.0,,2751000000.0,65000000.0,4290000000.0,7426000000.0,2191000000.0,,-54000000.0,6000000.0,239000000.0,,1826000000.0,4290000000.0,3136000000.0,100000000.0,19000000.0,2248000000.0,888000000.0,-81000000.0,807000000.0,7426000000.0,143400000.0,143400000.0,143400000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2013.0,Q2TTM,2012-07-01,2013-06-30,,111000000.0,23.29,23.29,2.36,296000000.0,23.29,238000000.0,3465000000.0,944000000.0,330000000.0,3340000000.0,125000000.0,7677000000.0,12952000000.0,2191000000.0,208000000.0,-121000000.0,12000000.0,446000000.0,176000000.0,3215000000.0,7677000000.0,5275000000.0,205000000.0,39000000.0,4135000000.0,1140000000.0,42000000.0,1182000000.0,12952000000.0,143400000.0,143400000.0,143400000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2013.0,Q1,2013-01-01,2013-03-31,2013-04-29 13:52:51+00:00,26000000.0,16.49,16.49,0.59,81000000.0,16.31,64000000.0,2445000000.0,254000000.0,,2410000000.0,35000000.0,1947000000.0,3331000000.0,2191000000.0,,-24000000.0,3000000.0,115000000.0,0.0,822000000.0,1947000000.0,1384000000.0,53000000.0,10000000.0,1023000000.0,361000000.0,-43000000.0,318000000.0,3331000000.0,146100000.0,146100000.0,146100000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2013.0,Q1TTM,2012-04-01,2013-03-31,,104000000.0,22.85,22.85,2.55,284000000.0,22.85,212000000.0,3458000000.0,883000000.0,384000000.0,3338000000.0,120000000.0,7317000000.0,12265000000.0,2191000000.0,208000000.0,-131000000.0,12000000.0,434000000.0,176000000.0,3010000000.0,7317000000.0,4948000000.0,212000000.0,40000000.0,3889000000.0,1059000000.0,36000000.0,1095000000.0,12265000000.0,146100000.0,146100000.0,146100000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2014.0,FY,2014-01-01,2014-12-31,2017-02-16 16:25:25+00:00,126000000.0,7.6,7.6,1.31,324000000.0,7.52,237000000.0,2159000000.0,1109000000.0,1050000000.0,2102000000.0,57000000.0,8348000000.0,14791000000.0,,,-215000000.0,12000000.0,483000000.0,0.0,3913000000.0,8348000000.0,6443000000.0,504000000.0,50000000.0,4643000000.0,1800000000.0,-454000000.0,1346000000.0,14791000000.0,276600000.0,276600000.0,276600000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2014.0,Q4,2014-10-01,2014-12-31,,33000000.0,0.3,0.3,0.33,64000000.0,0.3,-93000000.0,89000000.0,44000000.0,1050000000.0,83000000.0,6000000.0,1722000000.0,3138000000.0,-1005000000.0,,1000000.0,3000000.0,117000000.0,,897000000.0,1722000000.0,1416000000.0,362000000.0,12000000.0,1115000000.0,301000000.0,-350000000.0,-49000000.0,3138000000.0,276600000.0,276600000.0,276600000.0
