company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2012.0,Q2,,2012-06-30,2012-07-30 14:47:23+00:00,3160000000.0,3310000000.0,,-1793000000.0,231000000.0,1017000000.0,0.0,1299000000.0,,2644000000.0,,1067000000.0,2964000000.0,419000000.0,1775000000.0,2719000000.0,214000000.0,,241000000.0,2213000000.0,819000000.0,758000000.0,,,817000000.0,928000000.0,9486000000.0,647000000.0,230000000.0,14817000000.0,3461000000.0,7151000000.0,4565000000.0,3461000000.0,3675000000.0,11142000000.0,14817000000.0,4947000000.0,6577000000.0,-5531000000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2012.0,Q1,,2012-03-31,2012-04-30 13:40:09+00:00,3133000000.0,3236000000.0,,-1653000000.0,244000000.0,978000000.0,0.0,1281000000.0,,2729000000.0,,1132000000.0,2988000000.0,426000000.0,1830000000.0,2785000000.0,223000000.0,,262000000.0,2273000000.0,844000000.0,756000000.0,,,818000000.0,993000000.0,9213000000.0,669000000.0,56000000.0,14834000000.0,3293000000.0,6944000000.0,4558000000.0,3293000000.0,3516000000.0,11318000000.0,14834000000.0,5105000000.0,6760000000.0,-5548000000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2013.0,FY,,2013-12-31,2015-02-19 11:42:21+00:00,3265000000.0,2736000000.0,,-1260000000.0,245000000.0,1116000000.0,,1437000000.0,425000000.0,3008000000.0,,1339000000.0,3372000000.0,393000000.0,1824000000.0,2876000000.0,266000000.0,491000000.0,249000000.0,1735000000.0,484000000.0,836000000.0,,0.0,542000000.0,929000000.0,12757000000.0,34000000.0,629000000.0,15863000000.0,4932000000.0,7214000000.0,4135000000.0,4932000000.0,5198000000.0,10665000000.0,15863000000.0,5773000000.0,6530000000.0,-8002000000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2013.0,Q3,,2013-09-30,2013-10-28 13:32:34+00:00,3503000000.0,3122000000.0,,-1469000000.0,242000000.0,1562000000.0,0.0,1420000000.0,424000000.0,3023000000.0,,1371000000.0,3368000000.0,404000000.0,1878000000.0,2687000000.0,270000000.0,629000000.0,216000000.0,2029000000.0,447000000.0,832000000.0,,,404000000.0,940000000.0,12589000000.0,27000000.0,687000000.0,16638000000.0,5211000000.0,8120000000.0,4362000000.0,5211000000.0,5481000000.0,11157000000.0,16638000000.0,5831000000.0,6795000000.0,-7329000000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2013.0,Q2,,2013-06-30,2013-07-29 14:02:32+00:00,3343000000.0,3223000000.0,,-1639000000.0,239000000.0,1243000000.0,0.0,1391000000.0,,2937000000.0,,1374000000.0,3355000000.0,402000000.0,1862000000.0,2637000000.0,259000000.0,,224000000.0,2030000000.0,844000000.0,739000000.0,,,1006000000.0,811000000.0,12450000000.0,24000000.0,538000000.0,16066000000.0,5042000000.0,7710000000.0,4106000000.0,5042000000.0,5301000000.0,10765000000.0,16066000000.0,5719000000.0,6659000000.0,-7160000000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2013.0,Q1,,2013-03-31,2013-04-29 13:52:51+00:00,2949000000.0,2824000000.0,,-1608000000.0,240000000.0,2021000000.0,0.0,1372000000.0,,2694000000.0,,1033000000.0,3353000000.0,418000000.0,1698000000.0,2461000000.0,254000000.0,,235000000.0,1977000000.0,824000000.0,730000000.0,,,1044000000.0,803000000.0,12196000000.0,48000000.0,359000000.0,15376000000.0,4787000000.0,7726000000.0,3727000000.0,4787000000.0,5041000000.0,10335000000.0,15376000000.0,5189000000.0,6608000000.0,-7173000000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2014.0,FY,,2014-12-31,2015-10-26 17:09:02+00:00,3548000000.0,2815000000.0,,-2116000000.0,259000000.0,686000000.0,0.0,1512000000.0,406000000.0,3801000000.0,,2411000000.0,3544000000.0,443000000.0,1825000000.0,3092000000.0,85000000.0,505000000.0,702000000.0,2127000000.0,621000000.0,847000000.0,,,481000000.0,810000000.0,14498000000.0,481000000.0,497000000.0,17583000000.0,5180000000.0,6850000000.0,4876000000.0,5180000000.0,5265000000.0,12318000000.0,17583000000.0,7641000000.0,7442000000.0,-8714000000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2014.0,Q3,,2014-09-30,2014-10-24 13:36:49+00:00,3687000000.0,2968000000.0,,-1447000000.0,255000000.0,2468000000.0,0.0,1485000000.0,421000000.0,2898000000.0,,1274000000.0,2954000000.0,449000000.0,1905000000.0,2720000000.0,84000000.0,252000000.0,241000000.0,1725000000.0,566000000.0,815000000.0,,,596000000.0,811000000.0,14506000000.0,394000000.0,570000000.0,17087000000.0,6121000000.0,8898000000.0,4896000000.0,6121000000.0,6205000000.0,10882000000.0,17087000000.0,5469000000.0,5986000000.0,-8423000000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2014.0,Q2,,2014-06-30,2014-07-23 16:17:07+00:00,3691000000.0,3184000000.0,,-1181000000.0,252000000.0,1986000000.0,0.0,1467000000.0,430000000.0,2978000000.0,,1304000000.0,2958000000.0,381000000.0,1964000000.0,2777000000.0,89000000.0,230000000.0,271000000.0,1747000000.0,544000000.0,846000000.0,,,595000000.0,789000000.0,14227000000.0,425000000.0,927000000.0,17300000000.0,6232000000.0,9035000000.0,4962000000.0,6232000000.0,6321000000.0,10979000000.0,17300000000.0,5488000000.0,6017000000.0,-8281000000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2014.0,Q1,,2014-03-31,2014-04-24 15:08:13+00:00,3712000000.0,3016000000.0,,-1230000000.0,249000000.0,2559000000.0,0.0,1473000000.0,433000000.0,2969000000.0,,1326000000.0,3373000000.0,380000000.0,1929000000.0,2724000000.0,97000000.0,270000000.0,281000000.0,1724000000.0,471000000.0,835000000.0,,,560000000.0,835000000.0,13934000000.0,19000000.0,480000000.0,17117000000.0,5992000000.0,8888000000.0,4566000000.0,5992000000.0,6089000000.0,11028000000.0,17117000000.0,5505000000.0,6462000000.0,-8185000000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2015.0,FY,,2015-12-31,2017-02-16 16:25:25+00:00,3419000000.0,2709000000.0,,-2702000000.0,252000000.0,1311000000.0,0.0,1604000000.0,,3669000000.0,,2178000000.0,4026000000.0,367000000.0,1659000000.0,2822000000.0,86000000.0,711000000.0,460000000.0,1710000000.0,889000000.0,883000000.0,112000000.0,,617000000.0,864000000.0,15521000000.0,281000000.0,144000000.0,17076000000.0,4983000000.0,6712000000.0,4695000000.0,4983000000.0,5069000000.0,12007000000.0,17076000000.0,7542000000.0,7312000000.0,-9440000000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2015.0,Q3,,2015-09-30,2015-10-26 17:09:02+00:00,3611000000.0,3062000000.0,,-2592000000.0,248000000.0,1015000000.0,0.0,1593000000.0,386000000.0,3643000000.0,,2224000000.0,4250000000.0,453000000.0,1841000000.0,2919000000.0,85000000.0,374000000.0,506000000.0,1778000000.0,589000000.0,857000000.0,,,669000000.0,826000000.0,15302000000.0,302000000.0,399000000.0,17574000000.0,5111000000.0,7292000000.0,4770000000.0,5111000000.0,5196000000.0,12378000000.0,17574000000.0,7363000000.0,7608000000.0,-9192000000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2015.0,Q2,,2015-06-30,2015-07-27 16:23:25+00:00,3590000000.0,3286000000.0,,-2332000000.0,245000000.0,707000000.0,0.0,1581000000.0,394000000.0,3621000000.0,,2260000000.0,4222000000.0,459000000.0,1861000000.0,2917000000.0,85000000.0,404000000.0,501000000.0,1798000000.0,651000000.0,942000000.0,,,561000000.0,749000000.0,14966000000.0,293000000.0,475000000.0,17596000000.0,5171000000.0,7374000000.0,4825000000.0,5171000000.0,5256000000.0,12340000000.0,17596000000.0,7305000000.0,7515000000.0,-9044000000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2015.0,Q1,,2015-03-31,2015-04-27 17:26:15+00:00,3329000000.0,2961000000.0,,-2309000000.0,263000000.0,735000000.0,0.0,1557000000.0,373000000.0,3541000000.0,,2277000000.0,4023000000.0,449000000.0,1881000000.0,2965000000.0,80000000.0,450000000.0,624000000.0,1781000000.0,699000000.0,823000000.0,,,602000000.0,746000000.0,14728000000.0,621000000.0,435000000.0,17368000000.0,5078000000.0,7084000000.0,4773000000.0,5078000000.0,5158000000.0,12210000000.0,17368000000.0,7319000000.0,7437000000.0,-8898000000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2016.0,FY,,2016-12-31,2017-10-20 14:19:46+00:00,3460000000.0,2654000000.0,,-2356000000.0,,1820000000.0,,1670000000.0,,3572000000.0,,1983000000.0,3787000000.0,179000000.0,1514000000.0,2608000000.0,87000000.0,184000000.0,417000000.0,1464000000.0,543000000.0,100000000.0,64000000.0,,669000000.0,935000000.0,15984000000.0,629000000.0,43000000.0,15769000000.0,4826000000.0,6574000000.0,4253000000.0,4826000000.0,4913000000.0,10856000000.0,15769000000.0,6587000000.0,6603000000.0,-10472000000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2016.0,Q3,,2016-09-30,2016-10-21 16:23:16+00:00,3567000000.0,2962000000.0,,-2541000000.0,0.0,929000000.0,,1652000000.0,,3701000000.0,,2073000000.0,3752000000.0,328000000.0,1676000000.0,2863000000.0,90000000.0,516000000.0,521000000.0,1812000000.0,804000000.0,42000000.0,199000000.0,,592000000.0,824000000.0,15744000000.0,652000000.0,46000000.0,16490000000.0,5031000000.0,6417000000.0,4460000000.0,5031000000.0,5121000000.0,11369000000.0,16490000000.0,7210000000.0,6909000000.0,-9824000000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2016.0,Q2,,2016-06-30,2016-07-22 16:17:07+00:00,3577000000.0,3108000000.0,,-2749000000.0,0.0,1605000000.0,,1637000000.0,,3602000000.0,,2073000000.0,4426000000.0,322000000.0,1803000000.0,2950000000.0,87000000.0,540000000.0,546000000.0,1631000000.0,527000000.0,55000000.0,57000000.0,,654000000.0,837000000.0,16034000000.0,686000000.0,64000000.0,17248000000.0,5346000000.0,7107000000.0,4375000000.0,5346000000.0,5433000000.0,11815000000.0,17248000000.0,7191000000.0,7440000000.0,-9576000000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2016.0,Q1,,2016-03-31,2016-04-21 16:21:02+00:00,3616000000.0,3106000000.0,,-2643000000.0,255000000.0,909000000.0,,1617000000.0,,3743000000.0,,2170000000.0,4226000000.0,370000000.0,1863000000.0,3038000000.0,87000000.0,648000000.0,479000000.0,1699000000.0,719000000.0,902000000.0,,,628000000.0,852000000.0,15770000000.0,38000000.0,121000000.0,17315000000.0,5161000000.0,6718000000.0,4556000000.0,5161000000.0,5248000000.0,12067000000.0,17315000000.0,7559000000.0,7511000000.0,-9583000000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2017.0,FY,,2017-12-31,2018-10-19 16:32:19+00:00,3781000000.0,2903000000.0,,-2057000000.0,,1436000000.0,,1725000000.0,,3942000000.0,,2045000000.0,4134000000.0,268000000.0,1730000000.0,2824000000.0,115000000.0,305000000.0,442000000.0,1428000000.0,353000000.0,102000000.0,,,677000000.0,967000000.0,17140000000.0,12000000.0,55000000.0,16538000000.0,5557000000.0,6477000000.0,3895000000.0,5557000000.0,5672000000.0,10866000000.0,16538000000.0,7237000000.0,6971000000.0,-11251000000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2018.0,FY,,2018-12-31,2020-02-20 11:43:37+00:00,3623000000.0,2845000000.0,,-2300000000.0,,902000000.0,0.0,1757000000.0,,4070000000.0,,1972000000.0,4365000000.0,251000000.0,1783000000.0,2805000000.0,102000000.0,229000000.0,429000000.0,1274000000.0,370000000.0,99000000.0,,,727000000.0,842000000.0,18131000000.0,651000000.0,61000000.0,16015000000.0,4630000000.0,5961000000.0,4373000000.0,4630000000.0,4732000000.0,11283000000.0,16015000000.0,7249000000.0,6910000000.0,-12958000000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2018.0,Q3,,2018-09-30,2018-10-19 16:32:19+00:00,3806000000.0,3217000000.0,,-2197000000.0,,1103000000.0,,1741000000.0,,3939000000.0,,2004000000.0,5023000000.0,266000000.0,1962000000.0,2738000000.0,98000000.0,306000000.0,460000000.0,1311000000.0,402000000.0,112000000.0,,,724000000.0,913000000.0,17987000000.0,15000000.0,57000000.0,16718000000.0,4980000000.0,6741000000.0,3933000000.0,4980000000.0,5078000000.0,11640000000.0,16718000000.0,7239000000.0,7707000000.0,-12551000000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2018.0,Q2,,2018-06-30,2018-07-20 08:26:44+00:00,3893000000.0,3438000000.0,,-2275000000.0,,1020000000.0,,1738000000.0,,3920000000.0,,1986000000.0,5048000000.0,258000000.0,1956000000.0,2738000000.0,99000000.0,290000000.0,425000000.0,1362000000.0,402000000.0,132000000.0,,,723000000.0,929000000.0,17725000000.0,22000000.0,63000000.0,16794000000.0,4884000000.0,6879000000.0,4047000000.0,4884000000.0,4983000000.0,11811000000.0,16794000000.0,7177000000.0,7764000000.0,-12304000000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2018.0,Q1,,2018-03-31,2018-06-28 07:18:09+00:00,3924000000.0,3343000000.0,,-2005000000.0,,1346000000.0,,1730000000.0,,4100000000.0,,2132000000.0,5199000000.0,270000000.0,1963000000.0,2862000000.0,121000000.0,351000000.0,471000000.0,1392000000.0,400000000.0,87000000.0,,,719000000.0,985000000.0,17464000000.0,19000000.0,58000000.0,17544000000.0,5346000000.0,7110000000.0,4030000000.0,5346000000.0,5467000000.0,12077000000.0,17544000000.0,7572000000.0,8047000000.0,-11843000000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2019.0,FY,,2019-12-31,2020-07-17 13:33:17+00:00,3496000000.0,2756000000.0,,-2350000000.0,,1216000000.0,,1919000000.0,,4470000000.0,2983000000.0,2131000000.0,4539000000.0,258000000.0,1710000000.0,2983000000.0,119000000.0,220000000.0,452000000.0,1406000000.0,431000000.0,366000000.0,,,1476000000.0,1533000000.0,18906000000.0,513000000.0,57000000.0,17708000000.0,5284000000.0,6170000000.0,4375000000.0,5284000000.0,5403000000.0,12305000000.0,17708000000.0,8555000000.0,7930000000.0,-13191000000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2019.0,Q3,,2019-09-30,2019-10-18 12:07:39+00:00,3636000000.0,3028000000.0,,-2328000000.0,,1432000000.0,,1894000000.0,,4335000000.0,,2083000000.0,4885000000.0,254000000.0,1860000000.0,2862000000.0,108000000.0,194000000.0,455000000.0,1243000000.0,439000000.0,303000000.0,,,1519000000.0,1548000000.0,18735000000.0,639000000.0,58000000.0,18064000000.0,5247000000.0,6817000000.0,4578000000.0,5247000000.0,5355000000.0,12709000000.0,18064000000.0,8385000000.0,8131000000.0,-13054000000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2019.0,Q2,,2019-06-30,2019-07-19 10:44:51+00:00,3746000000.0,3332000000.0,,-2230000000.0,,963000000.0,,1882000000.0,,4312000000.0,,2081000000.0,4845000000.0,251000000.0,1945000000.0,2929000000.0,108000000.0,199000000.0,382000000.0,1258000000.0,414000000.0,306000000.0,,,1476000000.0,1577000000.0,18488000000.0,654000000.0,53000000.0,17955000000.0,5079000000.0,6707000000.0,4706000000.0,5079000000.0,5187000000.0,12768000000.0,17955000000.0,8319000000.0,8062000000.0,-13061000000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2019.0,Q1,,2019-03-31,2019-04-19 09:18:58+00:00,3684000000.0,3197000000.0,,-2224000000.0,,784000000.0,,1868000000.0,,4103000000.0,,2020000000.0,4626000000.0,261000000.0,1965000000.0,2866000000.0,106000000.0,242000000.0,447000000.0,1269000000.0,408000000.0,251000000.0,,,1470000000.0,1431000000.0,18330000000.0,653000000.0,55000000.0,17371000000.0,4904000000.0,6409000000.0,4588000000.0,4904000000.0,5010000000.0,12361000000.0,17371000000.0,8096000000.0,7773000000.0,-13070000000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2020.0,Q2,,2020-06-30,2020-07-17 13:33:17+00:00,3055000000.0,2673000000.0,,-2925000000.0,,2252000000.0,,1931000000.0,,4307000000.0,2865000000.0,1916000000.0,4613000000.0,251000000.0,1706000000.0,2865000000.0,106000000.0,188000000.0,397000000.0,1383000000.0,401000000.0,491000000.0,,,1566000000.0,1605000000.0,19010000000.0,1688000000.0,45000000.0,18170000000.0,4832000000.0,7077000000.0,5234000000.0,4832000000.0,4938000000.0,13232000000.0,18170000000.0,8228000000.0,7998000000.0,-13184000000.0
PPG Industries Inc,PPG,549300BKPEP01R3V6C59,79879,2020.0,Q1,,2020-03-31,2020-04-28 15:53:01+00:00,3367000000.0,2804000000.0,,-3042000000.0,,1886000000.0,,1923000000.0,,4243000000.0,,1918000000.0,4751000000.0,245000000.0,1859000000.0,2863000000.0,114000000.0,183000000.0,399000000.0,1393000000.0,467000000.0,372000000.0,,,1546000000.0,1489000000.0,19029000000.0,1456000000.0,50000000.0,18064000000.0,4723000000.0,7066000000.0,5195000000.0,4723000000.0,4837000000.0,13227000000.0,18064000000.0,8135000000.0,8032000000.0,-13187000000.0
