company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofplantpropertyandequipment
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-11-06 11:46:35+00:00,-507000000.0,1176000000.0,733000000.0,-8000000.0,-561000000.0,288000000.0,212000000.0,-850000000.0,-489000000.0,1991000000.0,,,-850000000.0,-489000000.0,1991000000.0,644000000.0,948000000.0,948000000.0,,428000000.0,0.0,-32000000.0,,-400000000.0,,-759000000.0,-730000000.0,-70000000.0,-150000000.0,76000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2013.0,Q3TTM,2012-10-01,2013-09-30,,-507000000.0,1551000000.0,733000000.0,-3000000.0,-633000000.0,336000000.0,303000000.0,-1165000000.0,-926000000.0,2684000000.0,61000000.0,20000000.0,-1165000000.0,-865000000.0,2704000000.0,671000000.0,1180000000.0,1215000000.0,-35000000.0,551000000.0,,-87000000.0,,-532000000.0,,-1141000000.0,-1052000000.0,-70000000.0,-150000000.0,76000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2013.0,Q3,2013-07-01,2013-09-30,,-6000000.0,401000000.0,733000000.0,8000000.0,-172000000.0,45000000.0,44000000.0,-543000000.0,561000000.0,752000000.0,3000000.0,-40000000.0,-543000000.0,564000000.0,712000000.0,741000000.0,376000000.0,426000000.0,-50000000.0,97000000.0,,29000000.0,,-134000000.0,,-271000000.0,-479000000.0,-19000000.0,,76000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2013.0,Q2YTD,2013-01-01,2013-06-30,2013-08-07 13:51:04+00:00,-501000000.0,775000000.0,0.0,-16000000.0,-389000000.0,243000000.0,168000000.0,-307000000.0,-1050000000.0,1239000000.0,-3000000.0,40000000.0,-307000000.0,-1053000000.0,1279000000.0,-97000000.0,572000000.0,522000000.0,50000000.0,331000000.0,,-61000000.0,,-266000000.0,,-488000000.0,-251000000.0,-51000000.0,-150000000.0,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2013.0,Q2TTM,2012-07-01,2013-06-30,,-546000000.0,1533000000.0,469000000.0,-3000000.0,-258000000.0,330000000.0,392000000.0,-1560000000.0,-1381000000.0,2795000000.0,50000000.0,76000000.0,-1560000000.0,-1331000000.0,2871000000.0,-23000000.0,1042000000.0,1013000000.0,29000000.0,507000000.0,,-138000000.0,,-513000000.0,,-1166000000.0,-1568000000.0,-51000000.0,-150000000.0,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2013.0,Q2,2013-04-01,2013-06-30,,4000000.0,396000000.0,,-13000000.0,-112000000.0,52000000.0,2000000.0,-201000000.0,-262000000.0,723000000.0,-1000000.0,25000000.0,-201000000.0,-263000000.0,748000000.0,271000000.0,257000000.0,233000000.0,24000000.0,206000000.0,,6000000.0,,-134000000.0,,-272000000.0,-121000000.0,,,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2013.0,Q1,2013-01-01,2013-03-31,2013-05-08 15:00:13+00:00,-505000000.0,379000000.0,0.0,-3000000.0,-277000000.0,191000000.0,166000000.0,-106000000.0,-788000000.0,516000000.0,-2000000.0,15000000.0,-106000000.0,-790000000.0,531000000.0,-368000000.0,315000000.0,289000000.0,26000000.0,125000000.0,,-67000000.0,,-132000000.0,,-216000000.0,-130000000.0,-51000000.0,-150000000.0,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2013.0,Q1TTM,2012-04-01,2013-03-31,,-550000000.0,1503000000.0,469000000.0,-28000000.0,-48000000.0,278000000.0,715000000.0,-1749000000.0,-1541000000.0,2850000000.0,47000000.0,67000000.0,-1749000000.0,-1494000000.0,2917000000.0,-354000000.0,922000000.0,901000000.0,21000000.0,494000000.0,,-146000000.0,,-493000000.0,,-1314000000.0,-2048000000.0,-51000000.0,-150000000.0,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2014.0,FY,2014-01-01,2014-12-31,2017-02-22 16:55:20+00:00,0.0,1414000000.0,411000000.0,-52000000.0,-646000000.0,66000000.0,2012000000.0,-2086000000.0,-860000000.0,3077000000.0,,,-2086000000.0,-860000000.0,3077000000.0,79000000.0,536000000.0,536000000.0,,1773000000.0,-269000000.0,34000000.0,,-620000000.0,0.0,-1366000000.0,-2099000000.0,-1176000000.0,,61000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2014.0,Q4,2014-10-01,2014-12-31,,,346000000.0,26000000.0,-35000000.0,182000000.0,7000000.0,22000000.0,-644000000.0,-302000000.0,1144000000.0,,,-644000000.0,-302000000.0,1144000000.0,163000000.0,128000000.0,128000000.0,,488000000.0,-269000000.0,65000000.0,,-169000000.0,,-405000000.0,-333000000.0,-171000000.0,269000000.0,12000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-11-05 14:44:31+00:00,,1068000000.0,385000000.0,-17000000.0,-828000000.0,59000000.0,1990000000.0,-1442000000.0,-558000000.0,1933000000.0,,,-1442000000.0,-558000000.0,1933000000.0,-84000000.0,408000000.0,408000000.0,,1285000000.0,,-31000000.0,0.0,-451000000.0,0.0,-961000000.0,-1766000000.0,-1005000000.0,-269000000.0,49000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2014.0,Q3TTM,2013-10-01,2014-09-30,,2000000.0,1439000000.0,378000000.0,-22000000.0,-638000000.0,69000000.0,2019000000.0,-2280000000.0,-896000000.0,2970000000.0,,,-2280000000.0,-896000000.0,2970000000.0,-228000000.0,838000000.0,838000000.0,,1331000000.0,,86000000.0,,-605000000.0,,-1400000000.0,-2047000000.0,-1447000000.0,-269000000.0,38000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2014.0,Q3,2014-07-01,2014-09-30,,,357000000.0,385000000.0,-23000000.0,-49000000.0,19000000.0,47000000.0,-629000000.0,144000000.0,933000000.0,,,-629000000.0,144000000.0,933000000.0,425000000.0,349000000.0,349000000.0,,276000000.0,257000000.0,65000000.0,,-149000000.0,,-327000000.0,-319000000.0,-215000000.0,-269000000.0,21000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2014.0,Q2TTM,2013-07-01,2014-06-30,,-4000000.0,1483000000.0,726000000.0,9000000.0,-761000000.0,95000000.0,2016000000.0,-2194000000.0,-479000000.0,2789000000.0,3000000.0,-40000000.0,-2194000000.0,-476000000.0,2749000000.0,88000000.0,865000000.0,915000000.0,-50000000.0,1152000000.0,-257000000.0,50000000.0,,-590000000.0,,-1344000000.0,-2207000000.0,-1251000000.0,,93000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2014.0,Q2,2014-04-01,2014-06-30,,,359000000.0,,5000000.0,-351000000.0,22000000.0,1820000000.0,-250000000.0,-332000000.0,529000000.0,,,-250000000.0,-332000000.0,529000000.0,-48000000.0,158000000.0,158000000.0,,363000000.0,-257000000.0,-3000000.0,,-149000000.0,,-357000000.0,-1284000000.0,-402000000.0,,28000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-08-06 10:53:47+00:00,,711000000.0,,6000000.0,-779000000.0,40000000.0,1943000000.0,-813000000.0,-702000000.0,1000000000.0,,,-813000000.0,-702000000.0,1000000000.0,-509000000.0,59000000.0,59000000.0,,1009000000.0,-257000000.0,-96000000.0,,-302000000.0,,-634000000.0,-1447000000.0,-790000000.0,,28000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2014.0,Q1,2014-01-01,2014-03-31,2015-05-07 11:56:26+00:00,,352000000.0,,1000000.0,-428000000.0,18000000.0,123000000.0,-563000000.0,-370000000.0,471000000.0,,,-563000000.0,-370000000.0,471000000.0,-461000000.0,-99000000.0,-99000000.0,,646000000.0,,-93000000.0,,-153000000.0,,-277000000.0,-163000000.0,-388000000.0,,0.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2014.0,Q1TTM,2013-04-01,2014-03-31,,,1520000000.0,726000000.0,-9000000.0,-522000000.0,125000000.0,198000000.0,-2145000000.0,-409000000.0,2983000000.0,2000000.0,-15000000.0,-2145000000.0,-407000000.0,2968000000.0,407000000.0,964000000.0,990000000.0,-26000000.0,995000000.0,,59000000.0,,-575000000.0,,-1259000000.0,-1044000000.0,-849000000.0,,65000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2015.0,FY,2015-01-01,2015-12-31,2018-02-22 16:39:45+00:00,0.0,1294000000.0,23000000.0,-71000000.0,-691000000.0,2000000.0,6873000000.0,-1601000000.0,-1739000000.0,2580000000.0,,,-1601000000.0,-1739000000.0,2580000000.0,-831000000.0,917000000.0,917000000.0,,1060000000.0,-211000000.0,-1601000000.0,,-685000000.0,-198000000.0,,-6975000000.0,-605000000.0,,37000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2015.0,Q4,2015-10-01,2015-12-31,,,314000000.0,23000000.0,-10000000.0,241000000.0,,4418000000.0,-637000000.0,-540000000.0,990000000.0,,,-637000000.0,-540000000.0,990000000.0,-54000000.0,178000000.0,178000000.0,,257000000.0,,-1566000000.0,143000000.0,-182000000.0,,998000000.0,-4773000000.0,-100000000.0,,5000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-11-03 11:29:17+00:00,0.0,980000000.0,0.0,-61000000.0,-932000000.0,2000000.0,2455000000.0,-964000000.0,-1199000000.0,1590000000.0,,,-964000000.0,-1199000000.0,1590000000.0,-777000000.0,739000000.0,739000000.0,,803000000.0,-211000000.0,-35000000.0,-143000000.0,-503000000.0,-198000000.0,-998000000.0,-2202000000.0,-505000000.0,,32000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2015.0,Q3TTM,2014-10-01,2015-09-30,,,1326000000.0,26000000.0,-96000000.0,-750000000.0,9000000.0,2477000000.0,-1608000000.0,-1501000000.0,2734000000.0,,,-1608000000.0,-1501000000.0,2734000000.0,-614000000.0,867000000.0,867000000.0,,1291000000.0,-480000000.0,30000000.0,-143000000.0,-672000000.0,-198000000.0,-1403000000.0,-2535000000.0,-676000000.0,269000000.0,44000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2015.0,Q3,2015-07-01,2015-09-30,,,329000000.0,,-46000000.0,-74000000.0,,353000000.0,-673000000.0,-461000000.0,837000000.0,,,-673000000.0,-461000000.0,837000000.0,-486000000.0,210000000.0,210000000.0,,372000000.0,,49000000.0,-143000000.0,-166000000.0,-198000000.0,-325000000.0,-708000000.0,-152000000.0,,13000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-08-04 17:46:39+00:00,0.0,651000000.0,0.0,-15000000.0,-858000000.0,2000000.0,2102000000.0,-291000000.0,-738000000.0,753000000.0,,,-291000000.0,-738000000.0,753000000.0,-291000000.0,529000000.0,529000000.0,,431000000.0,-211000000.0,-84000000.0,,-337000000.0,,-673000000.0,-1494000000.0,-353000000.0,,19000000.0
