company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofplantpropertyandequipment
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-06 12:23:05+00:00,-6107000000.0,965000000.0,14000000.0,-21000000.0,174000000.0,1000000.0,6011000000.0,4903000000.0,-6972000000.0,1956000000.0,,,4903000000.0,-6972000000.0,1956000000.0,-134000000.0,524000000.0,542000000.0,-18000000.0,275000000.0,-45000000.0,-147000000.0,,-321000000.0,,-732000000.0,-696000000.0,-47000000.0,,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2009.0,FY,2009-01-01,2009-12-31,2011-02-25 13:01:02+00:00,-17000000.0,1472000000.0,0.0,62000000.0,639000000.0,0.0,3249000000.0,-3376000000.0,-593000000.0,4655000000.0,,,-3376000000.0,-593000000.0,4655000000.0,748000000.0,,681000000.0,,1863000000.0,,-42000000.0,,-140000000.0,,-534000000.0,-6475000000.0,-10000000.0,,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-05 15:14:48+00:00,-17000000.0,1088000000.0,,59000000.0,1270000000.0,,2490000000.0,-2678000000.0,-443000000.0,3570000000.0,,,-2678000000.0,-443000000.0,3570000000.0,508000000.0,778000000.0,778000000.0,,434000000.0,,-59000000.0,,-129000000.0,,-367000000.0,-5029000000.0,-10000000.0,,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2009.0,Q3,2009-07-01,2009-09-30,,-17000000.0,378000000.0,-8000000.0,36000000.0,619000000.0,0.0,0.0,,-443000000.0,1381000000.0,,,-1302000000.0,-443000000.0,1381000000.0,-2000000.0,385000000.0,377000000.0,,7000000.0,0.0,-310000000.0,326000000.0,0.0,,-108000000.0,0.0,0.0,,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2009.0,Q2,2009-04-01,2009-06-30,,8000000.0,367000000.0,8000000.0,54000000.0,282000000.0,0.0,0.0,,193000000.0,1395000000.0,,,-617000000.0,193000000.0,1395000000.0,699000000.0,132000000.0,140000000.0,,606000000.0,0.0,308000000.0,-326000000.0,0.0,,-131000000.0,0.0,0.0,,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 14:47:38+00:00,-8000000.0,343000000.0,,-31000000.0,369000000.0,,486000000.0,-759000000.0,-193000000.0,794000000.0,,,-759000000.0,-193000000.0,794000000.0,-189000000.0,261000000.0,261000000.0,,-179000000.0,,-57000000.0,,-108000000.0,,-128000000.0,-1127000000.0,-10000000.0,,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2010.0,Q4,2010-10-01,2010-12-31,,,360000000.0,,-7000000.0,259000000.0,,-26000000.0,-170000000.0,-223000000.0,1044000000.0,,,-170000000.0,-223000000.0,1044000000.0,644000000.0,366000000.0,366000000.0,,59000000.0,,95000000.0,,-55000000.0,,-318000000.0,-89000000.0,,,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 13:14:27+00:00,-152000000.0,1456000000.0,0.0,-28000000.0,-1186000000.0,0.0,231000000.0,-588000000.0,-834000000.0,1631000000.0,0.0,0.0,-588000000.0,-834000000.0,1631000000.0,181000000.0,712000000.0,712000000.0,0.0,649000000.0,,93000000.0,,-175000000.0,,-775000000.0,-618000000.0,-26000000.0,,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2010.0,Q3YTD,2010-01-01,2010-09-30,2010-11-05 15:14:48+00:00,-152000000.0,1096000000.0,,-21000000.0,-1445000000.0,,257000000.0,-418000000.0,-611000000.0,587000000.0,,,-418000000.0,-611000000.0,587000000.0,-463000000.0,346000000.0,346000000.0,,590000000.0,,-2000000.0,,-120000000.0,,-457000000.0,-529000000.0,-26000000.0,,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2010.0,Q3,2010-07-01,2010-09-30,,3000000.0,362000000.0,,48000000.0,-1171000000.0,,91000000.0,-126000000.0,-151000000.0,-213000000.0,,,-126000000.0,-151000000.0,-213000000.0,-442000000.0,399000000.0,399000000.0,,197000000.0,,30000000.0,,-54000000.0,,-184000000.0,-163000000.0,,,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2010.0,Q2YTD,2010-01-01,2010-06-30,2010-08-06 12:24:55+00:00,-155000000.0,734000000.0,,-69000000.0,-274000000.0,,166000000.0,-292000000.0,-460000000.0,800000000.0,,,-292000000.0,-460000000.0,800000000.0,-21000000.0,-53000000.0,-53000000.0,,393000000.0,,-32000000.0,,-66000000.0,,-273000000.0,-366000000.0,-26000000.0,,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2010.0,Q2,2010-04-01,2010-06-30,,-155000000.0,363000000.0,,-67000000.0,-45000000.0,,128000000.0,-143000000.0,-309000000.0,641000000.0,,,-143000000.0,-309000000.0,641000000.0,122000000.0,100000000.0,100000000.0,,223000000.0,,-1000000.0,,-55000000.0,,-153000000.0,-216000000.0,,,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2010.0,Q1,2010-01-01,2010-03-31,2010-05-07 14:47:38+00:00,0.0,371000000.0,,-2000000.0,-229000000.0,,38000000.0,-149000000.0,-151000000.0,159000000.0,,,-149000000.0,-151000000.0,159000000.0,-143000000.0,-153000000.0,-153000000.0,,170000000.0,,-31000000.0,,-11000000.0,,-120000000.0,-150000000.0,-26000000.0,,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2011.0,Q4,2011-10-01,2011-12-31,,-376000000.0,321000000.0,,-3000000.0,-48000000.0,,1594000000.0,1232000000.0,-594000000.0,637000000.0,,,1232000000.0,-594000000.0,637000000.0,1272000000.0,1336000000.0,242000000.0,49000000.0,122000000.0,,216000000.0,,-115000000.0,,-434000000.0,-247000000.0,,,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2011.0,FY,2011-01-01,2011-12-31,2014-02-27 14:31:09+00:00,-379000000.0,1332000000.0,50000000.0,-9000000.0,-488000000.0,0.0,1766000000.0,742000000.0,-1487000000.0,2675000000.0,0.0,0.0,742000000.0,-1487000000.0,2675000000.0,1921000000.0,1336000000.0,1287000000.0,49000000.0,544000000.0,,1000000.0,,-427000000.0,,-1159000000.0,-567000000.0,-30000000.0,0.0,0.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2011.0,Q3YTD,2011-01-01,2011-09-30,2011-11-07 12:52:49+00:00,-3000000.0,1011000000.0,50000000.0,-6000000.0,-440000000.0,,172000000.0,-490000000.0,-893000000.0,2038000000.0,,,-490000000.0,-893000000.0,2038000000.0,649000000.0,,1045000000.0,,422000000.0,,-215000000.0,,-312000000.0,,-725000000.0,-320000000.0,-30000000.0,,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2011.0,Q3TTM,2010-10-01,2011-09-30,,-3000000.0,1371000000.0,50000000.0,-13000000.0,-181000000.0,,146000000.0,-660000000.0,-1116000000.0,3082000000.0,,,-660000000.0,-1116000000.0,3082000000.0,1293000000.0,366000000.0,1411000000.0,,481000000.0,,-120000000.0,,-367000000.0,,-1043000000.0,-409000000.0,-30000000.0,,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2011.0,Q3,2011-07-01,2011-09-30,,-3000000.0,335000000.0,,-83000000.0,-155000000.0,,-55000000.0,-129000000.0,-341000000.0,876000000.0,,,-129000000.0,-341000000.0,876000000.0,323000000.0,,515000000.0,,181000000.0,,-23000000.0,,-115000000.0,,-315000000.0,41000000.0,,,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2011.0,Q2YTD,2011-01-01,2011-06-30,2011-08-09 10:46:53+00:00,0.0,676000000.0,50000000.0,77000000.0,-285000000.0,,227000000.0,-361000000.0,-552000000.0,1162000000.0,,,-361000000.0,-552000000.0,1162000000.0,326000000.0,,530000000.0,,241000000.0,,-192000000.0,,-197000000.0,,-410000000.0,-361000000.0,-30000000.0,,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2011.0,Q2TTM,2010-07-01,2011-06-30,,3000000.0,1398000000.0,50000000.0,118000000.0,-1197000000.0,,292000000.0,-657000000.0,-926000000.0,1993000000.0,,,-657000000.0,-926000000.0,1993000000.0,528000000.0,765000000.0,1295000000.0,,497000000.0,,-67000000.0,,-306000000.0,,-912000000.0,-613000000.0,-30000000.0,,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2011.0,Q2,2011-04-01,2011-06-30,,,336000000.0,,28000000.0,-56000000.0,,178000000.0,-81000000.0,-245000000.0,648000000.0,,,-81000000.0,-245000000.0,648000000.0,350000000.0,,232000000.0,,136000000.0,,-16000000.0,,-115000000.0,,-229000000.0,-143000000.0,-1000000.0,,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2011.0,Q1,2011-01-01,2011-03-31,2011-05-06 15:21:40+00:00,,340000000.0,50000000.0,49000000.0,-229000000.0,,49000000.0,-280000000.0,-307000000.0,514000000.0,,,-280000000.0,-307000000.0,514000000.0,-24000000.0,,298000000.0,,105000000.0,,-176000000.0,,-82000000.0,,-181000000.0,-218000000.0,-29000000.0,,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2011.0,Q1TTM,2010-04-01,2011-03-31,,-152000000.0,1425000000.0,50000000.0,23000000.0,-1186000000.0,,242000000.0,-719000000.0,-990000000.0,1986000000.0,,,-719000000.0,-990000000.0,1986000000.0,300000000.0,865000000.0,1163000000.0,,584000000.0,,-52000000.0,,-246000000.0,,-836000000.0,-686000000.0,-29000000.0,,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2012.0,Q4,2012-10-01,2012-12-31,,,375000000.0,,5000000.0,-72000000.0,48000000.0,91000000.0,-315000000.0,-437000000.0,693000000.0,61000000.0,20000000.0,-315000000.0,-376000000.0,713000000.0,27000000.0,232000000.0,267000000.0,-35000000.0,123000000.0,,-55000000.0,,-132000000.0,,-382000000.0,-322000000.0,,,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2012.0,FY,2012-01-01,2012-12-31,2015-02-26 14:50:59+00:00,-3779000000.0,1486000000.0,474000000.0,-6000000.0,244000000.0,108000000.0,2143000000.0,-795000000.0,-4858000000.0,2967000000.0,,,-795000000.0,-4858000000.0,2967000000.0,-2692000000.0,799000000.0,799000000.0,,438000000.0,0.0,-170000000.0,,-476000000.0,,-1383000000.0,-2535000000.0,-35000000.0,0.0,0.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2012.0,Q3YTD,2012-01-01,2012-09-30,2012-11-07 10:07:52+00:00,-3779000000.0,1111000000.0,474000000.0,-11000000.0,316000000.0,60000000.0,2052000000.0,-480000000.0,-4421000000.0,2274000000.0,-61000000.0,-20000000.0,-480000000.0,-4482000000.0,2254000000.0,-2719000000.0,567000000.0,532000000.0,35000000.0,315000000.0,,-115000000.0,0.0,-344000000.0,,-1001000000.0,-2213000000.0,-35000000.0,,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2012.0,Q3TTM,2011-10-01,2012-09-30,,-4155000000.0,1432000000.0,474000000.0,-14000000.0,268000000.0,60000000.0,3646000000.0,752000000.0,-5015000000.0,2911000000.0,-61000000.0,-20000000.0,752000000.0,-5076000000.0,2891000000.0,-1447000000.0,1903000000.0,774000000.0,84000000.0,437000000.0,,101000000.0,,-459000000.0,,-1435000000.0,-2460000000.0,-35000000.0,,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2012.0,Q3,2012-07-01,2012-09-30,,-45000000.0,383000000.0,469000000.0,8000000.0,203000000.0,39000000.0,133000000.0,-938000000.0,106000000.0,863000000.0,-8000000.0,16000000.0,-938000000.0,98000000.0,879000000.0,47000000.0,238000000.0,224000000.0,14000000.0,53000000.0,,-22000000.0,,-115000000.0,,-296000000.0,-995000000.0,,,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2012.0,Q2YTD,2012-01-01,2012-06-30,2012-08-07 11:12:48+00:00,-3734000000.0,728000000.0,5000000.0,-19000000.0,113000000.0,21000000.0,1919000000.0,458000000.0,-4527000000.0,1411000000.0,-53000000.0,-36000000.0,458000000.0,-4580000000.0,1375000000.0,-2766000000.0,329000000.0,308000000.0,21000000.0,262000000.0,,-93000000.0,0.0,-229000000.0,,-705000000.0,-1218000000.0,-35000000.0,,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2012.0,Q2TTM,2011-07-01,2012-06-30,,-4113000000.0,1384000000.0,5000000.0,-105000000.0,-90000000.0,21000000.0,3458000000.0,1561000000.0,-5462000000.0,2924000000.0,-53000000.0,-36000000.0,1561000000.0,-5515000000.0,2888000000.0,-1171000000.0,1665000000.0,1065000000.0,70000000.0,565000000.0,,100000000.0,,-459000000.0,,-1454000000.0,-1424000000.0,-35000000.0,,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2012.0,Q2,2012-04-01,2012-06-30,,,366000000.0,,-38000000.0,98000000.0,,325000000.0,-390000000.0,-422000000.0,778000000.0,-4000000.0,16000000.0,-390000000.0,-426000000.0,794000000.0,-60000000.0,137000000.0,121000000.0,16000000.0,193000000.0,,-2000000.0,,-114000000.0,,-420000000.0,-601000000.0,,,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2012.0,Q1,2012-01-01,2012-03-31,2012-05-07 13:15:58+00:00,-3734000000.0,362000000.0,5000000.0,19000000.0,15000000.0,21000000.0,1594000000.0,848000000.0,-4105000000.0,633000000.0,-49000000.0,-52000000.0,848000000.0,-4154000000.0,581000000.0,-2706000000.0,192000000.0,187000000.0,5000000.0,69000000.0,,-91000000.0,0.0,-115000000.0,,-285000000.0,-617000000.0,-35000000.0,,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2012.0,Q1TTM,2011-04-01,2012-03-31,,-4113000000.0,1354000000.0,5000000.0,-39000000.0,-244000000.0,21000000.0,3311000000.0,1870000000.0,-5285000000.0,2794000000.0,-49000000.0,-52000000.0,1870000000.0,-5334000000.0,2742000000.0,-761000000.0,1528000000.0,1176000000.0,54000000.0,508000000.0,,86000000.0,,-460000000.0,,-1263000000.0,-966000000.0,-36000000.0,,
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2013.0,Q4,2013-10-01,2013-12-31,,2000000.0,371000000.0,-7000000.0,-5000000.0,190000000.0,10000000.0,29000000.0,-838000000.0,-338000000.0,1037000000.0,,,-838000000.0,-338000000.0,1037000000.0,-144000000.0,430000000.0,430000000.0,,46000000.0,,117000000.0,,-154000000.0,,-439000000.0,-281000000.0,-442000000.0,,-11000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2013.0,FY,2013-01-01,2013-12-31,2015-02-26 14:50:59+00:00,-505000000.0,1547000000.0,726000000.0,-13000000.0,-371000000.0,298000000.0,241000000.0,-1688000000.0,-827000000.0,3028000000.0,,,-1688000000.0,-827000000.0,3028000000.0,500000000.0,1378000000.0,1378000000.0,,474000000.0,0.0,85000000.0,,-554000000.0,,-1198000000.0,-1011000000.0,-512000000.0,-150000000.0,65000000.0
