company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentemployeebenefitliabilities,goodwill,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2008.0,FY,,2008-12-31,2010-02-25 17:17:49+00:00,2119000000.0,1363000000.0,-3322000000.0,,1144000000.0,,6279000000.0,261000000.0,445000000.0,2027000000.0,11246000000.0,1274000000.0,2495000000.0,14202000000.0,232000000.0,1957000000.0,3923000000.0,,3288000000.0,172000000.0,,,,2050000000.0,631000000.0,,,,1430000000.0,828000000.0,26913000000.0,4169000000.0,7360000000.0,4755000000.0,4169000000.0,4401000000.0,22512000000.0,26913000000.0,5351000000.0,17757000000.0,-218000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2009.0,FY,,2009-12-31,2011-02-25 13:01:02+00:00,2058000000.0,1177000000.0,-2077000000.0,,1892000000.0,,6240000000.0,368000000.0,473000000.0,2290000000.0,8729000000.0,1077000000.0,2179000000.0,12688000000.0,232000000.0,2425000000.0,3303000000.0,,2695000000.0,417000000.0,,,,1942000000.0,824000000.0,,,,1949000000.0,304000000.0,25548000000.0,6023000000.0,7551000000.0,4012000000.0,6023000000.0,6255000000.0,19293000000.0,25548000000.0,5309000000.0,15281000000.0,-89000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2009.0,Q3,,2009-09-30,2009-11-06 12:23:05+00:00,2066000000.0,,-2558000000.0,,1652000000.0,,6224000000.0,207000000.0,466000000.0,2288000000.0,9253000000.0,1102000000.0,2278000000.0,13699000000.0,239000000.0,2514000000.0,3935000000.0,,3080000000.0,300000000.0,1415000000.0,,,2075000000.0,779000000.0,,,,2062000000.0,369000000.0,26681000000.0,5645000000.0,7517000000.0,4316000000.0,5645000000.0,5884000000.0,20797000000.0,26681000000.0,5465000000.0,16481000000.0,-83000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2009.0,Q2,,2009-06-30,2009-08-10 14:13:23+00:00,1980000000.0,,-2977000000.0,,1654000000.0,,6200000000.0,166000000.0,,2240000000.0,10531000000.0,1068000000.0,2209000000.0,13766000000.0,236000000.0,2351000000.0,3937000000.0,,3312000000.0,208000000.0,1584000000.0,0.0,,2017000000.0,792000000.0,,,,1701000000.0,386000000.0,26640000000.0,4843000000.0,7549000000.0,3950000000.0,4843000000.0,5079000000.0,21561000000.0,26640000000.0,5325000000.0,17611000000.0,-81000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2010.0,FY,,2010-12-31,2012-02-27 14:25:06+00:00,2556000000.0,1163000000.0,-1822000000.0,,2073000000.0,0.0,6268000000.0,339000000.0,471000000.0,2308000000.0,8358000000.0,1092000000.0,2347000000.0,12002000000.0,250000000.0,2793000000.0,1981000000.0,,3039000000.0,230000000.0,,0.0,0.0,1938000000.0,649000000.0,,,,2416000000.0,313000000.0,25368000000.0,6834000000.0,8028000000.0,4503000000.0,6834000000.0,7084000000.0,18284000000.0,25368000000.0,5338000000.0,13781000000.0,-28000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2010.0,Q3,,2010-09-30,2010-11-05 15:14:48+00:00,2556000000.0,1219000000.0,-1975000000.0,,1429000000.0,,6236000000.0,330000000.0,431000000.0,2285000000.0,8428000000.0,1065000000.0,2336000000.0,12030000000.0,250000000.0,2759000000.0,2124000000.0,,3310000000.0,403000000.0,,,,1901000000.0,622000000.0,,,,2154000000.0,312000000.0,25089000000.0,6388000000.0,7808000000.0,4518000000.0,6388000000.0,6638000000.0,18451000000.0,25089000000.0,5251000000.0,13933000000.0,-27000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2010.0,Q2,,2010-06-30,2010-08-06 12:24:55+00:00,2307000000.0,1149000000.0,-2301000000.0,,1871000000.0,,6209000000.0,328000000.0,353000000.0,2249000000.0,8574000000.0,1101000000.0,2212000000.0,12008000000.0,248000000.0,2355000000.0,3288000000.0,,3033000000.0,285000000.0,,,,1960000000.0,723000000.0,,,,1812000000.0,357000000.0,25047000000.0,5693000000.0,7729000000.0,4166000000.0,5693000000.0,5941000000.0,19106000000.0,25047000000.0,5310000000.0,14940000000.0,-27000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2010.0,Q1,,2010-03-31,2010-05-07 14:47:38+00:00,2217000000.0,1183000000.0,-2115000000.0,,1749000000.0,,6187000000.0,334000000.0,325000000.0,2267000000.0,8597000000.0,1077000000.0,2145000000.0,12235000000.0,233000000.0,2392000000.0,3290000000.0,,2867000000.0,454000000.0,,,,2014000000.0,728000000.0,,,,1774000000.0,358000000.0,25142000000.0,5819000000.0,7549000000.0,4083000000.0,5819000000.0,6052000000.0,19090000000.0,25142000000.0,5358000000.0,15007000000.0,-27000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2011.0,FY,,2011-12-31,2013-02-26 13:14:27+00:00,2500000000.0,1009000000.0,-3005000000.0,,3994000000.0,0.0,6347000000.0,296000000.0,467000000.0,2346000000.0,9189000000.0,657000000.0,2320000000.0,11817000000.0,340000000.0,2497000000.0,2851000000.0,0.0,3486000000.0,164000000.0,,196000000.0,43000000.0,1742000000.0,758000000.0,,,,3355000000.0,719000000.0,27018000000.0,6645000000.0,10456000000.0,4738000000.0,6645000000.0,6985000000.0,20033000000.0,27018000000.0,4745000000.0,15295000000.0,-52000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2011.0,Q3,,2011-09-30,2011-11-07 12:52:49+00:00,2494000000.0,1109000000.0,-2077000000.0,,2722000000.0,,6340000000.0,550000000.0,452000000.0,2243000000.0,7801000000.0,706000000.0,2326000000.0,11401000000.0,260000000.0,2715000000.0,1898000000.0,,3830000000.0,279000000.0,,228000000.0,48000000.0,1549000000.0,1011000000.0,,,,3188000000.0,644000000.0,25834000000.0,7402000000.0,9935000000.0,4747000000.0,7402000000.0,7662000000.0,18172000000.0,25834000000.0,4498000000.0,13425000000.0,-49000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2011.0,Q2,,2011-06-30,2011-08-09 10:46:53+00:00,2575000000.0,1211000000.0,-1362000000.0,,2399000000.0,,6331000000.0,334000000.0,425000000.0,2344000000.0,7875000000.0,684000000.0,2405000000.0,11821000000.0,263000000.0,2824000000.0,1934000000.0,,3961000000.0,317000000.0,,,,1779000000.0,621000000.0,,,,2785000000.0,610000000.0,26044000000.0,7706000000.0,9416000000.0,4821000000.0,7706000000.0,7969000000.0,18075000000.0,26044000000.0,4807000000.0,13254000000.0,-48000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2011.0,Q1,,2011-03-31,2011-05-06 15:21:40+00:00,2541000000.0,1226000000.0,-1611000000.0,,2049000000.0,,6300000000.0,343000000.0,355000000.0,2320000000.0,8156000000.0,1095000000.0,2390000000.0,11952000000.0,255000000.0,2805000000.0,1954000000.0,,3428000000.0,278000000.0,,,,1740000000.0,608000000.0,,,,2675000000.0,375000000.0,25595000000.0,7320000000.0,8488000000.0,4497000000.0,7320000000.0,7575000000.0,18020000000.0,25595000000.0,5155000000.0,13523000000.0,-44000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2012.0,FY,,2012-12-31,2014-02-27 14:31:09+00:00,2775000000.0,1227000000.0,-3840000000.0,,1302000000.0,0.0,6482000000.0,323000000.0,508000000.0,4315000000.0,11732000000.0,887000000.0,2730000000.0,13949000000.0,332000000.0,3026000000.0,4585000000.0,2108000000.0,3562000000.0,229000000.0,,759000000.0,44000000.0,1989000000.0,1176000000.0,,,0.0,3662000000.0,444000000.0,32153000000.0,6304000000.0,8905000000.0,4998000000.0,6304000000.0,6636000000.0,25517000000.0,32153000000.0,9299000000.0,20519000000.0,0.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2012.0,Q3,,2012-09-30,2012-11-07 10:07:52+00:00,2690000000.0,1334000000.0,-2959000000.0,,1275000000.0,,6413000000.0,512000000.0,497000000.0,4406000000.0,12083000000.0,870000000.0,2667000000.0,13923000000.0,339000000.0,3782000000.0,3060000000.0,2103000000.0,3699000000.0,227000000.0,,613000000.0,63000000.0,2266000000.0,1294000000.0,,,,3561000000.0,413000000.0,32561000000.0,7024000000.0,8993000000.0,4997000000.0,7006000000.0,7345000000.0,25216000000.0,32561000000.0,9645000000.0,20219000000.0,9000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2012.0,Q2,,2012-06-30,2012-08-07 11:12:48+00:00,2696000000.0,1186000000.0,-3124000000.0,,1228000000.0,,6405000000.0,498000000.0,449000000.0,4230000000.0,12618000000.0,759000000.0,2650000000.0,13956000000.0,419000000.0,3905000000.0,3087000000.0,2475000000.0,3601000000.0,226000000.0,,1078000000.0,58000000.0,2387000000.0,1157000000.0,,,,3440000000.0,838000000.0,33088000000.0,6675000000.0,9281000000.0,5227000000.0,6675000000.0,7094000000.0,25994000000.0,33088000000.0,9851000000.0,20767000000.0,-46000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2012.0,Q1,,2012-03-31,2012-05-07 13:15:58+00:00,2777000000.0,1045000000.0,-2702000000.0,,1288000000.0,,6386000000.0,468000000.0,421000000.0,4218000000.0,13045000000.0,869000000.0,2748000000.0,15159000000.0,432000000.0,4025000000.0,3149000000.0,2475000000.0,3802000000.0,238000000.0,,668000000.0,52000000.0,1916000000.0,1104000000.0,,,,3423000000.0,738000000.0,33849000000.0,7061000000.0,9212000000.0,5033000000.0,7061000000.0,7493000000.0,26356000000.0,33849000000.0,9478000000.0,21323000000.0,-46000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2013.0,FY,,2013-12-31,2015-02-26 14:50:59+00:00,2900000000.0,1055000000.0,-2759000000.0,,1802000000.0,0.0,6910000000.0,302000000.0,511000000.0,3987000000.0,10870000000.0,733000000.0,2825000000.0,13672000000.0,179000000.0,3765000000.0,2617000000.0,2127000000.0,3756000000.0,340000000.0,,,,1984000000.0,702000000.0,,,163000000.0,4446000000.0,661000000.0,31528000000.0,8105000000.0,9025000000.0,5127000000.0,8105000000.0,8284000000.0,23081000000.0,31528000000.0,8831000000.0,17954000000.0,-492000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2013.0,Q3,,2013-09-30,2013-11-06 14:33:56+00:00,2904000000.0,1195000000.0,-3812000000.0,,1946000000.0,,6879000000.0,421000000.0,513000000.0,4491000000.0,10942000000.0,755000000.0,2841000000.0,13697000000.0,312000000.0,3330000000.0,4367000000.0,2122000000.0,4024000000.0,243000000.0,,0.0,0.0,2049000000.0,1013000000.0,,,,4212000000.0,783000000.0,32589000000.0,7230000000.0,9475000000.0,5395000000.0,7230000000.0,7542000000.0,25047000000.0,32589000000.0,9417000000.0,19652000000.0,-49000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2013.0,Q2,,2013-06-30,2013-08-07 13:51:04+00:00,2926000000.0,1157000000.0,-4036000000.0,,1205000000.0,,6808000000.0,322000000.0,472000000.0,4437000000.0,11097000000.0,730000000.0,2745000000.0,13838000000.0,318000000.0,3137000000.0,4542000000.0,2118000000.0,3946000000.0,276000000.0,,774000000.0,54000000.0,2154000000.0,1067000000.0,,,,3967000000.0,1068000000.0,32545000000.0,6707000000.0,9268000000.0,5677000000.0,6707000000.0,7025000000.0,25520000000.0,32545000000.0,9439000000.0,19843000000.0,-32000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2013.0,Q1,,2013-03-31,2013-05-08 15:00:13+00:00,2902000000.0,1157000000.0,-3762000000.0,,934000000.0,,6728000000.0,340000000.0,428000000.0,4527000000.0,11533000000.0,810000000.0,2793000000.0,14141000000.0,356000000.0,3105000000.0,4580000000.0,2113000000.0,3869000000.0,270000000.0,,775000000.0,43000000.0,2126000000.0,1089000000.0,,,,3844000000.0,727000000.0,32698000000.0,6778000000.0,8981000000.0,5257000000.0,6778000000.0,7134000000.0,25564000000.0,32698000000.0,9576000000.0,20307000000.0,-32000000.0
International Paper Co,IP,824LMFJDH41EY779Q875,51434,2014.0,FY,,2014-12-31,2015-11-05 14:44:31+00:00,2664000000.0,1026000000.0,-4646000000.0,,1881000000.0,,6694000000.0,331000000.0,477000000.0,3773000000.0,10681000000.0,248000000.0,2424000000.0,12728000000.0,148000000.0,3063000000.0,4215000000.0,2145000000.0,3083000000.0,240000000.0,,0.0,0.0,1831000000.0,553000000.0,,,,4409000000.0,742000000.0,28684000000.0,5115000000.0,7959000000.0,4909000000.0,5115000000.0,5263000000.0,23421000000.0,28684000000.0,7997000000.0,18512000000.0,-1342000000.0
