company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,longtermdebtinterestexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,otheradjustmentstoconsolidatednetincome,othergains,otherinterestexpense,otherinterestincome,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,preferreddividends,provisionforcreditlosses,restructuringcharge,servicechargesondepositsincome,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Welltower Inc,WELL,T6IZ0MBEG5ACZDTR7D06,766704,2008.0,FY,2008-01-01,2008-12-31,2011-03-24 16:35:16+00:00,2.77,2.77,2.7,138136000.0,2.76,,1306000.0,125276000.0,283425000.0,128587000.0,154838000.0,260098000.0,126000.0,-85213000.0,42634000.0,,,,,40063000.0,453941000.0,47193000.0,10521000.0,21299000.0,23201000.0,94000.0,,,125276000.0,40063000.0,249262000.0,464462000.0,129893000.0,379249000.0,93900000.0,93732000.0,94309000.0
Welltower Inc,WELL,T6IZ0MBEG5ACZDTR7D06,766704,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 13:59:46+00:00,0.53,0.53,0.68,38115000.0,0.53,,21000.0,26107000.0,64759000.0,52494000.0,12265000.0,59240000.0,3000.0,-15949000.0,11240000.0,,,0.0,,10158000.0,127644000.0,11062000.0,1237000.0,0.0,5516000.0,0.0,0.0,,26107000.0,10158000.0,60417000.0,128881000.0,52515000.0,112932000.0,111800000.0,110864000.0,111272000.0
Welltower Inc,WELL,T6IZ0MBEG5ACZDTR7D06,766704,2010.0,Q4,2010-10-01,2010-12-31,,0.3,0.3,0.69,31513000.0,0.29,,40000.0,27140000.0,46032000.0,-11013000.0,57045000.0,39987000.0,740000.0,-14722000.0,32977000.0,,,2178000.0,,12418000.0,57444000.0,14299000.0,-10366000.0,-1000.0,5305000.0,766000.0,16959000.0,51006000.0,27140000.0,12418000.0,95747000.0,98084000.0,-13151000.0,83362000.0,127200000.0,127656000.0,128208000.0
Welltower Inc,WELL,T6IZ0MBEG5ACZDTR7D06,766704,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 16:33:51+00:00,0.84,0.84,2.74,165165000.0,0.83,,364000.0,133978000.0,128884000.0,42809000.0,86075000.0,106882000.0,357000.0,-93123000.0,77787000.0,,,6673000.0,,40855000.0,479465000.0,54626000.0,7245000.0,34171000.0,21645000.0,29684000.0,46660000.0,51006000.0,133978000.0,40855000.0,378409000.0,537716000.0,36500000.0,444593000.0,127200000.0,127656000.0,128208000.0
Welltower Inc,WELL,T6IZ0MBEG5ACZDTR7D06,766704,2010.0,Q3YTD,2010-01-01,2010-09-30,,0.54,0.54,2.05,133652000.0,0.54,,324000.0,106838000.0,82852000.0,53822000.0,29030000.0,66895000.0,-383000.0,-78401000.0,44810000.0,,,4495000.0,,28437000.0,422021000.0,40327000.0,17611000.0,34172000.0,16340000.0,28918000.0,29701000.0,,106838000.0,28437000.0,282662000.0,439632000.0,49651000.0,361231000.0,114100000.0,125298000.0,125298000.0
Welltower Inc,WELL,T6IZ0MBEG5ACZDTR7D06,766704,2010.0,Q3,2010-07-01,2010-09-30,2011-11-03 15:20:04+00:00,-0.04,-0.04,0.69,48963000.0,-0.04,,52000.0,42935000.0,94000.0,-12315000.0,12409000.0,-4563000.0,-690000.0,-32881000.0,20327000.0,,,1899000.0,,10054000.0,144924000.0,11628000.0,13965000.0,9099000.0,5347000.0,28918000.0,21235000.0,,42935000.0,10054000.0,111252000.0,158889000.0,-14162000.0,126008000.0,114100000.0,125298000.0,125298000.0
Welltower Inc,WELL,T6IZ0MBEG5ACZDTR7D06,766704,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.58,0.58,1.36,84689000.0,0.58,,272000.0,63903000.0,82758000.0,66137000.0,16621000.0,71458000.0,307000.0,-45520000.0,24483000.0,,,2596000.0,,18383000.0,277097000.0,28699000.0,3646000.0,25073000.0,10993000.0,,8466000.0,,63903000.0,18383000.0,171410000.0,280743000.0,63813000.0,235223000.0,123400000.0,123808000.0,124324000.0
Welltower Inc,WELL,T6IZ0MBEG5ACZDTR7D06,766704,2010.0,Q2,2010-04-01,2010-06-30,2011-08-09 16:59:19+00:00,0.37,0.37,0.68,44037000.0,0.37,,188000.0,35478000.0,51064000.0,44239000.0,6825000.0,45646000.0,-66000.0,-26143000.0,11970000.0,,,1828000.0,,9335000.0,141764000.0,11878000.0,2650000.0,7035000.0,5484000.0,,752000.0,,35478000.0,9335000.0,75672000.0,144414000.0,42599000.0,118271000.0,123400000.0,123808000.0,124324000.0
Welltower Inc,WELL,T6IZ0MBEG5ACZDTR7D06,766704,2010.0,Q1,2010-01-01,2010-03-31,2011-05-10 17:12:40+00:00,0.21,0.21,0.68,40652000.0,0.21,,84000.0,28425000.0,31694000.0,21898000.0,9796000.0,25812000.0,373000.0,-19377000.0,12513000.0,,,768000.0,,9048000.0,135333000.0,16821000.0,996000.0,18038000.0,5509000.0,,7714000.0,,28425000.0,9048000.0,95738000.0,136329000.0,21214000.0,116952000.0,122900000.0,123270000.0,123790000.0
Welltower Inc,WELL,T6IZ0MBEG5ACZDTR7D06,766704,2011.0,Q4,2011-10-01,2011-12-31,,0.29,0.29,1.41,167641000.0,0.3,,954000.0,125068000.0,74155000.0,21835000.0,52320000.0,50654000.0,-2414000.0,-104722000.0,172129000.0,,,3159000.0,,20346000.0,340548000.0,37904000.0,-244129000.0,-979000.0,25915000.0,1710000.0,49747000.0,456085000.0,125068000.0,20346000.0,426442000.0,552504000.0,19630000.0,447782000.0,174600000.0,173741000.0,174401000.0
