company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Welltower Inc,WELL,T6IZ0MBEG5ACZDTR7D06,766704,2008.0,FY,2008-01-01,2008-12-31,2011-03-24 16:35:16+00:00,13798000.0,-1789000.0,-156914000.0,163045000.0,,,21462000.0,782285000.0,,,667943000.0,-1035525000.0,360683000.0,667943000.0,-1035525000.0,360683000.0,-6899000.0,283425000.0,283425000.0,-121141000.0,263442000.0,-163531000.0,-276860000.0,94000.0,-1177210000.0,,-100924000.0,,18169000.0,287047000.0
Welltower Inc,WELL,T6IZ0MBEG5ACZDTR7D06,766704,2009.0,Q3,2009-07-01,2009-09-30,,-6530000.0,384000.0,71188000.0,-82057000.0,,,14065000.0,-249196000.0,-133071000.0,,67945000.0,60253000.0,-184333000.0,67945000.0,60253000.0,-184333000.0,-56135000.0,-131403000.0,-131403000.0,21732000.0,231861000.0,-114346000.0,162764000.0,-140000.0,337961000.0,,55587000.0,,-31077000.0,-132285000.0
Welltower Inc,WELL,T6IZ0MBEG5ACZDTR7D06,766704,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-06 13:59:46+00:00,6530000.0,-384000.0,-71188000.0,82057000.0,,,-14065000.0,249196000.0,133071000.0,,-67945000.0,-60253000.0,184333000.0,-67945000.0,-60253000.0,184333000.0,56135000.0,131403000.0,131403000.0,-21732000.0,-231861000.0,114346000.0,-162764000.0,140000.0,-337961000.0,,-55587000.0,,31077000.0,132285000.0
Welltower Inc,WELL,T6IZ0MBEG5ACZDTR7D06,766704,2010.0,Q4,2010-10-01,2010-12-31,,3247000.0,-99000.0,-64101000.0,59119000.0,,,-10768000.0,508873000.0,678682000.0,,1186075000.0,-1311789000.0,76137000.0,1186075000.0,-1311789000.0,76137000.0,-49577000.0,46034000.0,46034000.0,-22261000.0,137592000.0,-22629000.0,-98666000.0,766000.0,-1398244000.0,,-40406000.0,,24779000.0,84305000.0
Welltower Inc,WELL,T6IZ0MBEG5ACZDTR7D06,766704,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 16:33:51+00:00,14313000.0,-319000.0,-156207000.0,202543000.0,,,-8242000.0,995438000.0,2135989000.0,0.0,2043392000.0,-2312039000.0,364741000.0,2043392000.0,-2312039000.0,364741000.0,96094000.0,128884000.0,128884000.0,-2441000.0,-4559000.0,-72916000.0,-370223000.0,29684000.0,-2501748000.0,,-713253000.0,0.0,43598000.0,219027000.0
Welltower Inc,WELL,T6IZ0MBEG5ACZDTR7D06,766704,2010.0,Q3TTM,2009-10-01,2010-09-30,,11066000.0,-220000.0,-92106000.0,143424000.0,,,2526000.0,486565000.0,1457307000.0,,857317000.0,-1000250000.0,288604000.0,857317000.0,-1000250000.0,288604000.0,145671000.0,82850000.0,82850000.0,19820000.0,-142151000.0,-50287000.0,-271557000.0,28918000.0,-1103504000.0,,-672847000.0,,18819000.0,134722000.0
Welltower Inc,WELL,T6IZ0MBEG5ACZDTR7D06,766704,2010.0,Q3,2010-07-01,2010-09-30,,4315000.0,-71000.0,-21079000.0,52392000.0,,,12751000.0,449005000.0,445768000.0,,427736000.0,-399110000.0,97098000.0,427736000.0,-399110000.0,97098000.0,125724000.0,92000.0,92000.0,-1370000.0,-205941000.0,-1517000.0,-91495000.0,28918000.0,-487222000.0,,-169601000.0,,9399000.0,80230000.0
Welltower Inc,WELL,T6IZ0MBEG5ACZDTR7D06,766704,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-03 15:20:04+00:00,11066000.0,-220000.0,-92106000.0,143424000.0,0.0,,2526000.0,486565000.0,1457307000.0,0.0,857317000.0,-1000250000.0,288604000.0,857317000.0,-1000250000.0,288604000.0,145671000.0,82850000.0,82850000.0,19820000.0,-142151000.0,-50287000.0,-271557000.0,28918000.0,-1103504000.0,,-672847000.0,,18819000.0,134722000.0
Welltower Inc,WELL,T6IZ0MBEG5ACZDTR7D06,766704,2010.0,Q2TTM,2009-07-01,2010-06-30,,221000.0,235000.0,161000.0,8975000.0,,,3840000.0,-211636000.0,878468000.0,,497526000.0,-540887000.0,7173000.0,497526000.0,-540887000.0,7173000.0,-36188000.0,-48645000.0,-48645000.0,42922000.0,295651000.0,-163116000.0,-17298000.0,-140000.0,-278321000.0,,-447659000.0,,-21657000.0,-77793000.0
Welltower Inc,WELL,T6IZ0MBEG5ACZDTR7D06,766704,2010.0,Q2,2010-04-01,2010-06-30,,3824000.0,-55000.0,-45812000.0,47451000.0,,,-6409000.0,19769000.0,676327000.0,,229124000.0,-309277000.0,99018000.0,229124000.0,-309277000.0,99018000.0,18865000.0,51064000.0,51064000.0,3088000.0,-219468000.0,-47239000.0,-90030000.0,,-283225000.0,,-157474000.0,,4754000.0,16433000.0
Welltower Inc,WELL,T6IZ0MBEG5ACZDTR7D06,766704,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-09 16:59:19+00:00,6751000.0,-149000.0,-71027000.0,91032000.0,,,-10225000.0,37560000.0,1011539000.0,,429581000.0,-601140000.0,191506000.0,429581000.0,-601140000.0,191506000.0,19947000.0,82758000.0,82758000.0,21190000.0,63790000.0,-48770000.0,-180062000.0,,-616282000.0,,-503246000.0,,9420000.0,54492000.0
Welltower Inc,WELL,T6IZ0MBEG5ACZDTR7D06,766704,2010.0,Q1,2010-01-01,2010-03-31,2011-05-10 17:12:40+00:00,2927000.0,-94000.0,-25215000.0,43581000.0,,,-3816000.0,17791000.0,335212000.0,,200457000.0,-291863000.0,92488000.0,200457000.0,-291863000.0,92488000.0,1082000.0,31694000.0,31694000.0,18102000.0,283258000.0,-1531000.0,-90032000.0,,-333057000.0,,-345772000.0,,4666000.0,38059000.0
Welltower Inc,WELL,T6IZ0MBEG5ACZDTR7D06,766704,2011.0,Q4,2011-10-01,2011-12-31,,3908000.0,-69000.0,-82136000.0,122144000.0,,,19000.0,646913000.0,278560000.0,,703709000.0,-847494000.0,170591000.0,703709000.0,-847494000.0,170591000.0,26806000.0,42343000.0,42343000.0,714000.0,-12719000.0,-670000.0,-145329000.0,1463000.0,-517265000.0,-390851000.0,-63716000.0,,35667000.0,25625000.0
Welltower Inc,WELL,T6IZ0MBEG5ACZDTR7D06,766704,2011.0,FY,2011-01-01,2011-12-31,2014-02-21 16:43:00+00:00,14344000.0,-389000.0,-285884000.0,423605000.0,,0.0,5909000.0,2137594000.0,1810116000.0,696437000.0,3963817000.0,-4520129000.0,588224000.0,3963817000.0,-4520129000.0,588224000.0,31912000.0,212716000.0,212716000.0,-70360000.0,-52081000.0,17084000.0,-544248000.0,2010000.0,-4591518000.0,-390851000.0,-84001000.0,0.0,197946000.0,247210000.0
Welltower Inc,WELL,T6IZ0MBEG5ACZDTR7D06,766704,2011.0,Q3TTM,2010-10-01,2011-09-30,,13683000.0,-419000.0,-267849000.0,360580000.0,,,-4878000.0,1999554000.0,2210238000.0,696437000.0,4446183000.0,-4984424000.0,493770000.0,4446183000.0,-4984424000.0,493770000.0,-44471000.0,216407000.0,216407000.0,-93335000.0,98230000.0,-4875000.0,-497585000.0,1313000.0,-5472497000.0,,-60691000.0,,187058000.0,305890000.0
Welltower Inc,WELL,T6IZ0MBEG5ACZDTR7D06,766704,2011.0,Q3,2011-07-01,2011-09-30,,3592000.0,-289000.0,-91037000.0,115640000.0,-1069000.0,,14669000.0,69186000.0,92000000.0,,289619000.0,-657736000.0,176035000.0,289619000.0,-657736000.0,176035000.0,-192082000.0,52355000.0,52355000.0,-10352000.0,279958000.0,-17290000.0,-144321000.0,131000.0,-674410000.0,,-7204000.0,,22140000.0,12893000.0
Welltower Inc,WELL,T6IZ0MBEG5ACZDTR7D06,766704,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-08 16:38:07+00:00,10436000.0,-320000.0,-203748000.0,301461000.0,,0.0,5890000.0,1490681000.0,1531556000.0,696437000.0,3260108000.0,-3672635000.0,417633000.0,3260108000.0,-3672635000.0,417633000.0,5106000.0,170373000.0,170373000.0,-71074000.0,-39362000.0,17754000.0,-398919000.0,547000.0,-4074253000.0,,-20285000.0,0.0,162279000.0,221585000.0
